[1] ['1', '1', '1', '1', '7'] -> (1 + 1 + 1) * (1 + 7)
[1298] ['1', '19', '20', '28', '28'] -> ((19 * 28) - 28) / (1 + 20)
[1299] ['1', '19', '23', '27', '28'] -> (((1 + 28) * 23) - 19) / 27
[1300] ['1', '1', '1', '17', '27'] -> ((1 + 1 + 1) * 17) - 27
[1301] ['1', '20', '30', '30', '30'] -> (30 + 30) / ((30 / 20) + 1)
[1302] ['1', '21', '26', '26', '27'] -> (21 + 27) / ((26 / 26) + 1)
[1303] ['1', '19', '20', '20', '29'] -> (19 + 29) / ((20 / 20) + 1)
[1304] ['1', '23', '25', '26', '30'] -> ((1 + 26) * (25 - 23)) - 30
[1305] ['1', '21', '28', '30', '30'] -> (((30 + 30) / 28) - 1) * 21
[1306] ['1', '20', '28', '29', '29'] -> (20 + 28) / ((29 / 29) + 1)
[1307] ['1', '21', '22', '22', '27'] -> (21 + 27) / ((22 / 22) + 1)
[1308] ['1', '21', '22', '23', '28'] -> ((22 + 28) / (23 - 21)) - 1
[1309] ['1', '27', '29', '29', '30'] -> (((29 / 29) + 1) * 27) - 30
[1310] ['2', '2', '18', '18', '18'] -> (((18 / 18) + 2) * 2) + 18
[1311] ['1', '1', '1', '18', '18'] -> (18 / (1 + 1 + 1)) + 18
[1312] ['1', '25', '25', '27', '30'] -> (((25 / 25) + 1) * 27) - 30
[1313] ['2', '2', '23', '23', '30'] -> 30 - (((23 / 23) + 2) * 2)
[1314] ['2', '2', '30', '30', '30'] -> 30 - (((30 / 30) + 2) * 2)
[1315] ['2', '2', '18', '25', '25'] -> (((25 / 25) + 2) * 2) + 18
[1316] ['2', '5', '11', '13', '13'] -> (((11 * 13) - 13) / 5) - 2
[1317] ['2', '7', '7', '7', '7'] -> ((7 * 7) - (7 / 7)) / 2
[1318] ['2', '7', '7', '29', '29'] -> ((7 * 7) - (29 / 29)) / 2
[1319] ['2', '7', '7', '30', '30'] -> ((7 * 7) - (30 / 30)) / 2
[1320] ['2', '7', '13', '13', '13'] -> (((13 * 13) + 13) / 7) - 2
[1321] ['2', '9', '9', '9', '19'] -> (((9 / 9) + 9) / 2) + 19
[1322] ['1', '1', '1', '18', '20'] -> ((1 + 1) * (1 + 20)) - 18
[1323] ['2', '9', '9', '17', '18'] -> ((17 - (9 / 18)) * 2) - 9
[1324] ['2', '9', '9', '23', '30'] -> (23 + 9) / ((30 / 9) - 2)
[1325] ['2', '9', '11', '29', '29'] -> (((29 / 29) + 2) * 11) - 9
[1326] ['2', '9', '11', '30', '30'] -> (((30 / 30) + 2) * 11) - 9
[1327] ['2', '9', '12', '12', '23'] -> ((12 * 23) - 12) / (2 + 9)
[1328] ['2', '11', '11', '11', '30'] -> 30 - (((11 / 11) + 11) / 2)
[1329] ['2', '9', '25', '25', '27'] -> 27 - (9 / ((25 / 25) + 2))
[1330] ['2', '9', '26', '26', '27'] -> 27 - (9 / ((26 / 26) + 2))
[1331] ['2', '11', '14', '14', '25'] -> (((14 / 14) + 25) / 2) + 11
[1332] ['2', '11', '13', '13', '21'] -> (((13 * 21) + 13) / 11) - 2
[1333] ['1', '1', '1', '18', '22'] -> ((1 + 1) * (22 - 1)) - 18
[1334] ['2', '11', '13', '13', '30'] -> 30 - (((13 / 13) + 11) / 2)
[1335] ['2', '11', '15', '15', '21'] -> ((15 + 2) * 15) - (11 * 21)
[1336] ['2', '12', '12', '17', '27'] -> (((12 / 12) + 2) * 17) - 27
[1337] ['2', '13', '17', '25', '25'] -> (((25 / 25) + 13) / 2) + 17
[1338] ['2', '13', '26', '26', '29'] -> (((13 / 26) + 26) * 2) - 29
[1339] ['2', '14', '14', '15', '29'] -> 29 - (15 / ((14 / 14) + 2))
[1340] ['2', '15', '15', '15', '29'] -> 29 - (15 / ((15 / 15) + 2))
[1341] ['2', '15', '15', '15', '30'] -> (15 - ((15 + 30) / 15)) * 2
[1342] ['2', '15', '29', '29', '29'] -> 29 - (15 / ((29 / 29) + 2))
[1343] ['2', '15', '21', '26', '26'] -> (((26 / 26) + 2) * 15) - 21
[1344] ['1', '1', '1', '2', '17'] -> ((1 / 2) + 1) * (17 - 1)
[1345] ['1', '1', '1', '18', '26'] -> (1 + 1 + 1) * (26 - 18)
[1346] ['2', '15', '23', '23', '23'] -> ((23 / 23) + 2) * (23 - 15)
[1347] ['2', '17', '18', '18', '19'] -> ((18 * 19) + 18) / (17 - 2)
[1348] ['2', '17', '17', '18', '18'] -> (18 / ((17 / 17) + 2)) + 18
[1349] ['2', '18', '18', '18', '18'] -> (18 / ((18 / 18) + 2)) + 18
[1350] ['2', '18', '18', '19', '19'] -> (18 / ((19 / 19) + 2)) + 18
[1351] ['2', '18', '20', '29', '29'] -> (((29 / 29) + 20) * 2) - 18
[1352] ['2', '17', '25', '25', '25'] -> ((25 / 25) + 2) * (25 - 17)
[1353] ['2', '17', '27', '27', '27'] -> (((27 / 27) + 2) * 17) - 27
[1354] ['2', '18', '19', '19', '20'] -> (((19 / 19) + 20) * 2) - 18
[1355] ['2', '18', '25', '25', '27'] -> ((25 / 25) - (2 / 18)) * 27
[1356] ['1', '1', '1', '18', '27'] -> (1 - ((1 + 1) / 18)) * 27
[1357] ['2', '28', '29', '29', '30'] -> ((28 - (29 / 29)) * 2) - 30
[1358] ['3', '3', '13', '16', '16'] -> (16 + 16) / ((13 / 3) - 3)
[1359] ['3', '3', '13', '26', '29'] -> 26 - ((29 + 3) / (13 + 3))
[1360] ['3', '3', '19', '19', '28'] -> (((28 - 19) * 3) - 19) * 3
[1361] ['3', '4', '14', '29', '29'] -> ((3 - (29 / 29)) * 14) - 4
[1362] ['3', '4', '17', '17', '29'] -> (((29 * 4) + 3) / 17) + 17
[1363] ['3', '5', '5', '19', '29'] -> (19 + 29) / (3 - (5 / 5))
[1364] ['3', '4', '25', '25', '29'] -> (((25 + 3) * 25) - 4) / 29
[1365] ['3', '6', '11', '11', '19'] -> ((11 + 19) * 3) - (11 * 6)
[1366] ['3', '5', '20', '27', '27'] -> (((27 - 20) * 5) - 27) * 3
[1367] ['1', '1', '1', '18', '28'] -> ((18 + 28) / (1 + 1)) + 1
[1368] ['3', '6', '17', '23', '23'] -> (17 + 23) / ((23 / 3) - 6)
[1369] ['3', '7', '26', '26', '30'] -> (((26 / 3) - 7) * 30) - 26
[1370] ['3', '7', '18', '20', '20'] -> ((7 / 3) - (20 / 20)) * 18
[1371] ['3', '7', '18', '22', '22'] -> ((7 / 3) - (22 / 22)) * 18
[1372] ['3', '7', '20', '25', '27'] -> (((25 - 20) * 7) - 27) * 3
[1373] ['3', '8', '20', '25', '27'] -> ((25 * 27) - 3) / (20 + 8)
[1374] ['3', '10', '10', '11', '14'] -> (11 * 14) - ((10 + 3) * 10)
[1375] ['3', '9', '25', '28', '29'] -> (((29 - 25) * 9) - 28) * 3
[1376] ['3', '10', '13', '13', '13'] -> (10 - ((13 + 13) / 13)) * 3
[1377] ['3', '10', '15', '17', '17'] -> (((10 + 17) * 15) + 3) / 17
[1378] ['1', '1', '5', '16', '25'] -> ((1 + 1) * (25 - 5)) - 16
[1379] ['3', '10', '14', '14', '15'] -> ((15 / 10) + (3 / 14)) * 14
[1380] ['3', '10', '14', '17', '27'] -> ((10 * 3) + (14 * 27)) / 17
[1381] ['3', '11', '11', '17', '20'] -> (((11 / 11) + 20) / 3) + 17
[1382] ['3', '11', '11', '26', '29'] -> (((11 * 11) + 29) / 3) - 26
[1383] ['3', '10', '25', '25', '25'] -> (10 - ((25 + 25) / 25)) * 3
[1384] ['3', '10', '25', '27', '27'] -> ((27 - 25) * 27) - (10 * 3)
[1385] ['3', '11', '16', '16', '30'] -> (11 + 16) / (3 - (30 / 16))
[1386] ['3', '10', '23', '23', '23'] -> (10 - ((23 + 23) / 23)) * 3
[1387] ['3', '10', '23', '27', '29'] -> (27 + 29) / (10 - (23 / 3))
[1388] ['3', '10', '17', '24', '26'] -> (((10 * 17) - 26) / 3) - 24
[1389] ['1', '1', '7', '11', '23'] -> ((11 + 23) / (1 + 1)) + 7
[1390] ['3', '11', '13', '14', '27'] -> ((11 * 27) + (13 * 3)) / 14
[1391] ['3', '11', '13', '16', '21'] -> (((21 - 13) * 11) - 16) / 3
[1392] ['3', '11', '17', '20', '23'] -> 20 / ((23 / (17 - 11)) - 3)
[1393] ['3', '11', '16', '23', '27'] -> (((11 * 16) - 23) / 3) - 27
[1394] ['3', '11', '17', '17', '30'] -> (((17 - 11) * 17) - 30) / 3
[1395] ['3', '11', '17', '18', '29'] -> ((17 * 29) + 11) / (18 + 3)
[1396] ['3', '12', '17', '19', '19'] -> (19 + 19) / (3 - (17 / 12))
[1397] ['3', '11', '27', '27', '28'] -> 28 - (((27 / 27) + 11) / 3)
[1398] ['3', '13', '17', '17', '18'] -> (((17 / 17) + 13) * 3) - 18
[1399] ['3', '14', '15', '15', '15'] -> ((14 - (15 / 15)) * 3) - 15
[1400] ['1', '1', '5', '13', '25'] -> ((13 + 25) / (1 + 1)) + 5
[1401] ['3', '13', '18', '25', '25'] -> (((25 / 25) + 13) * 3) - 18
[1402] ['3', '13', '19', '19', '19'] -> ((19 / 19) + 3) * (19 - 13)
[1403] ['3', '14', '14', '19', '29'] -> (19 + 29) / (3 - (14 / 14))
[1404] ['3', '14', '15', '19', '19'] -> ((14 - (19 / 19)) * 3) - 15
[1405] ['3', '14', '15', '26', '26'] -> ((14 - (26 / 26)) * 3) - 15
[1406] ['3', '14', '15', '29', '29'] -> ((14 - (29 / 29)) * 3) - 15
[1407] ['3', '15', '15', '19', '29'] -> (19 + 29) / (3 - (15 / 15))
[1408] ['3', '15', '16', '17', '17'] -> ((17 + 3) * (17 - 15)) - 16
[1409] ['3', '15', '26', '28', '28'] -> (((28 / 28) + 26) / 3) + 15
[1410] ['3', '16', '16', '23', '26'] -> (3 - ((16 + 23) / 26)) * 16
[1411] ['1', '1', '5', '14', '23'] -> (14 * 5) - ((1 + 1) * 23)
[1412] ['3', '16', '16', '19', '29'] -> (19 + 29) / (3 - (16 / 16))
[1413] ['3', '14', '19', '27', '29'] -> 29 - (((27 * 3) + 14) / 19)
[1414] ['3', '15', '25', '25', '26'] -> (((25 / 25) + 26) / 3) + 15
[1415] ['3', '16', '17', '27', '29'] -> ((17 + 3) * (29 - 27)) - 16
[1416] ['3', '16', '19', '20', '30'] -> 30 / (3 - ((16 + 19) / 20))
[1417] ['3', '18', '18', '20', '25'] -> (((25 - 20) * 18) - 18) / 3
[1418] ['3', '17', '17', '29', '30'] -> (((3 * 30) + 29) / 17) + 17
[1419] ['3', '17', '17', '30', '30'] -> ((17 * 30) - 30) / (17 + 3)
[1420] ['3', '17', '23', '23', '23'] -> ((23 / 23) + 3) * (23 - 17)
[1421] ['3', '17', '19', '25', '30'] -> (((25 - 19) * 17) - 30) / 3
[1422] ['1', '1', '6', '14', '29'] -> ((1 + 1) * (29 - 14)) - 6
[1423] ['3', '17', '20', '20', '20'] -> (((20 / 20) + 20) / 3) + 17
[1424] ['3', '18', '19', '25', '29'] -> ((19 * 25) + 29) / (18 + 3)
[1425] ['3', '19', '19', '23', '26'] -> (((23 * 3) + 26) / 19) + 19
[1426] ['3', '19', '19', '25', '30'] -> ((25 - 19) * 19) - (3 * 30)
[1427] ['3', '19', '22', '29', '29'] -> 29 - (((22 * 3) + 29) / 19)
[1428] ['4', '4', '4', '11', '27'] -> 27 - (((4 / 4) + 11) / 4)
[1429] ['3', '22', '23', '28', '28'] -> ((3 - (28 / 28)) * 23) - 22
[1430] ['3', '22', '23', '30', '30'] -> ((3 - (30 / 30)) * 23) - 22
[1431] ['3', '23', '23', '28', '29'] -> (((23 - 3) * 29) - 28) / 23
[1432] ['3', '23', '27', '27', '28'] -> ((27 - 23) * 27) - (28 * 3)
[1433] ['1', '1', '9', '13', '13'] -> ((13 + 9) / (1 + 1)) + 13
[1434] ['3', '25', '25', '30', '30'] -> (3 - ((25 + 30) / 25)) * 30
[1435] ['4', '4', '7', '11', '30'] -> (((11 + 30) * 4) + 4) / 7
[1436] ['4', '4', '10', '17', '27'] -> (((27 - 17) * 10) - 4) / 4
[1437] ['4', '4', '14', '17', '17'] -> ((17 * 4) + 4) / (17 - 14)
[1438] ['4', '4', '13', '13', '13'] -> (((13 + 13) / 13) + 4) * 4
[1439] ['4', '4', '16', '19', '23'] -> (((16 + 4) * 23) - 4) / 19
[1440] ['4', '4', '11', '17', '28'] -> ((11 * 28) + 4) / (17 - 4)
[1441] ['4', '4', '21', '21', '21'] -> (((21 + 21) / 21) + 4) * 4
[1442] ['4', '4', '17', '20', '25'] -> ((20 * 25) + 4) / (17 + 4)
[1443] ['4', '4', '19', '19', '19'] -> (((19 + 19) / 19) + 4) * 4
[1444] ['1', '1', '8', '13', '23'] -> (((1 + 1) * 13) - 23) * 8
[1445] ['4', '4', '19', '19', '21'] -> ((19 + 21) / (4 + 4)) + 19
[1446] ['4', '4', '15', '21', '25'] -> 4 / ((25 / (21 - 15)) - 4)
[1447] ['4', '4', '13', '16', '17'] -> ((17 * 4) + 4) / (16 - 13)
[1448] ['4', '4', '27', '27', '27'] -> (((27 + 27) / 27) + 4) * 4
[1449] ['4', '4', '27', '30', '30'] -> ((30 / (30 - 27)) - 4) * 4
[1450] ['4', '4', '29', '29', '29'] -> (((29 + 29) / 29) + 4) * 4
[1451] ['4', '5', '5', '12', '29'] -> (((12 - 5) * 5) - 29) * 4
[1452] ['4', '4', '21', '27', '28'] -> ((27 / 4) - (21 / 28)) * 4
[1453] ['4', '4', '22', '22', '29'] -> (((29 - 22) * 4) - 22) * 4
[1454] ['4', '5', '15', '24', '29'] -> (((15 + 5) * 29) - 4) / 24
[1455] ['1', '1', '1', '7', '7'] -> ((7 * 7) - 1) / (1 + 1)
[1456] ['1', '1', '8', '13', '25'] -> (((1 + 25) / 13) + 1) * 8
[1457] ['4', '6', '6', '11', '15'] -> 6 / ((11 / 4) - (15 / 6))
[1458] ['4', '5', '18', '28', '28'] -> (((28 * 5) + 28) / 4) - 18
[1459] ['4', '5', '23', '23', '27'] -> (((23 + 5) * 23) + 4) / 27
[1460] ['4', '7', '7', '7', '23'] -> ((7 * 7) + 23) / (7 - 4)
[1461] ['4', '7', '7', '11', '11'] -> ((11 / 11) + 7) * (7 - 4)
[1462] ['4', '7', '7', '13', '13'] -> ((13 / 13) + 7) * (7 - 4)
[1463] ['4', '7', '7', '13', '25'] -> (((4 + 7) * 13) + 25) / 7
[1464] ['4', '7', '7', '27', '27'] -> ((27 / 27) + 7) * (7 - 4)
[1465] ['4', '7', '11', '18', '18'] -> (((18 / 18) + 4) * 7) - 11
[1466] ['4', '7', '10', '20', '27'] -> (((10 + 27) * 4) + 20) / 7
[1467] ['1', '1', '9', '10', '19'] -> ((19 + 9) / (1 + 1)) + 10
[1468] ['4', '7', '11', '29', '29'] -> (((29 / 29) + 4) * 7) - 11
[1469] ['4', '7', '11', '30', '30'] -> (((30 / 30) + 4) * 7) - 11
[1470] ['4', '7', '13', '28', '30'] -> (28 * 7) - ((13 + 30) * 4)
[1471] ['4', '7', '18', '29', '29'] -> 18 / ((7 / 4) - (29 / 29))
[1472] ['4', '8', '10', '25', '25'] -> ((4 / 25) + (8 / 10)) * 25
[1473] ['4', '7', '19', '22', '22'] -> ((22 * 22) - (4 * 7)) / 19
[1474] ['4', '8', '17', '25', '25'] -> (17 + 25) / (8 - (25 / 4))
[1475] ['4', '9', '9', '11', '11'] -> (((11 + 9) * 11) - 4) / 9
[1476] ['4', '10', '10', '14', '27'] -> (((10 * 27) + 10) / 14) + 4
[1477] ['4', '9', '13', '15', '28'] -> ((15 * 4) + (28 * 9)) / 13
[1478] ['1', '1', '7', '22', '30'] -> ((1 + 1) * (30 - 7)) - 22
[1479] ['4', '10', '13', '22', '23'] -> ((10 * 22) + (23 * 4)) / 13
[1480] ['4', '10', '22', '23', '23'] -> (10 / ((23 / 23) + 4)) + 22
[1481] ['4', '11', '11', '16', '30'] -> 30 / ((11 / 11) + (4 / 16))
[1482] ['4', '10', '22', '25', '25'] -> (10 / ((25 / 25) + 4)) + 22
[1483] ['4', '10', '22', '29', '29'] -> (10 / ((29 / 29) + 4)) + 22
[1484] ['4', '11', '15', '28', '28'] -> ((11 * 28) + 4) / (28 - 15)
[1485] ['4', '11', '15', '15', '27'] -> 27 - (((15 / 15) + 11) / 4)
[1486] ['4', '11', '17', '17', '23'] -> (((11 * 17) - 23) / 4) - 17
[1487] ['4', '12', '13', '13', '30'] -> ((30 / 13) - (4 / 13)) * 12
[1488] ['4', '12', '12', '14', '27'] -> (((27 * 4) + 12) / 12) + 14
[1489] ['1', '1', '10', '11', '16'] -> ((10 + 16) / (1 + 1)) + 11
[1490] ['4', '11', '26', '26', '27'] -> 27 - (((26 / 26) + 11) / 4)
[1491] ['4', '11', '27', '27', '27'] -> 27 - (((27 / 27) + 11) / 4)
[1492] ['4', '10', '23', '27', '28'] -> 27 - (((28 / 4) + 23) / 10)
[1493] ['4', '11', '21', '21', '27'] -> 27 - (((21 / 21) + 11) / 4)
[1494] ['4', '12', '14', '25', '25'] -> 4 / ((14 / 12) - (25 / 25))
[1495] ['4', '13', '15', '17', '28'] -> (((15 - 13) * 17) - 28) * 4
[1496] ['4', '13', '13', '15', '15'] -> (((13 + 15) * 13) - 4) / 15
[1497] ['4', '13', '15', '22', '28'] -> ((15 - 13) * (22 + 4)) - 28
[1498] ['4', '13', '17', '30', '30'] -> 30 / (13 - ((17 + 30) / 4))
[1499] ['4', '13', '15', '24', '29'] -> (((15 + 29) * 13) + 4) / 24
[1500] ['1', '1', '10', '11', '28'] -> ((1 + 1) * (28 - 11)) - 10
[1501] ['4', '13', '13', '30', '30'] -> 30 - (30 / ((13 / 13) + 4))
[1502] ['4', '14', '14', '14', '25'] -> ((14 / 4) - (25 / 14)) * 14
[1503] ['4', '14', '14', '23', '27'] -> (((14 + 14) * 23) + 4) / 27
[1504] ['4', '14', '18', '23', '23'] -> ((4 - (23 / 23)) * 14) - 18
[1505] ['4', '15', '15', '19', '19'] -> (((15 / 15) + 19) / 4) + 19
[1506] ['4', '15', '18', '25', '25'] -> 4 / ((25 / 25) - (15 / 18))
[1507] ['4', '15', '21', '25', '27'] -> (((21 * 25) + 15) / 27) + 4
[1508] ['4', '16', '19', '19', '30'] -> 30 / ((19 / 19) + (4 / 16))
[1509] ['4', '16', '17', '23', '23'] -> (((23 - 16) * 17) - 23) / 4
[1510] ['4', '16', '17', '17', '18'] -> 18 / ((17 / 17) - (4 / 16))
[1511] ['1', '1', '9', '18', '29'] -> (((1 + 29) / 18) + 1) * 9
[1512] ['4', '16', '16', '16', '17'] -> ((16 * 17) + 16) / (16 - 4)
[1513] ['4', '16', '27', '27', '30'] -> 30 / ((27 / 27) + (4 / 16))
[1514] ['4', '17', '17', '19', '19'] -> (((17 / 17) + 19) / 4) + 19
[1515] ['4', '17', '20', '20', '30'] -> (((30 * 4) + 20) / 20) + 17
[1516] ['4', '17', '17', '30', '30'] -> 30 - (30 / ((17 / 17) + 4))
[1517] ['4', '18', '18', '21', '23'] -> (((23 + 4) * 18) + 18) / 21
[1518] ['4', '17', '26', '28', '28'] -> (((28 - 26) * 17) - 28) * 4
[1519] ['4', '17', '28', '28', '30'] -> (((30 - 28) * 17) - 28) * 4
[1520] ['4', '19', '19', '25', '25'] -> (((25 / 25) + 19) / 4) + 19
[1521] ['4', '18', '18', '25', '27'] -> ((18 * 27) + 18) / (25 - 4)
[1522] ['1', '1', '10', '10', '18'] -> ((10 + 18) / (1 + 1)) + 10
[1523] ['4', '20', '20', '26', '29'] -> 20 / ((29 / (26 - 20)) - 4)
[1524] ['5', '5', '5', '5', '12'] -> ((5 / 5) + (5 / 5)) * 12
[1525] ['4', '21', '23', '30', '30'] -> ((30 + 4) * 21) - (23 * 30)
[1526] ['5', '5', '6', '11', '27'] -> (((5 + 5) * 27) - 6) / 11
[1527] ['4', '29', '29', '30', '30'] -> 30 - (30 / ((29 / 29) + 4))
[1528] ['5', '5', '7', '13', '13'] -> ((13 * 13) - (5 / 5)) / 7
[1529] ['5', '5', '7', '12', '21'] -> ((21 / 7) - (5 / 5)) * 12
[1530] ['5', '5', '7', '22', '23'] -> (((22 * 5) + 23) / 7) + 5
[1531] ['4', '25', '29', '29', '29'] -> 29 - (25 / ((29 / 29) + 4))
[1532] ['5', '5', '9', '14', '14'] -> ((14 / 14) + 5) * (9 - 5)
[1533] ['1', '1', '11', '20', '28'] -> ((28 / 20) + 1) * (11 - 1)
[1534] ['4', '23', '27', '30', '30'] -> 30 - (((27 * 4) + 30) / 23)
[1535] ['5', '5', '9', '18', '18'] -> ((18 / 18) + 5) * (9 - 5)
[1536] ['5', '5', '9', '19', '19'] -> ((19 / 19) + 5) * (9 - 5)
[1537] ['5', '5', '10', '17', '29'] -> ((29 / 5) - (17 / 5)) * 10
[1538] ['5', '5', '9', '28', '28'] -> ((28 / 28) + 5) * (9 - 5)
[1539] ['5', '5', '10', '26', '29'] -> (((10 * 26) + 5) / 5) - 29
[1540] ['5', '5', '8', '27', '27'] -> 27 - (27 / ((5 / 5) + 8))
[1541] ['5', '5', '10', '13', '19'] -> (((10 * 19) - 5) / 5) - 13
[1542] ['5', '5', '15', '16', '27'] -> 27 - (16 / ((5 / 15) + 5))
[1543] ['5', '5', '15', '18', '29'] -> (((15 * 18) - 5) / 5) - 29
[1544] ['1', '1', '10', '19', '28'] -> ((28 / (1 + 19)) + 1) * 10
[1545] ['5', '5', '12', '19', '19'] -> ((19 / 19) + (5 / 5)) * 12
[1546] ['5', '5', '12', '23', '29'] -> ((29 * 5) + 23) / (12 - 5)
[1547] ['5', '5', '12', '29', '29'] -> ((29 / 29) + (5 / 5)) * 12
[1548] ['5', '5', '25', '27', '30'] -> 27 - (30 / ((25 / 5) + 5))
[1549] ['5', '5', '13', '18', '21'] -> (13 * 18) - ((5 + 5) * 21)
[1550] ['5', '5', '13', '19', '23'] -> ((19 * 23) - 5) / (13 + 5)
[1551] ['5', '5', '13', '20', '29'] -> (((13 * 20) + 5) / 5) - 29
[1552] ['5', '5', '13', '22', '29'] -> (((5 + 5) * 29) + 22) / 13
[1553] ['5', '5', '16', '16', '28'] -> ((5 + 5) * 28) - (16 * 16)
[1554] ['5', '5', '21', '27', '27'] -> (21 + 27) / (27 - (5 * 5))
[1555] ['1', '1', '13', '14', '19'] -> 14 / ((19 / (13 - 1)) - 1)
[1556] ['5', '5', '27', '30', '30'] -> ((27 / 5) - 5) * (30 + 30)
[1557] ['5', '5', '18', '21', '30'] -> ((18 / 30) + (21 / 5)) * 5
[1558] ['5', '5', '18', '22', '22'] -> (18 + 22) * (5 - (22 / 5))
[1559] ['5', '5', '17', '27', '28'] -> ((28 - (5 * 5)) * 17) - 27
[1560] ['5', '5', '17', '29', '30'] -> (((30 / 5) + 29) / 5) + 17
[1561] ['5', '5', '18', '28', '29'] -> (((18 + 5) * 29) + 5) / 28
[1562] ['5', '6', '15', '28', '28'] -> ((15 / 5) + (28 / 28)) * 6
[1563] ['5', '6', '15', '29', '29'] -> ((15 / 5) + (29 / 29)) * 6
[1564] ['5', '6', '18', '19', '27'] -> ((18 * 27) - (5 * 6)) / 19
[1565] ['5', '6', '13', '23', '29'] -> ((29 * 5) + 23) / (13 - 6)
[1566] ['1', '1', '1', '7', '22'] -> ((1 / 7) + 1) * (22 - 1)
[1567] ['1', '1', '11', '11', '15'] -> ((11 + 15) / (1 + 1)) + 11
[1568] ['5', '6', '23', '23', '28'] -> (((23 + 6) * 23) + 5) / 28
[1569] ['5', '6', '17', '23', '23'] -> (((23 - 5) * 23) - 6) / 17
[1570] ['5', '7', '7', '23', '30'] -> ((30 + 7) * 5) - (23 * 7)
[1571] ['5', '7', '13', '27', '30'] -> ((13 * 5) + 7) / (30 - 27)
[1572] ['5', '7', '14', '18', '24'] -> ((18 - 14) * (5 + 7)) - 24
[1573] ['5', '7', '12', '21', '29'] -> ((21 * 7) - (29 * 5)) * 12
[1574] ['5', '7', '16', '23', '23'] -> (((23 / 23) + 7) * 5) - 16
[1575] ['5', '7', '16', '27', '27'] -> (((27 / 27) + 7) * 5) - 16
[1576] ['5', '8', '8', '18', '23'] -> ((23 - 18) * 5) - (8 / 8)
[1577] ['5', '8', '8', '23', '28'] -> ((28 - 23) * 5) - (8 / 8)
[1578] ['1', '1', '15', '15', '30'] -> ((15 / 30) + 1) * (1 + 15)
[1579] ['5', '7', '24', '25', '29'] -> ((29 - 25) * (5 + 7)) - 24
[1580] ['5', '7', '18', '29', '29'] -> (((29 / 29) + 5) * 7) - 18
[1581] ['5', '8', '13', '18', '18'] -> ((13 - 8) * 5) - (18 / 18)
[1582] ['5', '7', '17', '21', '24'] -> ((21 - 17) * (5 + 7)) - 24
[1583] ['5', '8', '13', '21', '21'] -> ((13 - 8) * 5) - (21 / 21)
[1584] ['5', '8', '13', '23', '23'] -> ((13 - 8) * 5) - (23 / 23)
[1585] ['5', '8', '11', '19', '27'] -> (5 - ((11 + 27) / 19)) * 8
[1586] ['5', '8', '13', '29', '29'] -> ((13 - 8) * 5) - (29 / 29)
[1587] ['5', '9', '9', '9', '13'] -> ((9 / 9) + 5) * (13 - 9)
[1588] ['5', '8', '23', '23', '23'] -> (5 - ((23 + 23) / 23)) * 8
[1589] ['1', '1', '15', '16', '29'] -> ((15 / (1 + 29)) + 1) * 16
[1590] ['5', '7', '17', '22', '29'] -> ((17 * 29) + (5 * 7)) / 22
[1591] ['5', '9', '9', '23', '28'] -> ((28 - 23) * 5) - (9 / 9)
[1592] ['5', '8', '25', '25', '25'] -> (5 - ((25 + 25) / 25)) * 8
[1593] ['5', '9', '14', '14', '14'] -> ((14 - 9) * 5) - (14 / 14)
[1594] ['5', '9', '11', '26', '29'] -> (((29 * 9) - 11) / 5) - 26
[1595] ['5', '9', '13', '19', '19'] -> ((19 / 19) + 5) * (13 - 9)
[1596] ['5', '10', '10', '10', '15'] -> ((15 - 10) * 5) - (10 / 10)
[1597] ['5', '9', '14', '28', '28'] -> ((14 - 9) * 5) - (28 / 28)
[1598] ['5', '9', '14', '29', '29'] -> ((14 - 9) * 5) - (29 / 29)
[1599] ['5', '10', '10', '23', '28'] -> ((28 - 23) * 5) - (10 / 10)
[1600] ['1', '1', '11', '17', '22'] -> ((11 / 22) + 1) * (17 - 1)
[1601] ['5', '10', '15', '23', '23'] -> ((15 - 10) * 5) - (23 / 23)
[1602] ['5', '10', '17', '17', '17'] -> ((17 / 5) - (17 / 17)) * 10
[1603] ['5', '11', '11', '11', '11'] -> ((11 * 11) - (11 / 11)) / 5
[1604] ['5', '10', '15', '19', '19'] -> ((15 - 10) * 5) - (19 / 19)
[1605] ['5', '11', '11', '11', '16'] -> ((16 - 11) * 5) - (11 / 11)
[1606] ['5', '11', '11', '11', '23'] -> ((11 * 11) + 23) / (11 - 5)
[1607] ['5', '11', '11', '13', '13'] -> ((11 * 11) - (13 / 13)) / 5
[1608] ['5', '11', '11', '23', '23'] -> ((11 * 11) - (23 / 23)) / 5
[1609] ['5', '11', '11', '25', '25'] -> ((11 * 11) - (25 / 25)) / 5
[1610] ['5', '11', '11', '26', '26'] -> ((11 * 11) - (26 / 26)) / 5
[1611] ['1', '1', '11', '18', '27'] -> (1 + 11) / ((27 / 18) - 1)
[1612] ['5', '11', '11', '13', '30'] -> (((13 * 30) - 5) / 11) - 11
[1613] ['5', '11', '11', '16', '16'] -> ((11 * 11) - (16 / 16)) / 5
[1614] ['5', '10', '17', '23', '29'] -> ((29 * 5) + 23) / (17 - 10)
[1615] ['5', '10', '17', '26', '26'] -> ((17 / 5) - (26 / 26)) * 10
[1616] ['5', '10', '17', '27', '27'] -> ((17 / 5) - (27 / 27)) * 10
