[1] ['1', '1', '8'] -> (1 / 8) + 1 mod 61
[10289] ['27', '38', '46'] -> (27 / 46) + 38 mod 61
[10290] ['27', '38', '49'] -> (49 / 27) + 38 mod 61
[10291] ['27', '38', '53'] -> 27 - (53 / 38) mod 61
[10292] ['27', '38', '54'] -> 38 / (54 - 27) mod 61
[10293] ['27', '39', '39'] -> 39 - (39 / 27) mod 61
[10294] ['27', '39', '40'] -> 40 - (27 * 39) mod 61
[10295] ['27', '39', '43'] -> (27 * 43) - 39 mod 61
[10296] ['27', '39', '46'] -> 27 / (39 + 46) mod 61
[10297] ['27', '39', '50'] -> (39 + 50) * 27 mod 61
[10298] ['2', '33', '37'] -> 37 - (2 / 33) mod 61
[10299] ['27', '39', '51'] -> (39 / 51) - 27 mod 61
[10300] ['27', '39', '52'] -> (39 / 27) - 52 mod 61
[10301] ['27', '39', '53'] -> (27 * 39) - 53 mod 61
[10302] ['27', '39', '56'] -> 27 - (56 / 39) mod 61
[10303] ['27', '39', '60'] -> (39 + 60) / 27 mod 61
[10304] ['27', '40', '42'] -> (27 * 40) + 42 mod 61
[10305] ['27', '40', '52'] -> (52 - 27) * 40 mod 61
[10306] ['27', '40', '57'] -> (40 / 57) - 27 mod 61
[10307] ['27', '41', '42'] -> (27 + 42) / 41 mod 61
[10308] ['27', '41', '45'] -> (27 + 45) * 41 mod 61
[10309] ['2', '33', '42'] -> (2 * 33) - 42 mod 61
[10310] ['27', '41', '48'] -> (41 + 48) * 27 mod 61
[10311] ['27', '41', '52'] -> (41 * 52) + 27 mod 61
[10312] ['27', '41', '54'] -> (41 - 27) * 54 mod 61
[10313] ['27', '41', '57'] -> (27 / 41) - 57 mod 61
[10314] ['27', '41', '58'] -> (41 + 58) / 27 mod 61
[10315] ['27', '41', '59'] -> 41 - (27 / 59) mod 61
[10316] ['27', '41', '60'] -> (60 / 41) + 27 mod 61
[10317] ['27', '42', '42'] -> (27 / 42) - 42 mod 61
[10318] ['27', '42', '43'] -> 27 / (42 + 43) mod 61
[10319] ['27', '42', '44'] -> 42 / (44 - 27) mod 61
[10320] ['1', '6', '39'] -> 1 / (6 - 39) mod 61
[10321] ['2', '33', '43'] -> (43 / 2) + 33 mod 61
[10322] ['27', '42', '48'] -> 27 - (42 * 48) mod 61
[10323] ['27', '42', '49'] -> (27 * 42) + 49 mod 61
[10324] ['27', '42', '51'] -> 42 / (27 + 51) mod 61
[10325] ['27', '42', '54'] -> (42 - 27) / 54 mod 61
[10326] ['27', '42', '55'] -> 55 / (42 - 27) mod 61
[10327] ['27', '42', '56'] -> (27 - 56) / 42 mod 61
[10328] ['27', '42', '60'] -> 60 - (27 * 42) mod 61
[10329] ['27', '43', '43'] -> 43 / (27 - 43) mod 61
[10330] ['27', '43', '49'] -> (27 * 49) + 43 mod 61
[10331] ['27', '43', '51'] -> (43 * 51) + 27 mod 61
[10332] ['2', '33', '45'] -> (45 - 33) * 2 mod 61
[10333] ['27', '43', '54'] -> (54 / 43) + 27 mod 61
[10334] ['27', '43', '55'] -> 27 - (43 / 55) mod 61
[10335] ['27', '43', '58'] -> (58 / 43) - 27 mod 61
[10336] ['27', '44', '49'] -> (44 - 27) / 49 mod 61
[10337] ['27', '44', '51'] -> (51 / 44) + 27 mod 61
[10338] ['27', '44', '52'] -> 44 - (52 / 27) mod 61
[10339] ['27', '44', '57'] -> 57 / (27 + 44) mod 61
[10340] ['27', '44', '59'] -> (27 * 59) - 44 mod 61
[10341] ['27', '45', '45'] -> (27 - 45) / 45 mod 61
[10342] ['27', '45', '49'] -> 49 - (27 / 45) mod 61
[10343] ['2', '33', '48'] -> (33 - 2) * 48 mod 61
[10344] ['27', '45', '50'] -> (27 * 50) - 45 mod 61
[10345] ['27', '45', '57'] -> 27 - (45 * 57) mod 61
[10346] ['27', '45', '60'] -> (27 / 45) + 60 mod 61
[10347] ['27', '46', '46'] -> 46 - (27 * 46) mod 61
[10348] ['27', '46', '50'] -> (46 / 27) - 50 mod 61
[10349] ['27', '46', '57'] -> (27 / 57) + 46 mod 61
[10350] ['27', '46', '60'] -> (60 / 27) - 46 mod 61
[10351] ['27', '47', '52'] -> (47 + 52) / 27 mod 61
[10352] ['27', '47', '58'] -> (27 - 58) / 47 mod 61
[10353] ['27', '48', '49'] -> (27 / 48) - 49 mod 61
[10354] ['2', '33', '49'] -> 49 / (2 - 33) mod 61
[10355] ['27', '48', '52'] -> (27 * 48) - 52 mod 61
[10356] ['27', '48', '53'] -> (53 / 27) - 48 mod 61
[10357] ['27', '48', '57'] -> (27 - 57) * 48 mod 61
[10358] ['27', '49', '54'] -> (27 + 49) / 54 mod 61
[10359] ['27', '49', '58'] -> 49 / (27 - 58) mod 61
[10360] ['27', '50', '51'] -> (27 * 51) + 50 mod 61
[10361] ['27', '50', '54'] -> (27 + 54) * 50 mod 61
[10362] ['27', '50', '55'] -> 50 - (27 / 55) mod 61
[10363] ['27', '50', '56'] -> (50 / 56) - 27 mod 61
[10364] ['27', '51', '52'] -> 51 / (52 - 27) mod 61
[10365] ['2', '33', '53'] -> (53 / 2) - 33 mod 61
[10366] ['27', '51', '53'] -> 53 - (51 / 27) mod 61
[10367] ['27', '51', '57'] -> (27 * 57) - 51 mod 61
[10368] ['27', '51', '58'] -> 51 - (58 / 27) mod 61
[10369] ['27', '52', '57'] -> (52 / 27) - 57 mod 61
[10370] ['27', '52', '58'] -> 27 - (52 / 58) mod 61
[10371] ['27', '53', '53'] -> 27 - (53 * 53) mod 61
[10372] ['27', '53', '54'] -> 53 / (27 + 54) mod 61
[10373] ['27', '54', '54'] -> (27 / 54) + 54 mod 61
[10374] ['27', '54', '55'] -> 55 - (27 / 54) mod 61
[10375] ['27', '54', '59'] -> (27 / 59) - 54 mod 61
[10376] ['2', '33', '58'] -> (2 + 58) / 33 mod 61
[10377] ['27', '58', '58'] -> (58 / 27) + 58 mod 61
[10378] ['27', '60', '60'] -> 60 / (60 - 27) mod 61
[10379] ['28', '28', '33'] -> (28 * 28) + 33 mod 61
[10380] ['28', '28', '34'] -> (28 + 34) / 28 mod 61
[10381] ['28', '28', '35'] -> 28 - (28 * 35) mod 61
[10382] ['28', '28', '43'] -> (28 + 28) / 43 mod 61
[10383] ['28', '28', '44'] -> (28 + 28) * 44 mod 61
[10384] ['28', '28', '51'] -> 28 - (51 / 28) mod 61
[10385] ['28', '28', '54'] -> (28 / 54) + 28 mod 61
[10386] ['28', '28', '55'] -> (55 - 28) * 28 mod 61
[10387] ['2', '34', '36'] -> 36 / (34 - 2) mod 61
[10388] ['28', '28', '60'] -> (28 + 60) * 28 mod 61
[10389] ['28', '29', '31'] -> (28 / 31) + 29 mod 61
[10390] ['28', '29', '46'] -> 46 - (28 / 29) mod 61
[10391] ['28', '29', '47'] -> 29 / (47 - 28) mod 61
[10392] ['28', '29', '49'] -> 49 - (29 / 28) mod 61
[10393] ['28', '29', '58'] -> (28 + 58) / 29 mod 61
[10394] ['28', '29', '60'] -> (29 / 28) + 60 mod 61
[10395] ['28', '30', '31'] -> (31 - 30) / 28 mod 61
[10396] ['28', '30', '32'] -> (30 + 32) / 28 mod 61
[10397] ['28', '30', '40'] -> (28 - 40) / 30 mod 61
[10398] ['2', '34', '44'] -> (2 * 34) - 44 mod 61
[10399] ['28', '30', '41'] -> (41 - 28) * 30 mod 61
[10400] ['28', '30', '49'] -> (28 - 30) * 49 mod 61
[10401] ['28', '30', '50'] -> 50 / (28 + 30) mod 61
[10402] ['28', '30', '56'] -> (30 - 28) / 56 mod 61
[10403] ['28', '30', '58'] -> (30 + 58) * 28 mod 61
[10404] ['28', '31', '39'] -> (28 * 39) - 31 mod 61
[10405] ['28', '31', '41'] -> (28 - 41) * 31 mod 61
[10406] ['28', '31', '42'] -> 31 / (42 - 28) mod 61
[10407] ['28', '31', '45'] -> (28 + 45) / 31 mod 61
[10408] ['28', '31', '46'] -> 31 - (28 * 46) mod 61
[10409] ['2', '34', '51'] -> (34 * 51) - 2 mod 61
[10410] ['28', '31', '47'] -> 31 / (28 + 47) mod 61
[10411] ['28', '31', '48'] -> (48 / 28) + 31 mod 61
[10412] ['28', '31', '50'] -> 50 / (28 - 31) mod 61
[10413] ['28', '31', '51'] -> (28 * 31) - 51 mod 61
[10414] ['28', '31', '58'] -> (58 - 31) * 28 mod 61
[10415] ['28', '31', '59'] -> (59 / 31) + 28 mod 61
[10416] ['28', '32', '34'] -> 32 - (28 / 34) mod 61
[10417] ['28', '32', '35'] -> 35 / (32 - 28) mod 61
[10418] ['28', '32', '38'] -> (32 * 38) + 28 mod 61
[10419] ['28', '32', '44'] -> (44 - 28) * 32 mod 61
[10420] ['2', '34', '54'] -> (34 / 2) - 54 mod 61
[10421] ['28', '32', '46'] -> (28 / 32) + 46 mod 61
[10422] ['28', '32', '47'] -> 32 / (28 - 47) mod 61
[10423] ['28', '32', '51'] -> (32 - 28) / 51 mod 61
[10424] ['28', '32', '52'] -> (28 * 52) + 32 mod 61
[10425] ['28', '32', '56'] -> (32 + 56) * 28 mod 61
[10426] ['28', '32', '59'] -> (59 - 32) * 28 mod 61
[10427] ['28', '32', '60'] -> 60 - (32 / 28) mod 61
[10428] ['28', '33', '34'] -> (34 - 33) / 28 mod 61
[10429] ['28', '33', '35'] -> (33 * 35) + 28 mod 61
[10430] ['28', '33', '43'] -> (28 - 33) / 43 mod 61
[10431] ['1', '6', '40'] -> (1 - 40) / 6 mod 61
[10432] ['2', '34', '57'] -> (34 / 57) + 2 mod 61
[10433] ['28', '33', '44'] -> (28 - 33) * 44 mod 61
[10434] ['28', '33', '46'] -> (28 * 33) - 46 mod 61
[10435] ['28', '33', '51'] -> (51 / 33) + 28 mod 61
[10436] ['28', '33', '53'] -> (53 / 28) + 33 mod 61
[10437] ['28', '33', '59'] -> 59 / (33 - 28) mod 61
[10438] ['28', '33', '60'] -> (60 - 33) * 28 mod 61
[10439] ['28', '34', '35'] -> (35 - 34) / 28 mod 61
[10440] ['28', '34', '45'] -> (28 / 34) - 45 mod 61
[10441] ['28', '34', '48'] -> (28 * 34) + 48 mod 61
[10442] ['28', '34', '50'] -> (28 * 50) - 34 mod 61
[10443] ['2', '35', '36'] -> 35 - (2 * 36) mod 61
[10444] ['28', '34', '51'] -> (51 - 28) / 34 mod 61
[10445] ['28', '34', '52'] -> 34 / (28 - 52) mod 61
[10446] ['28', '34', '54'] -> (34 + 54) * 28 mod 61
[10447] ['28', '35', '36'] -> (36 - 35) / 28 mod 61
[10448] ['28', '35', '38'] -> (35 / 28) + 38 mod 61
[10449] ['28', '35', '42'] -> (28 - 42) / 35 mod 61
[10450] ['28', '35', '46'] -> 46 / (35 - 28) mod 61
[10451] ['28', '35', '50'] -> (28 / 35) - 50 mod 61
[10452] ['28', '35', '53'] -> (35 + 53) * 28 mod 61
[10453] ['28', '35', '56'] -> (28 + 35) / 56 mod 61
[10454] ['2', '35', '37'] -> (35 / 2) + 37 mod 61
[10455] ['28', '36', '38'] -> (38 - 28) / 36 mod 61
[10456] ['28', '36', '41'] -> (36 - 28) / 41 mod 61
[10457] ['28', '36', '44'] -> 36 - (28 * 44) mod 61
[10458] ['28', '36', '47'] -> (36 / 28) - 47 mod 61
[10459] ['28', '36', '49'] -> (49 - 28) * 36 mod 61
[10460] ['28', '36', '53'] -> (28 * 36) + 53 mod 61
[10461] ['28', '36', '54'] -> (28 + 54) * 36 mod 61
[10462] ['28', '36', '56'] -> 56 - (28 * 36) mod 61
[10463] ['28', '36', '58'] -> (28 - 36) * 58 mod 61
[10464] ['28', '36', '60'] -> 36 / (60 - 28) mod 61
[10465] ['2', '35', '44'] -> (2 + 44) * 35 mod 61
[10466] ['28', '37', '53'] -> (28 - 37) / 53 mod 61
[10467] ['28', '37', '54'] -> (28 * 54) + 37 mod 61
[10468] ['28', '37', '58'] -> 58 - (37 / 28) mod 61
[10469] ['28', '37', '59'] -> 37 - (59 / 28) mod 61
[10470] ['28', '38', '40'] -> 28 - (38 / 40) mod 61
[10471] ['28', '38', '44'] -> 44 - (28 / 38) mod 61
[10472] ['28', '38', '51'] -> 51 - (28 * 38) mod 61
[10473] ['28', '38', '55'] -> 38 / (55 - 28) mod 61
[10474] ['28', '38', '58'] -> (28 * 38) + 58 mod 61
[10475] ['28', '38', '60'] -> 38 / (28 + 60) mod 61
[10476] ['2', '35', '45'] -> (2 + 45) / 35 mod 61
[10477] ['28', '39', '40'] -> (40 - 39) / 28 mod 61
[10478] ['28', '39', '45'] -> 45 - (39 / 28) mod 61
[10479] ['28', '39', '46'] -> (28 + 39) / 46 mod 61
[10480] ['28', '39', '51'] -> (28 / 51) + 39 mod 61
[10481] ['28', '39', '53'] -> (28 / 39) + 53 mod 61
[10482] ['28', '39', '55'] -> 39 - (28 * 55) mod 61
[10483] ['28', '40', '41'] -> (41 - 40) / 28 mod 61
[10484] ['28', '40', '47'] -> (28 + 40) * 47 mod 61
[10485] ['28', '40', '48'] -> (40 + 48) * 28 mod 61
[10486] ['28', '40', '53'] -> (53 - 28) * 40 mod 61
[10487] ['2', '35', '46'] -> (2 * 35) - 46 mod 61
[10488] ['28', '40', '56'] -> (28 / 40) - 56 mod 61
[10489] ['28', '40', '58'] -> (28 + 58) * 40 mod 61
[10490] ['28', '41', '44'] -> (28 + 44) * 41 mod 61
[10491] ['28', '41', '51'] -> (51 / 28) - 41 mod 61
[10492] ['28', '41', '54'] -> 54 / (28 - 41) mod 61
[10493] ['28', '41', '56'] -> 28 - (41 / 56) mod 61
[10494] ['28', '41', '59'] -> (41 - 28) / 59 mod 61
[10495] ['28', '41', '60'] -> (28 / 41) - 60 mod 61
[10496] ['28', '42', '43'] -> (43 - 42) / 28 mod 61
[10497] ['28', '42', '50'] -> 42 / (28 + 50) mod 61
[10498] ['2', '35', '47'] -> (47 - 35) * 2 mod 61
[10499] ['28', '42', '53'] -> (42 / 28) + 53 mod 61
[10500] ['28', '42', '57'] -> (28 - 57) / 42 mod 61
[10501] ['28', '42', '59'] -> (28 * 59) - 42 mod 61
[10502] ['28', '42', '60'] -> (60 - 28) / 42 mod 61
[10503] ['28', '43', '45'] -> (43 + 45) * 28 mod 61
[10504] ['28', '43', '46'] -> (46 / 28) - 43 mod 61
[10505] ['28', '43', '49'] -> (28 / 43) - 49 mod 61
[10506] ['28', '43', '50'] -> 28 - (50 / 43) mod 61
[10507] ['28', '43', '55'] -> 55 / (43 - 28) mod 61
[10508] ['28', '43', '57'] -> 57 / (28 + 43) mod 61
[10509] ['2', '35', '49'] -> (49 - 2) / 35 mod 61
[10510] ['28', '44', '46'] -> (28 * 46) - 44 mod 61
[10511] ['28', '44', '47'] -> (47 - 28) / 44 mod 61
[10512] ['28', '44', '49'] -> (28 * 44) - 49 mod 61
[10513] ['28', '44', '52'] -> (28 + 52) / 44 mod 61
[10514] ['28', '44', '54'] -> 28 - (54 / 44) mod 61
[10515] ['28', '44', '56'] -> (44 / 28) - 56 mod 61
[10516] ['28', '45', '58'] -> 28 - (58 / 45) mod 61
[10517] ['28', '45', '60'] -> (28 - 60) * 45 mod 61
[10518] ['28', '46', '54'] -> (28 - 54) * 46 mod 61
[10519] ['28', '46', '56'] -> 56 / (28 - 46) mod 61
[10520] ['2', '35', '51'] -> (2 / 35) - 51 mod 61
[10521] ['28', '46', '59'] -> (28 + 46) / 59 mod 61
[10522] ['28', '46', '60'] -> (60 / 46) + 28 mod 61
[10523] ['28', '47', '48'] -> (48 - 47) / 28 mod 61
[10524] ['28', '47', '50'] -> (28 * 47) + 50 mod 61
[10525] ['28', '47', '52'] -> 28 - (47 * 52) mod 61
[10526] ['28', '47', '55'] -> (47 / 28) + 55 mod 61
[10527] ['28', '47', '57'] -> (28 * 57) - 47 mod 61
[10528] ['28', '48', '53'] -> 53 / (48 - 28) mod 61
[10529] ['28', '48', '54'] -> (28 + 48) / 54 mod 61
[10530] ['28', '48', '55'] -> 55 / (28 + 48) mod 61
[10531] ['2', '35', '56'] -> (56 / 35) - 2 mod 61
[10532] ['28', '48', '60'] -> (60 / 28) + 48 mod 61
[10533] ['28', '49', '51'] -> 49 - (28 * 51) mod 61
[10534] ['28', '49', '59'] -> 49 / (28 - 59) mod 61
[10535] ['28', '50', '55'] -> (28 - 50) / 55 mod 61
[10536] ['28', '50', '57'] -> 50 - (57 / 28) mod 61
[10537] ['28', '52', '53'] -> (53 - 52) / 28 mod 61
[10538] ['28', '52', '54'] -> (54 / 28) - 52 mod 61
[10539] ['28', '52', '55'] -> (28 * 55) - 52 mod 61
[10540] ['28', '52', '57'] -> (52 / 28) + 57 mod 61
[10541] ['28', '53', '54'] -> (54 - 53) / 28 mod 61
[10542] ['1', '6', '48'] -> (6 / 48) + 1 mod 61
[10543] ['2', '35', '59'] -> 35 / (2 - 59) mod 61
[10544] ['28', '53', '58'] -> (28 / 53) + 58 mod 61
[10545] ['28', '53', '59'] -> 28 - (53 / 59) mod 61
[10546] ['28', '54', '56'] -> (28 / 56) + 54 mod 61
[10547] ['28', '54', '57'] -> (54 - 28) / 57 mod 61
[10548] ['28', '55', '60'] -> 60 - (28 / 55) mod 61
[10549] ['28', '57', '58'] -> (58 - 57) / 28 mod 61
[10550] ['28', '58', '59'] -> (59 - 58) / 28 mod 61
[10551] ['28', '59', '60'] -> (60 - 59) / 28 mod 61
[10552] ['29', '29', '43'] -> (29 / 43) + 29 mod 61
[10553] ['29', '29', '44'] -> (29 * 44) + 29 mod 61
[10554] ['2', '36', '46'] -> (36 / 46) + 2 mod 61
[10555] ['29', '29', '45'] -> (29 - 45) * 29 mod 61
[10556] ['29', '29', '46'] -> (29 * 46) - 29 mod 61
[10557] ['29', '29', '48'] -> 29 / (48 - 29) mod 61
[10558] ['29', '29', '50'] -> 50 / (29 + 29) mod 61
[10559] ['29', '29', '51'] -> 29 / (29 + 51) mod 61
[10560] ['29', '29', '53'] -> (29 + 29) * 53 mod 61
[10561] ['29', '29', '57'] -> (29 + 57) / 29 mod 61
[10562] ['29', '30', '43'] -> 30 / (29 - 43) mod 61
[10563] ['29', '30', '44'] -> (30 / 29) + 44 mod 61
[10564] ['29', '30', '45'] -> (29 + 45) * 30 mod 61
[10565] ['2', '36', '52'] -> (2 + 36) * 52 mod 61
[10566] ['29', '30', '51'] -> 29 - (30 * 51) mod 61
[10567] ['29', '30', '52'] -> 30 - (52 / 29) mod 61
[10568] ['29', '30', '53'] -> (29 * 30) - 53 mod 61
[10569] ['29', '30', '56'] -> (30 + 56) / 29 mod 61
[10570] ['29', '30', '57'] -> 30 - (29 * 57) mod 61
[10571] ['29', '31', '34'] -> (29 / 31) - 34 mod 61
[10572] ['29', '31', '42'] -> (29 - 42) * 31 mod 61
[10573] ['29', '31', '45'] -> (31 * 45) - 29 mod 61
[10574] ['29', '31', '47'] -> (31 - 47) * 29 mod 61
[10575] ['29', '31', '48'] -> 48 / (31 - 29) mod 61
[10576] ['2', '36', '54'] -> (2 / 36) - 54 mod 61
[10577] ['29', '31', '51'] -> (31 * 51) + 29 mod 61
[10578] ['29', '32', '45'] -> (45 - 29) * 32 mod 61
[10579] ['29', '32', '46'] -> (29 * 46) + 32 mod 61
[10580] ['29', '32', '51'] -> 29 / (51 - 32) mod 61
[10581] ['29', '32', '53'] -> (29 - 32) * 53 mod 61
[10582] ['29', '33', '34'] -> (33 / 34) - 29 mod 61
[10583] ['29', '33', '35'] -> 35 / (33 - 29) mod 61
[10584] ['29', '33', '44'] -> (44 / 29) + 33 mod 61
[10585] ['29', '33', '46'] -> (33 / 29) + 46 mod 61
[10586] ['29', '33', '47'] -> 29 / (33 + 47) mod 61
[10587] ['2', '36', '57'] -> 2 - (36 * 57) mod 61
[10588] ['29', '33', '52'] -> 29 / (52 - 33) mod 61
[10589] ['29', '33', '53'] -> (33 + 53) / 29 mod 61
[10590] ['29', '33', '56'] -> (29 - 56) * 33 mod 61
[10591] ['29', '33', '58'] -> (58 - 33) / 29 mod 61
[10592] ['29', '33', '59'] -> (33 * 59) + 29 mod 61
[10593] ['29', '33', '60'] -> 60 - (29 / 33) mod 61
[10594] ['29', '34', '34'] -> 34 - (29 * 34) mod 61
[10595] ['29', '34', '35'] -> (35 / 29) - 34 mod 61
[10596] ['29', '34', '41'] -> 41 - (29 / 34) mod 61
[10597] ['29', '34', '43'] -> (29 - 34) / 43 mod 61
[10598] ['2', '36', '60'] -> (60 / 36) + 2 mod 61
[10599] ['29', '34', '44'] -> (29 - 34) * 44 mod 61
[10600] ['29', '34', '45'] -> 29 - (34 * 45) mod 61
[10601] ['29', '34', '47'] -> (29 * 34) - 47 mod 61
[10602] ['29', '34', '54'] -> (29 / 34) - 54 mod 61
[10603] ['29', '34', '56'] -> (29 + 34) / 56 mod 61
[10604] ['29', '35', '35'] -> 29 - (35 * 35) mod 61
[10605] ['29', '35', '36'] -> 35 / (29 + 36) mod 61
[10606] ['29', '35', '39'] -> 39 / (29 - 35) mod 61
[10607] ['29', '35', '42'] -> (29 * 42) - 35 mod 61
[10608] ['29', '35', '45'] -> 29 / (35 + 45) mod 61
[10609] ['2', '37', '37'] -> 37 - (2 * 37) mod 61
[10610] ['29', '35', '48'] -> (29 * 48) + 35 mod 61
[10611] ['29', '35', '49'] -> (35 / 49) - 29 mod 61
[10612] ['29', '35', '60'] -> (60 - 35) / 29 mod 61
[10613] ['29', '36', '38'] -> 36 - (29 / 38) mod 61
[10614] ['29', '36', '39'] -> (39 - 29) / 36 mod 61
[10615] ['29', '36', '42'] -> (29 + 42) / 36 mod 61
[10616] ['29', '36', '43'] -> 36 - (43 / 29) mod 61
[10617] ['29', '36', '49'] -> (36 * 49) + 29 mod 61
[10618] ['29', '36', '51'] -> (29 + 36) / 51 mod 61
[10619] ['29', '36', '54'] -> (36 * 54) - 29 mod 61
[10620] ['2', '37', '40'] -> 2 - (40 / 37) mod 61
[10621] ['29', '36', '55'] -> 29 / (55 - 36) mod 61
[10622] ['29', '36', '56'] -> 29 - (36 / 56) mod 61
[10623] ['29', '36', '57'] -> 57 - (29 / 36) mod 61
[10624] ['29', '37', '44'] -> 29 - (37 / 44) mod 61
[10625] ['29', '37', '50'] -> (50 / 29) + 37 mod 61
[10626] ['29', '37', '52'] -> 52 / (29 - 37) mod 61
[10627] ['29', '37', '58'] -> (29 - 37) * 58 mod 61
[10628] ['29', '37', '60'] -> 60 - (29 * 37) mod 61
[10629] ['29', '38', '38'] -> (29 - 38) * 38 mod 61
[10630] ['29', '38', '42'] -> 29 / (38 + 42) mod 61
[10631] ['2', '37', '49'] -> (49 - 37) * 2 mod 61
[10632] ['29', '38', '48'] -> (38 + 48) / 29 mod 61
[10633] ['29', '38', '49'] -> (29 / 38) - 49 mod 61
[10634] ['29', '38', '53'] -> (29 - 38) / 53 mod 61
[10635] ['29', '38', '56'] -> 38 / (56 - 29) mod 61
[10636] ['29', '38', '57'] -> 29 / (57 - 38) mod 61
[10637] ['29', '38', '59'] -> 38 / (29 + 59) mod 61
[10638] ['29', '39', '39'] -> (39 - 29) * 39 mod 61
[10639] ['29', '39', '42'] -> (29 + 42) * 39 mod 61
[10640] ['29', '39', '45'] -> (29 / 45) - 39 mod 61
[10641] ['29', '39', '49'] -> (49 / 39) + 29 mod 61
[10642] ['2', '37', '51'] -> 2 - (37 / 51) mod 61
[10643] ['29', '39', '51'] -> 39 - (29 * 51) mod 61
[10644] ['29', '39', '52'] -> (29 * 39) + 52 mod 61
[10645] ['29', '39', '54'] -> (54 / 39) - 29 mod 61
[10646] ['29', '39', '59'] -> 59 - (39 / 29) mod 61
[10647] ['29', '40', '40'] -> 29 / (40 + 40) mod 61
[10648] ['29', '40', '44'] -> (44 / 40) + 29 mod 61
[10649] ['29', '40', '53'] -> (40 / 53) + 29 mod 61
[10650] ['29', '40', '57'] -> (29 + 57) * 40 mod 61
[10651] ['29', '40', '58'] -> (29 - 40) / 58 mod 61
[10652] ['29', '41', '43'] -> (29 + 43) * 41 mod 61
[10653] ['1', '6', '55'] -> (55 * 6) - 1 mod 61
[10654] ['2', '37', '57'] -> (2 - 37) / 57 mod 61
[10655] ['29', '41', '44'] -> 44 / (41 - 29) mod 61
[10656] ['29', '41', '45'] -> (41 + 45) / 29 mod 61
[10657] ['29', '41', '50'] -> 50 - (29 / 41) mod 61
[10658] ['29', '41', '52'] -> (29 * 52) + 41 mod 61
[10659] ['29', '41', '53'] -> (29 / 53) - 41 mod 61
[10660] ['29', '41', '54'] -> 54 - (29 * 41) mod 61
[10661] ['29', '41', '56'] -> (56 / 29) + 41 mod 61
[10662] ['29', '41', '60'] -> 29 / (60 - 41) mod 61
[10663] ['29', '42', '42'] -> (42 * 42) + 29 mod 61
[10664] ['29', '42', '44'] -> (42 + 44) / 29 mod 61
[10665] ['2', '38', '52'] -> (2 * 38) - 52 mod 61
[10666] ['29', '42', '45'] -> 29 - (42 / 45) mod 61
[10667] ['29', '42', '46'] -> 42 / (46 - 29) mod 61
[10668] ['29', '42', '48'] -> (29 / 42) + 48 mod 61
[10669] ['29', '42', '52'] -> (42 / 29) + 52 mod 61
[10670] ['29', '42', '54'] -> 54 / (29 - 42) mod 61
[10671] ['29', '42', '55'] -> (42 * 55) - 29 mod 61
[10672] ['29', '42', '56'] -> (29 / 56) + 42 mod 61
[10673] ['29', '42', '59'] -> (42 - 29) / 59 mod 61
[10674] ['29', '43', '45'] -> 43 / (29 - 45) mod 61
[10675] ['29', '43', '49'] -> (43 / 29) - 49 mod 61
[10676] ['2', '39', '50'] -> (2 + 39) / 50 mod 61
[10677] ['29', '43', '52'] -> (52 / 29) - 43 mod 61
[10678] ['29', '43', '54'] -> (43 - 29) * 54 mod 61
[10679] ['29', '43', '57'] -> (29 * 57) - 43 mod 61
[10680] ['29', '43', '58'] -> (29 * 43) + 58 mod 61
[10681] ['29', '44', '48'] -> (48 - 29) / 44 mod 61
[10682] ['29', '44', '55'] -> 55 / (44 - 29) mod 61
[10683] ['29', '44', '58'] -> (29 / 44) + 58 mod 61
[10684] ['29', '44', '60'] -> (44 - 60) * 29 mod 61
[10685] ['29', '45', '49'] -> (49 / 29) - 45 mod 61
[10686] ['29', '45', '52'] -> (45 / 52) + 29 mod 61
[10687] ['2', '39', '51'] -> (51 - 39) * 2 mod 61
[10688] ['29', '45', '54'] -> (45 / 29) + 54 mod 61
[10689] ['29', '45', '55'] -> 55 - (45 / 29) mod 61
[10690] ['29', '45', '57'] -> (29 / 57) - 45 mod 61
[10691] ['29', '45', '58'] -> (58 - 29) * 45 mod 61
[10692] ['29', '45', '59'] -> (29 + 45) / 59 mod 61
[10693] ['29', '45', '60'] -> 45 - (60 / 29) mod 61
[10694] ['29', '46', '49'] -> (46 - 29) / 49 mod 61
[10695] ['29', '46', '56'] -> (29 - 46) * 56 mod 61
[10696] ['29', '46', '59'] -> (59 / 46) - 29 mod 61
[10697] ['29', '46', '60'] -> (46 + 60) * 29 mod 61
[10698] ['2', '39', '52'] -> (39 - 52) / 2 mod 61
[10699] ['29', '47', '48'] -> (29 / 47) - 48 mod 61
[10700] ['29', '47', '49'] -> 47 - (29 / 49) mod 61
[10701] ['29', '47', '51'] -> (51 / 47) - 29 mod 61
[10702] ['29', '47', '54'] -> (29 + 47) / 54 mod 61
[10703] ['29', '47', '60'] -> (29 - 60) / 47 mod 61
[10704] ['29', '48', '52'] -> (48 * 52) + 29 mod 61
[10705] ['29', '48', '55'] -> (48 / 55) - 29 mod 61
[10706] ['29', '48', '57'] -> 29 - (57 / 48) mod 61
[10707] ['29', '48', '59'] -> (29 - 59) * 48 mod 61
[10708] ['29', '48', '60'] -> (60 - 29) * 48 mod 61
[10709] ['2', '39', '54'] -> (2 * 39) - 54 mod 61
[10710] ['29', '49', '49'] -> (29 + 49) / 49 mod 61
[10711] ['29', '49', '55'] -> (29 * 49) - 55 mod 61
