[1] ['1', '1', '8'] -> (1 / 8) + 1 mod 61
[2935] ['5', '45', '46'] -> (45 / 5) - 46 mod 61
[2936] ['5', '45', '47'] -> (45 - 47) / 5 mod 61
[2937] ['5', '45', '48'] -> (48 - 5) / 45 mod 61
[2938] ['5', '45', '49'] -> 5 - (45 / 49) mod 61
[2939] ['5', '45', '51'] -> (5 / 45) + 51 mod 61
[2940] ['5', '45', '53'] -> 45 - (5 * 53) mod 61
[2941] ['5', '45', '54'] -> (5 / 54) - 45 mod 61
[2942] ['5', '45', '56'] -> (45 * 56) + 5 mod 61
[2943] ['1', '20', '21'] -> 21 - (1 / 20) mod 61
[2944] ['5', '45', '60'] -> 5 - (60 / 45) mod 61
[2945] ['5', '46', '46'] -> 5 - (46 * 46) mod 61
[2946] ['5', '46', '49'] -> 46 - (49 / 5) mod 61
[2947] ['5', '46', '55'] -> (46 * 55) - 5 mod 61
[2948] ['5', '46', '58'] -> (5 / 58) + 46 mod 61
[2949] ['5', '46', '59'] -> 46 / (5 - 59) mod 61
[2950] ['5', '46', '60'] -> (5 - 60) / 46 mod 61
[2951] ['5', '47', '49'] -> (47 - 49) / 5 mod 61
[2952] ['5', '47', '54'] -> 47 - (54 / 5) mod 61
[2953] ['5', '47', '58'] -> 5 - (47 * 58) mod 61
[2954] ['1', '20', '23'] -> 1 - (20 / 23) mod 61
[2955] ['5', '47', '59'] -> (5 - 59) * 47 mod 61
[2956] ['5', '48', '49'] -> (49 + 5) / 48 mod 61
[2957] ['5', '48', '52'] -> 52 / (48 + 5) mod 61
[2958] ['5', '48', '56'] -> 56 / (48 - 5) mod 61
[2959] ['5', '49', '52'] -> 5 - (49 / 52) mod 61
[2960] ['5', '49', '58'] -> (58 / 5) + 49 mod 61
[2961] ['5', '49', '59'] -> (49 / 5) - 59 mod 61
[2962] ['5', '51', '57'] -> (5 / 57) - 51 mod 61
[2963] ['5', '51', '60'] -> (5 + 60) / 51 mod 61
[2964] ['5', '52', '53'] -> (5 * 52) - 53 mod 61
[2965] ['1', '20', '27'] -> (1 / 20) + 27 mod 61
[2966] ['5', '52', '55'] -> (5 + 52) * 55 mod 61
[2967] ['5', '52', '58'] -> 52 / (58 - 5) mod 61
[2968] ['5', '53', '53'] -> (5 + 53) * 53 mod 61
[2969] ['5', '53', '54'] -> 54 / (53 - 5) mod 61
[2970] ['5', '53', '57'] -> (57 - 5) / 53 mod 61
[2971] ['5', '53', '58'] -> (5 * 53) - 58 mod 61
[2972] ['5', '54', '56'] -> (54 - 56) / 5 mod 61
[2973] ['5', '54', '60'] -> (54 / 5) - 60 mod 61
[2974] ['5', '55', '55'] -> 55 - (5 * 55) mod 61
[2975] ['5', '55', '57'] -> (55 - 57) / 5 mod 61
[2976] ['1', '20', '28'] -> 1 - (28 / 20) mod 61
[2977] ['5', '56', '57'] -> 57 / (5 - 56) mod 61
[2978] ['5', '56', '60'] -> 60 - (5 * 56) mod 61
[2979] ['5', '57', '58'] -> 5 - (57 / 58) mod 61
[2980] ['5', '57', '60'] -> (60 - 5) * 57 mod 61
[2981] ['5', '58', '58'] -> (58 - 5) * 58 mod 61
[2982] ['5', '60', '60'] -> (60 + 60) / 5 mod 61
[2983] ['6', '6', '14'] -> 6 - (14 / 6) mod 61
[2984] ['6', '6', '16'] -> (16 + 6) / 6 mod 61
[2985] ['6', '6', '20'] -> 6 - (6 / 20) mod 61
[2986] ['6', '6', '23'] -> (6 / 6) + 23 mod 61
[2987] ['1', '2', '49'] -> (49 - 1) / 2 mod 61
[2988] ['1', '20', '29'] -> 29 / (20 - 1) mod 61
[2989] ['6', '6', '25'] -> 25 - (6 / 6) mod 61
[2990] ['6', '6', '31'] -> (6 + 6) / 31 mod 61
[2991] ['6', '6', '38'] -> (6 / 6) - 38 mod 61
[2992] ['6', '6', '40'] -> 6 / (40 + 6) mod 61
[2993] ['6', '6', '41'] -> (6 / 41) + 6 mod 61
[2994] ['6', '6', '44'] -> 44 / (6 + 6) mod 61
[2995] ['6', '6', '45'] -> (6 - 45) / 6 mod 61
[2996] ['6', '6', '47'] -> (47 / 6) + 6 mod 61
[2997] ['6', '6', '52'] -> 6 / (52 - 6) mod 61
[2998] ['6', '6', '59'] -> (59 + 6) * 6 mod 61
[2999] ['1', '20', '32'] -> 32 / (1 - 20) mod 61
[3000] ['6', '6', '60'] -> 60 - (6 * 6) mod 61
[3001] ['6', '7', '7'] -> 7 / (6 + 7) mod 61
[3002] ['6', '7', '12'] -> (6 / 12) - 7 mod 61
[3003] ['6', '7', '14'] -> 7 - (6 / 14) mod 61
[3004] ['6', '7', '19'] -> 7 / (19 - 6) mod 61
[3005] ['6', '7', '21'] -> (6 - 21) / 7 mod 61
[3006] ['6', '7', '22'] -> 6 / (7 - 22) mod 61
[3007] ['6', '7', '27'] -> (27 / 7) - 6 mod 61
[3008] ['6', '7', '29'] -> (29 - 7) / 6 mod 61
[3009] ['6', '7', '30'] -> (6 + 7) * 30 mod 61
[3010] ['1', '20', '33'] -> (33 / 20) + 1 mod 61
[3011] ['6', '7', '39'] -> 6 / (39 + 7) mod 61
[3012] ['6', '7', '40'] -> (40 + 6) / 7 mod 61
[3013] ['6', '7', '43'] -> (6 * 7) + 43 mod 61
[3014] ['6', '7', '46'] -> (7 - 46) / 6 mod 61
[3015] ['6', '7', '48'] -> 7 - (48 * 6) mod 61
[3016] ['6', '7', '51'] -> 51 - (6 / 7) mod 61
[3017] ['6', '7', '52'] -> (52 - 6) / 7 mod 61
[3018] ['6', '7', '54'] -> 7 / (6 - 54) mod 61
[3019] ['6', '7', '56'] -> (56 * 6) - 7 mod 61
[3020] ['6', '7', '57'] -> 6 - (57 / 7) mod 61
[3021] ['1', '20', '34'] -> (1 / 20) - 34 mod 61
[3022] ['6', '7', '59'] -> (6 + 7) / 59 mod 61
[3023] ['6', '8', '8'] -> (6 / 8) + 8 mod 61
[3024] ['6', '8', '11'] -> 11 - (6 * 8) mod 61
[3025] ['6', '8', '15'] -> (15 - 6) / 8 mod 61
[3026] ['6', '8', '19'] -> (19 * 8) - 6 mod 61
[3027] ['6', '8', '24'] -> (6 * 8) - 24 mod 61
[3028] ['6', '8', '30'] -> (30 - 8) / 6 mod 61
[3029] ['6', '8', '37'] -> (6 * 8) + 37 mod 61
[3030] ['6', '8', '40'] -> 40 - (6 / 8) mod 61
[3031] ['6', '8', '43'] -> (8 / 6) + 43 mod 61
[3032] ['1', '20', '36'] -> (1 + 20) * 36 mod 61
[3033] ['6', '8', '45'] -> (8 / 45) - 6 mod 61
[3034] ['6', '8', '46'] -> (46 * 6) - 8 mod 61
[3035] ['6', '8', '49'] -> (6 - 8) * 49 mod 61
[3036] ['6', '8', '56'] -> (8 - 6) / 56 mod 61
[3037] ['6', '9', '11'] -> 11 / (9 - 6) mod 61
[3038] ['6', '9', '23'] -> (9 - 6) / 23 mod 61
[3039] ['6', '9', '28'] -> 9 - (28 * 6) mod 61
[3040] ['6', '9', '32'] -> 9 - (32 / 6) mod 61
[3041] ['6', '9', '33'] -> (33 * 6) + 9 mod 61
[3042] ['6', '9', '38'] -> (6 - 9) / 38 mod 61
[3043] ['1', '20', '39'] -> (1 + 20) / 39 mod 61
[3044] ['6', '9', '43'] -> (9 / 43) - 6 mod 61
[3045] ['6', '9', '45'] -> 45 - (6 / 9) mod 61
[3046] ['6', '9', '50'] -> 50 / (6 - 9) mod 61
[3047] ['6', '9', '54'] -> (6 + 9) / 54 mod 61
[3048] ['6', '9', '58'] -> (6 / 9) - 58 mod 61
[3049] ['6', '10', '10'] -> (6 - 10) / 10 mod 61
[3050] ['6', '10', '12'] -> (10 + 12) / 6 mod 61
[3051] ['6', '10', '13'] -> 6 - (10 / 13) mod 61
[3052] ['6', '10', '17'] -> 10 - (6 / 17) mod 61
[3053] ['6', '10', '30'] -> 10 / (30 + 6) mod 61
[3054] ['1', '20', '46'] -> (1 / 46) + 20 mod 61
[3055] ['6', '10', '31'] -> 10 / (6 - 31) mod 61
[3056] ['6', '10', '35'] -> 35 / (10 - 6) mod 61
[3057] ['6', '10', '38'] -> 10 - (38 / 6) mod 61
[3058] ['6', '10', '42'] -> 10 / (42 - 6) mod 61
[3059] ['6', '10', '43'] -> (43 * 6) + 10 mod 61
[3060] ['6', '10', '44'] -> (6 / 44) + 10 mod 61
[3061] ['6', '10', '45'] -> (45 - 6) * 10 mod 61
[3062] ['6', '10', '46'] -> 46 - (10 / 6) mod 61
[3063] ['6', '10', '47'] -> 6 - (10 * 47) mod 61
[3064] ['6', '10', '48'] -> (10 / 48) + 6 mod 61
[3065] ['1', '20', '47'] -> (20 * 47) - 1 mod 61
[3066] ['6', '10', '54'] -> (6 / 54) - 10 mod 61
[3067] ['6', '10', '58'] -> (58 / 10) + 6 mod 61
[3068] ['6', '10', '59'] -> (10 / 6) - 59 mod 61
[3069] ['6', '10', '60'] -> (6 / 10) + 60 mod 61
[3070] ['6', '11', '11'] -> (11 + 11) / 6 mod 61
[3071] ['6', '11', '12'] -> (11 / 6) + 12 mod 61
[3072] ['6', '11', '14'] -> (14 + 6) / 11 mod 61
[3073] ['6', '11', '16'] -> (16 * 6) - 11 mod 61
[3074] ['6', '11', '23'] -> 11 - (6 / 23) mod 61
[3075] ['6', '11', '25'] -> (25 / 11) - 6 mod 61
[3076] ['1', '20', '48'] -> 1 / (48 - 20) mod 61
[3077] ['6', '11', '27'] -> (27 / 6) - 11 mod 61
[3078] ['6', '11', '33'] -> (33 - 11) / 6 mod 61
[3079] ['6', '11', '38'] -> (6 / 38) + 11 mod 61
[3080] ['6', '11', '39'] -> (11 / 39) - 6 mod 61
[3081] ['6', '11', '50'] -> (11 - 50) / 6 mod 61
[3082] ['6', '11', '53'] -> (53 * 6) + 11 mod 61
[3083] ['6', '11', '58'] -> 11 / (58 + 6) mod 61
[3084] ['6', '12', '13'] -> (12 * 6) + 13 mod 61
[3085] ['6', '12', '15'] -> (6 - 12) / 15 mod 61
[3086] ['6', '12', '21'] -> (12 / 21) + 6 mod 61
[3087] ['1', '20', '49'] -> (1 + 49) * 20 mod 61
[3088] ['6', '12', '23'] -> (6 - 23) / 12 mod 61
[3089] ['6', '12', '25'] -> 12 / (25 + 6) mod 61
[3090] ['6', '12', '26'] -> 26 - (12 / 6) mod 61
[3091] ['6', '12', '27'] -> 6 / (12 - 27) mod 61
[3092] ['6', '12', '28'] -> 6 - (28 / 12) mod 61
[3093] ['6', '12', '29'] -> 6 - (12 * 29) mod 61
[3094] ['6', '12', '32'] -> (12 * 32) + 6 mod 61
[3095] ['6', '12', '35'] -> 35 - (12 * 6) mod 61
[3096] ['6', '12', '36'] -> 12 / (6 - 36) mod 61
[3097] ['6', '12', '38'] -> (38 + 6) / 12 mod 61
[3098] ['1', '2', '57'] -> 2 / (57 - 1) mod 61
[3099] ['1', '20', '52'] -> (1 + 52) / 20 mod 61
[3100] ['6', '12', '40'] -> 6 - (12 / 40) mod 61
[3101] ['6', '12', '46'] -> (12 - 6) / 46 mod 61
[3102] ['6', '12', '53'] -> (12 + 53) * 6 mod 61
[3103] ['6', '12', '54'] -> (6 / 12) + 54 mod 61
[3104] ['6', '12', '58'] -> 6 / (58 - 12) mod 61
[3105] ['6', '12', '59'] -> 12 - (59 * 6) mod 61
[3106] ['6', '13', '13'] -> (13 - 6) / 13 mod 61
[3107] ['6', '13', '16'] -> 16 - (13 / 6) mod 61
[3108] ['6', '13', '23'] -> 6 - (13 / 23) mod 61
[3109] ['6', '13', '28'] -> 6 / (13 - 28) mod 61
[3110] ['1', '20', '54'] -> (54 - 1) / 20 mod 61
[3111] ['6', '13', '32'] -> (13 / 6) + 32 mod 61
[3112] ['6', '13', '33'] -> 6 / (13 + 33) mod 61
[3113] ['6', '13', '36'] -> (36 - 6) * 13 mod 61
[3114] ['6', '13', '37'] -> (6 - 37) * 13 mod 61
[3115] ['6', '13', '38'] -> (13 / 38) + 6 mod 61
[3116] ['6', '13', '39'] -> (39 / 6) - 13 mod 61
[3117] ['6', '13', '41'] -> 41 - (13 * 6) mod 61
[3118] ['6', '13', '46'] -> 46 / (13 - 6) mod 61
[3119] ['6', '13', '48'] -> (6 - 13) / 48 mod 61
[3120] ['6', '13', '51'] -> (51 / 13) + 6 mod 61
[3121] ['1', '21', '23'] -> 21 / (1 - 23) mod 61
[3122] ['6', '13', '54'] -> (13 * 6) - 54 mod 61
[3123] ['6', '13', '57'] -> (57 * 6) - 13 mod 61
[3124] ['6', '13', '59'] -> 6 / (59 - 13) mod 61
[3125] ['6', '13', '60'] -> (6 - 60) / 13 mod 61
[3126] ['6', '14', '18'] -> (18 - 14) * 6 mod 61
[3127] ['6', '14', '22'] -> (22 * 6) + 14 mod 61
[3128] ['6', '14', '33'] -> (14 / 33) - 6 mod 61
[3129] ['6', '14', '39'] -> 14 - (39 * 6) mod 61
[3130] ['6', '14', '42'] -> (14 / 6) + 42 mod 61
[3131] ['6', '14', '48'] -> (48 + 6) * 14 mod 61
[3132] ['1', '21', '26'] -> (1 - 26) * 21 mod 61
[3133] ['6', '14', '50'] -> (14 + 6) * 50 mod 61
[3134] ['6', '14', '52'] -> 52 / (6 - 14) mod 61
[3135] ['6', '14', '54'] -> (54 / 14) - 6 mod 61
[3136] ['6', '14', '55'] -> (14 / 55) + 6 mod 61
[3137] ['6', '14', '58'] -> (6 - 14) * 58 mod 61
[3138] ['6', '15', '16'] -> 16 / (15 + 6) mod 61
[3139] ['6', '15', '20'] -> (20 + 6) * 15 mod 61
[3140] ['6', '15', '21'] -> (6 / 21) + 15 mod 61
[3141] ['6', '15', '26'] -> (26 / 15) + 6 mod 61
[3142] ['6', '15', '29'] -> 15 - (29 * 6) mod 61
[3143] ['1', '21', '38'] -> 21 / (1 + 38) mod 61
[3144] ['6', '15', '30'] -> 6 / (15 - 30) mod 61
[3145] ['6', '15', '35'] -> 6 - (35 / 15) mod 61
[3146] ['6', '15', '36'] -> (15 + 6) * 36 mod 61
[3147] ['6', '15', '38'] -> (6 - 15) * 38 mod 61
[3148] ['6', '15', '39'] -> (15 + 6) / 39 mod 61
[3149] ['6', '15', '40'] -> 15 - (6 / 40) mod 61
[3150] ['6', '15', '41'] -> (6 - 41) * 15 mod 61
[3151] ['6', '15', '49'] -> (49 + 6) / 15 mod 61
[3152] ['6', '15', '51'] -> (51 / 6) - 15 mod 61
[3153] ['6', '15', '52'] -> (15 / 6) + 52 mod 61
[3154] ['1', '21', '41'] -> (1 / 41) + 21 mod 61
[3155] ['6', '15', '56'] -> (15 * 6) + 56 mod 61
[3156] ['6', '15', '57'] -> 57 - (15 / 6) mod 61
[3157] ['6', '16', '16'] -> (6 / 16) + 16 mod 61
[3158] ['6', '16', '17'] -> 6 - (17 / 16) mod 61
[3159] ['6', '16', '19'] -> 16 - (19 * 6) mod 61
[3160] ['6', '16', '20'] -> (20 - 16) * 6 mod 61
[3161] ['6', '16', '22'] -> (6 - 16) * 22 mod 61
[3162] ['6', '16', '25'] -> (6 - 16) / 25 mod 61
[3163] ['6', '16', '26'] -> (26 + 6) * 16 mod 61
[3164] ['6', '16', '28'] -> (16 / 28) + 6 mod 61
[3165] ['1', '21', '49'] -> 1 / (49 - 21) mod 61
[3166] ['6', '16', '29'] -> (16 / 29) - 6 mod 61
[3167] ['6', '16', '30'] -> 6 / (16 + 30) mod 61
[3168] ['6', '16', '31'] -> 6 / (16 - 31) mod 61
[3169] ['6', '16', '32'] -> 32 - (6 / 16) mod 61
[3170] ['6', '16', '33'] -> 6 - (16 / 33) mod 61
[3171] ['6', '16', '35'] -> (6 - 35) * 16 mod 61
[3172] ['6', '16', '36'] -> (16 - 6) / 36 mod 61
[3173] ['6', '16', '37'] -> 6 - (16 * 37) mod 61
[3174] ['6', '16', '39'] -> (16 - 6) * 39 mod 61
[3175] ['6', '16', '42'] -> (42 * 6) + 16 mod 61
[3176] ['1', '21', '51'] -> (1 + 21) * 51 mod 61
[3177] ['6', '16', '44'] -> (44 / 16) + 6 mod 61
[3178] ['6', '16', '48'] -> (48 / 6) + 16 mod 61
[3179] ['6', '16', '50'] -> (16 * 6) + 50 mod 61
[3180] ['6', '16', '51'] -> (16 + 6) * 51 mod 61
[3181] ['6', '16', '52'] -> (6 / 52) - 16 mod 61
[3182] ['6', '16', '53'] -> (53 / 16) - 6 mod 61
[3183] ['6', '16', '55'] -> (16 - 55) / 6 mod 61
[3184] ['6', '16', '60'] -> (16 / 6) - 60 mod 61
[3185] ['6', '17', '17'] -> (17 * 6) - 17 mod 61
[3186] ['6', '17', '21'] -> (21 - 17) * 6 mod 61
[3187] ['1', '21', '54'] -> 1 / (21 - 54) mod 61
[3188] ['6', '17', '22'] -> (22 / 17) - 6 mod 61
[3189] ['6', '17', '23'] -> (6 / 17) - 23 mod 61
[3190] ['6', '17', '25'] -> (6 - 25) / 17 mod 61
[3191] ['6', '17', '29'] -> 6 / (17 + 29) mod 61
[3192] ['6', '17', '32'] -> 6 / (17 - 32) mod 61
[3193] ['6', '17', '36'] -> (36 + 6) / 17 mod 61
[3194] ['6', '17', '37'] -> 37 - (17 / 6) mod 61
[3195] ['6', '17', '38'] -> (6 / 17) + 38 mod 61
[3196] ['6', '17', '39'] -> (39 - 17) / 6 mod 61
[3197] ['6', '17', '43'] -> 17 / (43 + 6) mod 61
[3198] ['1', '22', '22'] -> (1 - 22) / 22 mod 61
[3199] ['6', '17', '44'] -> (17 * 6) + 44 mod 61
[3200] ['6', '17', '45'] -> (17 / 45) + 6 mod 61
[3201] ['6', '17', '55'] -> 17 / (55 - 6) mod 61
[3202] ['6', '17', '56'] -> (17 - 56) / 6 mod 61
[3203] ['6', '17', '58'] -> (6 - 17) / 58 mod 61
[3204] ['6', '18', '19'] -> (19 / 18) + 6 mod 61
[3205] ['6', '18', '21'] -> (18 / 6) + 21 mod 61
[3206] ['6', '18', '28'] -> 6 / (18 + 28) mod 61
[3207] ['6', '18', '31'] -> (18 - 6) / 31 mod 61
[3208] ['6', '18', '33'] -> 6 / (18 - 33) mod 61
[3209] ['1', '3', '4'] -> 4 - (1 / 3) mod 61
[3210] ['1', '22', '25'] -> (1 - 22) * 25 mod 61
[3211] ['6', '18', '38'] -> (18 * 6) + 38 mod 61
[3212] ['6', '18', '42'] -> 6 - (42 / 18) mod 61
[3213] ['6', '18', '47'] -> (18 + 47) * 6 mod 61
[3214] ['6', '18', '51'] -> 18 / (6 - 51) mod 61
[3215] ['6', '18', '52'] -> (52 / 18) - 6 mod 61
[3216] ['6', '18', '57'] -> (18 - 57) / 6 mod 61
[3217] ['6', '18', '59'] -> (6 - 18) * 59 mod 61
[3218] ['6', '19', '21'] -> (21 / 19) - 6 mod 61
[3219] ['6', '19', '27'] -> 6 / (19 + 27) mod 61
[3220] ['6', '19', '32'] -> (19 * 6) + 32 mod 61
[3221] ['1', '22', '26'] -> (22 * 26) + 1 mod 61
[3222] ['6', '19', '34'] -> 6 / (19 - 34) mod 61
[3223] ['6', '19', '35'] -> (35 - 6) / 19 mod 61
[3224] ['6', '19', '40'] -> (19 + 6) * 40 mod 61
[3225] ['6', '19', '41'] -> (41 - 19) / 6 mod 61
[3226] ['6', '19', '43'] -> 6 - (19 / 43) mod 61
[3227] ['6', '19', '44'] -> 6 - (19 * 44) mod 61
[3228] ['6', '19', '46'] -> (19 + 46) * 6 mod 61
[3229] ['6', '19', '51'] -> 51 / (19 + 6) mod 61
[3230] ['6', '19', '54'] -> 54 / (6 - 19) mod 61
[3231] ['6', '20', '20'] -> (20 / 6) - 20 mod 61
[3232] ['1', '22', '30'] -> 22 - (1 / 30) mod 61
[3233] ['6', '20', '22'] -> 22 - (20 * 6) mod 61
[3234] ['6', '20', '29'] -> 20 - (6 / 29) mod 61
[3235] ['6', '20', '30'] -> 30 / (6 - 20) mod 61
[3236] ['6', '20', '31'] -> 31 / (20 - 6) mod 61
[3237] ['6', '20', '37'] -> 20 - (37 / 6) mod 61
[3238] ['6', '20', '40'] -> 20 - (40 * 6) mod 61
[3239] ['6', '20', '41'] -> (20 / 6) + 41 mod 61
[3240] ['6', '20', '44'] -> (44 + 6) * 20 mod 61
[3241] ['6', '20', '47'] -> (47 + 6) / 20 mod 61
[3242] ['6', '20', '48'] -> (48 * 6) - 20 mod 61
[3243] ['1', '22', '31'] -> (1 / 31) + 22 mod 61
[3244] ['6', '20', '55'] -> (55 / 20) + 6 mod 61
[3245] ['6', '20', '57'] -> (20 + 6) / 57 mod 61
[3246] ['6', '21', '24'] -> (21 + 6) / 24 mod 61
[3247] ['6', '21', '27'] -> (21 * 27) + 6 mod 61
[3248] ['6', '21', '34'] -> 6 - (21 * 34) mod 61
[3249] ['6', '21', '36'] -> 6 / (21 - 36) mod 61
[3250] ['6', '21', '41'] -> (21 * 6) - 41 mod 61
[3251] ['6', '21', '42'] -> (42 - 6) * 21 mod 61
[3252] ['6', '21', '44'] -> (21 + 44) * 6 mod 61
[3253] ['6', '21', '46'] -> (6 / 21) - 46 mod 61
[3254] ['1', '22', '34'] -> (1 + 22) / 34 mod 61
[3255] ['6', '21', '49'] -> 6 - (49 / 21) mod 61
[3256] ['6', '21', '53'] -> (6 / 53) - 21 mod 61
[3257] ['6', '21', '54'] -> (21 - 6) / 54 mod 61
[3258] ['6', '21', '55'] -> 55 / (21 - 6) mod 61
[3259] ['6', '21', '59'] -> 21 - (6 / 59) mod 61
[3260] ['6', '21', '60'] -> (21 - 60) / 6 mod 61
[3261] ['6', '22', '23'] -> (22 * 23) + 6 mod 61
[3262] ['6', '22', '26'] -> (26 - 22) * 6 mod 61
[3263] ['6', '22', '28'] -> (28 * 6) - 22 mod 61
[3264] ['6', '22', '29'] -> (6 - 22) * 29 mod 61
[3265] ['1', '22', '35'] -> 1 - (22 * 35) mod 61
[3266] ['6', '22', '30'] -> (30 / 22) + 6 mod 61
[3267] ['6', '22', '31'] -> 6 - (31 / 22) mod 61
[3268] ['6', '22', '37'] -> 6 / (22 - 37) mod 61
[3269] ['6', '22', '38'] -> 6 - (22 * 38) mod 61
[3270] ['6', '22', '41'] -> (41 * 6) + 22 mod 61
[3271] ['6', '22', '44'] -> (44 - 22) / 6 mod 61
[3272] ['6', '22', '45'] -> (45 + 6) * 22 mod 61
[3273] ['6', '22', '46'] -> (46 - 6) / 22 mod 61
[3274] ['6', '22', '47'] -> (22 * 6) - 47 mod 61
[3275] ['6', '22', '48'] -> 48 - (22 / 6) mod 61
[3276] ['1', '22', '36'] -> (22 - 1) * 36 mod 61
[3277] ['6', '22', '49'] -> 22 - (49 / 6) mod 61
[3278] ['6', '22', '50'] -> (50 / 22) - 6 mod 61
[3279] ['6', '22', '58'] -> 22 - (6 / 58) mod 61
[3280] ['6', '23', '23'] -> 6 / (23 + 23) mod 61
[3281] ['6', '23', '24'] -> (6 / 23) - 24 mod 61
[3282] ['6', '23', '27'] -> (27 - 23) * 6 mod 61
[3283] ['6', '23', '28'] -> 23 / (28 + 6) mod 61
[3284] ['6', '23', '33'] -> 23 / (6 - 33) mod 61
[3285] ['6', '23', '36'] -> 6 - (23 / 36) mod 61
[3286] ['6', '23', '37'] -> (6 / 23) + 37 mod 61
[3287] ['1', '22', '41'] -> (41 - 1) / 22 mod 61
[3288] ['6', '23', '39'] -> 6 - (23 * 39) mod 61
[3289] ['6', '23', '48'] -> (48 / 23) + 6 mod 61
[3290] ['6', '23', '49'] -> (23 - 6) / 49 mod 61
[3291] ['6', '23', '57'] -> (23 * 57) - 6 mod 61
[3292] ['6', '23', '60'] -> (23 + 60) / 6 mod 61
[3293] ['6', '24', '33'] -> (33 - 6) / 24 mod 61
[3294] ['6', '24', '44'] -> (44 / 6) - 24 mod 61
[3295] ['6', '25', '32'] -> 32 / (6 - 25) mod 61
[3296] ['6', '25', '35'] -> 25 / (35 - 6) mod 61
[3297] ['6', '25', '44'] -> (25 - 6) / 44 mod 61
[3298] ['1', '22', '43'] -> 1 - (43 / 22) mod 61
[3299] ['6', '25', '45'] -> (45 + 6) / 25 mod 61
[3300] ['6', '25', '46'] -> (46 - 6) * 25 mod 61
[3301] ['6', '25', '48'] -> (25 + 6) * 48 mod 61
[3302] ['6', '25', '51'] -> 25 - (51 * 6) mod 61
[3303] ['6', '25', '58'] -> (25 + 58) / 6 mod 61
[3304] ['6', '26', '30'] -> (30 - 26) * 6 mod 61
[3305] ['6', '26', '34'] -> (26 * 34) - 6 mod 61
[3306] ['6', '26', '36'] -> 36 / (26 + 6) mod 61
[3307] ['6', '26', '39'] -> (26 + 39) * 6 mod 61
[3308] ['6', '26', '42'] -> (26 + 6) / 42 mod 61
[3309] ['1', '22', '49'] -> 49 - (1 / 22) mod 61
[3310] ['6', '26', '46'] -> 6 - (26 / 46) mod 61
[3311] ['6', '26', '52'] -> (6 - 52) * 26 mod 61
[3312] ['6', '27', '35'] -> (27 * 35) - 6 mod 61
[3313] ['6', '27', '38'] -> (27 + 38) * 6 mod 61
[3314] ['6', '27', '40'] -> 6 - (27 * 40) mod 61
[3315] ['6', '27', '42'] -> 6 / (27 - 42) mod 61
[3316] ['6', '27', '49'] -> (49 - 27) / 6 mod 61
[3317] ['6', '27', '50'] -> (27 / 6) + 50 mod 61
[3318] ['6', '27', '56'] -> (27 + 56) / 6 mod 61
[3319] ['6', '27', '60'] -> 60 / (27 + 6) mod 61
[3320] ['1', '3', '6'] -> (1 + 3) * 6 mod 61
[3321] ['1', '22', '52'] -> (52 - 1) * 22 mod 61
[3322] ['6', '28', '39'] -> (28 * 6) + 39 mod 61
[3323] ['6', '28', '43'] -> 6 / (28 - 43) mod 61
[3324] ['6', '28', '45'] -> 6 - (45 / 28) mod 61
[3325] ['6', '28', '47'] -> (47 / 28) - 6 mod 61
[3326] ['6', '28', '50'] -> (50 - 28) / 6 mod 61
[3327] ['6', '28', '60'] -> (28 / 6) + 60 mod 61
[3328] ['6', '29', '30'] -> 29 - (30 / 6) mod 61
[3329] ['6', '29', '36'] -> (29 + 36) * 6 mod 61
[3330] ['6', '29', '41'] -> (29 * 41) - 6 mod 61
[3331] ['6', '29', '42'] -> (6 - 42) / 29 mod 61
[3332] ['1', '22', '54'] -> (22 / 54) + 1 mod 61
[3333] ['6', '29', '44'] -> 6 / (29 - 44) mod 61
[3334] ['6', '29', '45'] -> (6 / 45) - 29 mod 61
[3335] ['6', '29', '46'] -> (29 + 6) * 46 mod 61
[3336] ['6', '29', '48'] -> 29 / (6 - 48) mod 61
[3337] ['6', '29', '49'] -> (29 * 49) + 6 mod 61
[3338] ['6', '29', '56'] -> 6 - (29 / 56) mod 61
[3339] ['6', '29', '58'] -> 58 / (6 - 29) mod 61
[3340] ['6', '30', '32'] -> (30 + 6) / 32 mod 61
[3341] ['6', '30', '35'] -> (30 + 35) * 6 mod 61
[3342] ['6', '30', '39'] -> 6 - (30 / 39) mod 61
[3343] ['1', '22', '55'] -> 1 / (22 - 55) mod 61
[3344] ['6', '30', '41'] -> 30 / (41 + 6) mod 61
[3345] ['6', '30', '42'] -> (30 / 6) - 42 mod 61
[3346] ['6', '30', '43'] -> (43 + 6) / 30 mod 61
[3347] ['6', '30', '45'] -> 6 / (30 - 45) mod 61
[3348] ['6', '30', '46'] -> (46 / 30) - 6 mod 61
[3349] ['6', '30', '54'] -> (6 - 54) * 30 mod 61
[3350] ['6', '30', '55'] -> (55 - 6) / 30 mod 61
[3351] ['6', '31', '35'] -> (35 - 31) * 6 mod 61
[3352] ['6', '31', '39'] -> (31 / 39) + 6 mod 61
[3353] ['6', '31', '46'] -> 6 / (31 - 46) mod 61
[3354] ['1', '22', '56'] -> 22 / (1 - 56) mod 61
[3355] ['6', '31', '51'] -> 51 / (31 - 6) mod 61
[3356] ['6', '31', '54'] -> (54 - 6) * 31 mod 61
[3357] ['6', '31', '55'] -> (6 - 55) / 31 mod 61
