[1] ['1', '1', '12'] -> (1 + 1) * 12 mod 79
[6352] ['23', '31', '45'] -> 45 / (23 - 31) mod 79
[6353] ['23', '31', '51'] -> (31 * 51) + 23 mod 79
[6354] ['23', '31', '53'] -> (31 - 23) / 53 mod 79
[6355] ['23', '31', '56'] -> (56 - 23) / 31 mod 79
[6356] ['23', '31', '62'] -> (62 - 23) * 31 mod 79
[6357] ['23', '31', '70'] -> 70 - (31 / 23) mod 79
[6358] ['2', '52', '73'] -> (73 / 2) - 52 mod 79
[6359] ['23', '31', '71'] -> 31 - (23 / 71) mod 79
[6360] ['23', '31', '72'] -> 23 / (31 + 72) mod 79
[6361] ['23', '32', '32'] -> (32 / 32) + 23 mod 79
[6362] ['23', '32', '50'] -> (23 - 32) * 50 mod 79
[6363] ['23', '32', '53'] -> (53 / 23) + 32 mod 79
[6364] ['23', '32', '55'] -> (32 - 55) * 23 mod 79
[6365] ['23', '32', '58'] -> 58 / (32 - 23) mod 79
[6366] ['23', '32', '71'] -> 23 / (32 + 71) mod 79
[6367] ['23', '32', '72'] -> 32 - (23 / 72) mod 79
[6368] ['23', '32', '73'] -> (23 / 32) - 73 mod 79
[6369] ['2', '52', '75'] -> (52 + 75) / 2 mod 79
[6370] ['23', '33', '33'] -> (33 / 33) + 23 mod 79
[6371] ['23', '33', '36'] -> (33 / 36) - 23 mod 79
[6372] ['23', '33', '49'] -> 33 - (49 / 23) mod 79
[6373] ['23', '33', '50'] -> (50 / 33) - 23 mod 79
[6374] ['23', '33', '53'] -> (33 / 23) - 53 mod 79
[6375] ['23', '33', '56'] -> (33 - 56) * 23 mod 79
[6376] ['23', '33', '57'] -> 23 / (57 - 33) mod 79
[6377] ['23', '33', '60'] -> (23 / 60) - 33 mod 79
[6378] ['23', '33', '63'] -> 63 - (23 / 33) mod 79
[6379] ['23', '33', '70'] -> 23 / (33 + 70) mod 79
[6380] ['2', '52', '77'] -> (52 / 2) + 77 mod 79
[6381] ['23', '33', '71'] -> 33 / (23 - 71) mod 79
[6382] ['23', '33', '74'] -> (74 - 23) * 33 mod 79
[6383] ['23', '33', '76'] -> 76 / (23 - 33) mod 79
[6384] ['23', '34', '34'] -> (34 / 34) + 23 mod 79
[6385] ['23', '34', '42'] -> (23 + 34) * 42 mod 79
[6386] ['23', '34', '47'] -> (23 * 34) - 47 mod 79
[6387] ['23', '34', '49'] -> (49 - 23) / 34 mod 79
[6388] ['23', '34', '50'] -> (34 / 23) + 50 mod 79
[6389] ['23', '34', '52'] -> 52 / (23 - 34) mod 79
[6390] ['23', '34', '53'] -> (23 / 53) + 34 mod 79
[6391] ['2', '53', '54'] -> 53 - (2 * 54) mod 79
[6392] ['23', '34', '57'] -> (34 - 57) * 23 mod 79
[6393] ['23', '34', '63'] -> (34 - 23) / 63 mod 79
[6394] ['23', '34', '64'] -> 34 / (23 + 64) mod 79
[6395] ['23', '34', '69'] -> 23 / (34 + 69) mod 79
[6396] ['23', '34', '70'] -> (70 / 23) - 34 mod 79
[6397] ['23', '34', '73'] -> (34 / 73) - 23 mod 79
[6398] ['23', '34', '74'] -> (34 - 23) * 74 mod 79
[6399] ['23', '34', '77'] -> 77 - (34 / 23) mod 79
[6400] ['23', '35', '35'] -> (35 / 35) + 23 mod 79
[6401] ['23', '35', '40'] -> (35 - 23) / 40 mod 79
[6402] ['2', '53', '56'] -> 56 / (2 + 53) mod 79
[6403] ['23', '35', '53'] -> 53 - (35 / 23) mod 79
[6404] ['23', '35', '54'] -> 54 - (23 / 35) mod 79
[6405] ['23', '35', '58'] -> (35 - 58) * 23 mod 79
[6406] ['23', '35', '59'] -> 23 / (59 - 35) mod 79
[6407] ['23', '35', '63'] -> (63 / 23) + 35 mod 79
[6408] ['23', '35', '65'] -> (65 / 35) - 23 mod 79
[6409] ['23', '35', '66'] -> (23 / 66) - 35 mod 79
[6410] ['23', '35', '68'] -> 23 / (35 + 68) mod 79
[6411] ['23', '35', '74'] -> (35 / 23) + 74 mod 79
[6412] ['23', '36', '36'] -> (36 / 36) + 23 mod 79
[6413] ['2', '53', '58'] -> 53 - (58 / 2) mod 79
[6414] ['23', '36', '39'] -> 36 - (39 / 23) mod 79
[6415] ['23', '36', '48'] -> 36 - (23 / 48) mod 79
[6416] ['23', '36', '50'] -> (50 - 23) * 36 mod 79
[6417] ['23', '36', '57'] -> (23 / 57) - 36 mod 79
[6418] ['23', '36', '59'] -> (36 - 59) * 23 mod 79
[6419] ['23', '36', '64'] -> 36 / (64 - 23) mod 79
[6420] ['23', '36', '67'] -> 23 / (36 + 67) mod 79
[6421] ['23', '36', '71'] -> (23 / 36) - 71 mod 79
[6422] ['23', '36', '73'] -> 73 / (23 + 36) mod 79
[6423] ['23', '37', '45'] -> (45 - 23) * 37 mod 79
[6424] ['2', '53', '59'] -> 2 / (53 + 59) mod 79
[6425] ['23', '37', '49'] -> (23 / 37) + 49 mod 79
[6426] ['23', '37', '61'] -> 23 / (61 - 37) mod 79
[6427] ['23', '37', '62'] -> 37 - (62 / 23) mod 79
[6428] ['23', '37', '73'] -> (37 - 23) / 73 mod 79
[6429] ['23', '37', '74'] -> 37 / (23 + 74) mod 79
[6430] ['23', '37', '76'] -> (37 * 76) - 23 mod 79
[6431] ['23', '38', '38'] -> (38 / 38) + 23 mod 79
[6432] ['23', '38', '44'] -> 44 / (38 - 23) mod 79
[6433] ['23', '38', '48'] -> (48 / 38) - 23 mod 79
[6434] ['23', '38', '49'] -> (38 - 23) * 49 mod 79
[6435] ['2', '53', '61'] -> (2 / 53) - 61 mod 79
[6436] ['23', '38', '50'] -> (38 - 23) / 50 mod 79
[6437] ['23', '38', '51'] -> 38 / (23 + 51) mod 79
[6438] ['23', '38', '52'] -> (38 * 52) + 23 mod 79
[6439] ['23', '38', '61'] -> (38 - 61) * 23 mod 79
[6440] ['23', '38', '62'] -> 23 / (62 - 38) mod 79
[6441] ['23', '38', '65'] -> 23 / (38 + 65) mod 79
[6442] ['23', '38', '67'] -> (38 / 23) + 67 mod 79
[6443] ['23', '38', '75'] -> 38 - (23 / 75) mod 79
[6444] ['23', '39', '43'] -> (23 / 43) - 39 mod 79
[6445] ['23', '39', '50'] -> (50 / 23) + 39 mod 79
[6446] ['1', '9', '67'] -> (67 / 9) - 1 mod 79
[6447] ['2', '53', '66'] -> (53 * 66) + 2 mod 79
[6448] ['23', '39', '54'] -> (54 - 23) * 39 mod 79
[6449] ['23', '39', '57'] -> 57 - (23 / 39) mod 79
[6450] ['23', '39', '59'] -> (23 + 39) * 59 mod 79
[6451] ['23', '39', '62'] -> (39 - 62) * 23 mod 79
[6452] ['23', '39', '63'] -> 23 / (63 - 39) mod 79
[6453] ['23', '39', '66'] -> 66 / (23 + 39) mod 79
[6454] ['23', '39', '74'] -> 39 / (74 - 23) mod 79
[6455] ['23', '39', '77'] -> (39 * 77) + 23 mod 79
[6456] ['23', '40', '44'] -> (23 * 44) - 40 mod 79
[6457] ['23', '40', '50'] -> (50 / 23) - 40 mod 79
[6458] ['2', '53', '67'] -> (2 - 53) / 67 mod 79
[6459] ['23', '40', '51'] -> 40 / (51 - 23) mod 79
[6460] ['23', '40', '54'] -> (23 - 54) * 40 mod 79
[6461] ['23', '40', '57'] -> (23 / 40) + 57 mod 79
[6462] ['23', '40', '58'] -> (40 / 58) - 23 mod 79
[6463] ['23', '40', '59'] -> (23 - 40) * 59 mod 79
[6464] ['23', '40', '64'] -> 23 / (64 - 40) mod 79
[6465] ['23', '40', '66'] -> 66 / (23 - 40) mod 79
[6466] ['23', '40', '70'] -> 70 - (23 / 40) mod 79
[6467] ['23', '40', '71'] -> (71 - 23) * 40 mod 79
[6468] ['23', '40', '74'] -> 40 / (23 - 74) mod 79
[6469] ['2', '53', '70'] -> (2 + 70) * 53 mod 79
[6470] ['23', '41', '41'] -> (41 / 41) + 23 mod 79
[6471] ['23', '41', '44'] -> (23 / 41) - 44 mod 79
[6472] ['23', '41', '50'] -> (23 * 41) - 50 mod 79
[6473] ['23', '41', '54'] -> (41 - 23) * 54 mod 79
[6474] ['23', '41', '59'] -> (59 - 23) / 41 mod 79
[6475] ['23', '41', '61'] -> 41 / (23 + 61) mod 79
[6476] ['23', '41', '62'] -> 23 / (41 + 62) mod 79
[6477] ['23', '41', '64'] -> (41 - 64) * 23 mod 79
[6478] ['23', '41', '65'] -> 23 / (65 - 41) mod 79
[6479] ['23', '41', '67'] -> 67 - (41 / 23) mod 79
[6480] ['2', '53', '76'] -> (2 * 53) + 76 mod 79
[6481] ['23', '41', '72'] -> (23 + 72) * 41 mod 79
[6482] ['23', '41', '75'] -> 41 - (75 / 23) mod 79
[6483] ['23', '42', '45'] -> (23 - 45) * 42 mod 79
[6484] ['23', '42', '49'] -> 49 - (23 / 42) mod 79
[6485] ['23', '42', '53'] -> (42 / 53) - 23 mod 79
[6486] ['23', '42', '65'] -> (42 - 65) * 23 mod 79
[6487] ['23', '42', '73'] -> (23 * 42) - 73 mod 79
[6488] ['23', '42', '75'] -> (23 * 75) - 42 mod 79
[6489] ['23', '43', '43'] -> (43 / 43) + 23 mod 79
[6490] ['23', '43', '46'] -> (46 / 43) - 23 mod 79
[6491] ['2', '54', '56'] -> (54 * 56) + 2 mod 79
[6492] ['23', '43', '51'] -> (23 * 51) - 43 mod 79
[6493] ['23', '43', '57'] -> (23 / 57) + 43 mod 79
[6494] ['23', '43', '60'] -> 23 / (43 + 60) mod 79
[6495] ['23', '43', '64'] -> 43 / (23 - 64) mod 79
[6496] ['23', '43', '66'] -> (43 - 66) * 23 mod 79
[6497] ['23', '43', '67'] -> 23 / (67 - 43) mod 79
[6498] ['23', '43', '68'] -> (43 * 68) + 23 mod 79
[6499] ['23', '43', '73'] -> 73 / (23 - 43) mod 79
[6500] ['23', '44', '48'] -> (44 / 48) - 23 mod 79
[6501] ['23', '44', '49'] -> 49 / (23 - 44) mod 79
[6502] ['2', '54', '60'] -> 54 - (60 / 2) mod 79
[6503] ['23', '44', '52'] -> (52 - 23) / 44 mod 79
[6504] ['23', '44', '53'] -> (44 / 23) + 53 mod 79
[6505] ['23', '44', '54'] -> (23 / 44) + 54 mod 79
[6506] ['23', '44', '59'] -> 23 / (44 + 59) mod 79
[6507] ['23', '44', '63'] -> (63 / 23) - 44 mod 79
[6508] ['23', '44', '65'] -> 44 - (65 / 23) mod 79
[6509] ['23', '44', '66'] -> (23 / 66) + 44 mod 79
[6510] ['23', '44', '67'] -> (44 - 67) * 23 mod 79
[6511] ['23', '44', '68'] -> 23 / (68 - 44) mod 79
[6512] ['23', '44', '71'] -> 44 / (23 + 71) mod 79
[6513] ['2', '54', '61'] -> (61 / 54) - 2 mod 79
[6514] ['23', '44', '74'] -> 74 - (44 / 23) mod 79
[6515] ['23', '44', '77'] -> (23 + 44) * 77 mod 79
[6516] ['23', '45', '45'] -> (45 / 45) + 23 mod 79
[6517] ['23', '45', '47'] -> (45 - 23) / 47 mod 79
[6518] ['23', '45', '48'] -> 45 / (23 + 48) mod 79
[6519] ['23', '45', '54'] -> 54 / (45 - 23) mod 79
[6520] ['23', '45', '58'] -> 23 / (45 + 58) mod 79
[6521] ['23', '45', '61'] -> (61 / 45) - 23 mod 79
[6522] ['23', '45', '63'] -> (23 * 45) - 63 mod 79
[6523] ['23', '45', '66'] -> (45 * 66) - 23 mod 79
[6524] ['2', '54', '62'] -> (2 / 54) + 62 mod 79
[6525] ['23', '45', '68'] -> (45 - 68) * 23 mod 79
[6526] ['23', '45', '70'] -> (70 / 23) + 45 mod 79
[6527] ['23', '45', '72'] -> (45 * 72) + 23 mod 79
[6528] ['23', '45', '76'] -> (76 - 23) / 45 mod 79
[6529] ['23', '46', '46'] -> (46 / 46) + 23 mod 79
[6530] ['23', '46', '51'] -> (51 - 23) * 46 mod 79
[6531] ['23', '46', '56'] -> (46 - 23) * 56 mod 79
[6532] ['23', '46', '58'] -> (23 * 58) - 46 mod 79
[6533] ['23', '46', '60'] -> (23 / 60) + 46 mod 79
[6534] ['23', '46', '63'] -> (23 / 46) + 63 mod 79
[6535] ['2', '54', '65'] -> 65 - (2 / 54) mod 79
[6536] ['23', '46', '64'] -> 64 - (23 / 46) mod 79
[6537] ['23', '46', '67'] -> (46 * 67) + 23 mod 79
[6538] ['23', '46', '68'] -> (46 * 68) - 23 mod 79
[6539] ['23', '46', '69'] -> (46 - 69) * 23 mod 79
[6540] ['23', '46', '70'] -> 23 / (70 - 46) mod 79
[6541] ['23', '46', '71'] -> 46 / (71 - 23) mod 79
[6542] ['23', '46', '74'] -> (23 - 74) * 46 mod 79
[6543] ['23', '46', '76'] -> 76 / (23 + 46) mod 79
[6544] ['23', '47', '47'] -> (47 / 47) + 23 mod 79
[6545] ['23', '47', '50'] -> (23 + 47) * 50 mod 79
[6546] ['2', '54', '66'] -> (66 - 54) * 2 mod 79
[6547] ['23', '47', '53'] -> (53 / 23) - 47 mod 79
[6548] ['23', '47', '55'] -> 47 - (55 / 23) mod 79
[6549] ['23', '47', '70'] -> (47 - 70) * 23 mod 79
[6550] ['23', '47', '71'] -> 23 / (71 - 47) mod 79
[6551] ['23', '47', '75'] -> (23 + 75) * 47 mod 79
[6552] ['23', '47', '76'] -> (76 / 47) - 23 mod 79
[6553] ['23', '47', '77'] -> 47 / (23 - 77) mod 79
[6554] ['23', '48', '48'] -> (48 / 48) + 23 mod 79
[6555] ['23', '48', '52'] -> (48 * 52) - 23 mod 79
[6556] ['23', '48', '53'] -> (23 * 48) - 53 mod 79
[6557] ['1', '9', '68'] -> 68 - (1 / 9) mod 79
[6558] ['2', '54', '68'] -> (54 - 2) / 68 mod 79
[6559] ['23', '48', '58'] -> 48 / (23 + 58) mod 79
[6560] ['23', '48', '61'] -> (48 - 23) * 61 mod 79
[6561] ['23', '48', '62'] -> (23 - 62) * 48 mod 79
[6562] ['23', '48', '63'] -> (63 - 23) * 48 mod 79
[6563] ['23', '48', '69'] -> (69 - 23) / 48 mod 79
[6564] ['23', '48', '70'] -> (48 / 23) + 70 mod 79
[6565] ['23', '48', '71'] -> (48 - 71) * 23 mod 79
[6566] ['23', '48', '72'] -> 23 / (72 - 48) mod 79
[6567] ['23', '49', '49'] -> (49 / 49) + 23 mod 79
[6568] ['23', '49', '53'] -> (23 + 49) * 53 mod 79
[6569] ['2', '54', '73'] -> (54 + 73) / 2 mod 79
[6570] ['23', '49', '54'] -> 23 / (49 + 54) mod 79
[6571] ['23', '49', '57'] -> (57 / 23) + 49 mod 79
[6572] ['23', '49', '62'] -> (23 / 62) - 49 mod 79
[6573] ['23', '49', '64'] -> (49 / 23) - 64 mod 79
[6574] ['23', '49', '65'] -> (23 * 65) - 49 mod 79
[6575] ['23', '49', '68'] -> 68 - (23 / 49) mod 79
[6576] ['23', '49', '69'] -> 69 / (23 + 49) mod 79
[6577] ['23', '49', '73'] -> 23 / (73 - 49) mod 79
[6578] ['23', '49', '75'] -> (49 / 75) - 23 mod 79
[6579] ['23', '49', '76'] -> (23 * 49) - 76 mod 79
[6580] ['2', '54', '74'] -> (2 * 54) + 74 mod 79
[6581] ['23', '50', '50'] -> (50 / 50) + 23 mod 79
[6582] ['23', '50', '53'] -> 23 / (50 + 53) mod 79
[6583] ['23', '50', '63'] -> 63 / (23 - 50) mod 79
[6584] ['23', '50', '67'] -> 50 / (23 - 67) mod 79
[6585] ['23', '50', '69'] -> (23 / 69) + 50 mod 79
[6586] ['23', '50', '73'] -> (50 - 73) * 23 mod 79
[6587] ['23', '50', '74'] -> 23 / (74 - 50) mod 79
[6588] ['23', '50', '75'] -> (23 + 50) * 75 mod 79
[6589] ['23', '51', '51'] -> (51 / 51) + 23 mod 79
[6590] ['23', '51', '56'] -> (56 - 23) * 51 mod 79
[6591] ['2', '54', '75'] -> (54 / 75) - 2 mod 79
[6592] ['23', '51', '57'] -> (23 / 51) - 57 mod 79
[6593] ['23', '51', '62'] -> (62 - 23) / 51 mod 79
[6594] ['23', '51', '64'] -> 64 - (51 / 23) mod 79
[6595] ['23', '51', '66'] -> (66 / 23) - 51 mod 79
[6596] ['23', '51', '67'] -> (51 - 23) / 67 mod 79
[6597] ['23', '51', '69'] -> (23 - 69) * 51 mod 79
[6598] ['23', '51', '70'] -> (51 / 70) - 23 mod 79
[6599] ['23', '52', '52'] -> (52 / 52) + 23 mod 79
[6600] ['23', '52', '59'] -> (23 - 59) * 52 mod 79
[6601] ['23', '52', '60'] -> (23 / 52) - 60 mod 79
[6602] ['2', '55', '55'] -> 55 - (2 * 55) mod 79
[6603] ['23', '52', '62'] -> 62 / (23 + 52) mod 79
[6604] ['23', '52', '64'] -> 64 / (52 - 23) mod 79
[6605] ['23', '52', '67'] -> (67 / 23) + 52 mod 79
[6606] ['23', '52', '70'] -> (23 - 52) * 70 mod 79
[6607] ['23', '52', '71'] -> (52 / 23) - 71 mod 79
[6608] ['23', '52', '72'] -> (23 * 72) - 52 mod 79
[6609] ['23', '52', '73'] -> (23 + 52) * 73 mod 79
[6610] ['23', '52', '75'] -> (52 - 75) * 23 mod 79
[6611] ['23', '52', '76'] -> 23 / (76 - 52) mod 79
[6612] ['23', '52', '77'] -> 52 - (23 / 77) mod 79
[6613] ['2', '55', '56'] -> (2 / 56) + 55 mod 79
[6614] ['23', '53', '53'] -> (53 / 53) + 23 mod 79
[6615] ['23', '53', '57'] -> 53 / (23 - 57) mod 79
[6616] ['23', '53', '62'] -> (53 * 62) - 23 mod 79
[6617] ['23', '53', '65'] -> (53 / 65) - 23 mod 79
[6618] ['23', '53', '68'] -> 53 / (68 - 23) mod 79
[6619] ['23', '53', '70'] -> 70 / (23 - 53) mod 79
[6620] ['23', '53', '71'] -> (23 + 53) * 71 mod 79
[6621] ['23', '53', '77'] -> 23 / (77 - 53) mod 79
[6622] ['23', '54', '54'] -> (54 / 54) + 23 mod 79
[6623] ['23', '54', '58'] -> 54 - (58 / 23) mod 79
[6624] ['2', '55', '58'] -> (58 - 2) / 55 mod 79
[6625] ['23', '54', '60'] -> (54 * 60) + 23 mod 79
[6626] ['23', '54', '61'] -> 61 - (23 / 54) mod 79
[6627] ['23', '54', '66'] -> (23 / 54) + 66 mod 79
[6628] ['23', '54', '67'] -> (23 + 54) * 67 mod 79
[6629] ['23', '54', '71'] -> 71 - (54 / 23) mod 79
[6630] ['23', '54', '74'] -> (23 + 74) * 54 mod 79
[6631] ['23', '55', '67'] -> 55 - (23 / 67) mod 79
[6632] ['23', '55', '77'] -> (77 / 23) + 55 mod 79
[6633] ['23', '56', '56'] -> (56 / 56) + 23 mod 79
[6634] ['23', '56', '61'] -> (23 / 61) + 56 mod 79
[6635] ['2', '55', '62'] -> 55 - (62 / 2) mod 79
[6636] ['23', '56', '77'] -> 77 / (23 - 56) mod 79
[6637] ['23', '56', '78'] -> 56 / (78 - 23) mod 79
[6638] ['23', '57', '57'] -> (57 / 57) + 23 mod 79
[6639] ['23', '57', '60'] -> (23 - 60) * 57 mod 79
[6640] ['23', '57', '61'] -> (57 * 61) + 23 mod 79
[6641] ['23', '57', '65'] -> (65 - 23) * 57 mod 79
[6642] ['23', '57', '70'] -> 57 / (23 - 70) mod 79
[6643] ['23', '57', '72'] -> (72 / 57) - 23 mod 79
[6644] ['23', '58', '65'] -> 58 / (23 + 65) mod 79
[6645] ['23', '58', '67'] -> (67 - 23) * 58 mod 79
[6646] ['2', '55', '67'] -> (67 - 55) * 2 mod 79
[6647] ['23', '58', '69'] -> (69 / 23) - 58 mod 79
[6648] ['23', '58', '71'] -> 58 - (71 / 23) mod 79
[6649] ['23', '58', '72'] -> (72 - 23) / 58 mod 79
[6650] ['23', '58', '74'] -> (23 / 58) + 74 mod 79
[6651] ['23', '58', '76'] -> (23 / 76) + 58 mod 79
[6652] ['23', '58', '77'] -> (58 + 77) * 23 mod 79
[6653] ['23', '59', '59'] -> (59 / 59) + 23 mod 79
[6654] ['23', '59', '61'] -> (59 / 23) - 61 mod 79
[6655] ['23', '59', '64'] -> (64 / 23) + 59 mod 79
[6656] ['23', '59', '69'] -> (23 * 59) - 69 mod 79
[6657] ['2', '55', '70'] -> 70 - (2 / 55) mod 79
[6658] ['23', '59', '72'] -> 72 / (23 + 59) mod 79
[6659] ['23', '59', '74'] -> 74 / (59 - 23) mod 79
[6660] ['23', '59', '75'] -> (59 * 75) + 23 mod 79
[6661] ['23', '59', '76'] -> (59 + 76) * 23 mod 79
[6662] ['23', '60', '63'] -> (23 / 63) + 60 mod 79
[6663] ['23', '60', '65'] -> 60 / (65 - 23) mod 79
[6664] ['23', '60', '70'] -> (23 - 70) * 60 mod 79
[6665] ['23', '60', '75'] -> (60 + 75) * 23 mod 79
[6666] ['23', '61', '63'] -> (61 - 23) * 63 mod 79
[6667] ['23', '61', '66'] -> (61 / 23) + 66 mod 79
[6668] ['1', '2', '50'] -> (50 / 2) - 1 mod 79
[6669] ['1', '9', '73'] -> (73 * 9) - 1 mod 79
[6670] ['2', '55', '71'] -> 71 / (2 - 55) mod 79
[6671] ['23', '61', '68'] -> (23 + 61) * 68 mod 79
[6672] ['23', '61', '71'] -> 71 - (23 / 61) mod 79
[6673] ['23', '61', '72'] -> (61 * 72) - 23 mod 79
[6674] ['23', '61', '75'] -> 61 / (23 + 75) mod 79
[6675] ['23', '61', '77'] -> (23 - 77) * 61 mod 79
[6676] ['23', '62', '62'] -> (62 / 62) + 23 mod 79
[6677] ['23', '62', '67'] -> 67 / (62 - 23) mod 79
[6678] ['23', '62', '69'] -> (23 * 69) - 62 mod 79
[6679] ['23', '62', '70'] -> (70 / 62) - 23 mod 79
[6680] ['23', '62', '71'] -> (23 / 71) - 62 mod 79
[6681] ['2', '56', '56'] -> 2 / (56 + 56) mod 79
[6682] ['23', '62', '73'] -> (62 + 73) * 23 mod 79
[6683] ['23', '62', '74'] -> (74 / 23) + 62 mod 79
[6684] ['23', '63', '74'] -> (63 * 74) + 23 mod 79
[6685] ['23', '63', '75'] -> 63 / (75 - 23) mod 79
[6686] ['23', '64', '68'] -> 68 - (64 / 23) mod 79
[6687] ['23', '64', '71'] -> (64 + 71) * 23 mod 79
[6688] ['23', '64', '72'] -> (23 - 72) * 64 mod 79
[6689] ['23', '64', '73'] -> 64 / (23 - 73) mod 79
[6690] ['23', '64', '77'] -> (64 / 77) - 23 mod 79
[6691] ['23', '65', '65'] -> (65 / 65) + 23 mod 79
[6692] ['2', '56', '58'] -> (2 - 58) * 56 mod 79
[6693] ['23', '65', '68'] -> 65 - (23 / 68) mod 79
[6694] ['23', '65', '72'] -> (72 / 23) - 65 mod 79
[6695] ['23', '65', '74'] -> 65 - (74 / 23) mod 79
[6696] ['23', '65', '76'] -> (23 * 76) - 65 mod 79
[6697] ['23', '66', '66'] -> (66 / 66) + 23 mod 79
[6698] ['23', '66', '69'] -> (66 + 69) * 23 mod 79
[6699] ['23', '66', '74'] -> 74 / (23 - 66) mod 79
[6700] ['23', '67', '67'] -> (67 / 67) + 23 mod 79
[6701] ['23', '67', '72'] -> (23 / 67) + 72 mod 79
[6702] ['23', '67', '75'] -> 75 - (67 / 23) mod 79
[6703] ['2', '56', '60'] -> (56 / 60) + 2 mod 79
[6704] ['23', '68', '68'] -> (68 / 68) + 23 mod 79
[6705] ['23', '68', '71'] -> (68 - 23) / 71 mod 79
[6706] ['23', '68', '72'] -> 68 / (23 + 72) mod 79
[6707] ['23', '68', '75'] -> (75 - 23) / 68 mod 79
[6708] ['23', '68', '76'] -> (68 / 23) + 76 mod 79
[6709] ['23', '69', '69'] -> (69 / 69) + 23 mod 79
[6710] ['23', '70', '72'] -> 70 / (72 - 23) mod 79
[6711] ['23', '71', '71'] -> (71 / 71) + 23 mod 79
[6712] ['23', '72', '72'] -> (72 / 72) + 23 mod 79
[6713] ['23', '72', '75'] -> (75 / 23) - 72 mod 79
[6714] ['2', '56', '61'] -> (2 - 56) * 61 mod 79
[6715] ['23', '72', '76'] -> (76 - 23) * 72 mod 79
[6716] ['23', '72', '77'] -> 72 - (77 / 23) mod 79
[6717] ['23', '73', '73'] -> (73 / 73) + 23 mod 79
[6718] ['23', '74', '74'] -> (74 / 74) + 23 mod 79
[6719] ['23', '74', '76'] -> (23 / 74) + 76 mod 79
[6720] ['23', '75', '75'] -> (75 / 75) + 23 mod 79
[6721] ['23', '75', '77'] -> (23 / 77) + 75 mod 79
[6722] ['23', '76', '76'] -> (76 / 76) + 23 mod 79
[6723] ['23', '77', '77'] -> (77 / 77) + 23 mod 79
[6724] ['24', '25', '43'] -> (25 * 43) - 24 mod 79
[6725] ['2', '56', '63'] -> (2 * 63) + 56 mod 79
[6726] ['24', '25', '48'] -> (48 - 25) / 24 mod 79
[6727] ['24', '25', '68'] -> (25 / 68) - 24 mod 79
[6728] ['24', '25', '77'] -> (25 + 77) / 24 mod 79
[6729] ['24', '26', '49'] -> (49 - 26) / 24 mod 79
[6730] ['24', '26', '63'] -> (63 / 26) - 24 mod 79
[6731] ['24', '27', '32'] -> (32 / 27) - 24 mod 79
[6732] ['24', '27', '45'] -> (27 / 45) - 24 mod 79
[6733] ['24', '27', '50'] -> (50 - 27) / 24 mod 79
[6734] ['24', '28', '74'] -> (28 + 74) / 24 mod 79
[6735] ['24', '29', '49'] -> (49 / 29) - 24 mod 79
[6736] ['2', '56', '64'] -> 56 - (64 / 2) mod 79
[6737] ['24', '29', '52'] -> (52 - 29) / 24 mod 79
[6738] ['24', '29', '73'] -> (29 + 73) / 24 mod 79
[6739] ['24', '30', '53'] -> (53 - 30) / 24 mod 79
[6740] ['24', '30', '72'] -> (30 + 72) / 24 mod 79
[6741] ['24', '31', '54'] -> (54 - 31) / 24 mod 79
[6742] ['24', '31', '66'] -> (66 / 31) - 24 mod 79
[6743] ['24', '31', '71'] -> (31 + 71) / 24 mod 79
[6744] ['24', '32', '35'] -> (35 / 32) - 24 mod 79
[6745] ['24', '32', '41'] -> (32 * 41) - 24 mod 79
[6746] ['24', '32', '70'] -> (32 + 70) / 24 mod 79
[6747] ['2', '56', '68'] -> (68 - 56) * 2 mod 79
[6748] ['24', '33', '56'] -> (56 - 33) / 24 mod 79
[6749] ['24', '33', '69'] -> (33 + 69) / 24 mod 79
[6750] ['24', '34', '52'] -> (52 / 34) - 24 mod 79
[6751] ['24', '34', '57'] -> (57 - 34) / 24 mod 79
[6752] ['24', '34', '68'] -> (34 + 68) / 24 mod 79
[6753] ['24', '35', '42'] -> (35 * 42) - 24 mod 79
[6754] ['24', '35', '58'] -> (58 - 35) / 24 mod 79
[6755] ['24', '35', '67'] -> (35 + 67) / 24 mod 79
[6756] ['24', '36', '54'] -> (36 * 54) - 24 mod 79
[6757] ['24', '36', '59'] -> (59 - 36) / 24 mod 79
[6758] ['2', '56', '69'] -> (56 / 69) - 2 mod 79
[6759] ['24', '36', '60'] -> (36 / 60) - 24 mod 79
[6760] ['24', '36', '66'] -> (36 + 66) / 24 mod 79
[6761] ['24', '36', '69'] -> (69 / 36) - 24 mod 79
[6762] ['24', '37', '44'] -> (37 * 44) - 24 mod 79
[6763] ['24', '38', '47'] -> (38 * 47) - 24 mod 79
[6764] ['24', '38', '61'] -> (61 - 38) / 24 mod 79
[6765] ['24', '38', '64'] -> (38 + 64) / 24 mod 79
[6766] ['24', '39', '63'] -> (39 + 63) / 24 mod 79
[6767] ['24', '39', '65'] -> (39 / 65) - 24 mod 79
[6768] ['24', '40', '62'] -> (40 + 62) / 24 mod 79
[6769] ['2', '56', '70'] -> (2 * 56) + 70 mod 79
[6770] ['24', '40', '63'] -> (63 - 40) / 24 mod 79
[6771] ['24', '41', '61'] -> (41 + 61) / 24 mod 79
[6772] ['24', '41', '64'] -> (64 - 41) / 24 mod 79
[6773] ['24', '42', '70'] -> (42 / 70) - 24 mod 79
[6774] ['24', '43', '59'] -> (43 + 59) / 24 mod 79
