[1] ['1', '1', '12'] -> (1 + 1) * 12 mod 89
[7490] ['18', '44', '88'] -> 88 / (18 - 44) mod 89
[7491] ['2', '32', '50'] -> (32 / 50) + 2 mod 89
[7492] ['18', '45', '47'] -> (18 + 45) * 47 mod 89
[7493] ['18', '45', '52'] -> (45 / 52) + 18 mod 89
[7494] ['18', '45', '58'] -> (45 - 58) / 18 mod 89
[7495] ['18', '45', '59'] -> (18 - 59) * 45 mod 89
[7496] ['18', '45', '64'] -> 64 / (18 - 45) mod 89
[7497] ['18', '45', '68'] -> 18 / (68 - 45) mod 89
[7498] ['18', '45', '73'] -> (18 * 73) + 45 mod 89
[7499] ['18', '45', '74'] -> (18 * 45) - 74 mod 89
[7500] ['18', '45', '75'] -> (45 + 75) * 18 mod 89
[7501] ['18', '45', '76'] -> (76 - 45) * 18 mod 89
[7502] ['2', '32', '63'] -> 63 - (2 / 32) mod 89
[7503] ['18', '45', '78'] -> (18 * 78) - 45 mod 89
[7504] ['18', '45', '79'] -> (45 - 18) / 79 mod 89
[7505] ['18', '45', '80'] -> (45 - 18) * 80 mod 89
[7506] ['18', '45', '83'] -> (18 + 83) / 45 mod 89
[7507] ['18', '45', '85'] -> (85 / 18) - 45 mod 89
[7508] ['18', '45', '88'] -> 88 / (18 + 45) mod 89
[7509] ['18', '46', '50'] -> (18 - 46) * 50 mod 89
[7510] ['18', '46', '51'] -> 51 - (18 * 46) mod 89
[7511] ['18', '46', '54'] -> (54 - 18) / 46 mod 89
[7512] ['18', '46', '56'] -> (18 + 46) * 56 mod 89
[7513] ['2', '32', '67'] -> 32 - (2 / 67) mod 89
[7514] ['18', '46', '57'] -> 46 / (57 - 18) mod 89
[7515] ['18', '46', '59'] -> (46 - 59) / 18 mod 89
[7516] ['18', '46', '61'] -> (46 / 18) + 61 mod 89
[7517] ['18', '46', '62'] -> (18 + 46) / 62 mod 89
[7518] ['18', '46', '63'] -> (63 / 46) - 18 mod 89
[7519] ['18', '46', '66'] -> 18 / (46 + 66) mod 89
[7520] ['18', '46', '67'] -> (46 / 67) + 18 mod 89
[7521] ['18', '46', '69'] -> 18 / (69 - 46) mod 89
[7522] ['18', '46', '71'] -> (18 - 71) / 46 mod 89
[7523] ['18', '46', '72'] -> (18 / 72) + 46 mod 89
[7524] ['2', '32', '72'] -> (32 - 2) * 72 mod 89
[7525] ['18', '46', '73'] -> (18 - 46) / 73 mod 89
[7526] ['18', '46', '76'] -> 76 - (46 / 18) mod 89
[7527] ['18', '46', '83'] -> (18 * 83) - 46 mod 89
[7528] ['18', '46', '86'] -> (18 * 46) + 86 mod 89
[7529] ['18', '46', '87'] -> (18 + 87) * 46 mod 89
[7530] ['18', '47', '49'] -> 49 - (18 / 47) mod 89
[7531] ['18', '47', '51'] -> 18 - (47 * 51) mod 89
[7532] ['18', '47', '56'] -> (47 / 18) + 56 mod 89
[7533] ['18', '47', '60'] -> (47 - 60) / 18 mod 89
[7534] ['18', '47', '63'] -> (18 * 63) + 47 mod 89
[7535] ['2', '32', '80'] -> (80 - 32) / 2 mod 89
[7536] ['18', '47', '68'] -> (18 * 47) + 68 mod 89
[7537] ['18', '47', '69'] -> 69 - (18 * 47) mod 89
[7538] ['18', '47', '70'] -> 18 / (70 - 47) mod 89
[7539] ['18', '47', '74'] -> 18 - (74 / 47) mod 89
[7540] ['18', '47', '82'] -> (47 / 82) + 18 mod 89
[7541] ['18', '47', '83'] -> 47 / (83 - 18) mod 89
[7542] ['18', '48', '51'] -> (48 / 18) + 51 mod 89
[7543] ['18', '48', '52'] -> (48 / 52) - 18 mod 89
[7544] ['18', '48', '61'] -> (48 - 61) / 18 mod 89
[7545] ['18', '48', '62'] -> (18 - 62) * 48 mod 89
[7546] ['2', '32', '84'] -> 2 / (84 - 32) mod 89
[7547] ['18', '48', '63'] -> (63 - 18) * 48 mod 89
[7548] ['18', '48', '67'] -> (18 / 67) - 48 mod 89
[7549] ['18', '48', '73'] -> 48 / (18 + 73) mod 89
[7550] ['18', '48', '76'] -> 48 - (76 / 18) mod 89
[7551] ['18', '48', '78'] -> (48 * 78) + 18 mod 89
[7552] ['18', '48', '79'] -> (79 - 48) * 18 mod 89
[7553] ['18', '48', '80'] -> 80 - (18 / 48) mod 89
[7554] ['18', '48', '86'] -> 86 - (48 / 18) mod 89
[7555] ['18', '48', '87'] -> 87 - (18 * 48) mod 89
[7556] ['18', '49', '58'] -> 18 - (49 * 58) mod 89
[7557] ['1', '9', '17'] -> 1 / (17 + 9) mod 89
[7558] ['2', '32', '85'] -> (2 * 85) + 32 mod 89
[7559] ['18', '49', '63'] -> 18 / (49 + 63) mod 89
[7560] ['18', '49', '66'] -> 18 - (49 / 66) mod 89
[7561] ['18', '49', '68'] -> (68 / 18) - 49 mod 89
[7562] ['18', '49', '69'] -> (18 / 49) - 69 mod 89
[7563] ['18', '49', '79'] -> 49 / (18 - 79) mod 89
[7564] ['18', '49', '80'] -> (80 - 49) * 18 mod 89
[7565] ['18', '49', '88'] -> (18 - 88) / 49 mod 89
[7566] ['18', '50', '51'] -> 18 - (50 / 51) mod 89
[7567] ['18', '50', '58'] -> (18 - 50) / 58 mod 89
[7568] ['18', '50', '61'] -> (61 - 18) / 50 mod 89
[7569] ['2', '32', '88'] -> 88 - (2 * 32) mod 89
[7570] ['18', '50', '63'] -> (50 - 63) / 18 mod 89
[7571] ['18', '50', '64'] -> (18 - 64) / 50 mod 89
[7572] ['18', '50', '69'] -> (50 / 69) - 18 mod 89
[7573] ['18', '50', '72'] -> 50 / (72 - 18) mod 89
[7574] ['18', '50', '73'] -> 18 / (73 - 50) mod 89
[7575] ['18', '50', '75'] -> (18 * 50) - 75 mod 89
[7576] ['18', '50', '76'] -> 50 - (18 / 76) mod 89
[7577] ['18', '50', '79'] -> (79 - 18) * 50 mod 89
[7578] ['18', '50', '86'] -> (86 / 18) - 50 mod 89
[7579] ['18', '51', '52'] -> 52 - (18 * 51) mod 89
[7580] ['2', '33', '37'] -> (33 / 2) - 37 mod 89
[7581] ['18', '51', '54'] -> 54 / (18 + 51) mod 89
[7582] ['18', '51', '60'] -> 51 - (18 / 60) mod 89
[7583] ['18', '51', '62'] -> 51 / (18 + 62) mod 89
[7584] ['18', '51', '69'] -> (51 + 69) * 18 mod 89
[7585] ['18', '51', '70'] -> (18 + 51) * 70 mod 89
[7586] ['18', '51', '74'] -> 18 / (74 - 51) mod 89
[7587] ['18', '51', '75'] -> (18 / 75) - 51 mod 89
[7588] ['18', '51', '76'] -> (18 / 51) + 76 mod 89
[7589] ['18', '51', '82'] -> (82 - 51) * 18 mod 89
[7590] ['18', '52', '60'] -> 18 / (52 + 60) mod 89
[7591] ['2', '33', '39'] -> 39 / (2 + 33) mod 89
[7592] ['18', '52', '62'] -> 62 - (18 / 52) mod 89
[7593] ['18', '52', '65'] -> (52 - 65) / 18 mod 89
[7594] ['18', '52', '67'] -> (18 * 52) + 67 mod 89
[7595] ['18', '52', '69'] -> (18 + 52) * 69 mod 89
[7596] ['18', '52', '70'] -> 70 - (18 * 52) mod 89
[7597] ['18', '52', '72'] -> (52 * 72) + 18 mod 89
[7598] ['18', '52', '73'] -> (18 + 73) / 52 mod 89
[7599] ['18', '52', '78'] -> 78 / (18 + 52) mod 89
[7600] ['18', '52', '82'] -> (18 / 82) + 52 mod 89
[7601] ['18', '52', '88'] -> 52 / (18 + 88) mod 89
[7602] ['2', '33', '42'] -> (2 * 33) - 42 mod 89
[7603] ['18', '53', '58'] -> (18 + 53) * 58 mod 89
[7604] ['18', '53', '61'] -> 53 / (61 - 18) mod 89
[7605] ['18', '53', '63'] -> (53 / 18) - 63 mod 89
[7606] ['18', '53', '64'] -> 53 / (18 - 64) mod 89
[7607] ['18', '53', '67'] -> (53 + 67) * 18 mod 89
[7608] ['18', '53', '68'] -> 68 - (18 / 53) mod 89
[7609] ['18', '53', '73'] -> (53 * 73) - 18 mod 89
[7610] ['18', '53', '74'] -> (53 * 74) + 18 mod 89
[7611] ['18', '53', '81'] -> (18 - 81) / 53 mod 89
[7612] ['18', '53', '83'] -> (53 / 83) + 18 mod 89
[7613] ['2', '33', '43'] -> 2 - (33 / 43) mod 89
[7614] ['18', '53', '84'] -> (84 - 53) * 18 mod 89
[7615] ['18', '53', '88'] -> 88 - (18 * 53) mod 89
[7616] ['18', '54', '54'] -> 54 - (18 / 54) mod 89
[7617] ['18', '54', '55'] -> (18 / 55) - 54 mod 89
[7618] ['18', '54', '61'] -> 54 - (18 * 61) mod 89
[7619] ['18', '54', '63'] -> 63 / (54 - 18) mod 89
[7620] ['18', '54', '66'] -> (54 + 66) * 18 mod 89
[7621] ['18', '54', '69'] -> (69 / 18) - 54 mod 89
[7622] ['18', '54', '70'] -> (54 * 70) - 18 mod 89
[7623] ['18', '54', '79'] -> 18 - (54 * 79) mod 89
[7624] ['2', '33', '45'] -> (45 - 33) * 2 mod 89
[7625] ['18', '54', '80'] -> 18 - (54 / 80) mod 89
[7626] ['18', '54', '87'] -> 54 / (87 - 18) mod 89
[7627] ['18', '55', '56'] -> (18 + 56) / 55 mod 89
[7628] ['18', '55', '57'] -> 18 / (55 + 57) mod 89
[7629] ['18', '55', '58'] -> 55 - (18 / 58) mod 89
[7630] ['18', '55', '66'] -> 55 - (18 * 66) mod 89
[7631] ['18', '55', '67'] -> (55 / 67) - 18 mod 89
[7632] ['18', '55', '72'] -> (55 - 18) / 72 mod 89
[7633] ['18', '55', '73'] -> (55 / 18) - 73 mod 89
[7634] ['18', '55', '77'] -> 55 / (18 + 77) mod 89
[7635] ['2', '33', '46'] -> (33 / 46) + 2 mod 89
[7636] ['18', '55', '78'] -> 18 / (78 - 55) mod 89
[7637] ['18', '55', '85'] -> (85 / 55) - 18 mod 89
[7638] ['18', '56', '56'] -> 18 / (56 + 56) mod 89
[7639] ['18', '56', '64'] -> (56 + 64) * 18 mod 89
[7640] ['18', '56', '65'] -> (18 / 56) + 65 mod 89
[7641] ['18', '56', '67'] -> 67 / (18 - 56) mod 89
[7642] ['18', '56', '72'] -> 72 - (18 / 56) mod 89
[7643] ['18', '56', '78'] -> (56 / 18) - 78 mod 89
[7644] ['18', '56', '82'] -> (82 - 18) * 56 mod 89
[7645] ['18', '56', '85'] -> 85 / (18 + 56) mod 89
[7646] ['2', '33', '47'] -> (2 * 33) + 47 mod 89
[7647] ['18', '57', '66'] -> (18 * 57) + 66 mod 89
[7648] ['18', '57', '75'] -> (75 / 57) + 18 mod 89
[7649] ['18', '57', '81'] -> (18 + 57) / 81 mod 89
[7650] ['18', '57', '83'] -> (57 / 18) - 83 mod 89
[7651] ['18', '57', '88'] -> (88 - 57) * 18 mod 89
[7652] ['18', '58', '62'] -> (58 + 62) * 18 mod 89
[7653] ['18', '58', '66'] -> 58 / (18 + 66) mod 89
[7654] ['18', '58', '69'] -> (58 / 69) + 18 mod 89
[7655] ['18', '58', '70'] -> 70 / (58 - 18) mod 89
[7656] ['18', '58', '71'] -> (58 - 71) / 18 mod 89
[7657] ['2', '33', '52'] -> (33 / 2) + 52 mod 89
[7658] ['18', '58', '75'] -> (75 - 18) / 58 mod 89
[7659] ['18', '58', '82'] -> (18 / 58) + 82 mod 89
[7660] ['18', '59', '61'] -> (59 + 61) * 18 mod 89
[7661] ['18', '59', '63'] -> (18 + 63) / 59 mod 89
[7662] ['18', '59', '68'] -> 68 / (18 + 59) mod 89
[7663] ['18', '59', '70'] -> (70 / 18) - 59 mod 89
[7664] ['18', '59', '71'] -> (59 * 71) + 18 mod 89
[7665] ['18', '59', '75'] -> (75 / 59) - 18 mod 89
[7666] ['18', '59', '78'] -> (18 / 59) + 78 mod 89
[7667] ['18', '59', '88'] -> (18 + 88) * 59 mod 89
[7668] ['1', '9', '27'] -> (1 / 27) - 9 mod 89
[7669] ['2', '33', '60'] -> (33 * 60) + 2 mod 89
[7670] ['18', '60', '70'] -> (18 + 60) / 70 mod 89
[7671] ['18', '60', '73'] -> (60 - 73) / 18 mod 89
[7672] ['18', '60', '77'] -> (18 * 60) - 77 mod 89
[7673] ['18', '60', '83'] -> 18 / (83 - 60) mod 89
[7674] ['18', '60', '85'] -> 18 - (85 / 60) mod 89
[7675] ['18', '60', '86'] -> (18 / 60) + 86 mod 89
[7676] ['18', '60', '88'] -> (88 / 18) - 60 mod 89
[7677] ['18', '61', '62'] -> 62 - (61 / 18) mod 89
[7678] ['18', '61', '64'] -> 18 - (61 / 64) mod 89
[7679] ['18', '61', '69'] -> (18 * 69) - 61 mod 89
[7680] ['2', '33', '66'] -> (2 - 66) * 33 mod 89
[7681] ['18', '61', '73'] -> (61 - 18) * 73 mod 89
[7682] ['18', '61', '74'] -> (61 - 74) / 18 mod 89
[7683] ['18', '61', '75'] -> (61 / 18) + 75 mod 89
[7684] ['18', '61', '79'] -> 18 - (79 / 61) mod 89
[7685] ['18', '61', '82'] -> (18 * 82) + 61 mod 89
[7686] ['18', '61', '83'] -> (18 * 61) + 83 mod 89
[7687] ['18', '61', '84'] -> 18 / (84 - 61) mod 89
[7688] ['18', '62', '65'] -> (18 * 62) + 65 mod 89
[7689] ['18', '62', '67'] -> 67 - (62 / 18) mod 89
[7690] ['18', '62', '70'] -> (62 / 18) + 70 mod 89
[7691] ['2', '33', '68'] -> (33 + 68) * 2 mod 89
[7692] ['18', '62', '72'] -> 72 - (18 * 62) mod 89
[7693] ['18', '62', '74'] -> (18 * 74) - 62 mod 89
[7694] ['18', '62', '75'] -> (62 - 75) / 18 mod 89
[7695] ['18', '62', '76'] -> (62 - 18) / 76 mod 89
[7696] ['18', '62', '80'] -> (18 + 80) * 62 mod 89
[7697] ['18', '62', '81'] -> 62 / (18 + 81) mod 89
[7698] ['18', '62', '83'] -> (18 / 83) - 62 mod 89
[7699] ['18', '62', '85'] -> 18 / (85 - 62) mod 89
[7700] ['18', '63', '67'] -> 18 - (67 / 63) mod 89
[7701] ['18', '63', '70'] -> (18 + 70) / 63 mod 89
[7702] ['2', '33', '70'] -> 2 / (33 - 70) mod 89
[7703] ['18', '63', '75'] -> 75 / (18 + 63) mod 89
[7704] ['18', '63', '77'] -> 77 / (18 - 63) mod 89
[7705] ['18', '63', '78'] -> (18 / 63) - 78 mod 89
[7706] ['18', '63', '80'] -> (18 / 80) - 63 mod 89
[7707] ['18', '64', '66'] -> 66 - (18 / 64) mod 89
[7708] ['18', '64', '73'] -> (18 - 64) * 73 mod 89
[7709] ['18', '64', '74'] -> (74 - 18) * 64 mod 89
[7710] ['18', '64', '75'] -> 18 - (64 * 75) mod 89
[7711] ['18', '64', '80'] -> 64 / (80 - 18) mod 89
[7712] ['18', '64', '81'] -> (81 / 18) + 64 mod 89
[7713] ['2', '33', '74'] -> (33 - 74) / 2 mod 89
[7714] ['18', '64', '87'] -> 18 / (87 - 64) mod 89
[7715] ['18', '65', '67'] -> 18 - (65 * 67) mod 89
[7716] ['18', '65', '82'] -> 82 - (65 / 18) mod 89
[7717] ['18', '65', '88'] -> 18 / (88 - 65) mod 89
[7718] ['18', '66', '75'] -> (75 - 18) * 66 mod 89
[7719] ['18', '66', '78'] -> 18 - (66 / 78) mod 89
[7720] ['18', '66', '79'] -> (66 - 79) / 18 mod 89
[7721] ['18', '66', '81'] -> (66 * 81) + 18 mod 89
[7722] ['18', '66', '84'] -> 84 / (66 - 18) mod 89
[7723] ['18', '67', '69'] -> 67 / (69 - 18) mod 89
[7724] ['2', '33', '75'] -> 2 - (75 / 33) mod 89
[7725] ['18', '67', '70'] -> 70 / (18 - 67) mod 89
[7726] ['18', '67', '74'] -> (18 + 67) / 74 mod 89
[7727] ['18', '67', '78'] -> (18 + 78) * 67 mod 89
[7728] ['18', '67', '79'] -> (67 * 79) - 18 mod 89
[7729] ['18', '67', '82'] -> 82 / (18 + 67) mod 89
[7730] ['18', '67', '83'] -> (18 + 67) * 83 mod 89
[7731] ['18', '68', '70'] -> (18 - 70) * 68 mod 89
[7732] ['18', '68', '76'] -> (68 * 76) + 18 mod 89
[7733] ['18', '68', '77'] -> (18 - 77) / 68 mod 89
[7734] ['18', '68', '80'] -> 68 - (80 / 18) mod 89
[7735] ['2', '33', '79'] -> (33 * 79) - 2 mod 89
[7736] ['18', '68', '87'] -> (68 * 87) - 18 mod 89
[7737] ['18', '69', '73'] -> (18 / 69) - 73 mod 89
[7738] ['18', '69', '77'] -> (18 + 69) * 77 mod 89
[7739] ['18', '69', '78'] -> (69 * 78) - 18 mod 89
[7740] ['18', '69', '79'] -> (69 - 18) * 79 mod 89
[7741] ['18', '69', '85'] -> 69 / (18 + 85) mod 89
[7742] ['18', '69', '88'] -> (88 - 18) * 69 mod 89
[7743] ['18', '70', '71'] -> (70 / 71) + 18 mod 89
[7744] ['18', '70', '72'] -> (18 - 70) / 72 mod 89
[7745] ['18', '70', '77'] -> (18 / 77) + 70 mod 89
[7746] ['2', '33', '80'] -> (33 / 80) - 2 mod 89
[7747] ['18', '70', '79'] -> (18 * 70) - 79 mod 89
[7748] ['18', '70', '83'] -> (70 - 83) / 18 mod 89
[7749] ['18', '70', '84'] -> (70 * 84) + 18 mod 89
[7750] ['18', '71', '76'] -> (76 - 18) * 71 mod 89
[7751] ['18', '71', '81'] -> (18 * 71) + 81 mod 89
[7752] ['18', '71', '86'] -> (71 / 86) + 18 mod 89
[7753] ['18', '72', '76'] -> (76 / 72) + 18 mod 89
[7754] ['18', '72', '85'] -> (72 - 85) / 18 mod 89
[7755] ['18', '72', '87'] -> (87 / 72) - 18 mod 89
[7756] ['18', '73', '75'] -> (18 / 73) - 75 mod 89
[7757] ['2', '33', '81'] -> (81 - 33) / 2 mod 89
[7758] ['18', '73', '78'] -> 73 / (18 - 78) mod 89
[7759] ['18', '73', '81'] -> 73 - (81 / 18) mod 89
[7760] ['18', '73', '83'] -> (18 - 73) / 83 mod 89
[7761] ['18', '73', '85'] -> (18 / 85) + 73 mod 89
[7762] ['18', '73', '86'] -> (73 - 86) / 18 mod 89
[7763] ['18', '74', '82'] -> (82 / 74) - 18 mod 89
[7764] ['18', '74', '87'] -> (74 - 87) / 18 mod 89
[7765] ['18', '74', '88'] -> (88 / 74) + 18 mod 89
[7766] ['18', '75', '77'] -> 75 - (18 * 77) mod 89
[7767] ['18', '75', '80'] -> (18 * 75) - 80 mod 89
[7768] ['2', '33', '84'] -> (2 - 33) / 84 mod 89
[7769] ['18', '75', '82'] -> (18 + 82) * 75 mod 89
[7770] ['18', '75', '86'] -> (75 * 86) - 18 mod 89
[7771] ['18', '75', '87'] -> (18 - 87) / 75 mod 89
[7772] ['18', '75', '88'] -> (75 - 88) / 18 mod 89
[7773] ['18', '76', '76'] -> (18 + 76) * 76 mod 89
[7774] ['18', '76', '77'] -> (77 / 76) - 18 mod 89
[7775] ['18', '76', '78'] -> 18 - (78 / 76) mod 89
[7776] ['18', '76', '84'] -> (76 - 18) / 84 mod 89
[7777] ['18', '76', '87'] -> (18 / 76) + 87 mod 89
[7778] ['18', '77', '81'] -> 81 / (77 - 18) mod 89
[7779] ['1', '2', '46'] -> (46 / 2) + 1 mod 89
[7780] ['1', '9', '28'] -> (1 - 28) * 9 mod 89
[7781] ['2', '34', '41'] -> 41 - (34 / 2) mod 89
[7782] ['18', '77', '84'] -> (77 / 18) + 84 mod 89
[7783] ['18', '77', '86'] -> (86 - 18) / 77 mod 89
[7784] ['18', '77', '88'] -> (77 + 88) / 18 mod 89
[7785] ['18', '78', '82'] -> 78 - (82 / 18) mod 89
[7786] ['18', '78', '85'] -> (18 + 85) * 78 mod 89
[7787] ['18', '78', '86'] -> (18 * 86) + 78 mod 89
[7788] ['18', '78', '87'] -> (78 + 87) / 18 mod 89
[7789] ['18', '78', '88'] -> 78 / (88 - 18) mod 89
[7790] ['18', '79', '80'] -> (18 - 80) / 79 mod 89
[7791] ['18', '79', '86'] -> (79 + 86) / 18 mod 89
[7792] ['2', '34', '42'] -> (34 / 42) + 2 mod 89
[7793] ['18', '80', '80'] -> (18 - 80) * 80 mod 89
[7794] ['18', '80', '81'] -> (18 * 80) - 81 mod 89
[7795] ['18', '80', '85'] -> (80 + 85) / 18 mod 89
[7796] ['18', '81', '82'] -> (18 + 81) / 82 mod 89
[7797] ['18', '81', '85'] -> (18 / 81) - 85 mod 89
[7798] ['18', '81', '88'] -> 88 / (81 - 18) mod 89
[7799] ['18', '82', '86'] -> 86 / (18 + 82) mod 89
[7800] ['18', '83', '83'] -> 83 - (83 / 18) mod 89
[7801] ['18', '83', '85'] -> 83 / (18 - 85) mod 89
[7802] ['18', '84', '84'] -> (18 + 84) * 84 mod 89
[7803] ['2', '34', '43'] -> (2 / 43) - 34 mod 89
[7804] ['18', '86', '87'] -> (86 * 87) + 18 mod 89
[7805] ['18', '86', '88'] -> (18 + 88) / 86 mod 89
[7806] ['19', '19', '19'] -> (19 * 19) + 19 mod 89
[7807] ['19', '19', '21'] -> (19 * 21) - 19 mod 89
[7808] ['19', '19', '22'] -> 22 / (19 + 19) mod 89
[7809] ['19', '19', '23'] -> (19 / 19) + 23 mod 89
[7810] ['19', '19', '25'] -> 25 - (19 / 19) mod 89
[7811] ['19', '19', '29'] -> 29 - (19 * 19) mod 89
[7812] ['19', '19', '39'] -> (39 - 19) * 19 mod 89
[7813] ['19', '19', '59'] -> 19 / (19 - 59) mod 89
[7814] ['2', '34', '44'] -> (2 * 34) - 44 mod 89
[7815] ['19', '19', '66'] -> (19 / 19) - 66 mod 89
[7816] ['19', '19', '68'] -> 19 / (68 - 19) mod 89
[7817] ['19', '19', '81'] -> (19 + 81) / 19 mod 89
[7818] ['19', '19', '83'] -> 19 - (83 / 19) mod 89
[7819] ['19', '19', '88'] -> (19 - 88) * 19 mod 89
[7820] ['19', '20', '22'] -> 19 - (20 * 22) mod 89
[7821] ['19', '20', '26'] -> (20 - 19) / 26 mod 89
[7822] ['19', '20', '27'] -> (19 / 27) + 20 mod 89
[7823] ['19', '20', '28'] -> (19 + 20) * 28 mod 89
[7824] ['19', '20', '29'] -> 19 / (20 + 29) mod 89
[7825] ['2', '34', '47'] -> 2 - (34 / 47) mod 89
[7826] ['19', '20', '31'] -> (31 - 20) / 19 mod 89
[7827] ['19', '20', '37'] -> (20 / 19) + 37 mod 89
[7828] ['19', '20', '38'] -> (38 - 19) * 20 mod 89
[7829] ['19', '20', '40'] -> (40 - 20) * 19 mod 89
[7830] ['19', '20', '48'] -> 48 - (19 * 20) mod 89
[7831] ['19', '20', '51'] -> (19 / 51) - 20 mod 89
[7832] ['19', '20', '52'] -> (20 / 19) - 52 mod 89
[7833] ['19', '20', '54'] -> (54 - 19) / 20 mod 89
[7834] ['19', '20', '59'] -> (59 / 20) - 19 mod 89
[7835] ['19', '20', '62'] -> 20 - (19 / 62) mod 89
[7836] ['2', '34', '58'] -> (2 - 34) / 58 mod 89
[7837] ['19', '20', '67'] -> (20 * 67) + 19 mod 89
[7838] ['19', '20', '69'] -> 19 / (69 - 20) mod 89
[7839] ['19', '20', '72'] -> (19 / 20) + 72 mod 89
[7840] ['19', '20', '73'] -> (19 - 73) / 20 mod 89
[7841] ['19', '20', '76'] -> (76 / 19) + 20 mod 89
[7842] ['19', '20', '78'] -> 19 - (78 / 20) mod 89
[7843] ['19', '20', '80'] -> (20 + 80) / 19 mod 89
[7844] ['19', '20', '85'] -> 19 - (20 / 85) mod 89
[7845] ['19', '21', '28'] -> 19 / (21 + 28) mod 89
[7846] ['19', '21', '31'] -> 21 / (31 - 19) mod 89
[7847] ['2', '34', '63'] -> 63 / (2 + 34) mod 89
[7848] ['19', '21', '33'] -> (19 + 33) * 21 mod 89
[7849] ['19', '21', '36'] -> (19 / 36) + 21 mod 89
[7850] ['19', '21', '37'] -> (19 - 21) / 37 mod 89
[7851] ['19', '21', '40'] -> (19 + 40) / 21 mod 89
[7852] ['19', '21', '42'] -> 21 - (19 * 42) mod 89
[7853] ['19', '21', '47'] -> (19 * 47) + 21 mod 89
[7854] ['19', '21', '48'] -> 48 / (21 - 19) mod 89
[7855] ['19', '21', '49'] -> (19 - 49) / 21 mod 89
[7856] ['19', '21', '51'] -> (21 / 19) + 51 mod 89
[7857] ['19', '21', '52'] -> (21 - 19) / 52 mod 89
[7858] ['2', '34', '66'] -> (2 - 34) * 66 mod 89
[7859] ['19', '21', '56'] -> (19 - 56) * 21 mod 89
[7860] ['19', '21', '71'] -> (71 - 19) * 21 mod 89
[7861] ['19', '21', '75'] -> (21 / 75) - 19 mod 89
[7862] ['19', '21', '77'] -> (19 - 21) * 77 mod 89
[7863] ['19', '21', '78'] -> (78 - 19) / 21 mod 89
[7864] ['19', '21', '79'] -> (21 + 79) / 19 mod 89
[7865] ['19', '21', '80'] -> 80 - (19 / 21) mod 89
[7866] ['19', '21', '85'] -> (21 * 85) + 19 mod 89
[7867] ['19', '21', '86'] -> 86 - (21 / 19) mod 89
[7868] ['19', '21', '88'] -> (21 + 88) * 19 mod 89
[7869] ['2', '34', '67'] -> (34 + 67) * 2 mod 89
[7870] ['19', '22', '24'] -> (22 / 19) - 24 mod 89
[7871] ['19', '22', '25'] -> (19 - 25) / 22 mod 89
[7872] ['19', '22', '26'] -> (19 - 26) * 22 mod 89
[7873] ['19', '22', '28'] -> 22 - (19 * 28) mod 89
[7874] ['19', '22', '33'] -> (33 - 22) / 19 mod 89
[7875] ['19', '22', '35'] -> 22 - (19 / 35) mod 89
[7876] ['19', '22', '37'] -> 37 - (19 / 22) mod 89
[7877] ['19', '22', '40'] -> (22 / 40) + 19 mod 89
[7878] ['19', '22', '42'] -> (42 - 22) * 19 mod 89
[7879] ['19', '22', '44'] -> (19 + 22) * 44 mod 89
[7880] ['2', '34', '69'] -> (69 / 2) + 34 mod 89
[7881] ['19', '22', '49'] -> 19 - (22 / 49) mod 89
[7882] ['19', '22', '54'] -> (19 / 54) + 22 mod 89
[7883] ['19', '22', '56'] -> (56 / 22) - 19 mod 89
[7884] ['19', '22', '57'] -> 22 / (57 - 19) mod 89
[7885] ['19', '22', '61'] -> (19 * 61) + 22 mod 89
[7886] ['19', '22', '63'] -> (19 + 63) * 22 mod 89
[7887] ['19', '22', '69'] -> (22 * 69) + 19 mod 89
[7888] ['19', '22', '70'] -> 22 / (19 - 70) mod 89
[7889] ['19', '22', '73'] -> (73 / 19) - 22 mod 89
[7890] ['19', '22', '81'] -> (19 - 22) * 81 mod 89
[7891] ['1', '9', '29'] -> (29 / 9) + 1 mod 89
[7892] ['2', '34', '72'] -> (2 + 72) * 34 mod 89
[7893] ['19', '22', '86'] -> 86 - (19 * 22) mod 89
[7894] ['19', '23', '23'] -> 19 - (23 * 23) mod 89
[7895] ['19', '23', '24'] -> (19 + 23) / 24 mod 89
[7896] ['19', '23', '29'] -> 29 / (19 + 23) mod 89
[7897] ['19', '23', '32'] -> (19 * 23) + 32 mod 89
[7898] ['19', '23', '34'] -> (34 - 23) / 19 mod 89
[7899] ['19', '23', '37'] -> (37 - 19) / 23 mod 89
[7900] ['19', '23', '43'] -> (43 - 23) * 19 mod 89
[7901] ['19', '23', '45'] -> 23 / (19 + 45) mod 89
[7902] ['19', '23', '51'] -> (51 - 19) * 23 mod 89
[7903] ['2', '34', '75'] -> (34 - 75) / 2 mod 89
[7904] ['19', '23', '54'] -> (19 * 54) - 23 mod 89
[7905] ['19', '23', '57'] -> (19 * 23) - 57 mod 89
[7906] ['19', '23', '72'] -> 19 / (72 - 23) mod 89
[7907] ['19', '23', '76'] -> (19 - 76) * 23 mod 89
[7908] ['19', '23', '77'] -> (23 + 77) / 19 mod 89
[7909] ['19', '23', '82'] -> 82 / (19 - 23) mod 89
[7910] ['19', '23', '87'] -> (23 * 87) - 19 mod 89
[7911] ['19', '23', '88'] -> (19 + 88) / 23 mod 89
[7912] ['19', '24', '40'] -> (19 * 40) - 24 mod 89
