[1] ['1', '1', '5'] -> 1 / (1 - 5) mod 97
[10485] ['18', '33', '42'] -> 42 - (33 / 18) mod 97
[10486] ['18', '33', '43'] -> 18 - (33 / 43) mod 97
[10487] ['18', '33', '48'] -> (18 * 48) + 33 mod 97
[10488] ['18', '33', '51'] -> 51 - (18 / 33) mod 97
[10489] ['18', '33', '53'] -> 33 / (18 - 53) mod 97
[10490] ['18', '33', '56'] -> (56 / 18) - 33 mod 97
[10491] ['2', '41', '52'] -> (41 / 2) + 52 mod 97
[10492] ['18', '33', '63'] -> (33 * 63) - 18 mod 97
[10493] ['18', '33', '64'] -> (33 - 64) * 18 mod 97
[10494] ['18', '33', '65'] -> 33 - (65 / 18) mod 97
[10495] ['18', '33', '69'] -> 69 / (33 - 18) mod 97
[10496] ['18', '33', '76'] -> (18 - 33) * 76 mod 97
[10497] ['18', '33', '79'] -> (18 - 79) * 33 mod 97
[10498] ['18', '33', '80'] -> 33 / (80 - 18) mod 97
[10499] ['18', '33', '82'] -> (18 / 82) - 33 mod 97
[10500] ['18', '33', '84'] -> (18 * 84) - 33 mod 97
[10501] ['18', '33', '85'] -> (18 * 33) - 85 mod 97
[10502] ['2', '41', '58'] -> (2 * 41) - 58 mod 97
[10503] ['18', '33', '87'] -> (18 + 33) / 87 mod 97
[10504] ['18', '33', '89'] -> 18 / (33 + 89) mod 97
[10505] ['18', '33', '91'] -> (33 / 18) - 91 mod 97
[10506] ['18', '33', '93'] -> 18 - (93 / 33) mod 97
[10507] ['18', '34', '37'] -> (18 / 37) + 34 mod 97
[10508] ['18', '34', '38'] -> (34 / 38) + 18 mod 97
[10509] ['18', '34', '45'] -> (18 / 34) - 45 mod 97
[10510] ['18', '34', '50'] -> (34 - 18) * 50 mod 97
[10511] ['18', '34', '52'] -> (18 / 34) + 52 mod 97
[10512] ['18', '34', '54'] -> 54 - (18 * 34) mod 97
[10513] ['2', '41', '59'] -> (2 - 41) / 59 mod 97
[10514] ['18', '34', '58'] -> (58 - 18) / 34 mod 97
[10515] ['18', '34', '60'] -> 34 - (18 / 60) mod 97
[10516] ['18', '34', '65'] -> (34 - 65) * 18 mod 97
[10517] ['18', '34', '70'] -> (70 / 34) - 18 mod 97
[10518] ['18', '34', '75'] -> (18 - 75) / 34 mod 97
[10519] ['18', '34', '78'] -> (78 - 34) / 18 mod 97
[10520] ['18', '34', '84'] -> 84 / (18 + 34) mod 97
[10521] ['18', '34', '88'] -> 18 / (34 + 88) mod 97
[10522] ['18', '34', '90'] -> (18 + 34) * 90 mod 97
[10523] ['18', '34', '91'] -> (18 * 34) + 91 mod 97
[10524] ['2', '41', '62'] -> 62 / (2 + 41) mod 97
[10525] ['18', '35', '36'] -> 35 / (18 + 36) mod 97
[10526] ['18', '35', '40'] -> (35 * 40) - 18 mod 97
[10527] ['18', '35', '46'] -> (18 + 46) / 35 mod 97
[10528] ['18', '35', '48'] -> (35 / 18) - 48 mod 97
[10529] ['18', '35', '51'] -> (18 - 51) / 35 mod 97
[10530] ['18', '35', '55'] -> 55 - (18 / 35) mod 97
[10531] ['18', '35', '60'] -> 18 / (60 - 35) mod 97
[10532] ['18', '35', '61'] -> 35 / (18 - 61) mod 97
[10533] ['18', '35', '66'] -> (35 - 66) * 18 mod 97
[10534] ['18', '35', '71'] -> (18 / 71) - 35 mod 97
[10535] ['2', '41', '65'] -> (41 / 65) - 2 mod 97
[10536] ['18', '35', '73'] -> (18 * 35) + 73 mod 97
[10537] ['18', '35', '82'] -> (82 - 18) / 35 mod 97
[10538] ['18', '35', '91'] -> (18 * 91) + 35 mod 97
[10539] ['18', '35', '92'] -> (92 / 18) - 35 mod 97
[10540] ['18', '35', '93'] -> (93 / 18) + 35 mod 97
[10541] ['18', '35', '96'] -> 96 - (35 / 18) mod 97
[10542] ['18', '36', '44'] -> 44 / (36 - 18) mod 97
[10543] ['18', '36', '47'] -> (18 / 47) + 36 mod 97
[10544] ['18', '36', '50'] -> 36 - (18 / 50) mod 97
[10545] ['18', '36', '51'] -> (51 - 18) * 36 mod 97
[10546] ['2', '41', '74'] -> (2 - 41) * 74 mod 97
[10547] ['18', '36', '53'] -> 53 / (18 - 36) mod 97
[10548] ['18', '36', '57'] -> (57 / 36) - 18 mod 97
[10549] ['18', '36', '61'] -> 18 / (61 - 36) mod 97
[10550] ['18', '36', '64'] -> (18 * 64) + 36 mod 97
[10551] ['18', '36', '65'] -> 36 / (18 - 65) mod 97
[10552] ['18', '36', '66'] -> (36 - 18) * 66 mod 97
[10553] ['18', '36', '70'] -> (18 + 70) / 36 mod 97
[10554] ['18', '36', '73'] -> 73 - (18 / 36) mod 97
[10555] ['18', '36', '80'] -> (80 - 36) / 18 mod 97
[10556] ['18', '36', '81'] -> (36 * 81) + 18 mod 97
[10557] ['1', '10', '78'] -> (10 / 78) - 1 mod 97
[10558] ['2', '41', '75'] -> (2 + 41) * 75 mod 97
[10559] ['18', '36', '84'] -> (36 / 84) - 18 mod 97
[10560] ['18', '36', '86'] -> 18 / (36 + 86) mod 97
[10561] ['18', '36', '90'] -> 90 - (18 * 36) mod 97
[10562] ['18', '37', '41'] -> (18 + 37) * 41 mod 97
[10563] ['18', '37', '48'] -> (18 / 48) - 37 mod 97
[10564] ['18', '37', '53'] -> 53 - (37 / 18) mod 97
[10565] ['18', '37', '57'] -> (57 / 18) + 37 mod 97
[10566] ['18', '37', '59'] -> 59 / (18 + 37) mod 97
[10567] ['18', '37', '62'] -> 18 / (62 - 37) mod 97
[10568] ['18', '37', '63'] -> (18 / 37) - 63 mod 97
[10569] ['2', '41', '80'] -> 41 - (2 / 80) mod 97
[10570] ['18', '37', '64'] -> 37 / (64 - 18) mod 97
[10571] ['18', '37', '71'] -> (18 + 37) / 71 mod 97
[10572] ['18', '37', '81'] -> (81 - 37) / 18 mod 97
[10573] ['18', '37', '85'] -> 18 / (37 + 85) mod 97
[10574] ['18', '37', '87'] -> (37 / 87) + 18 mod 97
[10575] ['18', '37', '90'] -> (37 - 90) / 18 mod 97
[10576] ['18', '37', '94'] -> (18 + 94) / 37 mod 97
[10577] ['18', '37', '95'] -> (18 * 95) - 37 mod 97
[10578] ['18', '37', '96'] -> (18 - 96) * 37 mod 97
[10579] ['18', '38', '39'] -> (39 / 18) + 38 mod 97
[10580] ['2', '41', '81'] -> (2 * 81) - 41 mod 97
[10581] ['18', '38', '40'] -> (38 - 18) * 40 mod 97
[10582] ['18', '38', '41'] -> (38 * 41) + 18 mod 97
[10583] ['18', '38', '48'] -> (18 - 48) * 38 mod 97
[10584] ['18', '38', '50'] -> 50 - (18 / 38) mod 97
[10585] ['18', '38', '56'] -> 18 - (38 * 56) mod 97
[10586] ['18', '38', '58'] -> 38 - (58 / 18) mod 97
[10587] ['18', '38', '60'] -> 38 / (60 - 18) mod 97
[10588] ['18', '38', '66'] -> (18 / 66) - 38 mod 97
[10589] ['18', '38', '68'] -> (18 / 68) + 38 mod 97
[10590] ['18', '38', '69'] -> (38 - 69) * 18 mod 97
[10591] ['2', '41', '85'] -> (2 - 85) / 41 mod 97
[10592] ['18', '38', '71'] -> (38 / 71) + 18 mod 97
[10593] ['18', '38', '73'] -> 38 / (18 - 73) mod 97
[10594] ['18', '38', '76'] -> (18 - 76) / 38 mod 97
[10595] ['18', '38', '78'] -> (18 * 38) - 78 mod 97
[10596] ['18', '38', '82'] -> (82 - 38) / 18 mod 97
[10597] ['18', '38', '84'] -> 18 / (38 + 84) mod 97
[10598] ['18', '38', '85'] -> (85 - 18) * 38 mod 97
[10599] ['18', '38', '87'] -> 38 - (18 * 87) mod 97
[10600] ['18', '38', '91'] -> (38 - 91) / 18 mod 97
[10601] ['18', '38', '92'] -> 92 / (38 - 18) mod 97
[10602] ['2', '41', '87'] -> 2 - (41 * 87) mod 97
[10603] ['18', '38', '95'] -> (18 / 38) + 95 mod 97
[10604] ['18', '39', '41'] -> (41 - 18) * 39 mod 97
[10605] ['18', '39', '42'] -> 18 - (39 / 42) mod 97
[10606] ['18', '39', '47'] -> 47 - (18 * 39) mod 97
[10607] ['18', '39', '55'] -> (39 / 55) + 18 mod 97
[10608] ['18', '39', '59'] -> (39 / 18) - 59 mod 97
[10609] ['18', '39', '63'] -> (18 + 39) / 63 mod 97
[10610] ['18', '39', '66'] -> (18 / 39) - 66 mod 97
[10611] ['18', '39', '70'] -> (39 - 70) * 18 mod 97
[10612] ['18', '39', '76'] -> 39 - (76 / 18) mod 97
[10613] ['2', '41', '89'] -> (89 - 41) / 2 mod 97
[10614] ['18', '39', '78'] -> 78 / (18 - 39) mod 97
[10615] ['18', '39', '80'] -> (18 * 80) + 39 mod 97
[10616] ['18', '39', '82'] -> (18 - 39) * 82 mod 97
[10617] ['18', '39', '84'] -> (18 - 39) / 84 mod 97
[10618] ['18', '39', '86'] -> (86 / 39) - 18 mod 97
[10619] ['18', '39', '91'] -> (39 / 91) - 18 mod 97
[10620] ['18', '39', '96'] -> (18 * 39) - 96 mod 97
[10621] ['18', '40', '44'] -> 40 - (18 * 44) mod 97
[10622] ['18', '40', '52'] -> 40 / (52 - 18) mod 97
[10623] ['18', '40', '53'] -> (18 * 53) + 40 mod 97
[10624] ['2', '41', '90'] -> (41 - 90) / 2 mod 97
[10625] ['18', '40', '58'] -> 18 - (40 / 58) mod 97
[10626] ['18', '40', '59'] -> (18 + 40) / 59 mod 97
[10627] ['18', '40', '61'] -> (40 / 61) - 18 mod 97
[10628] ['18', '40', '70'] -> (18 / 70) - 40 mod 97
[10629] ['18', '40', '71'] -> (40 - 71) * 18 mod 97
[10630] ['18', '40', '74'] -> (18 + 40) * 74 mod 97
[10631] ['18', '40', '79'] -> (18 * 79) - 40 mod 97
[10632] ['18', '40', '80'] -> (18 * 40) + 80 mod 97
[10633] ['18', '40', '81'] -> 40 / (18 - 81) mod 97
[10634] ['18', '40', '84'] -> (84 - 40) / 18 mod 97
[10635] ['2', '41', '93'] -> 93 - (41 / 2) mod 97
[10636] ['18', '40', '85'] -> (85 / 18) - 40 mod 97
[10637] ['18', '40', '92'] -> 18 - (40 * 92) mod 97
[10638] ['18', '40', '93'] -> (40 - 93) / 18 mod 97
[10639] ['18', '40', '94'] -> 40 - (94 / 18) mod 97
[10640] ['18', '41', '41'] -> 41 - (18 / 41) mod 97
[10641] ['18', '41', '45'] -> 18 - (45 / 41) mod 97
[10642] ['18', '41', '48'] -> 41 / (48 - 18) mod 97
[10643] ['18', '41', '52'] -> (52 / 41) + 18 mod 97
[10644] ['18', '41', '54'] -> (18 / 54) - 41 mod 97
[10645] ['18', '41', '56'] -> (18 / 56) + 41 mod 97
[10646] ['2', '41', '96'] -> (96 / 41) - 2 mod 97
[10647] ['18', '41', '59'] -> 18 - (41 * 59) mod 97
[10648] ['18', '41', '60'] -> (18 - 60) * 41 mod 97
[10649] ['18', '41', '64'] -> 64 - (41 / 18) mod 97
[10650] ['18', '41', '66'] -> 18 / (66 - 41) mod 97
[10651] ['18', '41', '67'] -> 67 / (41 - 18) mod 97
[10652] ['18', '41', '71'] -> 41 - (18 * 71) mod 97
[10653] ['18', '41', '74'] -> 18 - (41 / 74) mod 97
[10654] ['18', '41', '82'] -> (82 / 18) + 41 mod 97
[10655] ['18', '41', '90'] -> (18 / 41) - 90 mod 97
[10656] ['18', '41', '92'] -> (18 - 41) / 92 mod 97
[10657] ['2', '42', '45'] -> 45 - (42 / 2) mod 97
[10658] ['18', '41', '93'] -> (18 + 93) / 41 mod 97
[10659] ['18', '41', '94'] -> (41 - 94) / 18 mod 97
[10660] ['18', '42', '43'] -> (42 / 18) - 43 mod 97
[10661] ['18', '42', '51'] -> (18 + 42) / 51 mod 97
[10662] ['18', '42', '53'] -> (18 * 42) - 53 mod 97
[10663] ['18', '42', '54'] -> (42 / 18) + 54 mod 97
[10664] ['18', '42', '58'] -> (58 / 42) + 18 mod 97
[10665] ['18', '42', '59'] -> (18 - 59) * 42 mod 97
[10666] ['18', '42', '62'] -> (18 / 62) - 42 mod 97
[10667] ['18', '42', '64'] -> (64 / 18) + 42 mod 97
[10668] ['1', '10', '79'] -> (1 + 79) * 10 mod 97
[10669] ['2', '42', '47'] -> 2 / (42 + 47) mod 97
[10670] ['18', '42', '66'] -> 66 - (18 / 42) mod 97
[10671] ['18', '42', '67'] -> 18 / (67 - 42) mod 97
[10672] ['18', '42', '73'] -> (42 - 73) * 18 mod 97
[10673] ['18', '42', '74'] -> (74 - 18) * 42 mod 97
[10674] ['18', '42', '77'] -> (18 - 77) / 42 mod 97
[10675] ['18', '42', '78'] -> (18 + 42) * 78 mod 97
[10676] ['18', '42', '79'] -> (18 / 42) + 79 mod 97
[10677] ['18', '42', '82'] -> 82 / (18 + 42) mod 97
[10678] ['18', '42', '83'] -> 18 - (42 * 83) mod 97
[10679] ['18', '42', '86'] -> (86 - 42) / 18 mod 97
[10680] ['2', '42', '58'] -> (58 - 2) * 42 mod 97
[10681] ['18', '42', '89'] -> 42 / (18 - 89) mod 97
[10682] ['18', '42', '90'] -> 18 - (42 / 90) mod 97
[10683] ['18', '42', '95'] -> (42 - 95) / 18 mod 97
[10684] ['18', '43', '43'] -> (43 * 43) + 18 mod 97
[10685] ['18', '43', '44'] -> (18 + 44) / 43 mod 97
[10686] ['18', '43', '45'] -> (18 / 45) + 43 mod 97
[10687] ['18', '43', '46'] -> (46 / 18) + 43 mod 97
[10688] ['18', '43', '47'] -> (18 + 43) / 47 mod 97
[10689] ['18', '43', '51'] -> 43 - (51 / 18) mod 97
[10690] ['18', '43', '52'] -> 43 - (18 / 52) mod 97
[10691] ['2', '42', '60'] -> (2 * 42) - 60 mod 97
[10692] ['18', '43', '53'] -> (18 - 53) / 43 mod 97
[10693] ['18', '43', '54'] -> 18 - (43 * 54) mod 97
[10694] ['18', '43', '56'] -> 56 - (18 / 43) mod 97
[10695] ['18', '43', '57'] -> (18 + 57) * 43 mod 97
[10696] ['18', '43', '63'] -> (18 * 63) - 43 mod 97
[10697] ['18', '43', '65'] -> (18 - 43) * 65 mod 97
[10698] ['18', '43', '69'] -> (18 * 69) + 43 mod 97
[10699] ['18', '43', '70'] -> (43 / 18) - 70 mod 97
[10700] ['18', '43', '71'] -> (18 * 43) - 71 mod 97
[10701] ['18', '43', '74'] -> (43 - 74) * 18 mod 97
[10702] ['2', '42', '63'] -> (2 - 42) / 63 mod 97
[10703] ['18', '43', '77'] -> (18 / 77) - 43 mod 97
[10704] ['18', '43', '80'] -> (80 - 18) / 43 mod 97
[10705] ['18', '43', '87'] -> (87 - 43) / 18 mod 97
[10706] ['18', '43', '88'] -> (43 / 88) + 18 mod 97
[10707] ['18', '43', '94'] -> (43 - 18) / 94 mod 97
[10708] ['18', '44', '45'] -> (45 - 18) * 44 mod 97
[10709] ['18', '44', '48'] -> 48 - (44 / 18) mod 97
[10710] ['18', '44', '60'] -> (60 / 18) - 44 mod 97
[10711] ['18', '44', '66'] -> 18 - (44 * 66) mod 97
[10712] ['18', '44', '67'] -> (18 / 67) + 44 mod 97
[10713] ['2', '42', '67'] -> (42 + 67) * 2 mod 97
[10714] ['18', '44', '68'] -> (18 + 68) / 44 mod 97
[10715] ['18', '44', '70'] -> (70 / 44) + 18 mod 97
[10716] ['18', '44', '72'] -> (44 / 72) + 18 mod 97
[10717] ['18', '44', '75'] -> (44 - 75) * 18 mod 97
[10718] ['18', '44', '78'] -> 18 / (44 + 78) mod 97
[10719] ['18', '44', '89'] -> (18 * 44) - 89 mod 97
[10720] ['18', '45', '47'] -> (47 / 45) - 18 mod 97
[10721] ['18', '45', '53'] -> (18 - 45) * 53 mod 97
[10722] ['18', '45', '54'] -> (18 / 45) - 54 mod 97
[10723] ['18', '45', '56'] -> (45 / 56) + 18 mod 97
[10724] ['2', '42', '73'] -> 42 / (2 - 73) mod 97
[10725] ['18', '45', '57'] -> 57 / (18 + 45) mod 97
[10726] ['18', '45', '66'] -> 66 / (45 - 18) mod 97
[10727] ['18', '45', '71'] -> 18 - (45 * 71) mod 97
[10728] ['18', '45', '75'] -> 75 - (45 / 18) mod 97
[10729] ['18', '45', '77'] -> 18 / (45 + 77) mod 97
[10730] ['18', '45', '78'] -> (78 / 18) - 45 mod 97
[10731] ['18', '45', '82'] -> 45 - (18 * 82) mod 97
[10732] ['18', '45', '84'] -> 45 - (18 / 84) mod 97
[10733] ['18', '45', '85'] -> (45 * 85) - 18 mod 97
[10734] ['18', '45', '89'] -> (89 - 45) / 18 mod 97
[10735] ['2', '42', '78'] -> 2 - (42 * 78) mod 97
[10736] ['18', '45', '93'] -> 45 / (18 + 93) mod 97
[10737] ['18', '45', '96'] -> (45 + 96) / 18 mod 97
[10738] ['18', '46', '50'] -> (18 + 50) * 46 mod 97
[10739] ['18', '46', '54'] -> (46 / 18) - 54 mod 97
[10740] ['18', '46', '55'] -> (55 - 18) / 46 mod 97
[10741] ['18', '46', '61'] -> (18 + 46) * 61 mod 97
[10742] ['18', '46', '64'] -> (18 / 64) - 46 mod 97
[10743] ['18', '46', '69'] -> (18 * 46) + 69 mod 97
[10744] ['18', '46', '70'] -> (18 / 46) + 70 mod 97
[10745] ['18', '46', '71'] -> 18 / (71 - 46) mod 97
[10746] ['2', '42', '84'] -> (2 / 42) + 84 mod 97
[10747] ['18', '46', '77'] -> (46 - 77) * 18 mod 97
[10748] ['18', '46', '78'] -> (18 - 78) / 46 mod 97
[10749] ['18', '46', '80'] -> 18 - (46 * 80) mod 97
[10750] ['18', '46', '81'] -> 81 / (18 + 46) mod 97
[10751] ['18', '46', '85'] -> (18 * 85) + 46 mod 97
[10752] ['18', '46', '86'] -> (86 - 18) * 46 mod 97
[10753] ['18', '46', '95'] -> (46 + 95) / 18 mod 97
[10754] ['18', '46', '96'] -> (96 / 18) - 46 mod 97
[10755] ['18', '47', '54'] -> (18 - 54) / 47 mod 97
[10756] ['18', '47', '58'] -> (18 * 58) + 47 mod 97
[10757] ['2', '42', '86'] -> 86 / (2 + 42) mod 97
[10758] ['18', '47', '59'] -> (18 / 59) - 47 mod 97
[10759] ['18', '47', '61'] -> (18 / 47) - 61 mod 97
[10760] ['18', '47', '63'] -> (18 + 63) * 47 mod 97
[10761] ['18', '47', '69'] -> (47 * 69) - 18 mod 97
[10762] ['18', '47', '71'] -> (71 / 18) + 47 mod 97
[10763] ['18', '47', '73'] -> 18 - (47 / 73) mod 97
[10764] ['18', '47', '74'] -> (18 * 74) - 47 mod 97
[10765] ['18', '47', '75'] -> 18 / (47 + 75) mod 97
[10766] ['18', '47', '79'] -> (79 - 18) / 47 mod 97
[10767] ['18', '47', '80'] -> 80 / (18 - 47) mod 97
[10768] ['2', '42', '87'] -> 87 / (42 - 2) mod 97
[10769] ['18', '47', '81'] -> (47 / 18) - 81 mod 97
[10770] ['18', '47', '85'] -> 47 / (18 + 85) mod 97
[10771] ['18', '47', '88'] -> (88 / 47) + 18 mod 97
[10772] ['18', '47', '91'] -> (91 - 47) / 18 mod 97
[10773] ['18', '47', '93'] -> (47 * 93) + 18 mod 97
[10774] ['18', '48', '53'] -> (53 / 18) + 48 mod 97
[10775] ['18', '48', '56'] -> 56 / (18 - 48) mod 97
[10776] ['18', '48', '60'] -> (18 / 48) + 60 mod 97
[10777] ['18', '48', '72'] -> (18 / 72) + 48 mod 97
[10778] ['18', '48', '76'] -> (76 / 48) - 18 mod 97
[10779] ['1', '10', '81'] -> (81 - 1) * 10 mod 97
[10780] ['2', '42', '88'] -> (2 * 88) + 42 mod 97
[10781] ['18', '48', '79'] -> (48 - 79) * 18 mod 97
[10782] ['18', '48', '81'] -> 48 / (18 + 81) mod 97
[10783] ['18', '48', '86'] -> (48 / 18) + 86 mod 97
[10784] ['18', '48', '89'] -> 18 - (48 / 89) mod 97
[10785] ['18', '48', '92'] -> (92 - 48) / 18 mod 97
[10786] ['18', '48', '93'] -> (48 + 93) / 18 mod 97
[10787] ['18', '48', '94'] -> (94 / 48) + 18 mod 97
[10788] ['18', '49', '53'] -> (53 / 18) - 49 mod 97
[10789] ['18', '49', '56'] -> 56 / (18 + 49) mod 97
[10790] ['18', '49', '59'] -> (49 / 18) + 59 mod 97
[10791] ['2', '42', '90'] -> (90 - 42) / 2 mod 97
[10792] ['18', '49', '60'] -> 60 - (18 / 49) mod 97
[10793] ['18', '49', '62'] -> 49 - (62 / 18) mod 97
[10794] ['18', '49', '65'] -> 65 / (49 - 18) mod 97
[10795] ['18', '49', '66'] -> (66 - 18) * 49 mod 97
[10796] ['18', '49', '67'] -> (18 - 67) * 49 mod 97
[10797] ['18', '49', '70'] -> (49 - 18) / 70 mod 97
[10798] ['18', '49', '72'] -> (18 / 72) - 49 mod 97
[10799] ['18', '49', '74'] -> 18 / (74 - 49) mod 97
[10800] ['18', '49', '77'] -> 49 / (18 + 77) mod 97
[10801] ['18', '49', '79'] -> (49 - 18) * 79 mod 97
[10802] ['2', '42', '91'] -> (42 - 91) / 2 mod 97
[10803] ['18', '49', '80'] -> (49 - 80) * 18 mod 97
[10804] ['18', '49', '84'] -> (49 * 84) - 18 mod 97
[10805] ['18', '49', '86'] -> 86 - (49 / 18) mod 97
[10806] ['18', '49', '89'] -> (49 / 89) + 18 mod 97
[10807] ['18', '49', '92'] -> (49 + 92) / 18 mod 97
[10808] ['18', '49', '94'] -> 18 - (94 / 49) mod 97
[10809] ['18', '50', '51'] -> 51 - (18 * 50) mod 97
[10810] ['18', '50', '52'] -> (50 / 52) - 18 mod 97
[10811] ['18', '50', '54'] -> (54 - 18) / 50 mod 97
[10812] ['18', '50', '58'] -> (18 * 58) - 50 mod 97
[10813] ['2', '42', '93'] -> (42 * 93) - 2 mod 97
[10814] ['18', '50', '59'] -> (18 / 59) + 50 mod 97
[10815] ['18', '50', '63'] -> (63 / 50) - 18 mod 97
[10816] ['18', '50', '65'] -> (50 / 18) - 65 mod 97
[10817] ['18', '50', '71'] -> (71 / 18) - 50 mod 97
[10818] ['18', '50', '74'] -> (18 * 74) + 50 mod 97
[10819] ['18', '50', '75'] -> 18 / (75 - 50) mod 97
[10820] ['18', '50', '79'] -> (18 - 79) / 50 mod 97
[10821] ['18', '50', '81'] -> (50 - 81) * 18 mod 97
[10822] ['18', '50', '85'] -> (18 / 50) - 85 mod 97
[10823] ['18', '50', '88'] -> 18 - (88 / 50) mod 97
[10824] ['2', '42', '94'] -> (42 / 2) - 94 mod 97
[10825] ['18', '50', '91'] -> (50 + 91) / 18 mod 97
[10826] ['18', '50', '93'] -> 18 - (50 * 93) mod 97
[10827] ['18', '50', '95'] -> (18 + 95) * 50 mod 97
[10828] ['18', '51', '55'] -> (18 - 55) / 51 mod 97
[10829] ['18', '51', '61'] -> (18 - 51) * 61 mod 97
[10830] ['18', '51', '62'] -> (51 - 18) / 62 mod 97
[10831] ['18', '51', '64'] -> (18 / 64) + 51 mod 97
[10832] ['18', '51', '70'] -> 70 - (18 / 51) mod 97
[10833] ['18', '51', '71'] -> 18 / (51 + 71) mod 97
[10834] ['18', '51', '78'] -> (78 - 18) / 51 mod 97
[10835] ['2', '43', '57'] -> (43 * 57) - 2 mod 97
[10836] ['18', '51', '80'] -> (51 * 80) + 18 mod 97
[10837] ['18', '51', '81'] -> 81 / (18 - 51) mod 97
[10838] ['18', '51', '85'] -> (18 * 85) - 51 mod 97
[10839] ['18', '51', '86'] -> (18 - 86) * 51 mod 97
[10840] ['18', '51', '89'] -> (89 / 18) - 51 mod 97
[10841] ['18', '51', '90'] -> (51 + 90) / 18 mod 97
[10842] ['18', '51', '92'] -> (51 / 18) - 92 mod 97
[10843] ['18', '51', '95'] -> (95 - 51) / 18 mod 97
[10844] ['18', '51', '96'] -> (96 / 18) + 51 mod 97
[10845] ['18', '52', '53'] -> (18 + 52) * 53 mod 97
[10846] ['2', '43', '58'] -> 43 - (2 * 58) mod 97
[10847] ['18', '52', '56'] -> 18 - (52 / 56) mod 97
[10848] ['18', '52', '63'] -> 52 - (18 / 63) mod 97
[10849] ['18', '52', '65'] -> 52 / (18 + 65) mod 97
[10850] ['18', '52', '66'] -> (18 + 66) / 52 mod 97
[10851] ['18', '52', '71'] -> (52 * 71) + 18 mod 97
[10852] ['18', '52', '72'] -> (18 + 72) * 52 mod 97
[10853] ['18', '52', '75'] -> (52 / 18) + 75 mod 97
[10854] ['18', '52', '76'] -> 18 - (76 / 52) mod 97
[10855] ['18', '52', '78'] -> (78 / 18) + 52 mod 97
[10856] ['18', '52', '83'] -> (52 - 83) * 18 mod 97
[10857] ['2', '43', '59'] -> (59 / 2) + 43 mod 97
[10858] ['18', '52', '96'] -> (96 - 52) / 18 mod 97
[10859] ['18', '53', '54'] -> (53 - 18) / 54 mod 97
[10860] ['18', '53', '55'] -> 55 / (18 + 53) mod 97
[10861] ['18', '53', '57'] -> (18 * 53) - 57 mod 97
[10862] ['18', '53', '60'] -> (60 / 18) + 53 mod 97
[10863] ['18', '53', '61'] -> 53 / (18 + 61) mod 97
[10864] ['18', '53', '66'] -> (53 * 66) + 18 mod 97
[10865] ['18', '53', '67'] -> (18 / 67) - 53 mod 97
[10866] ['18', '53', '69'] -> 18 / (53 + 69) mod 97
[10867] ['18', '53', '70'] -> 18 - (70 / 53) mod 97
[10868] ['2', '43', '60'] -> (2 + 60) / 43 mod 97
[10869] ['18', '53', '72'] -> 18 - (53 / 72) mod 97
[10870] ['18', '53', '74'] -> (53 * 74) - 18 mod 97
[10871] ['18', '53', '77'] -> (18 / 53) - 77 mod 97
[10872] ['18', '53', '78'] -> 18 / (78 - 53) mod 97
[10873] ['18', '53', '83'] -> (18 / 83) + 53 mod 97
[10874] ['18', '53', '84'] -> (53 - 84) * 18 mod 97
[10875] ['18', '53', '92'] -> (92 / 53) - 18 mod 97
[10876] ['18', '54', '54'] -> (54 * 54) + 18 mod 97
[10877] ['18', '54', '55'] -> 54 - (55 / 18) mod 97
[10878] ['18', '54', '56'] -> (18 / 54) + 56 mod 97
[10879] ['2', '43', '62'] -> (2 * 43) - 62 mod 97
[10880] ['18', '54', '57'] -> 54 / (18 + 57) mod 97
[10881] ['18', '54', '63'] -> (18 * 63) + 54 mod 97
[10882] ['18', '54', '65'] -> (18 + 54) * 65 mod 97
[10883] ['18', '54', '68'] -> 18 / (54 + 68) mod 97
[10884] ['18', '54', '69'] -> (18 * 69) - 54 mod 97
[10885] ['18', '54', '75'] -> (18 * 54) - 75 mod 97
[10886] ['18', '54', '76'] -> (54 / 18) - 76 mod 97
[10887] ['18', '54', '77'] -> (18 / 77) + 54 mod 97
[10888] ['18', '54', '80'] -> (18 - 80) / 54 mod 97
[10889] ['18', '55', '56'] -> (18 - 56) / 55 mod 97
[10890] ['1', '10', '85'] -> 1 - (10 * 85) mod 97
[10891] ['2', '43', '64'] -> (64 - 2) / 43 mod 97
[10892] ['18', '55', '58'] -> 18 - (58 / 55) mod 97
[10893] ['18', '55', '62'] -> (18 / 62) + 55 mod 97
[10894] ['18', '55', '64'] -> (64 / 18) - 55 mod 97
[10895] ['18', '55', '66'] -> (18 / 55) + 66 mod 97
[10896] ['18', '55', '67'] -> 18 / (55 + 67) mod 97
[10897] ['18', '55', '73'] -> 55 - (73 / 18) mod 97
[10898] ['18', '55', '77'] -> (77 - 18) / 55 mod 97
[10899] ['18', '55', '78'] -> (18 - 55) * 78 mod 97
[10900] ['18', '55', '80'] -> 18 / (80 - 55) mod 97
[10901] ['18', '55', '82'] -> 82 / (18 - 55) mod 97
[10902] ['2', '43', '66'] -> (43 + 66) * 2 mod 97
[10903] ['18', '55', '83'] -> (55 * 83) + 18 mod 97
[10904] ['18', '55', '89'] -> 55 / (89 - 18) mod 97
[10905] ['18', '55', '90'] -> (55 / 90) + 18 mod 97
[10906] ['18', '55', '91'] -> (55 / 18) + 91 mod 97
[10907] ['18', '55', '93'] -> (18 * 55) - 93 mod 97
