[1] ['1', '1', '5'] -> (1 + 1) / 5 mod 59
[9955] ['32', '38', '52'] -> (38 - 52) * 32 mod 59
[9956] ['32', '38', '53'] -> 32 - (38 * 53) mod 59
[9957] ['32', '38', '54'] -> (32 + 54) / 38 mod 59
[9958] ['32', '38', '56'] -> (38 / 32) + 56 mod 59
[9959] ['32', '38', '57'] -> (32 + 38) / 57 mod 59
[9960] ['2', '40', '46'] -> (2 + 40) / 46 mod 59
[9961] ['32', '39', '45'] -> (32 - 45) * 39 mod 59
[9962] ['32', '39', '49'] -> (32 / 49) + 39 mod 59
[9963] ['32', '39', '50'] -> 50 / (39 - 32) mod 59
[9964] ['32', '39', '51'] -> (51 / 32) + 39 mod 59
[9965] ['32', '39', '54'] -> (39 - 32) * 54 mod 59
[9966] ['32', '39', '57'] -> (32 / 39) - 57 mod 59
[9967] ['32', '40', '41'] -> (41 - 40) / 32 mod 59
[9968] ['32', '40', '44'] -> 44 / (32 - 40) mod 59
[9969] ['32', '40', '47'] -> (40 * 47) + 32 mod 59
[9970] ['32', '40', '50'] -> 40 / (32 - 50) mod 59
[9971] ['2', '40', '52'] -> (52 - 40) * 2 mod 59
[9972] ['32', '40', '51'] -> (40 / 32) - 51 mod 59
[9973] ['32', '40', '55'] -> (32 - 55) * 40 mod 59
[9974] ['32', '40', '56'] -> (32 - 40) * 56 mod 59
[9975] ['32', '41', '43'] -> (41 / 32) + 43 mod 59
[9976] ['32', '41', '47'] -> 41 - (32 / 47) mod 59
[9977] ['32', '41', '51'] -> (32 - 51) / 41 mod 59
[9978] ['32', '41', '53'] -> (32 - 53) * 41 mod 59
[9979] ['32', '42', '43'] -> (43 - 42) / 32 mod 59
[9980] ['32', '42', '51'] -> (51 / 42) - 32 mod 59
[9981] ['32', '42', '55'] -> 55 / (32 - 42) mod 59
[9982] ['2', '40', '54'] -> (54 / 40) + 2 mod 59
[9983] ['32', '43', '44'] -> (44 - 43) / 32 mod 59
[9984] ['32', '43', '49'] -> 32 - (49 / 43) mod 59
[9985] ['32', '43', '53'] -> 53 - (43 / 32) mod 59
[9986] ['32', '43', '55'] -> (32 + 55) * 43 mod 59
[9987] ['32', '43', '56'] -> (32 + 56) / 43 mod 59
[9988] ['32', '44', '49'] -> (32 + 49) * 44 mod 59
[9989] ['32', '44', '51'] -> (32 * 51) + 44 mod 59
[9990] ['32', '44', '58'] -> (44 - 58) * 32 mod 59
[9991] ['32', '45', '47'] -> 47 - (32 / 45) mod 59
[9992] ['32', '45', '51'] -> 45 / (32 + 51) mod 59
[9993] ['1', '7', '7'] -> (1 / 7) + 7 mod 59
[9994] ['2', '40', '55'] -> (40 / 2) - 55 mod 59
[9995] ['32', '45', '55'] -> (45 * 55) - 32 mod 59
[9996] ['32', '45', '58'] -> (32 / 45) - 58 mod 59
[9997] ['32', '46', '47'] -> (47 - 46) / 32 mod 59
[9998] ['32', '46', '50'] -> 32 - (46 / 50) mod 59
[9999] ['32', '46', '52'] -> (32 - 52) * 46 mod 59
[10000] ['32', '46', '55'] -> 46 - (55 / 32) mod 59
[10001] ['32', '46', '56'] -> 46 - (32 * 56) mod 59
[10002] ['32', '46', '57'] -> (57 / 32) - 46 mod 59
[10003] ['32', '46', '58'] -> (46 + 58) * 32 mod 59
[10004] ['32', '47', '48'] -> (48 - 47) / 32 mod 59
[10005] ['2', '41', '45'] -> (2 / 45) + 41 mod 59
[10006] ['32', '47', '51'] -> (32 - 47) / 51 mod 59
[10007] ['32', '47', '56'] -> 47 / (32 + 56) mod 59
[10008] ['32', '47', '57'] -> (47 + 57) * 32 mod 59
[10009] ['32', '48', '52'] -> (48 / 32) + 52 mod 59
[10010] ['32', '48', '53'] -> (48 / 53) + 32 mod 59
[10011] ['32', '48', '55'] -> 55 - (48 / 32) mod 59
[10012] ['32', '48', '57'] -> (32 + 57) * 48 mod 59
[10013] ['32', '49', '54'] -> 54 / (49 - 32) mod 59
[10014] ['32', '49', '56'] -> 56 / (32 + 49) mod 59
[10015] ['32', '50', '51'] -> (51 - 50) / 32 mod 59
[10016] ['2', '41', '48'] -> (2 / 41) - 48 mod 59
[10017] ['32', '50', '52'] -> (52 - 32) / 50 mod 59
[10018] ['32', '50', '55'] -> (50 / 32) - 55 mod 59
[10019] ['32', '52', '53'] -> (53 - 52) / 32 mod 59
[10020] ['32', '52', '54'] -> (32 * 54) - 52 mod 59
[10021] ['32', '54', '58'] -> 58 / (32 + 54) mod 59
[10022] ['33', '33', '36'] -> (33 / 33) - 36 mod 59
[10023] ['33', '33', '39'] -> 33 / (33 - 39) mod 59
[10024] ['33', '33', '47'] -> (33 + 33) / 47 mod 59
[10025] ['33', '33', '48'] -> (33 * 48) + 33 mod 59
[10026] ['33', '33', '52'] -> (52 / 33) - 33 mod 59
[10027] ['2', '41', '50'] -> (2 - 41) / 50 mod 59
[10028] ['33', '33', '54'] -> (33 + 33) * 54 mod 59
[10029] ['33', '33', '56'] -> (33 * 33) + 56 mod 59
[10030] ['33', '33', '57'] -> (57 / 33) + 33 mod 59
[10031] ['33', '34', '40'] -> 33 / (34 - 40) mod 59
[10032] ['33', '34', '42'] -> (34 / 42) - 33 mod 59
[10033] ['33', '34', '44'] -> (34 - 44) * 33 mod 59
[10034] ['33', '34', '45'] -> 34 - (33 * 45) mod 59
[10035] ['33', '34', '56'] -> (33 / 34) + 56 mod 59
[10036] ['33', '34', '57'] -> (34 * 57) + 33 mod 59
[10037] ['33', '35', '40'] -> (33 + 40) / 35 mod 59
[10038] ['2', '41', '52'] -> (41 - 52) / 2 mod 59
[10039] ['33', '35', '50'] -> (50 / 33) + 35 mod 59
[10040] ['33', '35', '54'] -> (33 - 35) / 54 mod 59
[10041] ['33', '35', '56'] -> (33 / 56) + 35 mod 59
[10042] ['33', '35', '58'] -> 58 - (33 * 35) mod 59
[10043] ['33', '36', '36'] -> (36 * 36) - 33 mod 59
[10044] ['33', '36', '37'] -> (36 - 33) / 37 mod 59
[10045] ['33', '36', '39'] -> (36 / 33) + 39 mod 59
[10046] ['33', '36', '41'] -> (36 / 41) - 33 mod 59
[10047] ['33', '36', '43'] -> (33 * 36) - 43 mod 59
[10048] ['33', '36', '44'] -> (36 * 44) + 33 mod 59
[10049] ['2', '41', '53'] -> (53 - 41) * 2 mod 59
[10050] ['33', '36', '47'] -> 36 - (33 / 47) mod 59
[10051] ['33', '36', '48'] -> (36 + 48) / 33 mod 59
[10052] ['33', '36', '52'] -> (33 - 52) * 36 mod 59
[10053] ['33', '36', '55'] -> (36 / 55) + 33 mod 59
[10054] ['33', '36', '57'] -> 36 / (33 + 57) mod 59
[10055] ['33', '37', '37'] -> 37 / (37 - 33) mod 59
[10056] ['33', '37', '41'] -> (33 + 41) * 37 mod 59
[10057] ['33', '37', '42'] -> (33 * 37) + 42 mod 59
[10058] ['33', '37', '44'] -> (44 / 37) - 33 mod 59
[10059] ['33', '37', '48'] -> (48 - 33) * 37 mod 59
[10060] ['2', '41', '58'] -> (2 * 41) - 58 mod 59
[10061] ['33', '37', '49'] -> (33 - 37) / 49 mod 59
[10062] ['33', '37', '50'] -> 33 - (37 / 50) mod 59
[10063] ['33', '37', '52'] -> 52 - (33 / 37) mod 59
[10064] ['33', '37', '53'] -> (33 - 37) * 53 mod 59
[10065] ['33', '37', '54'] -> (37 / 33) - 54 mod 59
[10066] ['33', '37', '55'] -> (33 / 37) + 55 mod 59
[10067] ['33', '38', '39'] -> 39 - (33 * 38) mod 59
[10068] ['33', '38', '43'] -> (33 * 43) - 38 mod 59
[10069] ['33', '38', '46'] -> (38 + 46) / 33 mod 59
[10070] ['33', '38', '48'] -> (38 - 48) * 33 mod 59
[10071] ['2', '42', '44'] -> 42 / (2 + 44) mod 59
[10072] ['33', '38', '49'] -> 38 - (49 / 33) mod 59
[10073] ['33', '38', '50'] -> (33 * 38) - 50 mod 59
[10074] ['33', '38', '53'] -> (33 + 53) / 38 mod 59
[10075] ['33', '38', '56'] -> 38 / (33 - 56) mod 59
[10076] ['33', '38', '57'] -> 57 / (33 - 38) mod 59
[10077] ['33', '39', '40'] -> (40 / 39) - 33 mod 59
[10078] ['33', '39', '42'] -> 39 / (42 - 33) mod 59
[10079] ['33', '39', '44'] -> (33 - 39) / 44 mod 59
[10080] ['33', '39', '46'] -> (33 - 46) * 39 mod 59
[10081] ['33', '39', '49'] -> (39 - 49) * 33 mod 59
[10082] ['2', '42', '45'] -> 45 - (42 / 2) mod 59
[10083] ['33', '39', '52'] -> 52 - (39 / 33) mod 59
[10084] ['33', '39', '54'] -> (33 / 39) - 54 mod 59
[10085] ['33', '39', '56'] -> 33 - (56 / 39) mod 59
[10086] ['33', '40', '41'] -> 41 / (33 + 40) mod 59
[10087] ['33', '40', '43'] -> 33 - (40 * 43) mod 59
[10088] ['33', '40', '48'] -> (40 / 48) + 33 mod 59
[10089] ['33', '40', '51'] -> 40 / (33 - 51) mod 59
[10090] ['33', '40', '52'] -> (33 * 52) - 40 mod 59
[10091] ['33', '40', '53'] -> (53 / 40) + 33 mod 59
[10092] ['33', '40', '54'] -> (40 - 33) * 54 mod 59
[10093] ['2', '42', '46'] -> 42 - (2 / 46) mod 59
[10094] ['33', '40', '57'] -> (33 * 40) - 57 mod 59
[10095] ['33', '41', '51'] -> (41 - 51) * 33 mod 59
[10096] ['33', '41', '52'] -> (33 - 52) / 41 mod 59
[10097] ['33', '41', '56'] -> (33 - 41) * 56 mod 59
[10098] ['33', '41', '57'] -> 33 - (41 / 57) mod 59
[10099] ['33', '42', '46'] -> 42 / (33 - 46) mod 59
[10100] ['33', '42', '48'] -> 33 / (42 - 48) mod 59
[10101] ['33', '42', '53'] -> 53 - (33 * 42) mod 59
[10102] ['33', '43', '44'] -> (33 / 43) - 44 mod 59
[10103] ['33', '43', '49'] -> 33 / (43 - 49) mod 59
[10104] ['1', '7', '8'] -> (7 / 8) + 1 mod 59
[10105] ['2', '42', '48'] -> 42 / (48 - 2) mod 59
[10106] ['33', '43', '50'] -> (33 + 43) * 50 mod 59
[10107] ['33', '43', '53'] -> (43 - 53) * 33 mod 59
[10108] ['33', '44', '47'] -> (33 * 44) + 47 mod 59
[10109] ['33', '44', '50'] -> 33 / (44 - 50) mod 59
[10110] ['33', '44', '54'] -> (44 - 54) * 33 mod 59
[10111] ['33', '44', '55'] -> (55 - 33) * 44 mod 59
[10112] ['33', '44', '56'] -> (44 / 33) - 56 mod 59
[10113] ['33', '44', '57'] -> (44 - 33) / 57 mod 59
[10114] ['33', '45', '45'] -> (33 * 45) - 45 mod 59
[10115] ['33', '45', '50'] -> 45 / (33 + 50) mod 59
[10116] ['2', '42', '49'] -> 49 - (2 * 42) mod 59
[10117] ['33', '45', '52'] -> 52 / (45 - 33) mod 59
[10118] ['33', '45', '55'] -> (45 - 55) * 33 mod 59
[10119] ['33', '45', '58'] -> (33 + 58) * 45 mod 59
[10120] ['33', '46', '51'] -> 33 - (46 / 51) mod 59
[10121] ['33', '46', '52'] -> 33 / (46 - 52) mod 59
[10122] ['33', '46', '54'] -> 54 - (46 / 33) mod 59
[10123] ['33', '46', '58'] -> (58 / 46) + 33 mod 59
[10124] ['33', '47', '47'] -> (33 / 47) - 47 mod 59
[10125] ['33', '47', '51'] -> 47 - (51 / 33) mod 59
[10126] ['33', '47', '53'] -> 33 / (47 - 53) mod 59
[10127] ['2', '42', '50'] -> (2 * 50) + 42 mod 59
[10128] ['33', '47', '57'] -> (47 - 57) * 33 mod 59
[10129] ['33', '48', '49'] -> 48 - (33 * 49) mod 59
[10130] ['33', '48', '54'] -> 33 / (48 - 54) mod 59
[10131] ['33', '48', '55'] -> (33 + 48) / 55 mod 59
[10132] ['33', '48', '58'] -> (48 - 58) * 33 mod 59
[10133] ['33', '49', '49'] -> (49 / 33) - 49 mod 59
[10134] ['33', '49', '54'] -> (49 * 54) + 33 mod 59
[10135] ['33', '49', '55'] -> 33 / (49 - 55) mod 59
[10136] ['33', '50', '50'] -> (50 - 33) * 50 mod 59
[10137] ['33', '50', '51'] -> (33 / 50) - 51 mod 59
[10138] ['2', '42', '51'] -> (2 + 42) / 51 mod 59
[10139] ['33', '50', '53'] -> (53 - 33) / 50 mod 59
[10140] ['33', '50', '56'] -> 33 / (50 - 56) mod 59
[10141] ['33', '51', '52'] -> (33 * 51) + 52 mod 59
[10142] ['33', '51', '55'] -> 55 - (33 * 51) mod 59
[10143] ['33', '51', '56'] -> (56 / 33) - 51 mod 59
[10144] ['33', '52', '53'] -> 53 - (33 / 52) mod 59
[10145] ['33', '52', '55'] -> 33 - (55 / 52) mod 59
[10146] ['33', '52', '56'] -> (52 + 56) * 33 mod 59
[10147] ['33', '52', '58'] -> 33 / (52 - 58) mod 59
[10148] ['33', '53', '54'] -> (54 / 53) + 33 mod 59
[10149] ['2', '42', '52'] -> (2 - 52) * 42 mod 59
[10150] ['33', '53', '58'] -> 58 / (33 + 53) mod 59
[10151] ['33', '54', '58'] -> 33 / (54 + 58) mod 59
[10152] ['33', '55', '55'] -> (55 - 33) / 55 mod 59
[10153] ['33', '55', '56'] -> 56 / (55 - 33) mod 59
[10154] ['34', '34', '36'] -> (34 / 34) - 36 mod 59
[10155] ['34', '34', '39'] -> 39 / (34 + 34) mod 59
[10156] ['34', '34', '42'] -> (34 + 34) * 42 mod 59
[10157] ['34', '34', '45'] -> 34 - (45 / 34) mod 59
[10158] ['34', '34', '48'] -> (34 * 34) + 48 mod 59
[10159] ['34', '34', '50'] -> (34 + 50) * 34 mod 59
[10160] ['2', '42', '58'] -> (2 * 42) + 58 mod 59
[10161] ['34', '34', '51'] -> 34 / (34 + 51) mod 59
[10162] ['34', '34', '52'] -> (34 + 34) / 52 mod 59
[10163] ['34', '35', '46'] -> 35 - (34 / 46) mod 59
[10164] ['34', '35', '48'] -> (48 - 34) / 35 mod 59
[10165] ['34', '35', '55'] -> 34 - (55 / 35) mod 59
[10166] ['34', '35', '57'] -> 57 - (34 / 35) mod 59
[10167] ['34', '35', '58'] -> 58 - (35 / 34) mod 59
[10168] ['34', '36', '42'] -> 36 - (34 * 42) mod 59
[10169] ['34', '36', '43'] -> (36 / 34) - 43 mod 59
[10170] ['34', '36', '47'] -> (34 - 36) * 47 mod 59
[10171] ['2', '43', '45'] -> (2 - 43) / 45 mod 59
[10172] ['34', '36', '49'] -> 34 / (36 + 49) mod 59
[10173] ['34', '36', '52'] -> 36 - (34 / 52) mod 59
[10174] ['34', '36', '55'] -> (34 - 55) / 36 mod 59
[10175] ['34', '36', '57'] -> (34 + 36) / 57 mod 59
[10176] ['34', '37', '37'] -> (37 - 34) / 37 mod 59
[10177] ['34', '37', '42'] -> (37 / 34) + 42 mod 59
[10178] ['34', '37', '45'] -> 34 - (37 / 45) mod 59
[10179] ['34', '37', '46'] -> 46 / (34 - 37) mod 59
[10180] ['34', '37', '49'] -> (49 - 34) * 37 mod 59
[10181] ['34', '37', '52'] -> 52 / (34 + 37) mod 59
[10182] ['2', '43', '46'] -> 46 - (2 / 43) mod 59
[10183] ['34', '37', '54'] -> (34 * 37) - 54 mod 59
[10184] ['34', '38', '40'] -> (34 * 40) - 38 mod 59
[10185] ['34', '38', '43'] -> (43 / 34) - 38 mod 59
[10186] ['34', '38', '45'] -> (38 * 45) - 34 mod 59
[10187] ['34', '38', '46'] -> (38 + 46) * 34 mod 59
[10188] ['34', '38', '47'] -> 34 / (38 + 47) mod 59
[10189] ['34', '38', '50'] -> (38 / 34) - 50 mod 59
[10190] ['34', '38', '51'] -> 34 - (38 / 51) mod 59
[10191] ['34', '38', '57'] -> 38 / (34 - 57) mod 59
[10192] ['34', '39', '45'] -> (39 + 45) * 34 mod 59
[10193] ['2', '43', '48'] -> 2 / (48 - 43) mod 59
[10194] ['34', '39', '46'] -> 34 / (39 + 46) mod 59
[10195] ['34', '39', '47'] -> (34 - 47) * 39 mod 59
[10196] ['34', '39', '51'] -> (34 / 39) - 51 mod 59
[10197] ['34', '39', '55'] -> (34 * 39) + 55 mod 59
[10198] ['34', '40', '45'] -> 34 / (40 + 45) mod 59
[10199] ['34', '40', '47'] -> (34 * 47) - 40 mod 59
[10200] ['34', '40', '54'] -> (34 / 54) - 40 mod 59
[10201] ['34', '41', '43'] -> (41 + 43) * 34 mod 59
[10202] ['34', '41', '44'] -> 34 / (41 + 44) mod 59
[10203] ['34', '41', '45'] -> (34 / 45) - 41 mod 59
[10204] ['2', '43', '49'] -> 2 - (43 / 49) mod 59
[10205] ['34', '41', '46'] -> (34 * 41) + 46 mod 59
[10206] ['34', '41', '48'] -> 41 / (48 - 34) mod 59
[10207] ['34', '41', '50'] -> 50 / (41 - 34) mod 59
[10208] ['34', '41', '54'] -> (41 - 34) * 54 mod 59
[10209] ['34', '41', '55'] -> (34 - 55) * 41 mod 59
[10210] ['34', '41', '56'] -> 34 - (56 / 41) mod 59
[10211] ['34', '41', '57'] -> (34 / 57) + 41 mod 59
[10212] ['34', '42', '42'] -> (42 + 42) * 34 mod 59
[10213] ['34', '42', '48'] -> 34 - (42 * 48) mod 59
[10214] ['34', '42', '50'] -> (34 + 42) * 50 mod 59
[10215] ['1', '7', '10'] -> (1 - 10) / 7 mod 59
[10216] ['2', '43', '50'] -> (43 * 50) - 2 mod 59
[10217] ['34', '42', '53'] -> 53 - (42 / 34) mod 59
[10218] ['34', '42', '55'] -> (34 * 55) + 42 mod 59
[10219] ['34', '42', '56'] -> (34 - 42) * 56 mod 59
[10220] ['34', '43', '45'] -> (34 + 43) / 45 mod 59
[10221] ['34', '43', '48'] -> (43 * 48) - 34 mod 59
[10222] ['34', '43', '52'] -> (43 - 34) / 52 mod 59
[10223] ['34', '43', '54'] -> (34 + 54) / 43 mod 59
[10224] ['34', '43', '55'] -> (34 / 43) - 55 mod 59
[10225] ['34', '44', '48'] -> (34 * 48) + 44 mod 59
[10226] ['34', '44', '55'] -> 55 / (34 - 44) mod 59
[10227] ['2', '43', '51'] -> 51 - (2 * 43) mod 59
[10228] ['34', '45', '45'] -> (45 / 34) - 45 mod 59
[10229] ['34', '45', '50'] -> (34 + 45) / 50 mod 59
[10230] ['34', '45', '52'] -> (52 - 34) / 45 mod 59
[10231] ['34', '45', '58'] -> 45 / (58 - 34) mod 59
[10232] ['34', '46', '46'] -> (34 / 46) - 46 mod 59
[10233] ['34', '46', '50'] -> (46 * 50) - 34 mod 59
[10234] ['34', '46', '51'] -> (34 - 51) / 46 mod 59
[10235] ['34', '46', '52'] -> 52 / (46 - 34) mod 59
[10236] ['34', '46', '53'] -> (34 * 46) + 53 mod 59
[10237] ['34', '47', '51'] -> 47 - (34 * 51) mod 59
[10238] ['2', '43', '54'] -> (43 - 54) / 2 mod 59
[10239] ['34', '47', '55'] -> (34 + 47) / 55 mod 59
[10240] ['34', '48', '48'] -> (34 / 48) - 48 mod 59
[10241] ['34', '48', '52'] -> 34 - (48 / 52) mod 59
[10242] ['34', '48', '55'] -> (34 + 55) * 48 mod 59
[10243] ['34', '48', '56'] -> (34 + 56) / 48 mod 59
[10244] ['34', '49', '49'] -> (34 * 49) - 49 mod 59
[10245] ['34', '49', '56'] -> 56 - (34 / 49) mod 59
[10246] ['34', '50', '53'] -> 53 - (34 / 50) mod 59
[10247] ['34', '51', '53'] -> (34 * 53) + 51 mod 59
[10248] ['34', '51', '55'] -> 55 - (51 / 34) mod 59
[10249] ['2', '44', '50'] -> (2 - 44) * 50 mod 59
[10250] ['34', '51', '56'] -> (34 * 56) - 51 mod 59
[10251] ['34', '51', '58'] -> (34 * 51) - 58 mod 59
[10252] ['34', '52', '58'] -> 58 / (34 + 52) mod 59
[10253] ['34', '53', '56'] -> 56 - (34 * 53) mod 59
[10254] ['34', '54', '56'] -> (56 / 34) - 54 mod 59
[10255] ['34', '54', '57'] -> 34 - (54 * 57) mod 59
[10256] ['34', '56', '56'] -> 56 / (56 - 34) mod 59
[10257] ['35', '35', '49'] -> (49 - 35) / 35 mod 59
[10258] ['35', '36', '38'] -> 35 - (36 * 38) mod 59
[10259] ['35', '36', '42'] -> 35 - (42 / 36) mod 59
[10260] ['2', '44', '51'] -> (2 + 51) / 44 mod 59
[10261] ['35', '36', '50'] -> (50 - 36) / 35 mod 59
[10262] ['35', '36', '57'] -> 36 - (35 / 57) mod 59
[10263] ['35', '37', '42'] -> 37 - (42 / 35) mod 59
[10264] ['35', '37', '50'] -> (50 - 35) * 37 mod 59
[10265] ['35', '37', '56'] -> 37 - (35 * 56) mod 59
[10266] ['35', '37', '57'] -> 35 - (37 / 57) mod 59
[10267] ['35', '38', '42'] -> 42 - (35 / 38) mod 59
[10268] ['35', '38', '47'] -> 47 - (38 / 35) mod 59
[10269] ['35', '38', '52'] -> (52 - 38) / 35 mod 59
[10270] ['35', '38', '54'] -> (54 / 38) + 35 mod 59
[10271] ['2', '45', '50'] -> 2 / (50 - 45) mod 59
[10272] ['35', '38', '56'] -> 56 - (35 * 38) mod 59
[10273] ['35', '39', '44'] -> 39 / (44 - 35) mod 59
[10274] ['35', '39', '51'] -> 39 - (35 * 51) mod 59
[10275] ['35', '40', '46'] -> 35 - (40 * 46) mod 59
[10276] ['35', '40', '47'] -> 47 - (35 / 40) mod 59
[10277] ['35', '40', '50'] -> (40 / 50) + 35 mod 59
[10278] ['35', '40', '52'] -> (40 - 35) * 52 mod 59
[10279] ['35', '40', '54'] -> (54 - 40) / 35 mod 59
[10280] ['35', '41', '45'] -> 45 - (35 / 41) mod 59
[10281] ['35', '41', '46'] -> 41 - (35 * 46) mod 59
[10282] ['2', '45', '52'] -> (2 * 45) + 52 mod 59
[10283] ['35', '41', '49'] -> 41 / (49 - 35) mod 59
[10284] ['35', '42', '44'] -> (44 - 35) * 42 mod 59
[10285] ['35', '42', '47'] -> (42 - 35) / 47 mod 59
[10286] ['35', '42', '49'] -> 35 - (49 / 42) mod 59
[10287] ['35', '42', '50'] -> 50 / (42 - 35) mod 59
[10288] ['35', '42', '54'] -> (42 - 35) * 54 mod 59
[10289] ['35', '42', '56'] -> (56 - 42) / 35 mod 59
[10290] ['35', '43', '55'] -> 55 - (35 / 43) mod 59
[10291] ['35', '43', '57'] -> (57 - 43) / 35 mod 59
[10292] ['35', '43', '58'] -> (58 / 43) + 35 mod 59
[10293] ['2', '45', '53'] -> (45 / 53) + 2 mod 59
[10294] ['35', '44', '47'] -> (47 / 44) + 35 mod 59
[10295] ['35', '44', '51'] -> 44 - (51 / 35) mod 59
[10296] ['35', '44', '52'] -> (44 - 35) / 52 mod 59
[10297] ['35', '44', '57'] -> (57 - 35) * 44 mod 59
[10298] ['35', '44', '58'] -> (58 - 44) / 35 mod 59
[10299] ['35', '45', '47'] -> 35 - (45 / 47) mod 59
[10300] ['35', '45', '51'] -> 51 - (35 / 45) mod 59
[10301] ['35', '45', '53'] -> (53 - 35) / 45 mod 59
[10302] ['35', '45', '54'] -> 35 - (45 * 54) mod 59
[10303] ['35', '47', '52'] -> 52 / (47 - 35) mod 59
[10304] ['2', '45', '55'] -> 55 - (2 * 45) mod 59
[10305] ['35', '47', '54'] -> 54 - (47 / 35) mod 59
[10306] ['35', '47', '55'] -> (47 * 55) + 35 mod 59
[10307] ['35', '48', '52'] -> 52 - (35 * 48) mod 59
[10308] ['35', '48', '53'] -> 53 - (35 / 48) mod 59
[10309] ['35', '49', '51'] -> (51 / 49) + 35 mod 59
[10310] ['35', '49', '52'] -> 35 - (49 * 52) mod 59
[10311] ['35', '50', '52'] -> (52 - 35) * 50 mod 59
[10312] ['35', '50', '55'] -> (55 - 35) / 50 mod 59
[10313] ['35', '51', '53'] -> (51 * 53) + 35 mod 59
[10314] ['35', '52', '54'] -> 54 / (52 - 35) mod 59
[10315] ['2', '45', '56'] -> (45 - 56) / 2 mod 59
[10316] ['35', '55', '57'] -> (57 - 35) / 55 mod 59
[10317] ['35', '56', '58'] -> 56 - (58 / 35) mod 59
[10318] ['36', '36', '36'] -> (36 / 36) - 36 mod 59
[10319] ['36', '36', '39'] -> (36 * 39) + 36 mod 59
[10320] ['36', '36', '40'] -> (40 / 36) + 36 mod 59
[10321] ['36', '36', '41'] -> (36 * 41) - 36 mod 59
[10322] ['36', '36', '55'] -> (36 - 55) * 36 mod 59
[10323] ['36', '36', '56'] -> (36 / 56) + 36 mod 59
[10324] ['36', '36', '57'] -> (36 - 57) / 36 mod 59
[10325] ['36', '37', '39'] -> (39 - 36) / 37 mod 59
[10326] ['1', '7', '12'] -> (12 * 7) - 1 mod 59
[10327] ['2', '46', '47'] -> 47 - (46 / 2) mod 59
[10328] ['36', '37', '40'] -> 37 / (40 - 36) mod 59
[10329] ['36', '37', '53'] -> 36 / (37 + 53) mod 59
[10330] ['36', '37', '55'] -> 37 - (55 / 36) mod 59
[10331] ['36', '37', '56'] -> (37 - 56) * 36 mod 59
[10332] ['36', '37', '57'] -> (36 * 57) + 37 mod 59
[10333] ['36', '38', '38'] -> (38 / 38) - 36 mod 59
[10334] ['36', '38', '47'] -> (36 - 38) * 47 mod 59
[10335] ['36', '38', '49'] -> (49 / 36) - 38 mod 59
[10336] ['36', '38', '51'] -> (36 / 38) + 51 mod 59
[10337] ['36', '38', '52'] -> 36 / (38 + 52) mod 59
[10338] ['2', '46', '48'] -> (2 * 48) + 46 mod 59
[10339] ['36', '38', '56'] -> 56 - (36 / 38) mod 59
[10340] ['36', '39', '39'] -> (39 / 39) - 36 mod 59
[10341] ['36', '39', '44'] -> (36 - 44) / 39 mod 59
[10342] ['36', '39', '49'] -> (36 - 49) * 39 mod 59
[10343] ['36', '39', '50'] -> (50 / 36) + 39 mod 59
[10344] ['36', '39', '55'] -> 36 - (55 / 39) mod 59
[10345] ['36', '39', '56'] -> (39 * 56) - 36 mod 59
[10346] ['36', '40', '40'] -> (40 / 40) - 36 mod 59
[10347] ['36', '40', '42'] -> (36 / 42) + 40 mod 59
[10348] ['36', '40', '48'] -> 48 - (36 * 40) mod 59
[10349] ['2', '46', '54'] -> 46 / (2 + 54) mod 59
[10350] ['36', '40', '49'] -> (36 - 40) / 49 mod 59
[10351] ['36', '40', '51'] -> (51 / 40) + 36 mod 59
[10352] ['36', '40', '53'] -> (36 - 40) * 53 mod 59
[10353] ['36', '41', '41'] -> (41 / 41) - 36 mod 59
[10354] ['36', '41', '45'] -> (36 + 41) / 45 mod 59
[10355] ['36', '41', '48'] -> 41 - (36 * 48) mod 59
[10356] ['36', '41', '49'] -> 36 / (41 + 49) mod 59
[10357] ['36', '41', '50'] -> 41 / (50 - 36) mod 59
[10358] ['36', '41', '52'] -> (41 - 36) * 52 mod 59
[10359] ['36', '41', '55'] -> (36 - 55) / 41 mod 59
[10360] ['2', '47', '47'] -> (47 * 47) - 2 mod 59
[10361] ['36', '41', '56'] -> (41 + 56) / 36 mod 59
[10362] ['36', '41', '58'] -> (41 + 58) * 36 mod 59
[10363] ['36', '42', '42'] -> (42 / 42) - 36 mod 59
[10364] ['36', '42', '44'] -> (36 - 42) / 44 mod 59
[10365] ['36', '42', '45'] -> (45 - 36) * 42 mod 59
[10366] ['36', '42', '48'] -> 36 / (42 + 48) mod 59
[10367] ['36', '42', '49'] -> 42 / (36 - 49) mod 59
[10368] ['36', '42', '51'] -> (36 * 51) - 42 mod 59
[10369] ['36', '42', '52'] -> (42 * 52) - 36 mod 59
[10370] ['36', '42', '58'] -> 42 - (58 / 36) mod 59
[10371] ['2', '47', '48'] -> (2 * 47) + 48 mod 59
[10372] ['36', '43', '43'] -> (43 / 43) - 36 mod 59
[10373] ['36', '43', '45'] -> (43 * 45) + 36 mod 59
[10374] ['36', '43', '49'] -> (36 * 43) - 49 mod 59
[10375] ['36', '43', '51'] -> (36 + 51) * 43 mod 59
[10376] ['36', '43', '56'] -> (43 + 56) * 36 mod 59
[10377] ['36', '44', '46'] -> 36 / (44 + 46) mod 59
