[1] ['1', '1', '1', '6'] -> (1 + 1 + 1) * 6 base 7
[358] ['21', '36', '36', '42'] -> ((42 - 36) * 21) - 36 base 7
[359] ['1', '33', '45', '66'] -> ((45 / 33) - 1) * 66 base 7
[360] ['21', '36', '40', '43'] -> ((43 - 40) * 21) - 36 base 7
[361] ['21', '36', '41', '44'] -> ((44 - 41) * 21) - 36 base 7
[362] ['21', '36', '41', '45'] -> ((21 * 45) + 36) / 41 base 7
[363] ['21', '36', '42', '45'] -> ((45 - 42) * 21) - 36 base 7
[364] ['21', '36', '43', '46'] -> ((46 - 43) * 21) - 36 base 7
[365] ['21', '36', '43', '54'] -> ((21 * 54) - 36) / 43 base 7
[366] ['21', '36', '43', '60'] -> ((43 - 36) * 21) - 60 base 7
[367] ['21', '36', '44', '50'] -> ((50 - 44) * 21) - 36 base 7
[368] ['21', '36', '45', '51'] -> ((51 - 45) * 21) - 36 base 7
[369] ['21', '36', '45', '66'] -> ((45 + 66) / 36) + 21 base 7
[370] ['1', '33', '51', '51'] -> ((51 / 33) - 1) * 51 base 7
[371] ['21', '36', '46', '52'] -> ((52 - 46) * 21) - 36 base 7
[372] ['21', '36', '46', '54'] -> ((21 * 54) + 36) / 46 base 7
[373] ['21', '36', '46', '65'] -> ((46 + 65) / 36) + 21 base 7
[374] ['21', '36', '50', '53'] -> ((53 - 50) * 21) - 36 base 7
[375] ['21', '36', '50', '54'] -> ((21 * 50) - 54) / 36 base 7
[376] ['21', '36', '50', '64'] -> ((50 + 64) / 36) + 21 base 7
[377] ['21', '36', '52', '55'] -> ((55 - 52) * 21) - 36 base 7
[378] ['21', '36', '52', '62'] -> ((52 + 62) / 36) + 21 base 7
[379] ['21', '36', '53', '56'] -> ((56 - 53) * 21) - 36 base 7
[380] ['21', '36', '53', '61'] -> ((53 + 61) / 36) + 21 base 7
[381] ['1', '33', '51', '63'] -> 63 / ((51 / 33) + 1) base 7
[382] ['21', '36', '55', '56'] -> ((55 + 56) / 36) + 21 base 7
[383] ['21', '36', '55', '61'] -> ((61 - 55) * 21) - 36 base 7
[384] ['21', '36', '56', '62'] -> ((62 - 56) * 21) - 36 base 7
[385] ['21', '36', '61', '64'] -> ((64 - 61) * 21) - 36 base 7
[386] ['21', '36', '62', '65'] -> ((65 - 62) * 21) - 36 base 7
[387] ['21', '40', '44', '60'] -> ((44 - 40) * 21) - 60 base 7
[388] ['21', '40', '51', '51'] -> ((21 * 51) - 51) / 40 base 7
[389] ['21', '40', '51', '66'] -> ((51 + 66) / 40) + 21 base 7
[390] ['21', '40', '52', '65'] -> ((52 + 65) / 40) + 21 base 7
[391] ['21', '40', '53', '64'] -> ((53 + 64) / 40) + 21 base 7
[392] ['1', '33', '55', '66'] -> 66 / ((55 / 33) + 1) base 7
[393] ['21', '40', '54', '63'] -> ((54 + 63) / 40) + 21 base 7
[394] ['21', '40', '55', '62'] -> ((55 + 62) / 40) + 21 base 7
[395] ['21', '40', '56', '61'] -> ((56 + 61) / 40) + 21 base 7
[396] ['21', '41', '44', '54'] -> (21 + 54) / (44 - 41) base 7
[397] ['21', '41', '44', '60'] -> ((21 * 44) + 60) / 41 base 7
[398] ['21', '41', '45', '60'] -> ((45 - 41) * 21) - 60 base 7
[399] ['21', '41', '53', '66'] -> ((21 * 53) - 66) / 41 base 7
[400] ['21', '41', '54', '66'] -> ((54 + 66) / 41) + 21 base 7
[401] ['21', '41', '55', '65'] -> ((55 + 65) / 41) + 21 base 7
[402] ['21', '41', '56', '64'] -> ((56 + 64) / 41) + 21 base 7
[403] ['1', '33', '60', '60'] -> (1 - (33 / 60)) * 60 base 7
[404] ['21', '41', '60', '63'] -> ((60 + 63) / 41) + 21 base 7
[405] ['21', '41', '61', '62'] -> ((61 + 62) / 41) + 21 base 7
[406] ['21', '42', '42', '53'] -> ((21 * 53) - 42) / 42 base 7
[407] ['21', '42', '45', '54'] -> (21 + 54) / (45 - 42) base 7
[408] ['21', '42', '45', '63'] -> ((21 * 45) + 63) / 42 base 7
[409] ['21', '42', '46', '60'] -> ((46 - 42) * 21) - 60 base 7
[410] ['21', '42', '50', '55'] -> ((21 * 55) + 42) / 50 base 7
[411] ['21', '42', '54', '63'] -> ((21 * 54) - 63) / 42 base 7
[412] ['21', '42', '55', '64'] -> ((21 * 64) + 42) / 55 base 7
[413] ['21', '42', '61', '65'] -> ((61 + 65) / 42) + 21 base 7
[414] ['1', '34', '34', '51'] -> 51 / ((34 / 34) + 1) base 7
[415] ['21', '42', '62', '64'] -> ((62 + 64) / 42) + 21 base 7
[416] ['21', '43', '46', '54'] -> (21 + 54) / (46 - 43) base 7
[417] ['21', '43', '46', '66'] -> ((21 * 46) + 66) / 43 base 7
[418] ['21', '43', '50', '60'] -> ((50 - 43) * 21) - 60 base 7
[419] ['21', '43', '63', '66'] -> ((63 + 66) / 43) + 21 base 7
[420] ['21', '43', '64', '65'] -> ((64 + 65) / 43) + 21 base 7
[421] ['21', '44', '50', '54'] -> (21 + 54) / (50 - 44) base 7
[422] ['21', '44', '51', '60'] -> ((51 - 44) * 21) - 60 base 7
[423] ['21', '44', '54', '56'] -> ((21 * 56) - 54) / 44 base 7
[424] ['21', '45', '46', '61'] -> ((21 * 61) - 45) / 46 base 7
[425] ['1', '34', '34', '61'] -> ((61 / 34) - 1) * 34 base 7
[426] ['21', '45', '51', '54'] -> (21 + 54) / (51 - 45) base 7
[427] ['21', '45', '51', '56'] -> ((21 * 56) + 45) / 51 base 7
[428] ['21', '45', '51', '60'] -> ((21 * 60) - 51) / 45 base 7
[429] ['21', '45', '52', '54'] -> ((21 * 52) + 54) / 45 base 7
[430] ['21', '45', '52', '60'] -> ((52 - 45) * 21) - 60 base 7
[431] ['21', '45', '56', '65'] -> ((21 * 65) + 45) / 56 base 7
[432] ['21', '46', '52', '54'] -> (21 + 54) / (52 - 46) base 7
[433] ['21', '46', '62', '66'] -> ((21 * 62) - 66) / 46 base 7
[434] ['21', '50', '53', '54'] -> (21 + 54) / (53 - 50) base 7
[435] ['21', '50', '54', '60'] -> ((54 - 50) * 21) - 60 base 7
[436] ['1', '34', '36', '53'] -> (53 / (36 - 34)) - 1 base 7
[437] ['21', '50', '54', '63'] -> ((21 * 54) + 63) / 50 base 7
[438] ['21', '50', '63', '63'] -> ((21 * 63) - 63) / 50 base 7
[439] ['21', '51', '52', '60'] -> ((21 * 60) + 51) / 52 base 7
[440] ['21', '51', '54', '54'] -> (21 + 54) / (54 - 51) base 7
[441] ['21', '51', '55', '60'] -> ((55 - 51) * 21) - 60 base 7
[442] ['21', '51', '60', '64'] -> ((21 * 64) - 60) / 51 base 7
[443] ['21', '51', '60', '66'] -> ((21 * 66) + 51) / 60 base 7
[444] ['21', '52', '54', '55'] -> (21 + 54) / (55 - 52) base 7
[445] ['21', '52', '54', '65'] -> ((21 * 65) - 54) / 52 base 7
[446] ['21', '52', '56', '60'] -> ((56 - 52) * 21) - 60 base 7
[447] ['1', '1', '35', '43'] -> 43 - (35 / (1 + 1)) base 7
[448] ['1', '34', '40', '63'] -> 40 / ((34 / 63) + 1) base 7
[449] ['21', '53', '54', '56'] -> (21 + 54) / (56 - 53) base 7
[450] ['21', '53', '54', '61'] -> ((21 * 61) + 54) / 53 base 7
[451] ['21', '53', '60', '60'] -> ((60 - 53) * 21) - 60 base 7
[452] ['21', '54', '54', '60'] -> (21 + 54) / (60 - 54) base 7
[453] ['21', '54', '55', '61'] -> (21 + 54) / (61 - 55) base 7
[454] ['21', '54', '56', '62'] -> (21 + 54) / (62 - 56) base 7
[455] ['21', '54', '60', '61'] -> ((61 - 54) * 21) - 60 base 7
[456] ['21', '54', '60', '62'] -> ((21 * 62) + 60) / 54 base 7
[457] ['21', '54', '60', '63'] -> (21 + 54) / (63 - 60) base 7
[458] ['21', '54', '61', '64'] -> (21 + 54) / (64 - 61) base 7
[459] ['1', '34', '42', '45'] -> 45 / ((34 / 42) + 1) base 7
[460] ['21', '54', '62', '65'] -> (21 + 54) / (65 - 62) base 7
[461] ['21', '54', '63', '66'] -> (21 + 54) / (66 - 63) base 7
[462] ['21', '55', '60', '62'] -> ((62 - 55) * 21) - 60 base 7
[463] ['21', '55', '63', '63'] -> ((21 * 63) + 63) / 55 base 7
[464] ['21', '56', '60', '63'] -> ((63 - 56) * 21) - 60 base 7
[465] ['21', '56', '64', '66'] -> ((21 * 64) + 66) / 56 base 7
[466] ['21', '60', '60', '64'] -> ((64 - 60) * 21) - 60 base 7
[467] ['21', '60', '61', '65'] -> ((65 - 61) * 21) - 60 base 7
[468] ['22', '22', '22', '22'] -> ((22 + 22) / 22) + 22 base 7
[469] ['22', '22', '22', '23'] -> ((22 * 23) + 22) / 22 base 7
[470] ['1', '34', '43', '61'] -> ((34 * 43) - 1) / 61 base 7
[471] ['22', '22', '22', '25'] -> ((22 * 25) - 22) / 22 base 7
[472] ['22', '22', '22', '26'] -> 26 - ((22 + 22) / 22) base 7
[473] ['22', '22', '22', '44'] -> ((22 * 22) + 44) / 22 base 7
[474] ['22', '22', '25', '42'] -> ((25 - 22) * 22) - 42 base 7
[475] ['22', '22', '26', '64'] -> ((26 - 22) * 22) - 64 base 7
[476] ['22', '22', '30', '35'] -> ((22 + 35) / 30) + 22 base 7
[477] ['22', '22', '30', '44'] -> 30 - ((22 + 44) / 22) base 7
[478] ['22', '22', '30', '66'] -> ((22 * 30) - 66) / 22 base 7
[479] ['22', '22', '32', '42'] -> ((22 + 42) / 32) + 22 base 7
[480] ['22', '22', '34', '46'] -> ((22 + 46) / 34) + 22 base 7
[481] ['1', '34', '50', '63'] -> ((50 / 34) - 1) * 63 base 7
[482] ['22', '22', '35', '51'] -> ((22 + 51) / 35) + 22 base 7
[483] ['22', '22', '36', '53'] -> ((22 + 53) / 36) + 22 base 7
[484] ['22', '22', '40', '55'] -> ((22 + 55) / 40) + 22 base 7
[485] ['22', '22', '41', '60'] -> ((22 + 60) / 41) + 22 base 7
[486] ['22', '22', '43', '64'] -> ((22 + 64) / 43) + 22 base 7
[487] ['22', '22', '44', '50'] -> ((22 * 50) + 22) / 44 base 7
[488] ['22', '22', '44', '52'] -> ((22 * 52) - 22) / 44 base 7
[489] ['22', '22', '44', '66'] -> ((22 + 66) / 44) + 22 base 7
[490] ['22', '22', '55', '62'] -> ((22 * 62) + 22) / 55 base 7
[491] ['22', '22', '55', '64'] -> ((22 * 64) - 22) / 55 base 7
[492] ['1', '34', '61', '61'] -> (1 - (34 / 61)) * 61 base 7
[493] ['22', '23', '23', '23'] -> ((23 + 23) / 23) + 22 base 7
[494] ['22', '23', '23', '25'] -> ((25 - 23) * 23) - 22 base 7
[495] ['22', '23', '25', '26'] -> (22 + 26) / (25 - 23) base 7
[496] ['22', '23', '26', '32'] -> ((23 + 32) / 26) + 22 base 7
[497] ['22', '23', '26', '42'] -> ((26 - 23) * 22) - 42 base 7
[498] ['22', '23', '30', '32'] -> ((32 - 30) * 23) - 22 base 7
[499] ['22', '23', '30', '34'] -> ((23 + 34) / 30) + 22 base 7
[500] ['22', '23', '30', '43'] -> 30 - ((23 + 43) / 22) base 7
[501] ['22', '23', '30', '50'] -> 30 - ((22 + 50) / 23) base 7
[502] ['22', '23', '30', '64'] -> ((30 - 23) * 22) - 64 base 7
[503] ['1', '35', '35', '51'] -> 51 / ((35 / 35) + 1) base 7
[504] ['22', '23', '31', '33'] -> ((33 - 31) * 23) - 22 base 7
[505] ['22', '23', '31', '64'] -> ((22 * 31) - 64) / 23 base 7
[506] ['22', '23', '31', '65'] -> 31 - ((23 + 65) / 22) base 7
[507] ['22', '23', '32', '34'] -> ((34 - 32) * 23) - 22 base 7
[508] ['22', '23', '32', '41'] -> ((23 + 41) / 32) + 22 base 7
[509] ['22', '23', '33', '35'] -> ((35 - 33) * 23) - 22 base 7
[510] ['22', '23', '33', '43'] -> ((23 + 43) / 33) + 22 base 7
[511] ['22', '23', '34', '36'] -> ((36 - 34) * 23) - 22 base 7
[512] ['22', '23', '34', '45'] -> ((23 + 45) / 34) + 22 base 7
[513] ['22', '23', '35', '40'] -> ((40 - 35) * 23) - 22 base 7
[514] ['1', '35', '35', '62'] -> ((62 / 35) - 1) * 35 base 7
[515] ['22', '23', '35', '50'] -> ((23 + 50) / 35) + 22 base 7
[516] ['22', '23', '36', '41'] -> ((41 - 36) * 23) - 22 base 7
[517] ['22', '23', '36', '52'] -> ((23 + 52) / 36) + 22 base 7
[518] ['22', '23', '40', '42'] -> ((42 - 40) * 23) - 22 base 7
[519] ['22', '23', '40', '54'] -> ((23 + 54) / 40) + 22 base 7
[520] ['22', '23', '41', '43'] -> ((43 - 41) * 23) - 22 base 7
[521] ['22', '23', '41', '56'] -> ((23 + 56) / 41) + 22 base 7
[522] ['22', '23', '42', '45'] -> (22 * 45) - (23 * 42) base 7
[523] ['22', '23', '42', '61'] -> ((23 + 61) / 42) + 22 base 7
[524] ['22', '23', '43', '45'] -> ((45 - 43) * 23) - 22 base 7
[525] ['1', '35', '40', '53'] -> (53 / (40 - 35)) - 1 base 7
[526] ['22', '23', '43', '63'] -> ((23 + 63) / 43) + 22 base 7
[527] ['22', '23', '45', '46'] -> ((23 * 46) + 22) / 45 base 7
[528] ['22', '23', '45', '50'] -> ((50 - 45) * 23) - 22 base 7
[529] ['22', '23', '46', '50'] -> (23 * 46) - (22 * 50) base 7
[530] ['22', '23', '50', '52'] -> ((52 - 50) * 23) - 22 base 7
[531] ['22', '23', '50', '53'] -> ((23 * 53) - 22) / 50 base 7
[532] ['22', '23', '52', '54'] -> ((54 - 52) * 23) - 22 base 7
[533] ['22', '23', '53', '55'] -> ((55 - 53) * 23) - 22 base 7
[534] ['22', '23', '54', '56'] -> ((56 - 54) * 23) - 22 base 7
[535] ['22', '23', '55', '60'] -> ((60 - 55) * 23) - 22 base 7
[536] ['1', '35', '43', '51'] -> 43 / ((35 / 51) + 1) base 7
[537] ['22', '23', '56', '61'] -> ((61 - 56) * 23) - 22 base 7
[538] ['22', '23', '60', '62'] -> ((62 - 60) * 23) - 22 base 7
[539] ['22', '23', '61', '63'] -> ((63 - 61) * 23) - 22 base 7
[540] ['22', '23', '62', '64'] -> ((64 - 62) * 23) - 22 base 7
[541] ['22', '23', '63', '65'] -> ((65 - 63) * 23) - 22 base 7
[542] ['22', '23', '64', '66'] -> ((66 - 64) * 23) - 22 base 7
[543] ['22', '24', '31', '40'] -> ((22 * 31) - 40) / 24 base 7
[544] ['22', '24', '32', '62'] -> ((22 * 32) - 62) / 24 base 7
[545] ['22', '25', '25', '25'] -> ((25 + 25) / 25) + 22 base 7
[546] ['22', '25', '25', '53'] -> ((22 * 25) + 53) / 25 base 7
[547] ['1', '35', '51', '54'] -> ((54 / 35) - 1) * 51 base 7
[548] ['22', '25', '25', '54'] -> ((25 - 22) * 25) - 54 base 7
[549] ['22', '25', '26', '60'] -> ((25 - 22) * 26) - 60 base 7
[550] ['22', '25', '30', '32'] -> ((25 + 32) / 30) + 22 base 7
[551] ['22', '25', '30', '41'] -> 30 - ((25 + 41) / 22) base 7
[552] ['22', '25', '30', '45'] -> (30 + 45) / (25 - 22) base 7
[553] ['22', '25', '30', '56'] -> 30 - ((22 + 56) / 25) base 7
[554] ['22', '25', '31', '44'] -> (31 + 44) / (25 - 22) base 7
[555] ['22', '25', '31', '63'] -> 31 - ((25 + 63) / 22) base 7
[556] ['22', '25', '31', '66'] -> ((25 - 22) * 31) - 66 base 7
[557] ['22', '25', '32', '35'] -> ((22 * 32) - 35) / 25 base 7
[558] ['1', '1', '35', '46'] -> ((1 + 1) * 35) - 46 base 7
[559] ['1', '35', '53', '54'] -> ((53 / 35) - 1) * 54 base 7
[560] ['22', '25', '32', '36'] -> ((25 + 36) / 32) + 22 base 7
[561] ['22', '25', '32', '43'] -> (32 + 43) / (25 - 22) base 7
[562] ['22', '25', '32', '64'] -> ((32 - 25) * 22) - 64 base 7
[563] ['22', '25', '33', '60'] -> ((22 * 33) - 60) / 25 base 7
[564] ['22', '25', '34', '41'] -> (34 + 41) / (25 - 22) base 7
[565] ['22', '25', '35', '40'] -> (35 + 40) / (25 - 22) base 7
[566] ['22', '25', '35', '45'] -> ((25 + 45) / 35) + 22 base 7
[567] ['22', '25', '36', '50'] -> ((25 + 50) / 36) + 22 base 7
[568] ['22', '25', '40', '52'] -> ((25 + 52) / 40) + 22 base 7
[569] ['22', '25', '41', '54'] -> ((25 + 54) / 41) + 22 base 7
[570] ['1', '35', '54', '63'] -> 63 / ((54 / 35) + 1) base 7
[571] ['22', '25', '42', '56'] -> ((25 + 56) / 42) + 22 base 7
[572] ['22', '25', '43', '61'] -> ((25 + 61) / 43) + 22 base 7
[573] ['22', '25', '44', '63'] -> ((25 + 63) / 44) + 22 base 7
[574] ['22', '25', '45', '65'] -> ((25 + 65) / 45) + 22 base 7
[575] ['22', '25', '46', '50'] -> ((25 * 46) - 22) / 50 base 7
[576] ['22', '25', '53', '56'] -> ((25 * 53) + 22) / 56 base 7
[577] ['22', '26', '26', '26'] -> ((26 + 26) / 26) + 22 base 7
[578] ['22', '26', '26', '31'] -> (22 + 26) / (31 - 26) base 7
[579] ['22', '26', '26', '33'] -> 26 - ((22 + 33) / 26) base 7
[580] ['22', '26', '30', '32'] -> (22 + 26) / (32 - 30) base 7
[581] ['1', '35', '62', '62'] -> (1 - (35 / 62)) * 62 base 7
[582] ['22', '26', '30', '33'] -> ((22 * 30) + 33) / 26 base 7
[583] ['22', '26', '30', '35'] -> 26 - ((22 + 35) / 30) base 7
[584] ['22', '26', '30', '40'] -> 30 - ((26 + 40) / 22) base 7
[585] ['22', '26', '30', '62'] -> 30 - ((22 + 62) / 26) base 7
[586] ['22', '26', '31', '40'] -> 26 - ((22 + 40) / 31) base 7
[587] ['22', '26', '32', '34'] -> (22 + 26) / (34 - 32) base 7
[588] ['22', '26', '32', '35'] -> ((26 + 35) / 32) + 22 base 7
[589] ['22', '26', '32', '53'] -> (22 + 53) / (32 - 26) base 7
[590] ['22', '26', '33', '35'] -> (22 + 26) / (35 - 33) base 7
[591] ['22', '26', '34', '36'] -> (22 + 26) / (36 - 34) base 7
[592] ['1', '36', '36', '63'] -> ((63 / 36) - 1) * 36 base 7
[593] ['22', '26', '34', '42'] -> ((26 + 42) / 34) + 22 base 7
[594] ['22', '26', '34', '46'] -> 26 - ((22 + 46) / 34) base 7
[595] ['22', '26', '35', '64'] -> (35 + 64) / (26 - 22) base 7
[596] ['22', '26', '36', '41'] -> (22 + 26) / (41 - 36) base 7
[597] ['22', '26', '36', '46'] -> ((26 + 46) / 36) + 22 base 7
[598] ['22', '26', '36', '53'] -> 26 - ((22 + 53) / 36) base 7
[599] ['22', '26', '40', '62'] -> (40 + 62) / (26 - 22) base 7
[600] ['22', '26', '41', '43'] -> (22 + 26) / (43 - 41) base 7
[601] ['22', '26', '41', '53'] -> ((26 + 53) / 41) + 22 base 7
[602] ['22', '26', '41', '60'] -> 26 - ((22 + 60) / 41) base 7
[603] ['1', '36', '41', '50'] -> (1 + 50) / (41 - 36) base 7
[604] ['22', '26', '42', '44'] -> (22 + 26) / (44 - 42) base 7
[605] ['22', '26', '43', '45'] -> (22 + 26) / (45 - 43) base 7
[606] ['22', '26', '43', '60'] -> ((26 + 60) / 43) + 22 base 7
[607] ['22', '26', '43', '64'] -> 26 - ((22 + 64) / 43) base 7
[608] ['22', '26', '44', '46'] -> (22 + 26) / (46 - 44) base 7
[609] ['22', '26', '44', '62'] -> ((26 + 62) / 44) + 22 base 7
[610] ['22', '26', '44', '66'] -> 26 - ((22 + 66) / 44) base 7
[611] ['22', '26', '45', '50'] -> (22 + 26) / (50 - 45) base 7
[612] ['22', '26', '45', '54'] -> (45 + 54) / (26 - 22) base 7
[613] ['22', '26', '45', '64'] -> ((26 + 64) / 45) + 22 base 7
[614] ['1', '36', '45', '55'] -> 55 / ((45 / 36) + 1) base 7
[615] ['22', '26', '46', '53'] -> (46 + 53) / (26 - 22) base 7
[616] ['22', '26', '51', '51'] -> (51 + 51) / (26 - 22) base 7
[617] ['22', '26', '52', '54'] -> (22 + 26) / (54 - 52) base 7
[618] ['22', '26', '53', '55'] -> (22 + 26) / (55 - 53) base 7
[619] ['22', '26', '54', '56'] -> (22 + 26) / (56 - 54) base 7
[620] ['22', '26', '55', '60'] -> (22 + 26) / (60 - 55) base 7
[621] ['22', '26', '56', '61'] -> (22 + 26) / (61 - 56) base 7
[622] ['22', '26', '60', '64'] -> ((22 * 64) + 26) / 60 base 7
[623] ['22', '26', '61', '63'] -> (22 + 26) / (63 - 61) base 7
[624] ['22', '26', '62', '64'] -> (22 + 26) / (64 - 62) base 7
[625] ['1', '36', '51', '60'] -> 60 / ((51 / 36) + 1) base 7
[626] ['22', '26', '63', '65'] -> (22 + 26) / (65 - 63) base 7
[627] ['22', '26', '64', '66'] -> (22 + 26) / (66 - 64) base 7
[628] ['22', '30', '30', '30'] -> ((30 + 30) / 30) + 22 base 7
[629] ['22', '30', '30', '36'] -> 30 - ((30 + 36) / 22) base 7
[630] ['22', '30', '30', '60'] -> ((22 * 30) + 60) / 30 base 7
[631] ['22', '30', '30', '65'] -> 30 - ((22 + 65) / 30) base 7
[632] ['22', '30', '31', '32'] -> ((30 + 32) / 31) + 22 base 7
[633] ['22', '30', '31', '42'] -> (22 * 42) - (30 * 31) base 7
[634] ['22', '30', '31', '61'] -> 31 - ((30 + 61) / 22) base 7
[635] ['22', '30', '33', '36'] -> ((30 + 36) / 33) + 22 base 7
[636] ['1', '36', '54', '62'] -> 62 / ((54 / 36) + 1) base 7
[637] ['22', '30', '33', '53'] -> (22 + 53) / (33 - 30) base 7
[638] ['22', '30', '34', '41'] -> ((30 + 41) / 34) + 22 base 7
[639] ['22', '30', '34', '64'] -> ((34 - 30) * 22) - 64 base 7
[640] ['22', '30', '35', '43'] -> ((30 + 43) / 35) + 22 base 7
[641] ['22', '30', '35', '45'] -> (30 * 35) - (22 * 45) base 7
[642] ['22', '30', '35', '53'] -> ((22 * 35) - 53) / 30 base 7
[643] ['22', '30', '41', '52'] -> ((30 + 52) / 41) + 22 base 7
[644] ['22', '30', '42', '54'] -> ((30 + 54) / 42) + 22 base 7
[645] ['22', '30', '43', '56'] -> ((30 + 56) / 43) + 22 base 7
[646] ['22', '30', '44', '61'] -> ((30 + 61) / 44) + 22 base 7
[647] ['1', '36', '60', '64'] -> 64 / ((60 / 36) + 1) base 7
[648] ['22', '30', '45', '63'] -> ((30 + 63) / 45) + 22 base 7
[649] ['22', '30', '61', '65'] -> (61 + 65) / (30 - 22) base 7
[650] ['22', '30', '63', '63'] -> (63 + 63) / (30 - 22) base 7
[651] ['22', '31', '31', '31'] -> ((31 + 31) / 31) + 22 base 7
[652] ['22', '31', '31', '62'] -> ((22 * 31) + 62) / 31 base 7
[653] ['22', '31', '32', '33'] -> ((31 + 33) / 32) + 22 base 7
[654] ['22', '31', '32', '41'] -> ((31 * 32) + 22) / 41 base 7
[655] ['22', '31', '32', '56'] -> 31 - ((32 + 56) / 22) base 7
[656] ['22', '31', '33', '55'] -> 31 - ((33 + 55) / 22) base 7
[657] ['22', '31', '34', '42'] -> ((34 - 31) * 22) - 42 base 7
[658] ['1', '36', '63', '63'] -> (1 - (36 / 63)) * 63 base 7
[659] ['22', '31', '34', '53'] -> (22 + 53) / (34 - 31) base 7
[660] ['22', '31', '34', '54'] -> 31 - ((34 + 54) / 22) base 7
[661] ['22', '31', '36', '44'] -> ((31 + 44) / 36) + 22 base 7
[662] ['22', '31', '36', '52'] -> 31 - ((36 + 52) / 22) base 7
[663] ['22', '31', '40', '46'] -> ((31 + 46) / 40) + 22 base 7
[664] ['22', '31', '41', '46'] -> ((22 * 46) - 31) / 41 base 7
[665] ['22', '31', '41', '50'] -> 31 - ((41 + 50) / 22) base 7
[666] ['22', '31', '41', '51'] -> ((31 + 51) / 41) + 22 base 7
[667] ['22', '31', '42', '53'] -> ((31 + 53) / 42) + 22 base 7
[668] ['22', '31', '43', '45'] -> 31 - ((43 + 45) / 22) base 7
[669] ['1', '1', '35', '50'] -> (1 + 1) * (50 - 35) base 7
[670] ['1', '36', '63', '66'] -> 66 / ((63 / 36) + 1) base 7
[671] ['22', '31', '43', '52'] -> ((31 * 43) - 22) / 52 base 7
[672] ['22', '31', '43', '55'] -> ((31 + 55) / 43) + 22 base 7
[673] ['22', '31', '44', '44'] -> 31 - ((44 + 44) / 22) base 7
[674] ['22', '31', '44', '55'] -> ((31 * 44) + 22) / 55 base 7
[675] ['22', '31', '50', '66'] -> ((31 + 66) / 50) + 22 base 7
[676] ['22', '31', '52', '61'] -> ((22 * 61) - 31) / 52 base 7
[677] ['22', '31', '55', '66'] -> ((31 * 55) - 22) / 66 base 7
[678] ['22', '32', '32', '32'] -> ((32 + 32) / 32) + 22 base 7
[679] ['22', '32', '32', '64'] -> ((22 * 32) + 64) / 32 base 7
[680] ['22', '32', '33', '34'] -> ((32 + 34) / 33) + 22 base 7
[681] ['1', '40', '40', '51'] -> 51 / ((40 / 40) + 1) base 7
[682] ['22', '32', '33', '42'] -> ((22 * 33) + 42) / 32 base 7
[683] ['22', '32', '34', '36'] -> ((32 + 36) / 34) + 22 base 7
[684] ['22', '32', '35', '41'] -> ((32 + 41) / 35) + 22 base 7
[685] ['22', '32', '35', '42'] -> ((35 - 32) * 22) - 42 base 7
[686] ['22', '32', '35', '53'] -> (22 + 53) / (35 - 32) base 7
[687] ['22', '32', '36', '43'] -> ((32 + 43) / 36) + 22 base 7
[688] ['22', '32', '36', '64'] -> ((36 - 32) * 22) - 64 base 7
[689] ['22', '32', '40', '45'] -> ((32 + 45) / 40) + 22 base 7
[690] ['22', '32', '40', '46'] -> ((22 * 40) - 46) / 32 base 7
[691] ['22', '32', '41', '50'] -> ((32 + 50) / 41) + 22 base 7
[692] ['1', '40', '40', '64'] -> ((64 / 40) - 1) * 40 base 7
[693] ['22', '32', '42', '52'] -> ((32 + 52) / 42) + 22 base 7
[694] ['22', '32', '42', '60'] -> (32 * 42) - (22 * 60) base 7
[695] ['22', '32', '43', '54'] -> ((32 + 54) / 43) + 22 base 7
[696] ['22', '32', '44', '55'] -> ((32 * 44) - 22) / 55 base 7
[697] ['22', '32', '44', '56'] -> ((32 + 56) / 44) + 22 base 7
[698] ['22', '32', '44', '66'] -> 32 - ((44 + 66) / 22) base 7
[699] ['22', '32', '45', '61'] -> ((32 + 61) / 45) + 22 base 7
[700] ['22', '32', '45', '65'] -> 32 - ((45 + 65) / 22) base 7
[701] ['22', '32', '46', '64'] -> 32 - ((46 + 64) / 22) base 7
[702] ['22', '32', '50', '63'] -> 32 - ((50 + 63) / 22) base 7
[703] ['1', '40', '42', '50'] -> (1 + 50) / (42 - 40) base 7
[704] ['22', '32', '50', '65'] -> ((32 + 65) / 50) + 22 base 7
[705] ['22', '32', '51', '62'] -> 32 - ((51 + 62) / 22) base 7
[706] ['22', '32', '52', '61'] -> 32 - ((52 + 61) / 22) base 7
[707] ['22', '32', '54', '56'] -> 32 - ((54 + 56) / 22) base 7
[708] ['22', '32', '55', '55'] -> 32 - ((55 + 55) / 22) base 7
[709] ['22', '33', '33', '33'] -> ((33 + 33) / 33) + 22 base 7
[710] ['22', '33', '34', '44'] -> ((22 * 34) + 44) / 33 base 7
[711] ['22', '33', '35', '40'] -> ((33 + 40) / 35) + 22 base 7
[712] ['22', '33', '36', '53'] -> (22 + 53) / (36 - 33) base 7
[713] ['22', '33', '40', '44'] -> ((33 + 44) / 40) + 22 base 7
[714] ['1', '40', '42', '53'] -> (53 / (42 - 40)) - 1 base 7
[715] ['22', '33', '40', '64'] -> ((40 - 33) * 22) - 64 base 7
[716] ['22', '33', '41', '44'] -> ((22 * 41) - 44) / 33 base 7
