[1] ['1', '1', '1', '11'] -> (1 + 1) * (1 + 11) base 8
[3675] ['2', '7', '10', '34'] -> (10 * 2) + (34 / 7) base 8
[3676] ['2', '7', '10', '61'] -> ((61 + 7) / 2) - 10 base 8
[3677] ['2', '7', '11', '21'] -> ((11 + 21) / 2) + 7 base 8
[3678] ['2', '7', '11', '27'] -> ((11 * 7) - 27) / 2 base 8
[3679] ['2', '7', '11', '33'] -> ((33 / 11) + 7) * 2 base 8
[3680] ['2', '7', '12', '55'] -> (2 * 55) - (12 * 7) base 8
[3681] ['1', '1', '3', '45'] -> (3 + 45) / (1 + 1) base 8
[3682] ['1', '2', '14', '60'] -> (14 + 60) / (1 + 2) base 8
[3683] ['2', '7', '13', '13'] -> ((13 + 7) / 2) + 13 base 8
[3684] ['2', '7', '13', '20'] -> ((13 + 7) * 2) - 20 base 8
[3685] ['2', '7', '13', '35'] -> 35 - ((13 + 7) / 2) base 8
[3686] ['2', '7', '13', '36'] -> 36 / (7 - (13 / 2)) base 8
[3687] ['2', '7', '13', '41'] -> ((41 / 13) + 7) * 2 base 8
[3688] ['2', '7', '14', '40'] -> (14 * 7) - (2 * 40) base 8
[3689] ['2', '7', '14', '42'] -> ((42 * 7) + 2) / 14 base 8
[3690] ['2', '7', '14', '44'] -> ((44 / 14) + 7) * 2 base 8
[3691] ['2', '7', '14', '54'] -> ((14 * 7) - 54) / 2 base 8
[3692] ['2', '7', '15', '50'] -> (7 - (15 / 2)) * 50 base 8
[3693] ['1', '2', '15', '15'] -> ((1 + 15) / 2) + 15 base 8
[3694] ['2', '7', '15', '51'] -> ((15 + 51) / 2) - 7 base 8
[3695] ['2', '7', '15', '55'] -> ((7 - 2) * 15) - 55 base 8
[3696] ['2', '7', '16', '26'] -> ((16 + 7) * 2) - 26 base 8
[3697] ['2', '7', '17', '37'] -> 37 - ((17 + 7) / 2) base 8
[3698] ['2', '7', '17', '41'] -> ((2 + 41) / 7) + 17 base 8
[3699] ['2', '7', '17', '43'] -> (17 - (43 / 7)) * 2 base 8
[3700] ['2', '7', '17', '47'] -> ((17 + 47) / 2) - 7 base 8
[3701] ['2', '7', '20', '31'] -> ((31 - 7) * 2) - 20 base 8
[3702] ['2', '7', '20', '60'] -> ((60 / 20) + 7) * 2 base 8
[3703] ['2', '7', '21', '23'] -> ((2 + 23) / 7) + 21 base 8
[3704] ['1', '2', '15', '23'] -> ((1 + 2) * 15) - 23 base 8
[3705] ['2', '7', '21', '33'] -> (33 / (2 + 7)) + 21 base 8
[3706] ['2', '7', '21', '45'] -> ((21 + 45) / 2) - 7 base 8
[3707] ['2', '7', '21', '61'] -> (21 - (61 / 7)) * 2 base 8
[3708] ['2', '7', '22', '32'] -> ((32 - 7) * 2) - 22 base 8
[3709] ['2', '7', '22', '36'] -> ((22 + 7) * 2) - 36 base 8
[3710] ['2', '7', '23', '40'] -> ((23 + 7) * 2) - 40 base 8
[3711] ['2', '7', '23', '41'] -> 41 - ((23 + 7) / 2) base 8
[3712] ['2', '7', '23', '43'] -> ((23 + 43) / 2) - 7 base 8
[3713] ['2', '7', '25', '41'] -> ((25 + 41) / 2) - 7 base 8
[3714] ['2', '7', '25', '45'] -> ((25 / 7) + 45) / 2 base 8
[3715] ['1', '2', '15', '25'] -> (25 / (1 + 2)) + 15 base 8
[3716] ['2', '7', '25', '53'] -> (53 - (25 / 7)) / 2 base 8
[3717] ['2', '7', '26', '40'] -> ((26 + 40) / 2) - 7 base 8
[3718] ['2', '7', '27', '37'] -> ((27 + 37) / 2) - 7 base 8
[3719] ['2', '7', '30', '32'] -> 30 - ((2 + 32) / 7) base 8
[3720] ['2', '7', '30', '35'] -> ((35 - 7) * 2) - 30 base 8
[3721] ['2', '7', '30', '44'] -> 30 - (44 / (2 + 7)) base 8
[3722] ['2', '7', '31', '41'] -> 31 - ((2 + 41) / 7) base 8
[3723] ['2', '7', '31', '54'] -> ((31 + 7) * 2) - 54 base 8
[3724] ['2', '7', '32', '56'] -> ((32 + 7) * 2) - 56 base 8
[3725] ['2', '7', '32', '61'] -> (32 / 2) + (61 / 7) base 8
[3726] ['1', '2', '15', '31'] -> ((15 + 31) / 2) + 1 base 8
[3727] ['2', '7', '33', '45'] -> 45 - ((33 + 7) / 2) base 8
[3728] ['2', '7', '33', '57'] -> 33 - ((2 + 57) / 7) base 8
[3729] ['2', '7', '33', '60'] -> ((33 + 7) * 2) - 60 base 8
[3730] ['2', '7', '34', '43'] -> 43 / (2 - (7 / 34)) base 8
[3731] ['2', '7', '34', '44'] -> ((34 / 7) + 44) / 2 base 8
[3732] ['2', '7', '34', '54'] -> (54 - (34 / 7)) / 2 base 8
[3733] ['2', '7', '34', '60'] -> (60 / 2) - (34 / 7) base 8
[3734] ['2', '7', '35', '46'] -> 46 - ((35 + 7) / 2) base 8
[3735] ['2', '7', '36', '40'] -> ((40 - 7) * 2) - 36 base 8
[3736] ['2', '7', '40', '41'] -> ((41 - 7) * 2) - 40 base 8
[3737] ['1', '2', '15', '35'] -> ((15 + 35) / 2) - 1 base 8
[3738] ['2', '7', '41', '61'] -> ((61 / 7) + 41) / 2 base 8
[3739] ['2', '7', '42', '42'] -> ((42 - 7) * 2) - 42 base 8
[3740] ['2', '7', '43', '55'] -> (55 - (43 / 7)) / 2 base 8
[3741] ['2', '7', '44', '46'] -> ((44 - 7) * 2) - 46 base 8
[3742] ['2', '7', '45', '52'] -> 52 - ((45 + 7) / 2) base 8
[3743] ['2', '7', '47', '54'] -> ((47 - 7) * 2) - 54 base 8
[3744] ['2', '7', '51', '60'] -> ((51 - 7) * 2) - 60 base 8
[3745] ['2', '7', '53', '55'] -> 55 - ((53 + 7) / 2) base 8
[3746] ['2', '7', '55', '56'] -> 56 - ((55 + 7) / 2) base 8
[3747] ['2', '7', '56', '57'] -> ((2 * 57) + 56) / 7 base 8
[3748] ['1', '2', '15', '60'] -> 60 - ((1 + 15) * 2) base 8
[3749] ['2', '7', '56', '60'] -> ((2 * 56) + 60) / 7 base 8
[3750] ['2', '7', '57', '57'] -> 57 - ((57 + 7) / 2) base 8
[3751] ['2', '7', '57', '61'] -> (57 - (61 / 7)) / 2 base 8
[3752] ['2', '7', '60', '61'] -> 60 - ((61 + 7) / 2) base 8
[3753] ['2', '10', '10', '11'] -> ((10 / 10) + 11) * 2 base 8
[3754] ['2', '10', '10', '44'] -> ((44 / 10) - 2) * 10 base 8
[3755] ['2', '10', '10', '47'] -> ((10 / 10) + 47) / 2 base 8
[3756] ['2', '10', '10', '51'] -> (51 - (10 / 10)) / 2 base 8
[3757] ['2', '10', '11', '32'] -> (10 * 11) - (2 * 32) base 8
[3758] ['2', '10', '11', '40'] -> ((10 * 11) - 40) / 2 base 8
[3759] ['1', '2', '16', '20'] -> ((1 + 20) * 2) - 16 base 8
[3760] ['2', '10', '11', '42'] -> ((10 - 2) * 11) - 42 base 8
[3761] ['2', '10', '11', '57'] -> ((11 + 57) / 2) - 10 base 8
[3762] ['2', '10', '12', '31'] -> ((31 / 2) - 12) * 10 base 8
[3763] ['2', '10', '12', '35'] -> 35 - ((10 + 12) / 2) base 8
[3764] ['2', '10', '12', '55'] -> ((55 / 12) - 2) * 10 base 8
[3765] ['2', '10', '13', '22'] -> ((10 + 13) * 2) - 22 base 8
[3766] ['2', '10', '13', '40'] -> (2 - (13 / 10)) * 40 base 8
[3767] ['2', '10', '13', '55'] -> ((13 + 55) / 2) - 10 base 8
[3768] ['2', '10', '13', '60'] -> ((10 * 13) - 60) / 2 base 8
[3769] ['2', '10', '14', '23'] -> (14 - (23 / 2)) * 10 base 8
[3770] ['1', '2', '16', '26'] -> ((1 + 2) * 16) - 26 base 8
[3771] ['2', '10', '14', '35'] -> ((35 / 2) - 14) * 10 base 8
[3772] ['2', '10', '14', '45'] -> (14 / 10) + (45 / 2) base 8
[3773] ['2', '10', '14', '53'] -> (53 / 2) - (14 / 10) base 8
[3774] ['2', '10', '15', '25'] -> (15 - (25 / 2)) * 10 base 8
[3775] ['2', '10', '15', '30'] -> (15 - (30 / 10)) * 2 base 8
[3776] ['2', '10', '15', '60'] -> (15 * 2) - (60 / 10) base 8
[3777] ['2', '10', '16', '16'] -> (2 - (10 / 16)) * 16 base 8
[3778] ['2', '10', '16', '31'] -> ((31 - 10) * 2) - 16 base 8
[3779] ['2', '10', '16', '37'] -> 37 - ((10 + 16) / 2) base 8
[3780] ['2', '10', '16', '52'] -> ((16 + 52) / 2) - 10 base 8
[3781] ['1', '2', '17', '17'] -> (17 / (1 + 2)) + 17 base 8
[3782] ['2', '10', '17', '26'] -> 17 / ((26 / 10) - 2) base 8
[3783] ['2', '10', '17', '43'] -> ((43 / 2) - 17) * 10 base 8
[3784] ['2', '10', '17', '44'] -> 10 / ((44 / 17) - 2) base 8
[3785] ['2', '10', '17', '46'] -> ((2 + 46) / 10) + 17 base 8
[3786] ['2', '10', '20', '33'] -> (20 - (33 / 2)) * 10 base 8
[3787] ['2', '10', '20', '34'] -> ((10 + 20) * 2) - 34 base 8
[3788] ['2', '10', '20', '45'] -> ((45 / 2) - 20) * 10 base 8
[3789] ['2', '10', '20', '47'] -> (10 / 20) + (47 / 2) base 8
[3790] ['2', '10', '20', '51'] -> (51 / 2) - (10 / 20) base 8
[3791] ['2', '10', '21', '35'] -> (21 - (35 / 2)) * 10 base 8
[3792] ['1', '1', '3', '47'] -> (1 + 47) / (3 - 1) base 8
[3793] ['1', '2', '17', '27'] -> ((17 + 27) / 2) + 1 base 8
[3794] ['2', '10', '22', '33'] -> ((33 - 10) * 2) - 22 base 8
[3795] ['2', '10', '22', '37'] -> (22 - (37 / 2)) * 10 base 8
[3796] ['2', '10', '22', '41'] -> 41 - ((10 + 22) / 2) base 8
[3797] ['2', '10', '22', '46'] -> ((22 + 46) / 2) - 10 base 8
[3798] ['2', '10', '22', '51'] -> ((51 / 2) - 22) * 10 base 8
[3799] ['2', '10', '23', '36'] -> 36 / ((23 / 2) - 10) base 8
[3800] ['2', '10', '23', '42'] -> ((10 + 23) * 2) - 42 base 8
[3801] ['2', '10', '25', '40'] -> ((25 / 10) - 2) * 40 base 8
[3802] ['2', '10', '25', '46'] -> ((10 + 25) * 2) - 46 base 8
[3803] ['2', '10', '26', '35'] -> ((35 - 10) * 2) - 26 base 8
[3804] ['1', '2', '17', '34'] -> 34 - ((1 + 17) / 2) base 8
[3805] ['2', '10', '26', '42'] -> ((26 + 42) / 2) - 10 base 8
[3806] ['2', '10', '26', '43'] -> 43 - ((10 + 26) / 2) base 8
[3807] ['2', '10', '26', '61'] -> ((61 / 2) - 26) * 10 base 8
[3808] ['2', '10', '27', '36'] -> 27 - (36 / (10 + 2)) base 8
[3809] ['2', '10', '27', '52'] -> ((10 + 27) * 2) - 52 base 8
[3810] ['2', '10', '30', '40'] -> ((30 + 40) / 2) - 10 base 8
[3811] ['2', '10', '30', '45'] -> ((30 / 10) + 45) / 2 base 8
[3812] ['2', '10', '30', '54'] -> ((10 + 30) * 2) - 54 base 8
[3813] ['2', '10', '30', '56'] -> (56 / 2) - (30 / 10) base 8
[3814] ['2', '10', '31', '50'] -> 10 / (2 - (50 / 31)) base 8
[3815] ['1', '2', '17', '55'] -> (17 + 55) / (1 + 2) base 8
[3816] ['2', '10', '31', '55'] -> (31 - (55 / 2)) * 10 base 8
[3817] ['2', '10', '31', '56'] -> ((10 + 31) * 2) - 56 base 8
[3818] ['2', '10', '32', '45'] -> 45 - ((10 + 32) / 2) base 8
[3819] ['2', '10', '32', '56'] -> 32 - ((2 + 56) / 10) base 8
[3820] ['2', '10', '32', '57'] -> (32 - (57 / 2)) * 10 base 8
[3821] ['2', '10', '32', '60'] -> ((10 + 32) * 2) - 60 base 8
[3822] ['2', '10', '33', '61'] -> (33 - (61 / 2)) * 10 base 8
[3823] ['2', '10', '34', '57'] -> (57 / 2) - (34 / 10) base 8
[3824] ['2', '10', '35', '54'] -> (35 / 2) + (54 / 10) base 8
[3825] ['2', '10', '36', '41'] -> ((41 - 10) * 2) - 36 base 8
[3826] ['1', '2', '20', '21'] -> ((1 + 21) * 2) - 20 base 8
[3827] ['2', '10', '36', '47'] -> 47 - ((10 + 36) / 2) base 8
[3828] ['2', '10', '40', '43'] -> 43 / (2 - (10 / 40)) base 8
[3829] ['2', '10', '40', '55'] -> 55 / ((10 / 40) + 2) base 8
[3830] ['2', '10', '42', '43'] -> ((43 - 10) * 2) - 42 base 8
[3831] ['2', '10', '42', '51'] -> 51 - ((10 + 42) / 2) base 8
[3832] ['2', '10', '44', '44'] -> ((44 - 10) * 2) - 44 base 8
[3833] ['2', '10', '44', '61'] -> (61 / 2) - (44 / 10) base 8
[3834] ['2', '10', '45', '46'] -> ((45 - 10) * 2) - 46 base 8
[3835] ['2', '10', '47', '52'] -> ((47 - 10) * 2) - 52 base 8
[3836] ['2', '10', '52', '55'] -> 55 - ((10 + 52) / 2) base 8
[3837] ['1', '2', '20', '23'] -> ((23 - 1) * 2) - 20 base 8
[3838] ['2', '10', '56', '57'] -> 57 - ((10 + 56) / 2) base 8
[3839] ['2', '10', '60', '60'] -> 60 - ((10 + 60) / 2) base 8
[3840] ['2', '11', '11', '11'] -> ((11 / 11) + 11) * 2 base 8
[3841] ['2', '11', '11', '15'] -> ((11 + 15) / 2) + 11 base 8
[3842] ['2', '11', '11', '20'] -> ((11 + 11) * 2) - 20 base 8
[3843] ['2', '11', '11', '47'] -> ((11 / 11) + 47) / 2 base 8
[3844] ['2', '11', '11', '52'] -> (52 / 2) - (11 / 11) base 8
[3845] ['2', '11', '11', '53'] -> ((11 - 2) * 11) - 53 base 8
[3846] ['2', '11', '11', '61'] -> ((11 + 61) / 2) - 11 base 8
[3847] ['2', '11', '12', '43'] -> (11 * 12) - (2 * 43) base 8
[3848] ['1', '2', '20', '26'] -> ((20 + 26) / 2) + 1 base 8
[3849] ['2', '11', '13', '57'] -> ((13 + 57) / 2) - 11 base 8
[3850] ['2', '11', '14', '14'] -> ((14 / 14) + 11) * 2 base 8
[3851] ['2', '11', '14', '20'] -> (2 - (11 / 14)) * 20 base 8
[3852] ['2', '11', '14', '26'] -> ((11 + 14) * 2) - 26 base 8
[3853] ['2', '11', '14', '33'] -> (2 - (11 / 33)) * 14 base 8
[3854] ['2', '11', '14', '41'] -> ((41 / 11) - 2) * 14 base 8
[3855] ['2', '11', '14', '54'] -> (11 * 14) - (2 * 54) base 8
[3856] ['2', '11', '15', '15'] -> ((15 / 15) + 11) * 2 base 8
[3857] ['2', '11', '15', '30'] -> ((11 + 15) * 2) - 30 base 8
[3858] ['2', '11', '15', '33'] -> (15 - (33 / 11)) * 2 base 8
[3859] ['1', '2', '20', '54'] -> (20 + 54) / (1 + 2) base 8
[3860] ['2', '11', '15', '37'] -> 37 - ((11 + 15) / 2) base 8
[3861] ['2', '11', '16', '16'] -> ((16 / 16) + 11) * 2 base 8
[3862] ['2', '11', '16', '54'] -> ((16 + 54) / 2) - 11 base 8
[3863] ['2', '11', '17', '17'] -> ((17 / 17) + 11) * 2 base 8
[3864] ['2', '11', '17', '55'] -> (17 - (55 / 11)) * 2 base 8
[3865] ['2', '11', '20', '20'] -> ((20 / 20) + 11) * 2 base 8
[3866] ['2', '11', '20', '33'] -> ((33 - 11) * 2) - 20 base 8
[3867] ['2', '11', '20', '36'] -> ((11 + 20) * 2) - 36 base 8
[3868] ['2', '11', '20', '52'] -> ((20 + 52) / 2) - 11 base 8
[3869] ['2', '11', '20', '54'] -> (54 / (11 + 2)) + 20 base 8
[3870] ['1', '2', '21', '25'] -> ((21 + 25) / 2) + 1 base 8
[3871] ['2', '11', '21', '21'] -> ((21 / 21) + 11) * 2 base 8
[3872] ['2', '11', '21', '31'] -> ((2 + 31) / 11) + 21 base 8
[3873] ['2', '11', '21', '46'] -> ((11 * 46) - 2) / 21 base 8
[3874] ['2', '11', '21', '50'] -> (11 - (21 / 2)) * 50 base 8
[3875] ['2', '11', '21', '51'] -> ((21 + 51) / 2) - 11 base 8
[3876] ['2', '11', '22', '22'] -> ((22 / 22) + 11) * 2 base 8
[3877] ['2', '11', '22', '36'] -> 36 / (2 - (11 / 22)) base 8
[3878] ['2', '11', '22', '42'] -> ((11 + 22) * 2) - 42 base 8
[3879] ['2', '11', '22', '47'] -> (11 / 22) + (47 / 2) base 8
[3880] ['2', '11', '22', '51'] -> (51 / 2) - (11 / 22) base 8
[3881] ['1', '2', '21', '31'] -> ((21 + 31) / 2) - 1 base 8
[3882] ['2', '11', '23', '42'] -> 42 - ((11 + 23) / 2) base 8
[3883] ['2', '11', '23', '44'] -> ((11 + 23) * 2) - 44 base 8
[3884] ['2', '11', '23', '47'] -> ((23 + 47) / 2) - 11 base 8
[3885] ['2', '11', '23', '52'] -> ((11 * 52) + 2) / 23 base 8
[3886] ['2', '11', '25', '25'] -> ((25 / 25) + 11) * 2 base 8
[3887] ['2', '11', '25', '43'] -> 43 - ((11 + 25) / 2) base 8
[3888] ['2', '11', '25', '45'] -> ((25 + 45) / 2) - 11 base 8
[3889] ['2', '11', '26', '36'] -> ((36 - 11) * 2) - 26 base 8
[3890] ['2', '11', '26', '52'] -> ((11 + 26) * 2) - 52 base 8
[3891] ['2', '11', '26', '55'] -> ((26 / 11) - 2) * 55 base 8
[3892] ['1', '2', '21', '35'] -> 35 - ((1 + 21) / 2) base 8
[3893] ['2', '11', '27', '27'] -> ((27 / 27) + 11) * 2 base 8
[3894] ['2', '11', '27', '41'] -> 27 - (41 / (11 + 2)) base 8
[3895] ['2', '11', '27', '54'] -> ((11 + 27) * 2) - 54 base 8
[3896] ['2', '11', '30', '30'] -> ((30 / 30) + 11) * 2 base 8
[3897] ['2', '11', '30', '36'] -> ((30 / 11) - 2) * 36 base 8
[3898] ['2', '11', '30', '37'] -> ((37 - 11) * 2) - 30 base 8
[3899] ['2', '11', '30', '54'] -> 30 - (54 / (11 + 2)) base 8
[3900] ['2', '11', '31', '31'] -> ((31 / 31) + 11) * 2 base 8
[3901] ['2', '11', '31', '41'] -> ((31 + 41) / 2) - 11 base 8
[3902] ['2', '11', '31', '45'] -> 45 - ((11 + 31) / 2) base 8
[3903] ['1', '1', '3', '52'] -> (52 / (3 - 1)) - 1 base 8
[3904] ['1', '2', '21', '37'] -> ((1 + 2) * 21) - 37 base 8
[3905] ['2', '11', '31', '53'] -> 31 - ((2 + 53) / 11) base 8
[3906] ['2', '11', '31', '60'] -> ((11 + 31) * 2) - 60 base 8
[3907] ['2', '11', '32', '32'] -> ((32 / 32) + 11) * 2 base 8
[3908] ['2', '11', '33', '33'] -> ((33 / 33) + 11) * 2 base 8
[3909] ['2', '11', '33', '37'] -> ((33 + 37) / 2) - 11 base 8
[3910] ['2', '11', '33', '42'] -> (33 / 11) + (42 / 2) base 8
[3911] ['2', '11', '33', '45'] -> ((33 / 11) + 45) / 2 base 8
[3912] ['2', '11', '33', '46'] -> 46 - ((11 + 33) / 2) base 8
[3913] ['2', '11', '34', '34'] -> ((34 / 34) + 11) * 2 base 8
[3914] ['2', '11', '34', '41'] -> ((41 - 11) * 2) - 34 base 8
[3915] ['1', '2', '21', '53'] -> (21 + 53) / (1 + 2) base 8
[3916] ['2', '11', '35', '47'] -> 47 - ((11 + 35) / 2) base 8
[3917] ['2', '11', '36', '36'] -> ((36 / 36) + 11) * 2 base 8
[3918] ['2', '11', '36', '56'] -> 56 / ((11 / 36) + 2) base 8
[3919] ['2', '11', '40', '40'] -> ((40 / 40) + 11) * 2 base 8
[3920] ['2', '11', '40', '44'] -> (40 / 2) + (44 / 11) base 8
[3921] ['2', '11', '41', '41'] -> ((41 / 41) + 11) * 2 base 8
[3922] ['2', '11', '41', '51'] -> 51 - ((11 + 41) / 2) base 8
[3923] ['2', '11', '42', '42'] -> ((42 / 42) + 11) * 2 base 8
[3924] ['2', '11', '43', '43'] -> ((43 / 43) + 11) * 2 base 8
[3925] ['2', '11', '43', '52'] -> 52 - ((11 + 43) / 2) base 8
[3926] ['1', '2', '22', '30'] -> ((22 + 30) / 2) - 1 base 8
[3927] ['2', '11', '43', '55'] -> ((55 / 11) + 43) / 2 base 8
[3928] ['2', '11', '44', '54'] -> (54 - (44 / 11)) / 2 base 8
[3929] ['2', '11', '44', '60'] -> (60 / 2) - (44 / 11) base 8
[3930] ['2', '11', '45', '45'] -> ((45 / 45) + 11) * 2 base 8
[3931] ['2', '11', '47', '47'] -> ((47 / 47) + 11) * 2 base 8
[3932] ['2', '11', '47', '54'] -> 54 - ((11 + 47) / 2) base 8
[3933] ['2', '11', '50', '50'] -> ((50 / 50) + 11) * 2 base 8
[3934] ['2', '11', '51', '51'] -> ((51 / 51) + 11) * 2 base 8
[3935] ['2', '11', '51', '54'] -> ((51 - 11) * 2) - 54 base 8
[3936] ['2', '11', '51', '55'] -> 55 - ((11 + 51) / 2) base 8
[3937] ['1', '2', '22', '32'] -> 32 - (22 / (1 + 2)) base 8
[3938] ['2', '11', '52', '52'] -> ((52 / 52) + 11) * 2 base 8
[3939] ['2', '11', '52', '56'] -> ((52 - 11) * 2) - 56 base 8
[3940] ['2', '11', '53', '53'] -> ((53 / 53) + 11) * 2 base 8
[3941] ['2', '11', '53', '56'] -> 56 - ((11 + 53) / 2) base 8
[3942] ['2', '11', '53', '60'] -> ((53 - 11) * 2) - 60 base 8
[3943] ['2', '11', '54', '54'] -> ((54 / 54) + 11) * 2 base 8
[3944] ['2', '11', '56', '56'] -> ((56 / 56) + 11) * 2 base 8
[3945] ['2', '11', '57', '57'] -> ((57 / 57) + 11) * 2 base 8
[3946] ['2', '11', '60', '60'] -> ((60 / 60) + 11) * 2 base 8
[3947] ['2', '12', '12', '47'] -> ((12 / 12) + 47) / 2 base 8
[3948] ['1', '2', '22', '42'] -> ((1 + 2) * 22) - 42 base 8
[3949] ['2', '12', '12', '51'] -> (51 - (12 / 12)) / 2 base 8
[3950] ['2', '12', '13', '61'] -> ((13 + 61) / 2) - 12 base 8
[3951] ['2', '12', '14', '27'] -> 12 / (14 - (27 / 2)) base 8
[3952] ['2', '12', '14', '37'] -> 37 - ((12 + 14) / 2) base 8
[3953] ['2', '12', '15', '57'] -> ((15 + 57) / 2) - 12 base 8
[3954] ['2', '12', '16', '25'] -> 12 / (2 - (25 / 16)) base 8
[3955] ['2', '12', '17', '35'] -> 12 / (17 - (35 / 2)) base 8
[3956] ['2', '12', '17', '37'] -> 12 / ((37 / 2) - 17) base 8
[3957] ['2', '12', '17', '45'] -> (17 / 12) + (45 / 2) base 8
[3958] ['2', '12', '17', '60'] -> ((2 + 60) / 12) + 17 base 8
[3959] ['1', '2', '22', '52'] -> (22 + 52) / (1 + 2) base 8
[3960] ['2', '12', '21', '34'] -> ((2 + 34) / 12) + 21 base 8
[3961] ['2', '12', '21', '43'] -> 12 / ((43 / 2) - 21) base 8
[3962] ['2', '12', '21', '53'] -> ((21 + 53) / 2) - 12 base 8
[3963] ['2', '12', '22', '33'] -> 12 / (2 - (33 / 22)) base 8
[3964] ['2', '12', '22', '43'] -> 12 / (22 - (43 / 2)) base 8
[3965] ['2', '12', '22', '45'] -> 12 / ((45 / 2) - 22) base 8
[3966] ['2', '12', '22', '52'] -> ((22 + 52) / 2) - 12 base 8
[3967] ['2', '12', '23', '45'] -> 12 / (23 - (45 / 2)) base 8
[3968] ['2', '12', '23', '51'] -> ((23 + 51) / 2) - 12 base 8
[3969] ['2', '12', '25', '47'] -> ((25 + 47) / 2) - 12 base 8
[3970] ['1', '2', '23', '27'] -> ((23 + 27) / 2) - 1 base 8
[3971] ['2', '12', '25', '53'] -> 12 / ((53 / 2) - 25) base 8
[3972] ['2', '12', '26', '41'] -> 12 / (2 - (41 / 26)) base 8
[3973] ['2', '12', '26', '44'] -> 44 - ((12 + 26) / 2) base 8
[3974] ['2', '12', '26', '46'] -> ((26 + 46) / 2) - 12 base 8
[3975] ['2', '12', '26', '53'] -> 12 / (26 - (53 / 2)) base 8
[3976] ['2', '12', '26', '55'] -> 12 / ((55 / 2) - 26) base 8
[3977] ['2', '12', '27', '36'] -> 36 / ((27 / 2) - 12) base 8
[3978] ['2', '12', '27', '45'] -> ((27 + 45) / 2) - 12 base 8
[3979] ['2', '12', '27', '55'] -> 12 / (27 - (55 / 2)) base 8
[3980] ['2', '12', '27', '57'] -> 12 / ((57 / 2) - 27) base 8
[3981] ['1', '2', '25', '30'] -> ((1 + 25) * 2) - 30 base 8
[3982] ['2', '12', '30', '45'] -> 45 - ((12 + 30) / 2) base 8
[3983] ['2', '12', '30', '57'] -> 12 / (30 - (57 / 2)) base 8
[3984] ['2', '12', '31', '34'] -> ((34 / 12) - 2) * 31 base 8
[3985] ['2', '12', '31', '40'] -> 40 / (2 - (12 / 31)) base 8
[3986] ['2', '12', '31', '61'] -> 12 / (31 - (61 / 2)) base 8
[3987] ['2', '12', '32', '47'] -> 12 / (2 - (47 / 32)) base 8
[3988] ['2', '12', '33', '41'] -> ((33 + 41) / 2) - 12 base 8
[3989] ['2', '12', '34', '47'] -> 47 - ((12 + 34) / 2) base 8
[3990] ['2', '12', '34', '52'] -> 12 / (2 - (52 / 34)) base 8
[3991] ['2', '12', '35', '37'] -> ((35 + 37) / 2) - 12 base 8
[3992] ['1', '2', '25', '33'] -> 33 - (25 / (1 + 2)) base 8
[3993] ['2', '12', '36', '45'] -> ((36 / 12) + 45) / 2 base 8
[3994] ['2', '12', '36', '53'] -> (53 - (36 / 12)) / 2 base 8
[3995] ['2', '12', '36', '56'] -> (56 / 2) - (36 / 12) base 8
[3996] ['2', '12', '37', '55'] -> (37 / 2) + (55 / 12) base 8
[3997] ['2', '12', '40', '51'] -> 51 - ((12 + 40) / 2) base 8
[3998] ['2', '12', '40', '60'] -> 12 / (2 - (60 / 40)) base 8
[3999] ['2', '12', '41', '43'] -> (41 / 2) + (43 / 12) base 8
[4000] ['2', '12', '44', '53'] -> 53 - ((12 + 44) / 2) base 8
[4001] ['2', '12', '46', '54'] -> 54 - ((12 + 46) / 2) base 8
[4002] ['2', '12', '54', '57'] -> 57 - ((12 + 54) / 2) base 8
[4003] ['1', '2', '26', '32'] -> ((1 + 26) * 2) - 32 base 8
[4004] ['2', '12', '56', '60'] -> 60 - ((12 + 56) / 2) base 8
[4005] ['2', '13', '13', '13'] -> (13 - (13 / 13)) * 2 base 8
[4006] ['2', '13', '13', '30'] -> ((13 + 13) * 2) - 30 base 8
[4007] ['2', '13', '13', '46'] -> (13 / 13) + (46 / 2) base 8
[4008] ['2', '13', '13', '47'] -> ((13 / 13) + 47) / 2 base 8
[4009] ['2', '13', '13', '51'] -> (51 - (13 / 13)) / 2 base 8
[4010] ['2', '13', '14', '14'] -> (13 - (14 / 14)) * 2 base 8
[4011] ['2', '13', '14', '32'] -> ((13 + 14) * 2) - 32 base 8
[4012] ['2', '13', '15', '15'] -> (13 - (15 / 15)) * 2 base 8
[4013] ['2', '13', '15', '34'] -> ((13 + 15) * 2) - 34 base 8
[4014] ['1', '1', '1', '13'] -> (1 + 1) * (13 - 1) base 8
[4015] ['1', '1', '3', '53'] -> (53 - 3) / (1 + 1) base 8
[4016] ['1', '2', '26', '46'] -> (26 + 46) / (1 + 2) base 8
[4017] ['2', '13', '15', '40'] -> 40 - ((13 + 15) / 2) base 8
[4018] ['2', '13', '15', '41'] -> (15 - (41 / 13)) * 2 base 8
[4019] ['2', '13', '15', '61'] -> ((15 + 61) / 2) - 13 base 8
[4020] ['2', '13', '16', '60'] -> ((16 + 60) / 2) - 13 base 8
[4021] ['2', '13', '17', '17'] -> (13 - (17 / 17)) * 2 base 8
[4022] ['2', '13', '17', '57'] -> ((17 + 57) / 2) - 13 base 8
[4023] ['2', '13', '20', '20'] -> (13 - (20 / 20)) * 2 base 8
[4024] ['2', '13', '20', '35'] -> ((35 - 13) * 2) - 20 base 8
