[1] ['1', '1', '1', 'A'] -> (1 + 1 + 1) * A base 13
[2907] ['1', '2', '3', '33'] -> ((33 / 3) + 1) * 2 base 13
[2908] ['2', '3', '2A', '33'] -> (2 + 3) * (33 - 2A) base 13
[2909] ['2', '3', '2B', '2C'] -> ((2B - 3) * 2) - 2C base 13
[2910] ['2', '3', '2C', '35'] -> (2 + 3) * (35 - 2C) base 13
[2911] ['2', '3', '30', '33'] -> ((30 - 3) * 2) - 33 base 13
[2912] ['2', '3', '31', '37'] -> (2 + 3) * (37 - 31) base 13
[2913] ['2', '3', '36', '36'] -> ((36 / 3) + 36) / 2 base 13
[2914] ['2', '4', '4', '4'] -> ((4 + 4) * 4) - 2 base 13
[2915] ['2', '4', '4', 'A'] -> ((4 / 4) + 2) * A base 13
[2916] ['2', '4', '4', '18'] -> ((18 - 4) * 2) - 4 base 13
[2917] ['2', '4', '4', '37'] -> 37 - ((4 + 4) * 2) base 13
[2918] ['1', '2', '3', '39'] -> ((39 / 3) - 1) * 2 base 13
[2919] ['2', '4', '5', '10'] -> ((10 - 5) * 4) - 2 base 13
[2920] ['2', '4', '5', '2C'] -> ((2C * 4) - 2) / 5 base 13
[2921] ['2', '4', '5', '36'] -> 36 / (4 - (5 / 2)) base 13
[2922] ['2', '4', '5', '37'] -> ((37 + 4) / 2) + 5 base 13
[2923] ['2', '4', '5', '38'] -> ((38 + 5) / 2) + 4 base 13
[2924] ['2', '4', '6', '29'] -> 29 - ((4 + 6) / 2) base 13
[2925] ['2', '4', '6', '30'] -> (30 - (4 * 6)) * 2 base 13
[2926] ['2', '4', '7', '7'] -> ((2 / 7) + 4) * 7 base 13
[2927] ['2', '4', '7', '10'] -> ((4 * 7) - 10) * 2 base 13
[2928] ['2', '4', '7', '33'] -> ((33 + 4) / 2) + 7 base 13
[2929] ['1', '2', '4', '9'] -> ((9 - 1) * 4) - 2 base 13
[2930] ['2', '4', '8', '1C'] -> ((1C - 8) * 2) - 4 base 13
[2931] ['2', '4', '8', '38'] -> (38 - (4 * 8)) * 2 base 13
[2932] ['2', '4', '9', '14'] -> ((14 - 9) * 4) - 2 base 13
[2933] ['2', '4', '9', '18'] -> ((4 * 9) - 18) * 2 base 13
[2934] ['2', '4', '9', '20'] -> ((20 - 9) * 2) - 4 base 13
[2935] ['2', '4', '9', '2C'] -> ((2C + 4) / 2) + 9 base 13
[2936] ['2', '4', '9', '34'] -> ((34 + 9) / 2) + 4 base 13
[2937] ['2', '4', 'A', 'B'] -> (B - (2 * 4)) * A base 13
[2938] ['2', '4', 'A', '13'] -> ((13 + 4) * 2) - A base 13
[2939] ['2', '4', 'A', '2A'] -> ((2A + 4) / 2) + A base 13
[2940] ['1', '2', '4', '33'] -> 33 - ((1 + 2) * 4) base 13
[2941] ['2', '4', 'A', '2B'] -> 2B - ((4 + A) / 2) base 13
[2942] ['2', '4', 'B', '16'] -> ((16 - B) * 4) - 2 base 13
[2943] ['2', '4', 'B', '17'] -> ((B / 2) - 4) * 17 base 13
[2944] ['2', '4', 'B', '23'] -> ((4 * B) - 23) * 2 base 13
[2945] ['2', '4', 'B', '26'] -> (2 * B) + (26 / 4) base 13
[2946] ['2', '4', 'B', '28'] -> ((28 + 4) / 2) + B base 13
[2947] ['2', '4', 'B', '2A'] -> ((2 + 4) * B) - 2A base 13
[2948] ['2', '4', 'B', '31'] -> ((B / 4) - 2) * 31 base 13
[2949] ['2', '4', 'B', '32'] -> ((32 + B) / 2) + 4 base 13
[2950] ['2', '4', 'C', '19'] -> ((4 + C) / 2) + 19 base 13
[2951] ['1', '1', '4', '10'] -> ((1 + 1) * 10) + 4 base 13
[2952] ['1', '2', '5', '11'] -> ((11 / 2) - 1) * 5 base 13
[2953] ['2', '4', 'C', '27'] -> ((4 * C) - 27) * 2 base 13
[2954] ['2', '4', 'C', '2C'] -> 2C - ((4 + C) / 2) base 13
[2955] ['2', '4', 'C', '33'] -> ((2 + 4) * C) - 33 base 13
[2956] ['2', '4', '10', '10'] -> ((4 / 10) + 2) * 10 base 13
[2957] ['2', '4', '10', '13'] -> (10 * 2) + (13 / 4) base 13
[2958] ['2', '4', '10', '15'] -> (15 - 10) * (2 + 4) base 13
[2959] ['2', '4', '10', '18'] -> ((18 - 10) * 4) - 2 base 13
[2960] ['2', '4', '10', '30'] -> ((10 + 30) / 2) + 4 base 13
[2961] ['2', '4', '10', '35'] -> (10 * 4) - (35 / 2) base 13
[2962] ['2', '4', '11', '25'] -> ((25 - 11) * 2) - 4 base 13
[2963] ['1', '2', '5', '3A'] -> ((1 + 3A) / 2) + 5 base 13
[2964] ['2', '4', '11', '30'] -> 30 - ((11 + 4) / 2) base 13
[2965] ['2', '4', '11', '36'] -> 36 / ((11 / 4) - 2) base 13
[2966] ['2', '4', '12', '17'] -> (17 - 12) * (2 + 4) base 13
[2967] ['2', '4', '13', '27'] -> ((27 - 13) * 2) - 4 base 13
[2968] ['2', '4', '13', '3A'] -> ((13 * 4) - 3A) * 2 base 13
[2969] ['2', '4', '14', '14'] -> (2 - (4 / 14)) * 14 base 13
[2970] ['2', '4', '14', '1C'] -> ((1C - 14) * 4) - 2 base 13
[2971] ['2', '4', '14', '29'] -> ((14 + 29) / 2) + 4 base 13
[2972] ['2', '4', '14', '37'] -> ((14 + 2) * 4) - 37 base 13
[2973] ['2', '4', '15', '16'] -> ((15 + 4) / 2) + 16 base 13
[2974] ['1', '2', '6', '35'] -> 35 - ((1 + 6) * 2) base 13
[2975] ['2', '4', '15', '21'] -> (15 / (2 + 4)) + 21 base 13
[2976] ['2', '4', '15', '32'] -> 32 - ((15 + 4) / 2) base 13
[2977] ['2', '4', '16', '1B'] -> (1B - 16) * (2 + 4) base 13
[2978] ['2', '4', '16', '21'] -> ((21 - 16) * 4) - 2 base 13
[2979] ['2', '4', '16', '27'] -> ((16 + 27) / 2) + 4 base 13
[2980] ['2', '4', '16', '33'] -> ((2 + 33) / 4) + 16 base 13
[2981] ['2', '4', '16', '3A'] -> ((16 + 3A) / 2) - 4 base 13
[2982] ['2', '4', '17', '18'] -> ((18 + 4) * 2) - 17 base 13
[2983] ['2', '4', '17', '23'] -> ((23 - 4) * 2) - 17 base 13
[2984] ['2', '4', '18', '23'] -> ((23 - 18) * 4) - 2 base 13
[2985] ['1', '2', '6', '36'] -> (1 - (2 / 6)) * 36 base 13
[2986] ['2', '4', '18', '25'] -> ((18 + 25) / 2) + 4 base 13
[2987] ['2', '4', '18', '37'] -> ((18 - 2) * 4) - 37 base 13
[2988] ['2', '4', '18', '38'] -> ((18 + 38) / 2) - 4 base 13
[2989] ['2', '4', '18', '39'] -> (18 * 2) - (39 / 4) base 13
[2990] ['2', '4', '19', '19'] -> ((19 + 4) * 2) - 19 base 13
[2991] ['2', '4', '19', '21'] -> (2 + 4) * (21 - 19) base 13
[2992] ['2', '4', '19', '2A'] -> 2A - ((19 + 2) / 4) base 13
[2993] ['2', '4', '19', '34'] -> 34 - ((19 + 4) / 2) base 13
[2994] ['2', '4', '19', '39'] -> (39 / (2 + 4)) + 19 base 13
[2995] ['2', '4', '1A', '1B'] -> ((1A + 4) * 2) - 1B base 13
[2996] ['1', '2', '6', '38'] -> ((1 + 38) / 2) + 6 base 13
[2997] ['2', '4', '1A', '20'] -> ((2 + 20) / 4) + 1A base 13
[2998] ['2', '4', '1A', '22'] -> (2 + 4) * (22 - 1A) base 13
[2999] ['2', '4', '1A', '23'] -> ((1A + 23) / 2) + 4 base 13
[3000] ['2', '4', '1A', '31'] -> ((31 - 1A) * 2) - 4 base 13
[3001] ['2', '4', '1B', '22'] -> ((1B + 22) / 2) + 4 base 13
[3002] ['2', '4', '1B', '32'] -> ((32 - 1B) * 2) - 4 base 13
[3003] ['2', '4', '1C', '21'] -> ((1C + 21) / 2) + 4 base 13
[3004] ['2', '4', '1C', '27'] -> ((27 - 1C) * 4) - 2 base 13
[3005] ['2', '4', '1C', '33'] -> ((33 - 1C) * 2) - 4 base 13
[3006] ['2', '4', '1C', '34'] -> ((1C + 34) / 2) - 4 base 13
[3007] ['1', '2', '8', '34'] -> ((1 + 34) / 2) + 8 base 13
[3008] ['2', '4', '20', '25'] -> (2 + 4) * (25 - 20) base 13
[3009] ['2', '4', '20', '33'] -> ((20 + 33) / 2) - 4 base 13
[3010] ['2', '4', '21', '29'] -> ((29 - 21) * 4) - 2 base 13
[3011] ['2', '4', '21', '32'] -> ((21 + 32) / 2) - 4 base 13
[3012] ['2', '4', '21', '35'] -> ((35 - 21) * 2) - 4 base 13
[3013] ['2', '4', '22', '28'] -> ((22 + 4) * 2) - 28 base 13
[3014] ['2', '4', '22', '36'] -> ((36 - 22) * 2) - 4 base 13
[3015] ['2', '4', '23', '28'] -> (2 + 4) * (28 - 23) base 13
[3016] ['2', '4', '23', '2B'] -> ((2B - 23) * 4) - 2 base 13
[3017] ['2', '4', '23', '30'] -> ((23 + 30) / 2) - 4 base 13
[3018] ['1', '2', '8', '39'] -> 39 - ((1 + 8) * 2) base 13
[3019] ['2', '4', '23', '37'] -> ((37 - 23) * 2) - 4 base 13
[3020] ['2', '4', '25', '2B'] -> ((25 + 2B) / 2) - 4 base 13
[3021] ['2', '4', '25', '30'] -> ((30 - 25) * 4) - 2 base 13
[3022] ['2', '4', '25', '31'] -> ((25 + 4) * 2) - 31 base 13
[3023] ['2', '4', '25', '39'] -> ((39 - 25) * 2) - 4 base 13
[3024] ['2', '4', '26', '29'] -> ((29 - 4) * 2) - 26 base 13
[3025] ['2', '4', '26', '2B'] -> (2 + 4) * (2B - 26) base 13
[3026] ['2', '4', '26', '39'] -> 39 - ((26 + 4) / 2) base 13
[3027] ['2', '4', '27', '29'] -> ((27 + 29) / 2) - 4 base 13
[3028] ['2', '4', '27', '2C'] -> (2 + 4) * (2C - 27) base 13
[3029] ['1', '2', '9', '21'] -> (9 / (1 + 2)) + 21 base 13
[3030] ['2', '4', '27', '32'] -> ((32 - 27) * 4) - 2 base 13
[3031] ['2', '4', '28', '2A'] -> ((2A - 4) * 2) - 28 base 13
[3032] ['2', '4', '28', '37'] -> ((28 + 4) * 2) - 37 base 13
[3033] ['2', '4', '29', '34'] -> ((34 - 29) * 4) - 2 base 13
[3034] ['2', '4', '2A', '2A'] -> 2A - (2A / (2 + 4)) base 13
[3035] ['2', '4', '2B', '36'] -> ((36 - 2B) * 4) - 2 base 13
[3036] ['2', '4', '2C', '2C'] -> ((2C - 4) * 2) - 2C base 13
[3037] ['2', '4', '2C', '34'] -> (2 + 4) * (34 - 2C) base 13
[3038] ['2', '4', '2C', '39'] -> 2C - (39 / (2 + 4)) base 13
[3039] ['2', '4', '30', '31'] -> ((30 - 4) * 2) - 31 base 13
[3040] ['1', '2', '9', '27'] -> 27 - (9 / (1 + 2)) base 13
[3041] ['2', '4', '30', '38'] -> ((38 - 30) * 4) - 2 base 13
[3042] ['2', '4', '31', '36'] -> (2 + 4) * (36 - 31) base 13
[3043] ['2', '4', '32', '33'] -> 32 - ((2 + 33) / 4) base 13
[3044] ['2', '4', '32', '35'] -> ((32 - 4) * 2) - 35 base 13
[3045] ['2', '4', '32', '3A'] -> ((3A - 32) * 4) - 2 base 13
[3046] ['2', '4', '39', '39'] -> ((39 / 4) + 39) / 2 base 13
[3047] ['2', '5', '5', 'B'] -> ((5 * B) + 5) / 2 base 13
[3048] ['2', '5', '5', 'C'] -> (5 - (5 / 2)) * C base 13
[3049] ['2', '5', '6', '7'] -> ((5 + 7) * 2) + 6 base 13
[3050] ['2', '5', '6', '17'] -> ((17 / 2) - 5) * 6 base 13
[3051] ['1', '2', '9', '29'] -> 29 - ((1 + 9) / 2) base 13
[3052] ['2', '5', '6', '35'] -> ((35 + 6) / 2) + 5 base 13
[3053] ['2', '5', '7', '8'] -> ((2 * 7) - 8) * 5 base 13
[3054] ['2', '5', '7', '15'] -> 15 / (2 - (7 / 5)) base 13
[3055] ['2', '5', '7', '1B'] -> ((5 + 7) / 2) + 1B base 13
[3056] ['2', '5', '7', '1C'] -> ((5 * 7) + 1C) / 2 base 13
[3057] ['2', '5', '7', '22'] -> ((22 / 7) + 2) * 5 base 13
[3058] ['2', '5', '7', '32'] -> ((32 + 5) / 2) + 7 base 13
[3059] ['2', '5', '7', '34'] -> ((34 + 7) / 2) + 5 base 13
[3060] ['2', '5', '7', '36'] -> 36 / (5 - (7 / 2)) base 13
[3061] ['2', '5', '8', '11'] -> ((11 + 5) * 2) - 8 base 13
[3062] ['1', '1', '4', '14'] -> ((1 + 1) * 14) - 4 base 13
[3063] ['1', '2', 'B', '1B'] -> ((1 + B) / 2) + 1B base 13
[3064] ['2', '5', '8', '19'] -> (19 - (2 * 8)) * 5 base 13
[3065] ['2', '5', '8', '20'] -> ((2 + 5) * 8) - 20 base 13
[3066] ['2', '5', '8', '33'] -> ((33 + 8) / 2) + 5 base 13
[3067] ['2', '5', '9', '1A'] -> ((5 + 9) / 2) + 1A base 13
[3068] ['2', '5', '9', '1C'] -> ((2 + 9) * 5) - 1C base 13
[3069] ['2', '5', '9', '32'] -> ((32 + 9) / 2) + 5 base 13
[3070] ['2', '5', 'A', '26'] -> ((26 / 2) - A) * 5 base 13
[3071] ['2', '5', 'B', '17'] -> ((17 / 5) + B) * 2 base 13
[3072] ['2', '5', 'B', '29'] -> ((2 + B) * 5) - 29 base 13
[3073] ['2', '5', 'B', '30'] -> ((30 + B) / 2) + 5 base 13
[3074] ['1', '2', 'B', '2B'] -> ((1 + 2B) / 2) + B base 13
[3075] ['2', '5', 'C', '15'] -> ((2 * C) - 15) * 5 base 13
[3076] ['2', '5', 'C', '2C'] -> ((2C + C) / 2) + 5 base 13
[3077] ['2', '5', 'C', '31'] -> ((2 + C) * 5) - 31 base 13
[3078] ['2', '5', 'C', '39'] -> ((39 / C) + 2) * 5 base 13
[3079] ['2', '5', '10', '15'] -> 15 / ((10 / 5) - 2) base 13
[3080] ['2', '5', '10', '23'] -> ((23 + 5) / 2) + 10 base 13
[3081] ['2', '5', '10', '26'] -> (26 - (10 * 2)) * 5 base 13
[3082] ['2', '5', '10', '2C'] -> ((2C / 2) - 10) * 5 base 13
[3083] ['2', '5', '11', '13'] -> (11 - (13 / 2)) * 5 base 13
[3084] ['2', '5', '11', '17'] -> (11 * 5) - (17 * 2) base 13
[3085] ['1', '2', 'B', '38'] -> ((38 + B) / 2) + 1 base 13
[3086] ['2', '5', '11', '24'] -> ((11 - 2) * 5) - 24 base 13
[3087] ['2', '5', '11', '29'] -> ((5 / 29) + 2) * 11 base 13
[3088] ['2', '5', '11', '2A'] -> ((11 + 2A) / 2) + 5 base 13
[3089] ['2', '5', '13', '1A'] -> ((1A + 5) / 2) + 13 base 13
[3090] ['2', '5', '13', '28'] -> ((13 + 28) / 2) + 5 base 13
[3091] ['2', '5', '13', '35'] -> ((35 / 2) - 13) * 5 base 13
[3092] ['2', '5', '14', '16'] -> ((14 + 5) / 2) + 16 base 13
[3093] ['2', '5', '14', '19'] -> (14 - (19 / 2)) * 5 base 13
[3094] ['2', '5', '14', '22'] -> ((14 * 2) - 22) * 5 base 13
[3095] ['2', '5', '14', '32'] -> 32 - ((14 + 5) / 2) base 13
[3096] ['1', '2', 'C', '11'] -> ((1 + 2) * 11) - C base 13
[3097] ['2', '5', '14', '33'] -> 33 / ((14 / 5) - 2) base 13
[3098] ['2', '5', '14', '36'] -> ((14 - 2) * 5) - 36 base 13
[3099] ['2', '5', '14', '37'] -> ((37 / 2) - 14) * 5 base 13
[3100] ['2', '5', '15', '26'] -> ((15 + 26) / 2) + 5 base 13
[3101] ['2', '5', '15', '27'] -> 5 / (2 - (27 / 15)) base 13
[3102] ['2', '5', '15', '30'] -> 5 / ((30 / 15) - 2) base 13
[3103] ['2', '5', '15', '33'] -> (33 - (15 * 2)) * 5 base 13
[3104] ['2', '5', '16', '17'] -> (16 - (17 / 5)) * 2 base 13
[3105] ['2', '5', '16', '20'] -> (16 - (20 / 2)) * 5 base 13
[3106] ['2', '5', '16', '29'] -> ((16 * 5) - 29) / 2 base 13
[3107] ['1', '2', 'C', '37'] -> ((37 + C) / 2) + 1 base 13
[3108] ['2', '5', '16', '31'] -> (16 * 2) - (31 / 5) base 13
[3109] ['2', '5', '16', '35'] -> (35 - (16 * 2)) * 5 base 13
[3110] ['2', '5', '17', '28'] -> ((17 * 2) - 28) * 5 base 13
[3111] ['2', '5', '17', '37'] -> (37 - (17 * 2)) * 5 base 13
[3112] ['2', '5', '17', '39'] -> ((2 + 39) / 5) + 17 base 13
[3113] ['2', '5', '18', '2A'] -> ((18 * 2) - 2A) * 5 base 13
[3114] ['2', '5', '18', '36'] -> ((18 * 5) - 36) / 2 base 13
[3115] ['2', '5', '18', '3A'] -> ((18 + 3A) / 2) - 5 base 13
[3116] ['2', '5', '19', '22'] -> ((19 + 22) / 2) + 5 base 13
[3117] ['2', '5', '19', '25'] -> ((25 - 5) * 2) - 19 base 13
[3118] ['1', '2', '10', '20'] -> ((2 / 10) + 1) * 20 base 13
[3119] ['2', '5', '19', '29'] -> (19 - (29 / 5)) * 2 base 13
[3120] ['2', '5', '19', '31'] -> (19 * 5) - (2 * 31) base 13
[3121] ['2', '5', '19', '39'] -> ((19 + 39) / 2) - 5 base 13
[3122] ['2', '5', '1A', '28'] -> (1A - (28 / 2)) * 5 base 13
[3123] ['2', '5', '1A', '35'] -> 35 - ((1A + 5) / 2) base 13
[3124] ['2', '5', '1A', '38'] -> ((1A + 38) / 2) - 5 base 13
[3125] ['2', '5', '1A', '3A'] -> (3A / (2 + 5)) + 1A base 13
[3126] ['2', '5', '1B', '20'] -> ((1B + 20) / 2) + 5 base 13
[3127] ['2', '5', '1B', '37'] -> ((1B + 37) / 2) - 5 base 13
[3128] ['2', '5', '1C', '2C'] -> (1C - (2C / 2)) * 5 base 13
[3129] ['1', '2', '10', '27'] -> ((1 + 27) / 2) + 10 base 13
[3130] ['2', '5', '1C', '35'] -> ((1C * 2) - 35) * 5 base 13
[3131] ['2', '5', '20', '22'] -> (22 / (2 + 5)) + 20 base 13
[3132] ['2', '5', '20', '26'] -> ((20 + 5) * 2) - 26 base 13
[3133] ['2', '5', '20', '27'] -> ((27 - 5) * 2) - 20 base 13
[3134] ['2', '5', '20', '35'] -> ((20 + 35) / 2) - 5 base 13
[3135] ['2', '5', '21', '28'] -> ((21 + 5) * 2) - 28 base 13
[3136] ['2', '5', '21', '33'] -> (21 - (33 / 2)) * 5 base 13
[3137] ['2', '5', '21', '34'] -> ((21 + 34) / 2) - 5 base 13
[3138] ['2', '5', '21', '37'] -> 37 - ((21 + 5) / 2) base 13
[3139] ['2', '5', '22', '33'] -> ((22 + 33) / 2) - 5 base 13
[3140] ['1', '2', '10', '2B'] -> 2B - ((1 + 10) / 2) base 13
[3141] ['2', '5', '22', '35'] -> (22 - (35 / 2)) * 5 base 13
[3142] ['2', '5', '23', '2C'] -> ((23 + 5) * 2) - 2C base 13
[3143] ['2', '5', '23', '38'] -> 38 - ((23 + 5) / 2) base 13
[3144] ['2', '5', '25', '33'] -> ((25 + 5) * 2) - 33 base 13
[3145] ['2', '5', '25', '39'] -> 39 - ((25 + 5) / 2) base 13
[3146] ['2', '5', '26', '2C'] -> ((26 + 2C) / 2) - 5 base 13
[3147] ['2', '5', '27', '37'] -> ((27 + 5) * 2) - 37 base 13
[3148] ['2', '5', '27', '3A'] -> 3A - ((27 + 5) / 2) base 13
[3149] ['2', '5', '28', '2A'] -> ((28 + 2A) / 2) - 5 base 13
[3150] ['2', '5', '28', '39'] -> ((28 + 5) * 2) - 39 base 13
[3151] ['1', '2', '10', '3A'] -> ((10 + 3A) / 2) - 1 base 13
[3152] ['2', '5', '29', '37'] -> (29 / 5) + (37 / 2) base 13
[3153] ['2', '5', '2A', '2C'] -> ((2C - 5) * 2) - 2A base 13
[3154] ['2', '5', '2C', '2C'] -> 2C - ((2 + 2C) / 5) base 13
[3155] ['2', '5', '2C', '30'] -> ((30 - 5) * 2) - 2C base 13
[3156] ['2', '5', '32', '33'] -> ((32 - 5) * 2) - 33 base 13
[3157] ['2', '5', '33', '39'] -> (33 + 39) / (5 - 2) base 13
[3158] ['2', '5', '35', '37'] -> (35 + 37) / (5 - 2) base 13
[3159] ['2', '6', '6', 'B'] -> ((6 * B) - 6) / 2 base 13
[3160] ['2', '6', '6', '11'] -> ((6 / 6) + 11) * 2 base 13
[3161] ['2', '6', '6', '14'] -> (14 - (2 * 6)) * 6 base 13
[3162] ['1', '2', '11', '18'] -> ((1 + 18) * 2) - 11 base 13
[3163] ['2', '6', '6', '19'] -> ((19 / 2) - 6) * 6 base 13
[3164] ['2', '6', '7', '15'] -> ((6 * 7) + 15) / 2 base 13
[3165] ['2', '6', '7', '18'] -> ((18 / 7) + 2) * 6 base 13
[3166] ['2', '6', '7', '39'] -> ((39 / 6) + 7) * 2 base 13
[3167] ['2', '6', '8', 'C'] -> ((6 * 8) + C) / 2 base 13
[3168] ['2', '6', '8', '1A'] -> ((6 + 8) / 2) + 1A base 13
[3169] ['2', '6', '8', '27'] -> ((6 * 8) - 27) * 2 base 13
[3170] ['2', '6', '8', '2A'] -> (6 * 8) - (2A / 2) base 13
[3171] ['2', '6', '8', '2B'] -> 2B - ((6 + 8) / 2) base 13
[3172] ['2', '6', '8', '30'] -> (2 * 30) - (6 * 8) base 13
[3173] ['1', '1', '4', '16'] -> (1 + 1) * (16 - 4) base 13
[3174] ['1', '2', '11', '25'] -> ((1 + 25) / 2) + 11 base 13
[3175] ['2', '6', '9', '12'] -> 12 / (2 - (9 / 6)) base 13
[3176] ['2', '6', '9', '1A'] -> (1A - (2 * 9)) * 6 base 13
[3177] ['2', '6', '9', '22'] -> ((22 / 2) - 9) * 6 base 13
[3178] ['2', '6', '9', '26'] -> ((26 / 6) - 2) * 9 base 13
[3179] ['2', '6', 'A', '20'] -> ((20 - 6) * 2) - A base 13
[3180] ['2', '6', 'A', '28'] -> ((28 + 6) / 2) + A base 13
[3181] ['2', '6', 'B', '14'] -> ((2 * B) - 14) * 6 base 13
[3182] ['2', '6', '10', '12'] -> 12 / ((10 / 2) - 6) base 13
[3183] ['2', '6', '10', '15'] -> ((10 * 6) - 15) / 2 base 13
[3184] ['2', '6', '10', '22'] -> ((22 + 6) / 2) + 10 base 13
[3185] ['1', '2', '11', '29'] -> (1 - (2 / 11)) * 29 base 13
[3186] ['2', '6', '11', '13'] -> ((13 + 6) * 2) - 11 base 13
[3187] ['2', '6', '11', '15'] -> (11 - (15 / 2)) * 6 base 13
[3188] ['2', '6', '11', '21'] -> (11 * 6) - (2 * 21) base 13
[3189] ['2', '6', '11', '27'] -> (27 - (11 * 2)) * 6 base 13
[3190] ['2', '6', '12', '31'] -> ((31 / 2) - 12) * 6 base 13
[3191] ['2', '6', '13', '23'] -> ((23 - 6) * 2) - 13 base 13
[3192] ['2', '6', '13', '2A'] -> ((13 * 6) - 2A) / 2 base 13
[3193] ['2', '6', '13', '32'] -> 32 - ((13 + 6) / 2) base 13
[3194] ['2', '6', '13', '36'] -> ((13 / 6) - 2) * 36 base 13
[3195] ['2', '6', '14', '25'] -> ((14 + 25) / 2) + 6 base 13
[3196] ['1', '2', '12', '20'] -> 20 / (1 - (2 / 12)) base 13
[3197] ['2', '6', '14', '33'] -> ((14 * 6) - 33) / 2 base 13
[3198] ['2', '6', '15', '19'] -> ((19 / 6) - 2) * 15 base 13
[3199] ['2', '6', '15', '20'] -> (15 - (20 / 2)) * 6 base 13
[3200] ['2', '6', '15', '32'] -> (32 - (15 * 2)) * 6 base 13
[3201] ['2', '6', '15', '37'] -> ((37 / 2) - 15) * 6 base 13
[3202] ['2', '6', '16', '17'] -> ((16 + 6) * 2) - 17 base 13
[3203] ['2', '6', '16', '1B'] -> (16 - (1B / 6)) * 2 base 13
[3204] ['2', '6', '16', '33'] -> (16 * 6) - (2 * 33) base 13
[3205] ['2', '6', '16', '34'] -> (34 - (16 * 2)) * 6 base 13
[3206] ['2', '6', '17', '18'] -> ((18 / 6) - 2) * 17 base 13
[3207] ['1', '2', '12', '28'] -> 28 / ((2 / 12) + 1) base 13
[3208] ['2', '6', '17', '25'] -> ((25 - 6) * 2) - 17 base 13
[3209] ['2', '6', '17', '2A'] -> 6 / (2 - (2A / 17)) base 13
[3210] ['2', '6', '17', '34'] -> 34 - ((17 + 6) / 2) base 13
[3211] ['2', '6', '17', '35'] -> 6 / ((35 / 17) - 2) base 13
[3212] ['2', '6', '18', '26'] -> (18 - (26 / 2)) * 6 base 13
[3213] ['2', '6', '19', '30'] -> ((19 * 2) - 30) * 6 base 13
[3214] ['2', '6', '19', '33'] -> (19 - (33 / 6)) * 2 base 13
[3215] ['2', '6', '19', '37'] -> ((2 + 37) / 6) + 19 base 13
[3216] ['2', '6', '1A', '1C'] -> ((1A + 1C) / 2) + 6 base 13
[3217] ['2', '6', '1A', '2A'] -> (1A - (2A / 2)) * 6 base 13
[3218] ['1', '2', '12', '29'] -> 29 - (12 / (1 + 2)) base 13
[3219] ['2', '6', '1A', '31'] -> ((2 + 31) / 6) + 1A base 13
[3220] ['2', '6', '1A', '39'] -> (1A - (39 / 6)) * 2 base 13
[3221] ['2', '6', '1B', '34'] -> ((1B * 2) - 34) * 6 base 13
[3222] ['2', '6', '20', '26'] -> (26 / (2 + 6)) + 20 base 13
[3223] ['2', '6', '20', '33'] -> (20 - (33 / 2)) * 6 base 13
[3224] ['2', '6', '21', '35'] -> (21 - (35 / 2)) * 6 base 13
[3225] ['2', '6', '22', '35'] -> ((22 + 35) / 2) - 6 base 13
[3226] ['2', '6', '22', '38'] -> 38 - ((22 + 6) / 2) base 13
[3227] ['2', '6', '23', '31'] -> ((23 + 6) * 2) - 31 base 13
[3228] ['2', '6', '23', '34'] -> ((23 + 34) / 2) - 6 base 13
[3229] ['1', '2', '12', '2C'] -> 2C - ((1 + 12) / 2) base 13
[3230] ['2', '6', '23', '39'] -> (23 - (39 / 2)) * 6 base 13
[3231] ['2', '6', '25', '35'] -> ((25 + 6) * 2) - 35 base 13
[3232] ['2', '6', '26', '2B'] -> ((2B - 6) * 2) - 26 base 13
[3233] ['2', '6', '26', '37'] -> ((26 + 6) * 2) - 37 base 13
[3234] ['2', '6', '26', '3A'] -> 3A - ((26 + 6) / 2) base 13
[3235] ['2', '6', '27', '30'] -> ((27 + 30) / 2) - 6 base 13
[3236] ['2', '6', '27', '39'] -> ((27 + 6) * 2) - 39 base 13
[3237] ['2', '6', '27', '3A'] -> (27 / 6) + (3A / 2) base 13
[3238] ['2', '6', '29', '2B'] -> ((29 + 2B) / 2) - 6 base 13
[3239] ['2', '6', '29', '31'] -> 29 - (31 / (2 + 6)) base 13
[3240] ['1', '2', '13', '15'] -> ((1 + 2) * 13) - 15 base 13
[3241] ['2', '6', '30', '38'] -> (30 / 6) + (38 / 2) base 13
[3242] ['2', '6', '31', '32'] -> ((32 - 6) * 2) - 31 base 13
[3243] ['2', '6', '33', '33'] -> ((33 - 6) * 2) - 33 base 13
[3244] ['2', '6', '33', '37'] -> (33 / 6) + (37 / 2) base 13
[3245] ['2', '6', '34', '35'] -> ((34 - 6) * 2) - 35 base 13
[3246] ['2', '6', '35', '39'] -> (35 / 2) + (39 / 6) base 13
[3247] ['2', '7', '7', 'A'] -> ((7 / 7) + 2) * A base 13
[3248] ['2', '7', '7', '28'] -> ((7 * 7) - 28) * 2 base 13
[3249] ['2', '7', '7', '2C'] -> (7 * 7) - (2C / 2) base 13
[3250] ['2', '7', '7', '30'] -> ((30 + 7) / 2) + 7 base 13
[3251] ['1', '2', '13', '1B'] -> ((1B - 1) * 2) - 13 base 13
[3252] ['2', '7', '7', '35'] -> ((35 / 7) - 2) * 7 base 13
[3253] ['2', '7', '8', 'B'] -> ((B - 7) * 8) - 2 base 13
