[1] ['1', '1', '1', 'A'] -> (1 + 1 + 1) * A base 13
[9591] ['9', 'A', 'A', 'C'] -> (A * C) - (9 * A) base 13
[9592] ['9', 'A', 'A', '20'] -> ((20 * A) + A) / 9 base 13
[9593] ['9', 'A', 'A', '22'] -> ((22 * A) - A) / 9 base 13
[9594] ['9', 'A', 'B', '22'] -> ((9 + B) / A) + 22 base 13
[9595] ['1', 'A', '31', '31'] -> (1 - (A / 31)) * 31 base 13
[9596] ['9', 'A', 'B', '26'] -> 26 - ((9 + B) / A) base 13
[9597] ['9', 'A', 'C', '26'] -> ((26 * 9) + C) / A base 13
[9598] ['9', 'A', '10', '10'] -> ((10 - A) * 10) - 9 base 13
[9599] ['9', 'A', '10', '17'] -> ((10 * 17) + A) / 9 base 13
[9600] ['9', 'A', '12', '17'] -> (17 * 9) - (12 * A) base 13
[9601] ['9', 'A', '12', '24'] -> ((12 - 9) * A) - 24 base 13
[9602] ['9', 'A', '12', '29'] -> ((29 * 9) - 12) / A base 13
[9603] ['9', 'A', '13', '1B'] -> ((13 - A) * 9) - 1B base 13
[9604] ['9', 'A', '13', '31'] -> ((13 - 9) * A) - 31 base 13
[9605] ['9', 'A', '17', '18'] -> (18 * A) - (17 * 9) base 13
[9606] ['1', 'B', 'B', '12'] -> ((B / B) + 1) * 12 base 13
[9607] ['9', 'A', '17', '1C'] -> ((1C * A) + 17) / 9 base 13
[9608] ['9', 'A', '18', '25'] -> ((25 * 9) + 18) / A base 13
[9609] ['9', 'A', '1A', '31'] -> ((1A * A) + 31) / 9 base 13
[9610] ['9', 'A', '1B', '35'] -> ((35 + A) / 9) + 1B base 13
[9611] ['9', 'A', '1C', '32'] -> ((32 + 9) / A) + 1C base 13
[9612] ['9', 'A', '20', '20'] -> ((20 + A) / 9) + 20 base 13
[9613] ['9', 'A', '20', '25'] -> ((25 + 9) / A) + 20 base 13
[9614] ['9', 'A', '22', '2C'] -> (2C / (9 + A)) + 22 base 13
[9615] ['9', 'A', '22', '39'] -> ((22 * 9) + 39) / A base 13
[9616] ['9', 'A', '23', '30'] -> ((23 * 9) + 30) / A base 13
[9617] ['1', '1', '14', '26'] -> (1 + 1) * (26 - 14) base 13
[9618] ['1', 'B', 'B', '16'] -> ((16 / B) + 1) * B base 13
[9619] ['9', 'A', '25', '31'] -> ((25 * A) - 31) / 9 base 13
[9620] ['9', 'A', '27', '31'] -> (31 * 9) - (27 * A) base 13
[9621] ['9', 'A', '29', '29'] -> 29 - ((29 + A) / 9) base 13
[9622] ['9', 'A', '2C', '33'] -> ((2C * 9) - 33) / A base 13
[9623] ['9', 'A', '30', '31'] -> (30 * A) - (31 * 9) base 13
[9624] ['9', 'B', 'B', '3A'] -> (3A + B) / (B - 9) base 13
[9625] ['9', 'B', 'C', '39'] -> (39 + C) / (B - 9) base 13
[9626] ['9', 'B', '10', '26'] -> 26 - ((10 + 9) / B) base 13
[9627] ['9', 'B', '10', '38'] -> (10 + 38) / (B - 9) base 13
[9628] ['9', 'B', '11', '19'] -> ((B - 9) * 19) - 11 base 13
[9629] ['1', 'B', 'B', '32'] -> ((32 / B) - 1) * B base 13
[9630] ['9', 'B', '11', '1C'] -> ((11 - 9) * B) - 1C base 13
[9631] ['9', 'B', '11', '30'] -> ((30 * B) - 9) / 11 base 13
[9632] ['9', 'B', '12', '12'] -> (12 * B) - (12 * 9) base 13
[9633] ['9', 'B', '12', '36'] -> (12 + 36) / (B - 9) base 13
[9634] ['9', 'B', '13', '1A'] -> ((B - 9) * 1A) - 13 base 13
[9635] ['9', 'B', '13', '27'] -> 27 - ((13 + B) / 9) base 13
[9636] ['9', 'B', '13', '38'] -> ((13 - 9) * B) - 38 base 13
[9637] ['9', 'B', '14', '1A'] -> ((1A * B) + 14) / 9 base 13
[9638] ['9', 'B', '14', '1B'] -> ((14 - B) * 9) - 1B base 13
[9639] ['9', 'B', '14', '34'] -> (14 + 34) / (B - 9) base 13
[9640] ['1', 'B', '10', '11'] -> (1 + 11) * (10 - B) base 13
[9641] ['9', 'B', '15', '33'] -> (15 + 33) / (B - 9) base 13
[9642] ['9', 'B', '16', '32'] -> (16 + 32) / (B - 9) base 13
[9643] ['9', 'B', '16', '33'] -> ((16 - B) * 9) - 33 base 13
[9644] ['9', 'B', '17', '1C'] -> ((B - 9) * 1C) - 17 base 13
[9645] ['9', 'B', '19', '20'] -> ((B - 9) * 20) - 19 base 13
[9646] ['9', 'B', '19', '2C'] -> (19 + 2C) / (B - 9) base 13
[9647] ['9', 'B', '1A', '2B'] -> (1A + 2B) / (B - 9) base 13
[9648] ['9', 'B', '1B', '34'] -> ((34 + B) / 9) + 1B base 13
[9649] ['9', 'B', '1C', '20'] -> ((1C + B) / 9) + 20 base 13
[9650] ['9', 'B', '1C', '37'] -> ((37 + 9) / B) + 1C base 13
[9651] ['1', 'B', '12', '32'] -> ((32 * B) - 1) / 12 base 13
[9652] ['9', 'B', '20', '22'] -> ((B - 9) * 22) - 20 base 13
[9653] ['9', 'B', '20', '28'] -> (20 + 28) / (B - 9) base 13
[9654] ['9', 'B', '20', '29'] -> ((29 + 9) / B) + 20 base 13
[9655] ['9', 'B', '21', '21'] -> ((21 * B) - 21) / 9 base 13
[9656] ['9', 'B', '22', '26'] -> (22 + 26) / (B - 9) base 13
[9657] ['9', 'B', '22', '31'] -> (31 / (9 + B)) + 22 base 13
[9658] ['9', 'B', '23', '25'] -> (23 + 25) / (B - 9) base 13
[9659] ['9', 'B', '23', '3A'] -> ((23 * B) - 3A) / 9 base 13
[9660] ['9', 'B', '26', '28'] -> ((B - 9) * 26) - 28 base 13
[9661] ['9', 'B', '26', '31'] -> 26 - (31 / (9 + B)) base 13
[9662] ['1', 'B', '15', '3A'] -> ((3A * B) + 1) / 15 base 13
[9663] ['9', 'B', '27', '2B'] -> (27 * B) - (2B * 9) base 13
[9664] ['9', 'B', '28', '2C'] -> ((B - 9) * 28) - 2C base 13
[9665] ['9', 'B', '29', '31'] -> ((B - 9) * 29) - 31 base 13
[9666] ['9', 'B', '29', '37'] -> 29 - ((37 + 9) / B) base 13
[9667] ['9', 'B', '2A', '33'] -> ((B - 9) * 2A) - 33 base 13
[9668] ['9', 'B', '2A', '34'] -> 2A - ((34 + B) / 9) base 13
[9669] ['9', 'B', '2B', '35'] -> ((B - 9) * 2B) - 35 base 13
[9670] ['9', 'B', '2C', '37'] -> ((B - 9) * 2C) - 37 base 13
[9671] ['9', 'B', '30', '32'] -> ((32 * 9) - 30) / B base 13
[9672] ['9', 'B', '30', '39'] -> ((B - 9) * 30) - 39 base 13
[9673] ['1', 'B', '16', '16'] -> ((B / 16) + 1) * 16 base 13
[9674] ['9', 'C', '10', '15'] -> ((10 - 9) * C) - 15 base 13
[9675] ['9', 'C', '10', '33'] -> ((33 * 9) + C) / 10 base 13
[9676] ['9', 'C', '11', '19'] -> (19 * 9) - (11 * C) base 13
[9677] ['9', 'C', '11', '24'] -> ((11 - 9) * C) - 24 base 13
[9678] ['9', 'C', '14', '18'] -> ((C - 9) * 14) - 18 base 13
[9679] ['9', 'C', '15', '2C'] -> ((2C * 9) + 15) / C base 13
[9680] ['9', 'C', '15', '33'] -> ((33 * 9) - 15) / C base 13
[9681] ['9', 'C', '16', '19'] -> (16 * C) - (19 * 9) base 13
[9682] ['9', 'C', '16', '21'] -> ((C - 9) * 16) - 21 base 13
[9683] ['9', 'C', '16', '33'] -> ((16 * C) + 33) / 9 base 13
[9684] ['1', 'B', '17', '27'] -> 17 / (1 - (B / 27)) base 13
[9685] ['9', 'C', '17', '33'] -> ((17 - C) * 9) - 33 base 13
[9686] ['9', 'C', '18', '27'] -> ((C - 9) * 18) - 27 base 13
[9687] ['9', 'C', '19', '20'] -> (19 * C) - (20 * 9) base 13
[9688] ['9', 'C', '1A', '28'] -> (28 * 9) - (1A * C) base 13
[9689] ['9', 'C', '1A', '30'] -> ((C - 9) * 1A) - 30 base 13
[9690] ['9', 'C', '1C', '27'] -> ((27 + C) / 9) + 1C base 13
[9691] ['9', 'C', '1C', '36'] -> ((C - 9) * 1C) - 36 base 13
[9692] ['9', 'C', '20', '2C'] -> (2C * 9) - (20 * C) base 13
[9693] ['9', 'C', '20', '30'] -> ((30 + 9) / C) + 20 base 13
[9694] ['9', 'C', '21', '21'] -> ((21 + 9) / C) + 21 base 13
[9695] ['1', 'B', '18', '22'] -> ((1 + 18) / B) + 22 base 13
[9696] ['9', 'C', '21', '27'] -> 27 - ((21 + 9) / C) base 13
[9697] ['9', 'C', '21', '34'] -> ((34 * 9) - 21) / C base 13
[9698] ['9', 'C', '22', '28'] -> (22 * C) - (28 * 9) base 13
[9699] ['9', 'C', '22', '33'] -> (33 / (9 + C)) + 22 base 13
[9700] ['9', 'C', '23', '33'] -> (33 * 9) - (23 * C) base 13
[9701] ['9', 'C', '25', '2C'] -> (25 * C) - (2C * 9) base 13
[9702] ['9', 'C', '28', '30'] -> 28 - ((30 + 9) / C) base 13
[9703] ['9', 'C', '28', '33'] -> (28 * C) - (33 * 9) base 13
[9704] ['9', 'C', '2A', '35'] -> ((35 * 9) - 2A) / C base 13
[9705] ['9', 'C', '32', '3A'] -> (32 + 3A) / (C - 9) base 13
[9706] ['1', 'B', '18', '26'] -> 26 - ((1 + 18) / B) base 13
[9707] ['9', 'C', '33', '39'] -> (33 + 39) / (C - 9) base 13
[9708] ['9', 'C', '34', '38'] -> (34 + 38) / (C - 9) base 13
[9709] ['9', '10', '10', '13'] -> ((13 - 10) * 10) - 9 base 13
[9710] ['9', '10', '11', '14'] -> ((14 - 11) * 10) - 9 base 13
[9711] ['9', '10', '11', '20'] -> ((10 - 9) * 11) - 20 base 13
[9712] ['9', '10', '11', '29'] -> ((11 - 9) * 10) - 29 base 13
[9713] ['9', '10', '12', '1C'] -> (1C * 9) - (10 * 12) base 13
[9714] ['9', '10', '12', '24'] -> ((10 - 9) * 12) - 24 base 13
[9715] ['9', '10', '13', '19'] -> ((10 * 19) - 13) / 9 base 13
[9716] ['9', '10', '14', '17'] -> ((17 - 14) * 10) - 9 base 13
[9717] ['1', 'B', '18', '27'] -> ((18 / B) - 1) * 27 base 13
[9718] ['9', '10', '14', '22'] -> ((14 + 9) / 10) + 22 base 13
[9719] ['9', '10', '14', '26'] -> 26 - ((14 + 9) / 10) base 13
[9720] ['9', '10', '14', '2C'] -> ((10 - 9) * 14) - 2C base 13
[9721] ['9', '10', '14', '3A'] -> ((10 * 14) + 3A) / 9 base 13
[9722] ['9', '10', '15', '18'] -> ((18 - 15) * 10) - 9 base 13
[9723] ['9', '10', '15', '2A'] -> ((10 * 15) + 2A) / 9 base 13
[9724] ['9', '10', '15', '33'] -> ((10 - 9) * 15) - 33 base 13
[9725] ['9', '10', '16', '18'] -> ((16 * 18) - 9) / 10 base 13
[9726] ['9', '10', '16', '19'] -> ((19 - 16) * 10) - 9 base 13
[9727] ['9', '10', '16', '1A'] -> ((10 * 16) + 1A) / 9 base 13
[9728] ['1', '1', '14', '34'] -> (14 + 34) / (1 + 1) base 13
[9729] ['1', 'B', '19', '20'] -> ((20 / B) - 1) * 19 base 13
[9730] ['9', '10', '16', '1B'] -> ((16 - 10) * 9) - 1B base 13
[9731] ['9', '10', '16', '37'] -> ((10 - 9) * 16) - 37 base 13
[9732] ['9', '10', '17', '1A'] -> ((1A - 17) * 10) - 9 base 13
[9733] ['9', '10', '18', '1B'] -> ((1B - 18) * 10) - 9 base 13
[9734] ['9', '10', '18', '21'] -> (10 * 18) - (21 * 9) base 13
[9735] ['9', '10', '18', '32'] -> ((32 * 9) + 18) / 10 base 13
[9736] ['9', '10', '18', '33'] -> ((18 - 10) * 9) - 33 base 13
[9737] ['9', '10', '19', '1C'] -> ((1C - 19) * 10) - 9 base 13
[9738] ['9', '10', '1A', '28'] -> 28 - ((10 + 1A) / 9) base 13
[9739] ['9', '10', '1B', '21'] -> ((21 - 1B) * 10) - 9 base 13
[9740] ['1', 'B', '19', '2C'] -> ((2C / 19) + 1) * B base 13
[9741] ['9', '10', '1B', '2C'] -> (2C * 9) - (10 * 1B) base 13
[9742] ['9', '10', '1B', '32'] -> ((10 + 32) / 9) + 1B base 13
[9743] ['9', '10', '1B', '33'] -> ((10 * 1B) - 33) / 9 base 13
[9744] ['9', '10', '1B', '37'] -> ((37 * 9) - 1B) / 10 base 13
[9745] ['9', '10', '1C', '22'] -> ((22 - 1C) * 10) - 9 base 13
[9746] ['9', '10', '1C', '26'] -> ((10 + 26) / 9) + 1C base 13
[9747] ['9', '10', '20', '23'] -> ((23 - 20) * 10) - 9 base 13
[9748] ['9', '10', '20', '34'] -> ((34 + 9) / 10) + 20 base 13
[9749] ['9', '10', '22', '35'] -> (35 / (10 + 9)) + 22 base 13
[9750] ['9', '10', '23', '26'] -> ((26 - 23) * 10) - 9 base 13
[9751] ['1', 'B', '19', '36'] -> 36 / ((B / 19) + 1) base 13
[9752] ['9', '10', '25', '28'] -> ((28 - 25) * 10) - 9 base 13
[9753] ['9', '10', '26', '35'] -> 26 - (35 / (10 + 9)) base 13
[9754] ['9', '10', '27', '2A'] -> ((2A - 27) * 10) - 9 base 13
[9755] ['9', '10', '27', '38'] -> ((38 * 9) - 27) / 10 base 13
[9756] ['9', '10', '28', '2B'] -> ((2B - 28) * 10) - 9 base 13
[9757] ['9', '10', '28', '34'] -> 28 - ((34 + 9) / 10) base 13
[9758] ['9', '10', '29', '2C'] -> ((2C - 29) * 10) - 9 base 13
[9759] ['9', '10', '2A', '32'] -> 2A - ((10 + 32) / 9) base 13
[9760] ['9', '10', '2B', '31'] -> ((31 - 2B) * 10) - 9 base 13
[9761] ['9', '10', '2C', '32'] -> ((32 - 2C) * 10) - 9 base 13
[9762] ['1', 'B', '1B', '22'] -> (1B / (1 + B)) + 22 base 13
[9763] ['9', '10', '2C', '39'] -> ((2C * 9) + 39) / 10 base 13
[9764] ['9', '10', '30', '30'] -> ((30 * 9) + 30) / 10 base 13
[9765] ['9', '10', '31', '34'] -> ((34 - 31) * 10) - 9 base 13
[9766] ['9', '10', '34', '37'] -> ((37 - 34) * 10) - 9 base 13
[9767] ['9', '10', '35', '38'] -> ((38 - 35) * 10) - 9 base 13
[9768] ['9', '10', '37', '3A'] -> ((3A - 37) * 10) - 9 base 13
[9769] ['9', '11', '13', '13'] -> ((13 * 13) + 11) / 9 base 13
[9770] ['9', '11', '13', '37'] -> ((11 * 13) + 37) / 9 base 13
[9771] ['9', '11', '14', '26'] -> ((11 * 14) + 26) / 9 base 13
[9772] ['9', '11', '16', '26'] -> 26 - ((16 + 9) / 11) base 13
[9773] ['1', 'B', '1B', '26'] -> 26 - (1B / (1 + B)) base 13
[9774] ['9', '11', '17', '1B'] -> ((17 - 11) * 9) - 1B base 13
[9775] ['9', '11', '18', '27'] -> ((18 - 11) * 9) - 27 base 13
[9776] ['9', '11', '18', '3A'] -> ((3A * 9) - 18) / 11 base 13
[9777] ['9', '11', '19', '20'] -> ((11 + 19) / 9) + 20 base 13
[9778] ['9', '11', '19', '28'] -> 28 - ((11 + 19) / 9) base 13
[9779] ['9', '11', '19', '2C'] -> ((11 * 19) - 2C) / 9 base 13
[9780] ['9', '11', '19', '33'] -> ((19 - 11) * 9) - 33 base 13
[9781] ['9', '11', '1A', '3A'] -> ((11 + 3A) / 9) + 1A base 13
[9782] ['9', '11', '1B', '28'] -> (11 * 1B) - (28 * 9) base 13
[9783] ['9', '11', '1B', '31'] -> ((11 + 31) / 9) + 1B base 13
[9784] ['1', 'B', '20', '34'] -> ((1 + 34) / B) + 20 base 13
[9785] ['9', '11', '1B', '35'] -> ((35 * 9) + 1B) / 11 base 13
[9786] ['9', '11', '20', '38'] -> ((38 + 9) / 11) + 20 base 13
[9787] ['9', '11', '22', '37'] -> (37 / (11 + 9)) + 22 base 13
[9788] ['9', '11', '25', '29'] -> 29 - ((11 + 25) / 9) base 13
[9789] ['9', '11', '26', '37'] -> 26 - (37 / (11 + 9)) base 13
[9790] ['9', '11', '27', '27'] -> 27 - ((27 + 9) / 11) base 13
[9791] ['9', '11', '27', '34'] -> ((34 * 9) + 27) / 11 base 13
[9792] ['9', '11', '27', '39'] -> (11 * 27) - (39 * 9) base 13
[9793] ['9', '11', '28', '38'] -> 28 - ((38 + 9) / 11) base 13
[9794] ['9', '11', '2B', '3A'] -> 2B - ((11 + 3A) / 9) base 13
[9795] ['1', 'B', '20', '39'] -> (39 / (1 + B)) + 20 base 13
[9796] ['9', '12', '12', '14'] -> ((12 * 14) + 12) / 9 base 13
[9797] ['9', '12', '12', '16'] -> ((12 * 16) - 12) / 9 base 13
[9798] ['9', '12', '12', '36'] -> ((12 * 12) + 36) / 9 base 13
[9799] ['9', '12', '14', '21'] -> ((14 * 21) - 9) / 12 base 13
[9800] ['9', '12', '15', '39'] -> ((39 * 9) + 15) / 12 base 13
[9801] ['9', '12', '18', '18'] -> ((18 * 18) + 9) / 12 base 13
[9802] ['9', '12', '18', '28'] -> 28 - ((12 + 18) / 9) base 13
[9803] ['9', '12', '1A', '29'] -> (12 * 1A) - (29 * 9) base 13
[9804] ['9', '12', '1A', '39'] -> ((12 + 39) / 9) + 1A base 13
[9805] ['9', '12', '20', '31'] -> (12 * 20) - (31 * 9) base 13
[9806] ['1', 'B', '21', '26'] -> ((1 + 26) / B) + 21 base 13
[9807] ['9', '12', '21', '38'] -> ((38 * 9) + 21) / 12 base 13
[9808] ['9', '12', '22', '39'] -> (39 / (12 + 9)) + 22 base 13
[9809] ['9', '12', '23', '36'] -> (12 * 23) - (36 * 9) base 13
[9810] ['9', '12', '26', '39'] -> 26 - (39 / (12 + 9)) base 13
[9811] ['9', '12', '27', '2A'] -> 27 - ((2A + 9) / 12) base 13
[9812] ['9', '12', '2A', '30'] -> 2A - ((12 + 30) / 9) base 13
[9813] ['9', '12', '2A', '37'] -> ((37 * 9) + 2A) / 12 base 13
[9814] ['9', '13', '15', '15'] -> ((13 * 15) - 15) / 9 base 13
[9815] ['9', '13', '16', '28'] -> ((13 * 16) - 28) / 9 base 13
[9816] ['9', '13', '17', '20'] -> ((13 + 17) / 9) + 20 base 13
[9817] ['1', 'B', '21', '2A'] -> (2A / (1 + B)) + 21 base 13
[9818] ['9', '13', '17', '28'] -> 28 - ((13 + 17) / 9) base 13
[9819] ['9', '13', '19', '1B'] -> ((19 - 13) * 9) - 1B base 13
[9820] ['9', '13', '1A', '27'] -> ((1A - 13) * 9) - 27 base 13
[9821] ['9', '13', '1A', '38'] -> ((13 + 38) / 9) + 1A base 13
[9822] ['9', '13', '1B', '2C'] -> ((13 + 2C) / 9) + 1B base 13
[9823] ['9', '13', '1B', '37'] -> (37 * 9) - (13 * 1B) base 13
[9824] ['9', '13', '21', '30'] -> ((30 + 9) / 13) + 21 base 13
[9825] ['9', '13', '23', '29'] -> 29 - ((13 + 23) / 9) base 13
[9826] ['9', '13', '27', '30'] -> 27 - ((30 + 9) / 13) base 13
[9827] ['9', '13', '2A', '2C'] -> 2A - ((13 + 2C) / 9) base 13
[9828] ['1', 'B', '27', '31'] -> 31 / ((B / 27) + 1) base 13
[9829] ['9', '13', '2B', '38'] -> 2B - ((13 + 38) / 9) base 13
[9830] ['9', '13', '30', '3A'] -> ((3A * 9) + 30) / 13 base 13
[9831] ['9', '13', '39', '39'] -> ((39 * 9) + 39) / 13 base 13
[9832] ['9', '14', '14', '16'] -> ((14 * 14) - 16) / 9 base 13
[9833] ['9', '14', '15', '2A'] -> ((14 * 15) - 2A) / 9 base 13
[9834] ['9', '14', '16', '20'] -> ((14 + 16) / 9) + 20 base 13
[9835] ['9', '14', '16', '27'] -> ((14 * 27) + 9) / 16 base 13
[9836] ['9', '14', '1A', '1B'] -> ((1A - 14) * 9) - 1B base 13
[9837] ['9', '14', '1A', '37'] -> ((14 + 37) / 9) + 1A base 13
[9838] ['9', '14', '1B', '2B'] -> ((14 + 2B) / 9) + 1B base 13
[9839] ['1', '1', '15', '18'] -> (15 / (1 + 1)) + 18 base 13
[9840] ['1', 'B', '27', '36'] -> (1 - (B / 27)) * 36 base 13
[9841] ['9', '14', '1B', '33'] -> (14 * 1B) - (33 * 9) base 13
[9842] ['9', '14', '1C', '26'] -> 26 - ((1C + 9) / 14) base 13
[9843] ['9', '14', '1C', '33'] -> ((1C - 14) * 9) - 33 base 13
[9844] ['9', '14', '21', '33'] -> ((33 + 9) / 14) + 21 base 13
[9845] ['9', '14', '27', '33'] -> 27 - ((33 + 9) / 14) base 13
[9846] ['9', '14', '2A', '2B'] -> 2A - ((14 + 2B) / 9) base 13
[9847] ['9', '14', '2B', '37'] -> 2B - ((14 + 37) / 9) base 13
[9848] ['9', '15', '15', '20'] -> ((15 + 15) / 9) + 20 base 13
[9849] ['9', '15', '15', '28'] -> 28 - ((15 + 15) / 9) base 13
[9850] ['9', '15', '1A', '36'] -> ((15 + 36) / 9) + 1A base 13
[9851] ['1', 'B', '28', '34'] -> 28 - ((1 + 34) / B) base 13
[9852] ['9', '15', '1B', '1B'] -> ((1B - 15) * 9) - 1B base 13
[9853] ['9', '15', '1C', '21'] -> ((15 + 21) / 9) + 1C base 13
[9854] ['9', '15', '1C', '27'] -> ((1C - 15) * 9) - 27 base 13
[9855] ['9', '15', '20', '33'] -> ((20 - 15) * 9) - 33 base 13
[9856] ['9', '15', '21', '26'] -> 26 - ((21 + 9) / 15) base 13
[9857] ['9', '15', '21', '29'] -> 29 - ((15 + 21) / 9) base 13
[9858] ['9', '15', '2A', '2A'] -> 2A - ((15 + 2A) / 9) base 13
[9859] ['9', '15', '2B', '36'] -> 2B - ((15 + 36) / 9) base 13
[9860] ['9', '16', '1A', '35'] -> ((16 + 35) / 9) + 1A base 13
[9861] ['9', '16', '1B', '1C'] -> ((1C - 16) * 9) - 1B base 13
[9862] ['1', 'B', '28', '39'] -> 28 - (39 / (1 + B)) base 13
[9863] ['9', '16', '1C', '20'] -> ((16 + 20) / 9) + 1C base 13
[9864] ['9', '16', '1C', '30'] -> ((16 * 30) + 9) / 1C base 13
[9865] ['9', '16', '20', '27'] -> ((20 - 16) * 9) - 27 base 13
[9866] ['9', '16', '20', '29'] -> 29 - ((16 + 20) / 9) base 13
[9867] ['9', '16', '21', '33'] -> ((21 - 16) * 9) - 33 base 13
[9868] ['9', '16', '21', '39'] -> ((39 + 9) / 16) + 21 base 13
[9869] ['9', '16', '27', '39'] -> 27 - ((39 + 9) / 16) base 13
[9870] ['9', '16', '29', '2A'] -> 2A - ((16 + 29) / 9) base 13
[9871] ['9', '16', '2B', '35'] -> 2B - ((16 + 35) / 9) base 13
[9872] ['9', '17', '18', '23'] -> ((18 * 23) - 9) / 17 base 13
[9873] ['1', 'B', '31', '35'] -> (1 - (B / 35)) * 31 base 13
[9874] ['9', '17', '1A', '34'] -> ((17 + 34) / 9) + 1A base 13
[9875] ['9', '17', '1B', '20'] -> ((20 - 17) * 9) - 1B base 13
[9876] ['9', '17', '1C', '29'] -> 29 - ((17 + 1C) / 9) base 13
[9877] ['9', '17', '22', '33'] -> ((22 - 17) * 9) - 33 base 13
[9878] ['9', '17', '28', '2A'] -> 2A - ((17 + 28) / 9) base 13
[9879] ['9', '17', '32', '3A'] -> ((32 + 3A) / 9) + 17 base 13
[9880] ['9', '17', '34', '38'] -> ((34 + 38) / 9) + 17 base 13
[9881] ['9', '17', '35', '37'] -> ((35 + 37) / 9) + 17 base 13
[9882] ['9', '18', '19', '25'] -> ((18 * 25) + 9) / 19 base 13
[9883] ['9', '18', '1B', '29'] -> 29 - ((18 + 1B) / 9) base 13
[9884] ['1', 'B', '32', '32'] -> (1 - (B / 32)) * 32 base 13
[9885] ['9', '18', '21', '30'] -> ((18 * 30) - 9) / 21 base 13
[9886] ['9', '18', '23', '33'] -> ((23 - 18) * 9) - 33 base 13
[9887] ['9', '18', '26', '3A'] -> ((26 + 3A) / 9) + 18 base 13
[9888] ['9', '18', '28', '38'] -> ((28 + 38) / 9) + 18 base 13
[9889] ['9', '18', '28', '3A'] -> ((18 * 3A) - 9) / 28 base 13
[9890] ['9', '18', '29', '37'] -> ((29 + 37) / 9) + 18 base 13
[9891] ['9', '18', '2A', '36'] -> ((2A + 36) / 9) + 18 base 13
[9892] ['9', '18', '2B', '35'] -> ((2B + 35) / 9) + 18 base 13
[9893] ['9', '18', '2C', '34'] -> ((2C + 34) / 9) + 18 base 13
[9894] ['9', '18', '30', '33'] -> ((30 + 33) / 9) + 18 base 13
[9895] ['1', 'C', 'C', '12'] -> ((C / C) + 1) * 12 base 13
[9896] ['9', '19', '1A', '1C'] -> ((19 + 1A) / 9) + 1C base 13
[9897] ['9', '19', '1A', '29'] -> 29 - ((19 + 1A) / 9) base 13
[9898] ['9', '19', '1A', '32'] -> ((19 + 32) / 9) + 1A base 13
[9899] ['9', '19', '1A', '3A'] -> ((1A + 3A) / 9) + 19 base 13
[9900] ['9', '19', '1B', '22'] -> ((22 - 19) * 9) - 1B base 13
[9901] ['9', '19', '1B', '26'] -> ((19 + 26) / 9) + 1B base 13
[9902] ['9', '19', '1C', '38'] -> ((1C + 38) / 9) + 19 base 13
[9903] ['9', '19', '20', '37'] -> ((20 + 37) / 9) + 19 base 13
[9904] ['9', '19', '21', '36'] -> ((21 + 36) / 9) + 19 base 13
[9905] ['9', '19', '22', '29'] -> ((29 + 9) / 19) + 22 base 13
[9906] ['1', 'C', 'C', '15'] -> ((15 / C) + 1) * C base 13
[9907] ['9', '19', '22', '35'] -> ((22 + 35) / 9) + 19 base 13
[9908] ['9', '19', '23', '34'] -> ((23 + 34) / 9) + 19 base 13
[9909] ['9', '19', '25', '32'] -> ((25 + 32) / 9) + 19 base 13
[9910] ['9', '19', '26', '29'] -> 26 - ((29 + 9) / 19) base 13
[9911] ['9', '19', '28', '2C'] -> ((28 + 2C) / 9) + 19 base 13
[9912] ['9', '19', '29', '2B'] -> ((29 + 2B) / 9) + 19 base 13
[9913] ['9', '19', '2B', '32'] -> 2B - ((19 + 32) / 9) base 13
[9914] ['9', '1A', '1B', '23'] -> ((23 - 1A) * 9) - 1B base 13
[9915] ['9', '1A', '1B', '25'] -> ((1A + 25) / 9) + 1B base 13
[9916] ['9', '1A', '1C', '27'] -> ((1A * 27) - 9) / 1C base 13
[9917] ['1', 'C', 'C', '17'] -> C / (1 - (C / 17)) base 13
[9918] ['9', '1A', '1C', '2C'] -> ((1C + 2C) / 9) + 1A base 13
[9919] ['9', '1A', '20', '2B'] -> ((20 + 2B) / 9) + 1A base 13
[9920] ['9', '1A', '21', '2A'] -> ((21 + 2A) / 9) + 1A base 13
[9921] ['9', '1A', '22', '29'] -> ((22 + 29) / 9) + 1A base 13
[9922] ['9', '1A', '22', '2B'] -> ((2B + 9) / 1A) + 22 base 13
[9923] ['9', '1A', '23', '28'] -> ((23 + 28) / 9) + 1A base 13
[9924] ['9', '1A', '25', '2A'] -> 2A - ((1A + 25) / 9) base 13
[9925] ['9', '1A', '25', '33'] -> ((25 - 1A) * 9) - 33 base 13
[9926] ['9', '1A', '26', '2B'] -> 26 - ((2B + 9) / 1A) base 13
[9927] ['9', '1A', '2B', '31'] -> 2B - ((1A + 31) / 9) base 13
[9928] ['1', 'C', 'C', '33'] -> ((33 / C) - 1) * C base 13
[9929] ['9', '1A', '2C', '3A'] -> 2C - ((1A + 3A) / 9) base 13
[9930] ['9', '1B', '1C', '25'] -> ((25 - 1C) * 9) - 1B base 13
[9931] ['9', '1B', '20', '26'] -> ((26 - 20) * 9) - 1B base 13
[9932] ['9', '1B', '22', '28'] -> ((28 - 22) * 9) - 1B base 13
[9933] ['9', '1B', '22', '30'] -> ((30 + 9) / 1B) + 22 base 13
[9934] ['9', '1B', '23', '29'] -> ((29 - 23) * 9) - 1B base 13
