[1] ['1', '1', '1', 'C'] -> (1 + 1 + 1) * C base 16
[9081] ['7', 'F', '21', '26'] -> ((26 + 7) / F) + 21 base 16
[9082] ['7', 'F', '22', '2B'] -> 2B - ((22 + F) / 7) base 16
[9083] ['7', 'F', '22', '2C'] -> (2C / (7 + F)) + 22 base 16
[9084] ['1', '8', '1A', '1E'] -> (1 + 8) * (1E - 1A) base 16
[9085] ['7', 'F', '26', '27'] -> 27 - ((26 + 7) / F) base 16
[9086] ['7', 'F', '26', '2C'] -> 26 - (2C / (7 + F)) base 16
[9087] ['7', '10', '11', '14'] -> ((10 * 11) - 14) / 7 base 16
[9088] ['7', '10', '13', '1F'] -> ((10 + 13) / 7) + 1F base 16
[9089] ['7', '10', '13', '29'] -> 29 - ((10 + 13) / 7) base 16
[9090] ['7', '10', '19', '1B'] -> ((19 - 10) * 7) - 1B base 16
[9091] ['7', '10', '1A', '22'] -> ((1A - 10) * 7) - 22 base 16
[9092] ['7', '10', '1B', '29'] -> ((1B - 10) * 7) - 29 base 16
[9093] ['7', '10', '1B', '2F'] -> ((10 + 2F) / 7) + 1B base 16
[9094] ['7', '10', '21', '29'] -> ((29 + 7) / 10) + 21 base 16
[9095] ['1', '8', '1B', '1F'] -> (1 + 8) * (1F - 1B) base 16
[9096] ['7', '10', '22', '2E'] -> (2E / (10 + 7)) + 22 base 16
[9097] ['7', '10', '26', '2E'] -> 26 - (2E / (10 + 7)) base 16
[9098] ['7', '10', '27', '29'] -> 27 - ((29 + 7) / 10) base 16
[9099] ['7', '10', '2D', '2F'] -> 2D - ((10 + 2F) / 7) base 16
[9100] ['7', '11', '11', '25'] -> ((11 * 11) - 25) / 7 base 16
[9101] ['7', '11', '14', '19'] -> ((19 - 11) * 7) - 14 base 16
[9102] ['7', '11', '16', '2F'] -> ((11 * 2F) - 7) / 16 base 16
[9103] ['7', '11', '19', '1E'] -> ((11 + 19) / 7) + 1E base 16
[9104] ['7', '11', '1A', '1B'] -> ((1A - 11) * 7) - 1B base 16
[9105] ['7', '11', '1B', '26'] -> 26 - ((1B + 7) / 11) base 16
[9106] ['1', '8', '1B', '20'] -> 1B / (1 - (8 / 20)) base 16
[9107] ['7', '11', '1B', '2E'] -> ((11 + 2E) / 7) + 1B base 16
[9108] ['7', '11', '1C', '27'] -> ((11 + 27) / 7) + 1C base 16
[9109] ['7', '11', '1C', '29'] -> ((1C - 11) * 7) - 29 base 16
[9110] ['7', '11', '1D', '20'] -> ((11 + 20) / 7) + 1D base 16
[9111] ['7', '11', '1D', '30'] -> ((1D - 11) * 7) - 30 base 16
[9112] ['7', '11', '20', '2B'] -> 2B - ((11 + 20) / 7) base 16
[9113] ['7', '11', '21', '2C'] -> ((2C + 7) / 11) + 21 base 16
[9114] ['7', '11', '22', '30'] -> (30 / (11 + 7)) + 22 base 16
[9115] ['7', '11', '26', '30'] -> 26 - (30 / (11 + 7)) base 16
[9116] ['7', '11', '2D', '2E'] -> 2D - ((11 + 2E) / 7) base 16
[9117] ['1', '8', '1B', '27'] -> 27 - (1B / (1 + 8)) base 16
[9118] ['7', '12', '18', '1E'] -> ((12 + 18) / 7) + 1E base 16
[9119] ['7', '12', '1B', '1B'] -> ((1B - 12) * 7) - 1B base 16
[9120] ['7', '12', '1B', '2D'] -> ((12 + 2D) / 7) + 1B base 16
[9121] ['7', '12', '1C', '22'] -> ((1C - 12) * 7) - 22 base 16
[9122] ['7', '12', '1C', '26'] -> ((12 + 26) / 7) + 1C base 16
[9123] ['7', '12', '1D', '1F'] -> ((12 + 1F) / 7) + 1D base 16
[9124] ['7', '12', '1D', '29'] -> ((1D - 12) * 7) - 29 base 16
[9125] ['7', '12', '1E', '30'] -> ((1E - 12) * 7) - 30 base 16
[9126] ['7', '12', '1F', '2B'] -> 2B - ((12 + 1F) / 7) base 16
[9127] ['7', '12', '26', '2C'] -> 2C - ((12 + 26) / 7) base 16
[9128] ['1', '1', 'F', '2A'] -> (2A / (1 + 1)) + F base 16
[9129] ['1', '8', '1C', '1C'] -> ((8 / 1C) + 1) * 1C base 16
[9130] ['7', '12', '27', '2F'] -> 27 - ((2F + 7) / 12) base 16
[9131] ['7', '13', '14', '1B'] -> ((1B - 13) * 7) - 14 base 16
[9132] ['7', '13', '17', '1E'] -> ((13 + 17) / 7) + 1E base 16
[9133] ['7', '13', '19', '2F'] -> ((13 * 2F) + 7) / 19 base 16
[9134] ['7', '13', '1B', '1C'] -> ((1C - 13) * 7) - 1B base 16
[9135] ['7', '13', '1B', '2C'] -> ((13 + 2C) / 7) + 1B base 16
[9136] ['7', '13', '1C', '25'] -> ((13 + 25) / 7) + 1C base 16
[9137] ['7', '13', '1D', '1E'] -> ((13 + 1E) / 7) + 1D base 16
[9138] ['7', '13', '1D', '22'] -> ((1D - 13) * 7) - 22 base 16
[9139] ['7', '13', '1E', '29'] -> ((1E - 13) * 7) - 29 base 16
[9140] ['1', '8', '1D', '21'] -> (1 + 8) * (21 - 1D) base 16
[9141] ['7', '13', '1E', '2B'] -> 2B - ((13 + 1E) / 7) base 16
[9142] ['7', '13', '1F', '30'] -> ((1F - 13) * 7) - 30 base 16
[9143] ['7', '13', '25', '2C'] -> 2C - ((13 + 25) / 7) base 16
[9144] ['7', '13', '2C', '2D'] -> 2D - ((13 + 2C) / 7) base 16
[9145] ['7', '14', '19', '21'] -> ((21 - 19) * 7) - 14 base 16
[9146] ['7', '14', '1B', '1D'] -> ((1D - 14) * 7) - 1B base 16
[9147] ['7', '14', '1B', '2B'] -> ((14 + 2B) / 7) + 1B base 16
[9148] ['7', '14', '1D', '1D'] -> ((14 + 1D) / 7) + 1D base 16
[9149] ['7', '14', '1D', '25'] -> ((25 - 1D) * 7) - 14 base 16
[9150] ['7', '14', '1D', '2B'] -> 2B - ((14 + 1D) / 7) base 16
[9151] ['1', '8', '1E', '22'] -> (1 + 8) * (22 - 1E) base 16
[9152] ['7', '14', '1E', '22'] -> ((1E - 14) * 7) - 22 base 16
[9153] ['7', '14', '1E', '26'] -> ((26 - 1E) * 7) - 14 base 16
[9154] ['7', '14', '1F', '27'] -> ((27 - 1F) * 7) - 14 base 16
[9155] ['7', '14', '1F', '29'] -> ((1F - 14) * 7) - 29 base 16
[9156] ['7', '14', '20', '28'] -> ((28 - 20) * 7) - 14 base 16
[9157] ['7', '14', '21', '22'] -> ((21 + 7) / 14) + 22 base 16
[9158] ['7', '14', '21', '26'] -> 26 - ((21 + 7) / 14) base 16
[9159] ['7', '14', '22', '2A'] -> ((2A - 22) * 7) - 14 base 16
[9160] ['7', '14', '23', '2B'] -> ((2B - 23) * 7) - 14 base 16
[9161] ['7', '14', '25', '2D'] -> ((2D - 25) * 7) - 14 base 16
[9162] ['1', '8', '1E', '2F'] -> ((1 + 2F) / 8) + 1E base 16
[9163] ['7', '14', '26', '2E'] -> ((2E - 26) * 7) - 14 base 16
[9164] ['7', '14', '27', '2F'] -> ((2F - 27) * 7) - 14 base 16
[9165] ['7', '14', '29', '31'] -> ((31 - 29) * 7) - 14 base 16
[9166] ['7', '14', '2B', '2D'] -> 2D - ((14 + 2B) / 7) base 16
[9167] ['7', '15', '1A', '31'] -> ((15 + 31) / 7) + 1A base 16
[9168] ['7', '15', '1B', '1E'] -> ((1E - 15) * 7) - 1B base 16
[9169] ['7', '15', '1C', '1D'] -> ((15 + 1C) / 7) + 1D base 16
[9170] ['7', '15', '1C', '2B'] -> 2B - ((15 + 1C) / 7) base 16
[9171] ['7', '15', '1F', '22'] -> ((1F - 15) * 7) - 22 base 16
[9172] ['7', '15', '20', '29'] -> ((20 - 15) * 7) - 29 base 16
[9173] ['1', '8', '1F', '27'] -> ((1 + 27) / 8) + 1F base 16
[9174] ['7', '15', '21', '30'] -> ((21 - 15) * 7) - 30 base 16
[9175] ['7', '15', '23', '2C'] -> 2C - ((15 + 23) / 7) base 16
[9176] ['7', '15', '2E', '31'] -> 2E - ((15 + 31) / 7) base 16
[9177] ['7', '16', '1A', '30'] -> ((16 + 30) / 7) + 1A base 16
[9178] ['7', '16', '1B', '1F'] -> ((1F - 16) * 7) - 1B base 16
[9179] ['7', '16', '1B', '29'] -> ((16 + 29) / 7) + 1B base 16
[9180] ['7', '16', '1B', '2B'] -> 2B - ((16 + 1B) / 7) base 16
[9181] ['7', '16', '1C', '22'] -> ((16 + 22) / 7) + 1C base 16
[9182] ['7', '16', '21', '29'] -> ((21 - 16) * 7) - 29 base 16
[9183] ['7', '16', '22', '25'] -> ((25 + 7) / 16) + 22 base 16
[9184] ['1', '8', '1F', '2D'] -> (2D / (1 + 8)) + 1F base 16
[9185] ['7', '16', '22', '2C'] -> 2C - ((16 + 22) / 7) base 16
[9186] ['7', '16', '22', '30'] -> ((22 - 16) * 7) - 30 base 16
[9187] ['7', '16', '25', '26'] -> 26 - ((25 + 7) / 16) base 16
[9188] ['7', '16', '29', '2D'] -> 2D - ((16 + 29) / 7) base 16
[9189] ['7', '16', '31', '31'] -> ((31 + 31) / 7) + 16 base 16
[9190] ['7', '17', '1A', '1D'] -> ((17 + 1A) / 7) + 1D base 16
[9191] ['7', '17', '1A', '29'] -> ((17 * 29) - 7) / 1A base 16
[9192] ['7', '17', '1A', '2B'] -> 2B - ((17 + 1A) / 7) base 16
[9193] ['7', '17', '1A', '2F'] -> ((17 + 2F) / 7) + 1A base 16
[9194] ['7', '17', '1B', '20'] -> ((20 - 17) * 7) - 1B base 16
[9195] ['1', '8', '20', '2D'] -> 2D / ((8 / 20) + 1) base 16
[9196] ['7', '17', '1C', '21'] -> ((17 + 21) / 7) + 1C base 16
[9197] ['7', '17', '21', '22'] -> ((21 - 17) * 7) - 22 base 16
[9198] ['7', '17', '22', '27'] -> ((27 + 7) / 17) + 22 base 16
[9199] ['7', '17', '22', '29'] -> ((22 - 17) * 7) - 29 base 16
[9200] ['7', '17', '23', '30'] -> ((23 - 17) * 7) - 30 base 16
[9201] ['7', '17', '26', '27'] -> 26 - ((27 + 7) / 17) base 16
[9202] ['7', '17', '28', '2D'] -> 2D - ((17 + 28) / 7) base 16
[9203] ['7', '17', '2A', '31'] -> ((2A + 31) / 7) + 17 base 16
[9204] ['7', '17', '2B', '30'] -> ((2B + 30) / 7) + 17 base 16
[9205] ['7', '17', '2C', '2F'] -> ((2C + 2F) / 7) + 17 base 16
[9206] ['1', '8', '20', '30'] -> (1 - (8 / 20)) * 30 base 16
[9207] ['7', '17', '2E', '2F'] -> 2E - ((17 + 2F) / 7) base 16
[9208] ['7', '18', '1B', '21'] -> ((21 - 18) * 7) - 1B base 16
[9209] ['7', '18', '1C', '20'] -> ((18 + 20) / 7) + 1C base 16
[9210] ['7', '18', '20', '2C'] -> 2C - ((18 + 20) / 7) base 16
[9211] ['7', '18', '22', '29'] -> ((29 + 7) / 18) + 22 base 16
[9212] ['7', '18', '23', '29'] -> ((23 - 18) * 7) - 29 base 16
[9213] ['7', '18', '23', '31'] -> ((23 + 31) / 7) + 18 base 16
[9214] ['7', '18', '25', '2F'] -> ((25 + 2F) / 7) + 18 base 16
[9215] ['7', '18', '26', '29'] -> 26 - ((29 + 7) / 18) base 16
[9216] ['7', '18', '26', '2E'] -> ((26 + 2E) / 7) + 18 base 16
[9217] ['1', '8', '21', '25'] -> (1 + 8) * (25 - 21) base 16
[9218] ['7', '18', '28', '2C'] -> ((28 + 2C) / 7) + 18 base 16
[9219] ['7', '18', '29', '2B'] -> ((29 + 2B) / 7) + 18 base 16
[9220] ['7', '18', '2A', '2A'] -> ((2A + 2A) / 7) + 18 base 16
[9221] ['7', '18', '2E', '2E'] -> 2E - ((18 + 2E) / 7) base 16
[9222] ['7', '19', '1A', '2D'] -> ((19 + 2D) / 7) + 1A base 16
[9223] ['7', '19', '1B', '22'] -> ((22 - 19) * 7) - 1B base 16
[9224] ['7', '19', '1B', '26'] -> ((19 + 26) / 7) + 1B base 16
[9225] ['7', '19', '1C', '1F'] -> ((19 + 1F) / 7) + 1C base 16
[9226] ['7', '19', '1C', '31'] -> ((1C + 31) / 7) + 19 base 16
[9227] ['7', '19', '1D', '30'] -> ((1D + 30) / 7) + 19 base 16
[9228] ['1', '8', '22', '26'] -> (1 + 8) * (26 - 22) base 16
[9229] ['7', '19', '1E', '2F'] -> ((1E + 2F) / 7) + 19 base 16
[9230] ['7', '19', '1F', '2C'] -> 2C - ((19 + 1F) / 7) base 16
[9231] ['7', '19', '1F', '2E'] -> ((1F + 2E) / 7) + 19 base 16
[9232] ['7', '19', '20', '2D'] -> ((20 + 2D) / 7) + 19 base 16
[9233] ['7', '19', '21', '2C'] -> ((21 + 2C) / 7) + 19 base 16
[9234] ['7', '19', '22', '23'] -> ((23 - 19) * 7) - 22 base 16
[9235] ['7', '19', '23', '2A'] -> ((23 + 2A) / 7) + 19 base 16
[9236] ['7', '19', '25', '28'] -> ((25 + 28) / 7) + 19 base 16
[9237] ['7', '19', '25', '30'] -> ((25 - 19) * 7) - 30 base 16
[9238] ['7', '19', '26', '2B'] -> 26 - ((2B + 7) / 19) base 16
[9239] ['1', '1', '3', '8'] -> (1 + 3) * (1 + 8) base 16
[9240] ['1', '1', '10', '1A'] -> ((1 + 1) * 1A) - 10 base 16
[9241] ['1', '8', '23', '27'] -> (1 + 8) * (27 - 23) base 16
[9242] ['7', '19', '26', '2D'] -> 2D - ((19 + 26) / 7) base 16
[9243] ['7', '19', '2D', '2E'] -> 2E - ((19 + 2D) / 7) base 16
[9244] ['7', '1A', '1B', '23'] -> ((23 - 1A) * 7) - 1B base 16
[9245] ['7', '1A', '1B', '25'] -> ((1A + 25) / 7) + 1B base 16
[9246] ['7', '1A', '1C', '1E'] -> ((1A + 1E) / 7) + 1C base 16
[9247] ['7', '1A', '1C', '2A'] -> ((1C + 2A) / 7) + 1A base 16
[9248] ['7', '1A', '1D', '29'] -> ((1D + 29) / 7) + 1A base 16
[9249] ['7', '1A', '1E', '28'] -> ((1E + 28) / 7) + 1A base 16
[9250] ['7', '1A', '1E', '2C'] -> 2C - ((1A + 1E) / 7) base 16
[9251] ['7', '1A', '20', '26'] -> ((20 + 26) / 7) + 1A base 16
[9252] ['1', '8', '23', '2D'] -> 8 / (1 - (23 / 2D)) base 16
[9253] ['7', '1A', '22', '2D'] -> ((2D + 7) / 1A) + 22 base 16
[9254] ['7', '1A', '23', '23'] -> ((23 + 23) / 7) + 1A base 16
[9255] ['7', '1A', '25', '29'] -> ((25 - 1A) * 7) - 29 base 16
[9256] ['7', '1A', '25', '2D'] -> 2D - ((1A + 25) / 7) base 16
[9257] ['7', '1A', '26', '2D'] -> 26 - ((2D + 7) / 1A) base 16
[9258] ['7', '1A', '26', '30'] -> ((26 - 1A) * 7) - 30 base 16
[9259] ['7', '1A', '2C', '2E'] -> 2E - ((1A + 2C) / 7) base 16
[9260] ['7', '1B', '1C', '23'] -> ((1C + 23) / 7) + 1B base 16
[9261] ['7', '1B', '1C', '25'] -> ((25 - 1C) * 7) - 1B base 16
[9262] ['7', '1B', '1D', '22'] -> ((1D + 22) / 7) + 1B base 16
[9263] ['1', '8', '25', '29'] -> (1 + 8) * (29 - 25) base 16
[9264] ['7', '1B', '1D', '26'] -> ((26 - 1D) * 7) - 1B base 16
[9265] ['7', '1B', '1D', '2C'] -> 2C - ((1B + 1D) / 7) base 16
[9266] ['7', '1B', '1E', '27'] -> ((27 - 1E) * 7) - 1B base 16
[9267] ['7', '1B', '1F', '28'] -> ((28 - 1F) * 7) - 1B base 16
[9268] ['7', '1B', '20', '29'] -> ((29 - 20) * 7) - 1B base 16
[9269] ['7', '1B', '22', '2B'] -> ((2B - 22) * 7) - 1B base 16
[9270] ['7', '1B', '22', '2F'] -> ((2F + 7) / 1B) + 22 base 16
[9271] ['7', '1B', '23', '2C'] -> ((2C - 23) * 7) - 1B base 16
[9272] ['7', '1B', '25', '2E'] -> ((2E - 25) * 7) - 1B base 16
[9273] ['7', '1B', '28', '31'] -> ((31 - 28) * 7) - 1B base 16
[9274] ['1', '8', '26', '2A'] -> (1 + 8) * (2A - 26) base 16
[9275] ['7', '1B', '2B', '2E'] -> 2E - ((1B + 2B) / 7) base 16
[9276] ['7', '1C', '1D', '23'] -> ((1D * 23) - 7) / 1C base 16
[9277] ['7', '1C', '22', '26'] -> ((26 - 1C) * 7) - 22 base 16
[9278] ['7', '1C', '23', '2D'] -> 2D - ((1C + 23) / 7) base 16
[9279] ['7', '1C', '26', '31'] -> 26 - ((31 + 7) / 1C) base 16
[9280] ['7', '1C', '27', '29'] -> ((27 - 1C) * 7) - 29 base 16
[9281] ['7', '1C', '28', '30'] -> ((28 - 1C) * 7) - 30 base 16
[9282] ['7', '1C', '2A', '2E'] -> 2E - ((1C + 2A) / 7) base 16
[9283] ['7', '1C', '2F', '31'] -> 2F - ((1C + 31) / 7) base 16
[9284] ['7', '1D', '1E', '25'] -> ((1D * 25) + 7) / 1E base 16
[9285] ['1', '8', '27', '29'] -> 29 - ((1 + 27) / 8) base 16
[9286] ['7', '1D', '22', '27'] -> ((27 - 1D) * 7) - 22 base 16
[9287] ['7', '1D', '22', '2D'] -> 2D - ((1D + 22) / 7) base 16
[9288] ['7', '1D', '29', '2E'] -> 2E - ((1D + 29) / 7) base 16
[9289] ['7', '1D', '29', '30'] -> ((29 - 1D) * 7) - 30 base 16
[9290] ['7', '1E', '21', '2D'] -> 2D - ((1E + 21) / 7) base 16
[9291] ['7', '1E', '28', '2E'] -> 2E - ((1E + 28) / 7) base 16
[9292] ['7', '1E', '2A', '30'] -> ((2A - 1E) * 7) - 30 base 16
[9293] ['7', '1F', '20', '2D'] -> 2D - ((1F + 20) / 7) base 16
[9294] ['7', '1F', '22', '29'] -> ((29 - 1F) * 7) - 22 base 16
[9295] ['7', '1F', '27', '2E'] -> 2E - ((1F + 27) / 7) base 16
[9296] ['1', '8', '27', '2B'] -> (1 + 8) * (2B - 27) base 16
[9297] ['7', '1F', '29', '2A'] -> ((2A - 1F) * 7) - 29 base 16
[9298] ['7', '1F', '2A', '31'] -> ((1F * 31) - 7) / 2A base 16
[9299] ['7', '1F', '2B', '30'] -> ((2B - 1F) * 7) - 30 base 16
[9300] ['7', '1F', '2E', '2F'] -> 2F - ((1F + 2E) / 7) base 16
[9301] ['7', '20', '22', '2A'] -> ((2A - 20) * 7) - 22 base 16
[9302] ['7', '20', '29', '2B'] -> ((2B - 20) * 7) - 29 base 16
[9303] ['7', '20', '2C', '30'] -> ((2C - 20) * 7) - 30 base 16
[9304] ['7', '21', '25', '2E'] -> 2E - ((21 + 25) / 7) base 16
[9305] ['7', '21', '2C', '2F'] -> 2F - ((21 + 2C) / 7) base 16
[9306] ['7', '21', '2D', '30'] -> ((2D - 21) * 7) - 30 base 16
[9307] ['1', '8', '28', '2C'] -> (1 + 8) * (2C - 28) base 16
[9308] ['7', '22', '23', '2D'] -> ((2D - 23) * 7) - 22 base 16
[9309] ['7', '22', '25', '2F'] -> ((2F - 25) * 7) - 22 base 16
[9310] ['7', '22', '27', '31'] -> ((31 - 27) * 7) - 22 base 16
[9311] ['7', '22', '29', '2D'] -> ((2D - 22) * 7) - 29 base 16
[9312] ['7', '22', '2B', '2F'] -> 2F - ((22 + 2B) / 7) base 16
[9313] ['7', '22', '2E', '30'] -> ((2E - 22) * 7) - 30 base 16
[9314] ['7', '23', '23', '2E'] -> 2E - ((23 + 23) / 7) base 16
[9315] ['7', '23', '29', '2E'] -> ((2E - 23) * 7) - 29 base 16
[9316] ['7', '23', '2A', '2B'] -> ((23 * 2B) + 7) / 2A base 16
[9317] ['7', '23', '2A', '2F'] -> 2F - ((23 + 2A) / 7) base 16
[9318] ['1', '8', '28', '2D'] -> (1 - (8 / 28)) * 2D base 16
[9319] ['7', '23', '2F', '30'] -> ((2F - 23) * 7) - 30 base 16
[9320] ['7', '23', '30', '31'] -> 30 - ((23 + 31) / 7) base 16
[9321] ['7', '25', '2B', '2C'] -> ((25 * 2B) - 7) / 2C base 16
[9322] ['7', '25', '2F', '30'] -> 30 - ((25 + 2F) / 7) base 16
[9323] ['7', '25', '30', '31'] -> ((31 - 25) * 7) - 30 base 16
[9324] ['7', '26', '27', '2F'] -> 2F - ((26 + 27) / 7) base 16
[9325] ['7', '26', '29', '31'] -> ((31 - 26) * 7) - 29 base 16
[9326] ['7', '26', '2E', '30'] -> 30 - ((26 + 2E) / 7) base 16
[9327] ['7', '29', '2B', '30'] -> 30 - ((29 + 2B) / 7) base 16
[9328] ['7', '2C', '2F', '31'] -> 31 - ((2C + 2F) / 7) base 16
[9329] ['1', '8', '2A', '2E'] -> (1 + 8) * (2E - 2A) base 16
[9330] ['7', '2D', '2E', '31'] -> 31 - ((2D + 2E) / 7) base 16
[9331] ['8', '8', '8', '22'] -> ((8 + 8) / 8) + 22 base 16
[9332] ['8', '8', '8', '23'] -> ((23 * 8) + 8) / 8 base 16
[9333] ['8', '8', '8', '25'] -> ((25 * 8) - 8) / 8 base 16
[9334] ['8', '8', '8', '26'] -> 26 - ((8 + 8) / 8) base 16
[9335] ['8', '8', '9', '20'] -> (8 - (20 / 8)) * 9 base 16
[9336] ['8', '8', 'A', '16'] -> ((A - 8) * 16) - 8 base 16
[9337] ['8', '8', 'A', '1C'] -> ((1C * A) + 8) / 8 base 16
[9338] ['8', '8', 'C', 'E'] -> ((E - 8) * 8) - C base 16
[9339] ['8', '8', 'E', '14'] -> ((14 * E) + 8) / 8 base 16
[9340] ['1', '8', '2A', '2F'] -> 2A - ((1 + 2F) / 8) base 16
[9341] ['8', '8', '10', '1C'] -> ((10 - 8) * 8) - 1C base 16
[9342] ['8', '8', '10', '21'] -> ((10 + 8) / 8) + 21 base 16
[9343] ['8', '8', '10', '22'] -> ((22 * 8) + 10) / 8 base 16
[9344] ['8', '8', '10', '26'] -> ((26 * 8) - 10) / 8 base 16
[9345] ['8', '8', '10', '27'] -> 27 - ((10 + 8) / 8) base 16
[9346] ['8', '8', '12', '2C'] -> ((12 - 8) * 8) - 2C base 16
[9347] ['8', '8', '12', '30'] -> (8 - (30 / 8)) * 12 base 16
[9348] ['8', '8', '18', '21'] -> ((21 * 8) + 18) / 8 base 16
[9349] ['8', '8', '18', '27'] -> ((27 * 8) - 18) / 8 base 16
[9350] ['8', '8', '18', '28'] -> 28 - ((18 + 8) / 8) base 16
[9351] ['1', '1', '10', '1C'] -> (10 / (1 + 1)) + 1C base 16
[9352] ['1', '8', '2B', '2F'] -> (1 + 8) * (2F - 2B) base 16
[9353] ['8', '8', '1D', '30'] -> ((30 + 8) / 8) + 1D base 16
[9354] ['8', '8', '1E', '28'] -> ((28 + 8) / 8) + 1E base 16
[9355] ['8', '8', '1E', '30'] -> ((1E * 8) + 30) / 8 base 16
[9356] ['8', '8', '1F', '20'] -> ((20 + 8) / 8) + 1F base 16
[9357] ['8', '8', '1F', '28'] -> ((1F * 8) + 28) / 8 base 16
[9358] ['8', '8', '20', '29'] -> 29 - ((20 + 8) / 8) base 16
[9359] ['8', '8', '21', '30'] -> (30 / (8 + 8)) + 21 base 16
[9360] ['8', '8', '27', '30'] -> 27 - (30 / (8 + 8)) base 16
[9361] ['8', '8', '28', '29'] -> ((29 * 8) - 28) / 8 base 16
[9362] ['8', '8', '28', '2A'] -> 2A - ((28 + 8) / 8) base 16
[9363] ['1', '8', '2C', '2C'] -> (1 - (8 / 2C)) * 2C base 16
[9364] ['8', '8', '2A', '30'] -> ((2A * 8) - 30) / 8 base 16
[9365] ['8', '8', '2B', '30'] -> 2B - ((30 + 8) / 8) base 16
[9366] ['8', '9', '9', 'C'] -> (9 * C) - (8 * 9) base 16
[9367] ['8', '9', '9', '1F'] -> ((1F * 9) + 9) / 8 base 16
[9368] ['8', '9', '9', '21'] -> ((21 * 9) - 9) / 8 base 16
[9369] ['8', '9', 'A', 'B'] -> (8 + A) * (B - 9) base 16
[9370] ['8', '9', 'A', '22'] -> ((8 + A) / 9) + 22 base 16
[9371] ['8', '9', 'A', '26'] -> 26 - ((8 + A) / 9) base 16
[9372] ['8', '9', 'A', '28'] -> (8 - (28 / A)) * 9 base 16
[9373] ['8', '9', 'B', '1B'] -> ((1B * B) - 9) / 8 base 16
[9374] ['1', '8', '2C', '30'] -> (1 + 8) * (30 - 2C) base 16
[9375] ['8', '9', 'B', '2C'] -> (8 - (2C / B)) * 9 base 16
[9376] ['8', '9', 'C', '27'] -> ((27 * 8) + C) / 9 base 16
[9377] ['8', '9', 'F', '21'] -> ((9 + F) / 8) + 21 base 16
[9378] ['8', '9', 'F', '27'] -> 27 - ((9 + F) / 8) base 16
[9379] ['8', '9', '11', '1C'] -> ((11 - 9) * 8) - 1C base 16
[9380] ['8', '9', '11', '2D'] -> ((11 - 8) * 9) - 2D base 16
[9381] ['8', '9', '13', '21'] -> ((13 + 8) / 9) + 21 base 16
[9382] ['8', '9', '13', '27'] -> 27 - ((13 + 8) / 9) base 16
[9383] ['8', '9', '14', '26'] -> ((26 * 8) + 14) / 9 base 16
[9384] ['8', '9', '14', '2B'] -> ((2B * 8) - 14) / 9 base 16
[9385] ['1', '8', '2D', '31'] -> (1 + 8) * (31 - 2D) base 16
[9386] ['8', '9', '17', '28'] -> 28 - ((17 + 9) / 8) base 16
[9387] ['8', '9', '1B', '1C'] -> (1C * 9) - (1B * 8) base 16
[9388] ['8', '9', '1B', '23'] -> ((23 * 9) - 1B) / 8 base 16
[9389] ['8', '9', '1B', '2D'] -> ((1B * 9) + 2D) / 8 base 16
[9390] ['8', '9', '1C', '25'] -> ((25 * 8) + 1C) / 9 base 16
[9391] ['8', '9', '1C', '2C'] -> ((2C * 8) - 1C) / 9 base 16
[9392] ['8', '9', '1D', '2F'] -> ((2F + 9) / 8) + 1D base 16
[9393] ['8', '9', '1E', '27'] -> ((27 + 9) / 8) + 1E base 16
[9394] ['8', '9', '1E', '2E'] -> ((2E + 8) / 9) + 1E base 16
[9395] ['8', '9', '1F', '1F'] -> ((1F + 9) / 8) + 1F base 16
[9396] ['1', '9', '9', '1B'] -> ((1B / 9) + 1) * 9 base 16
[9397] ['8', '9', '1F', '25'] -> ((25 + 8) / 9) + 1F base 16
[9398] ['8', '9', '1F', '29'] -> 29 - ((1F + 9) / 8) base 16
[9399] ['8', '9', '22', '22'] -> (22 / (8 + 9)) + 22 base 16
[9400] ['8', '9', '23', '2C'] -> ((23 * 8) + 2C) / 9 base 16
[9401] ['8', '9', '25', '2D'] -> ((25 * 9) - 2D) / 8 base 16
[9402] ['8', '9', '27', '2A'] -> 2A - ((27 + 9) / 8) base 16
[9403] ['8', '9', '2C', '2D'] -> (2C * 9) - (2D * 8) base 16
[9404] ['8', 'A', 'A', 'C'] -> (8 + A) * (C - A) base 16
[9405] ['8', 'A', 'A', '11'] -> (11 * 8) - (A * A) base 16
[9406] ['8', 'A', 'A', '17'] -> ((A - 8) * 17) - A base 16
[9407] ['1', '9', 'A', '1E'] -> ((1E / A) + 1) * 9 base 16
[9408] ['8', 'A', 'B', 'D'] -> (8 + A) * (D - B) base 16
[9409] ['8', 'A', 'B', '20'] -> ((20 * B) + 8) / A base 16
[9410] ['8', 'A', 'C', '10'] -> ((10 - A) * 8) - C base 16
[9411] ['8', 'A', 'D', 'F'] -> (8 + A) * (F - D) base 16
[9412] ['8', 'A', 'E', '16'] -> (16 * 8) - (A * E) base 16
[9413] ['8', 'A', 'E', '19'] -> ((A - 8) * 19) - E base 16
[9414] ['8', 'A', 'E', '21'] -> ((A + E) / 8) + 21 base 16
[9415] ['8', 'A', 'E', '27'] -> 27 - ((A + E) / 8) base 16
[9416] ['8', 'A', 'F', '11'] -> (11 - F) * (8 + A) base 16
[9417] ['8', 'A', 'F', '22'] -> ((F - 8) * A) - 22 base 16
[9418] ['1', '9', 'D', '19'] -> ((19 * D) - 1) / 9 base 16
