[1] ['1', '1', '1', '8'] -> (1 + 1 + 1) * 8
[9036] ['6', '28', '39', '42'] -> ((39 - 28) * 6) - 42
[9037] ['6', '29', '30', '38'] -> ((38 - 29) * 6) - 30
[9038] ['6', '29', '31', '34'] -> 34 - ((29 + 31) / 6)
[9039] ['6', '29', '35', '37'] -> 35 - ((29 + 37) / 6)
[9040] ['6', '29', '36', '39'] -> ((39 - 29) * 6) - 36
[9041] ['6', '29', '36', '43'] -> 36 - ((29 + 43) / 6)
[9042] ['6', '29', '37', '49'] -> 37 - ((29 + 49) / 6)
[9043] ['6', '29', '40', '42'] -> ((40 - 29) * 6) - 42
[9044] ['1', '5', '27', '32'] -> ((32 - 27) * 5) - 1
[9045] ['6', '26', '28', '42'] -> (42 + 6) / (28 - 26)
[9046] ['6', '26', '30', '35'] -> ((35 - 26) * 6) - 30
[9047] ['6', '26', '34', '34'] -> 34 - ((26 + 34) / 6)
[9048] ['6', '26', '35', '40'] -> 35 - ((26 + 40) / 6)
[9049] ['6', '26', '36', '36'] -> ((36 - 26) * 6) - 36
[9050] ['6', '26', '36', '46'] -> 36 - ((26 + 46) / 6)
[9051] ['6', '26', '37', '42'] -> ((37 - 26) * 6) - 42
[9052] ['6', '27', '27', '33'] -> 33 - ((27 + 27) / 6)
[9053] ['6', '27', '29', '42'] -> (42 + 6) / (29 - 27)
[9054] ['6', '27', '30', '34'] -> ((27 * 30) + 6) / 34
[9055] ['1', '5', '27', '40'] -> 27 / ((5 / 40) + 1)
[9056] ['6', '27', '30', '36'] -> ((36 - 27) * 6) - 30
[9057] ['6', '27', '33', '34'] -> 34 - ((27 + 33) / 6)
[9058] ['6', '27', '34', '38'] -> ((27 * 34) - 6) / 38
[9059] ['6', '27', '35', '39'] -> 35 - ((27 + 39) / 6)
[9060] ['6', '27', '36', '37'] -> ((37 - 27) * 6) - 36
[9061] ['6', '27', '38', '42'] -> ((38 - 27) * 6) - 42
[9062] ['6', '27', '38', '43'] -> ((27 * 38) + 6) / 43
[9063] ['6', '27', '42', '47'] -> ((27 * 42) - 6) / 47
[9064] ['6', '30', '30', '34'] -> 34 - ((30 + 30) / 6)
[9065] ['6', '30', '30', '39'] -> ((39 - 30) * 6) - 30
[9066] ['1', '5', '28', '30'] -> 28 / ((5 / 30) + 1)
[9067] ['6', '30', '31', '39'] -> ((30 * 31) + 6) / 39
[9068] ['6', '30', '31', '40'] -> ((40 - 31) * 6) - 30
[9069] ['6', '30', '32', '41'] -> ((41 - 32) * 6) - 30
[9070] ['6', '30', '32', '42'] -> (42 + 6) / (32 - 30)
[9071] ['6', '30', '33', '41'] -> ((30 * 33) - 6) / 41
[9072] ['6', '30', '34', '43'] -> ((43 - 34) * 6) - 30
[9073] ['6', '30', '36', '40'] -> ((40 - 30) * 6) - 36
[9074] ['6', '30', '36', '42'] -> 36 - ((30 + 42) / 6)
[9075] ['6', '30', '36', '45'] -> ((45 - 36) * 6) - 30
[9076] ['6', '30', '37', '48'] -> 37 - ((30 + 48) / 6)
[9077] ['1', '5', '28', '32'] -> (1 + 5) * (32 - 28)
[9078] ['6', '30', '38', '47'] -> ((47 - 38) * 6) - 30
[9079] ['6', '30', '39', '48'] -> ((48 - 39) * 6) - 30
[9080] ['6', '30', '39', '49'] -> ((30 * 39) + 6) / 49
[9081] ['6', '30', '40', '49'] -> ((49 - 40) * 6) - 30
[9082] ['6', '31', '33', '42'] -> (42 + 6) / (33 - 31)
[9083] ['6', '31', '37', '47'] -> 37 - ((31 + 47) / 6)
[9084] ['6', '32', '34', '35'] -> 35 - ((32 + 34) / 6)
[9085] ['6', '32', '37', '46'] -> 37 - ((32 + 46) / 6)
[9086] ['6', '32', '42', '43'] -> ((43 - 32) * 6) - 42
[9087] ['6', '33', '33', '35'] -> 35 - ((33 + 33) / 6)
[9088] ['1', '5', '28', '33'] -> ((33 - 28) * 5) - 1
[9089] ['6', '33', '34', '47'] -> ((33 * 34) + 6) / 47
[9090] ['6', '33', '35', '42'] -> (42 + 6) / (35 - 33)
[9091] ['6', '33', '36', '43'] -> ((43 - 33) * 6) - 36
[9092] ['6', '33', '37', '45'] -> 37 - ((33 + 45) / 6)
[9093] ['6', '33', '42', '44'] -> ((44 - 33) * 6) - 42
[9094] ['6', '34', '36', '44'] -> ((44 - 34) * 6) - 36
[9095] ['6', '34', '37', '44'] -> 37 - ((34 + 44) / 6)
[9096] ['6', '34', '42', '45'] -> ((45 - 34) * 6) - 42
[9097] ['6', '35', '36', '45'] -> ((45 - 35) * 6) - 36
[9098] ['6', '35', '37', '43'] -> 37 - ((35 + 43) / 6)
[9099] ['1', '5', '28', '35'] -> (1 - (5 / 35)) * 28
[9100] ['6', '35', '38', '49'] -> 38 - ((35 + 49) / 6)
[9101] ['6', '35', '42', '46'] -> ((46 - 35) * 6) - 42
[9102] ['6', '36', '36', '36'] -> 36 - ((36 + 36) / 6)
[9103] ['6', '36', '36', '46'] -> ((46 - 36) * 6) - 36
[9104] ['6', '36', '37', '42'] -> 37 - ((36 + 42) / 6)
[9105] ['7', '8', '8', '22'] -> ((22 * 8) - 8) / 7
[9106] ['7', '8', '8', '35'] -> (8 - (35 / 7)) * 8
[9107] ['7', '8', '9', '22'] -> ((7 + 9) / 8) + 22
[9108] ['7', '8', '9', '26'] -> 26 - ((7 + 9) / 8)
[9109] ['7', '8', '9', '36'] -> (7 - (36 / 9)) * 8
[9110] ['1', '5', '29', '29'] -> (1 - (5 / 29)) * 29
[9111] ['7', '8', '9', '42'] -> (9 - (42 / 7)) * 8
[9112] ['7', '8', '10', '26'] -> ((26 * 7) + 10) / 8
[9113] ['7', '8', '10', '40'] -> (7 - (40 / 10)) * 8
[9114] ['7', '8', '10', '41'] -> (41 + 7) / (10 - 8)
[9115] ['7', '8', '11', '29'] -> ((29 * 7) - 11) / 8
[9116] ['7', '8', '11', '44'] -> (7 - (44 / 11)) * 8
[9117] ['7', '8', '12', '48'] -> (7 - (48 / 12)) * 8
[9118] ['7', '8', '13', '24'] -> ((13 - 7) * 8) - 24
[9119] ['7', '8', '13', '27'] -> 27 - ((13 + 8) / 7)
[9120] ['7', '8', '14', '44'] -> (8 - (44 / 7)) * 14
[9121] ['1', '1', '31', '43'] -> (1 + 1) * (43 - 31)
[9122] ['1', '5', '29', '33'] -> (1 + 5) * (33 - 29)
[9123] ['7', '8', '15', '48'] -> ((15 * 8) + 48) / 7
[9124] ['7', '8', '16', '17'] -> (17 * 8) - (16 * 7)
[9125] ['7', '8', '16', '32'] -> ((16 - 8) * 7) - 32
[9126] ['7', '8', '16', '44'] -> (7 - (44 / 8)) * 16
[9127] ['7', '8', '17', '25'] -> ((25 * 7) + 17) / 8
[9128] ['7', '8', '17', '32'] -> ((17 * 8) + 32) / 7
[9129] ['7', '8', '17', '39'] -> ((17 - 8) * 7) - 39
[9130] ['7', '8', '18', '30'] -> ((30 * 7) - 18) / 8
[9131] ['7', '8', '18', '34'] -> ((34 + 8) / 7) + 18
[9132] ['7', '8', '18', '46'] -> ((18 - 8) * 7) - 46
[9133] ['1', '5', '29', '34'] -> ((34 - 29) * 5) - 1
[9134] ['7', '8', '19', '27'] -> ((27 + 8) / 7) + 19
[9135] ['7', '8', '19', '33'] -> ((33 + 7) / 8) + 19
[9136] ['7', '8', '20', '20'] -> ((20 + 8) / 7) + 20
[9137] ['7', '8', '20', '25'] -> ((25 + 7) / 8) + 20
[9138] ['7', '8', '22', '30'] -> (30 / (7 + 8)) + 22
[9139] ['7', '8', '22', '38'] -> ((22 * 7) + 38) / 8
[9140] ['6', '36', '37', '47'] -> ((47 - 37) * 6) - 36
[9141] ['6', '36', '39', '49'] -> ((49 - 39) * 6) - 36
[9142] ['6', '36', '42', '47'] -> ((47 - 36) * 6) - 42
[9143] ['6', '37', '37', '41'] -> 37 - ((37 + 41) / 6)
[9144] ['1', '5', '30', '34'] -> (1 + 5) * (34 - 30)
[9145] ['6', '37', '38', '40'] -> 37 - ((38 + 40) / 6)
[9146] ['6', '37', '38', '47'] -> 38 - ((37 + 47) / 6)
[9147] ['6', '37', '39', '39'] -> 37 - ((39 + 39) / 6)
[9148] ['6', '37', '39', '42'] -> (42 + 6) / (39 - 37)
[9149] ['6', '37', '42', '48'] -> ((48 - 37) * 6) - 42
[9150] ['6', '38', '39', '45'] -> 38 - ((39 + 45) / 6)
[9151] ['6', '38', '40', '42'] -> (42 + 6) / (40 - 38)
[9152] ['6', '38', '40', '44'] -> 38 - ((40 + 44) / 6)
[9153] ['6', '38', '41', '43'] -> 38 - ((41 + 43) / 6)
[9154] ['6', '38', '42', '42'] -> 38 - ((42 + 42) / 6)
[9155] ['1', '5', '31', '34'] -> 31 - ((1 + 34) / 5)
[9156] ['6', '38', '42', '49'] -> ((49 - 38) * 6) - 42
[9157] ['6', '39', '41', '42'] -> (42 + 6) / (41 - 39)
[9158] ['6', '39', '41', '49'] -> 39 - ((41 + 49) / 6)
[9159] ['6', '39', '43', '47'] -> 39 - ((43 + 47) / 6)
[9160] ['6', '39', '44', '46'] -> 39 - ((44 + 46) / 6)
[9161] ['6', '39', '45', '45'] -> 39 - ((45 + 45) / 6)
[9162] ['6', '40', '42', '42'] -> (42 + 6) / (42 - 40)
[9163] ['6', '40', '47', '49'] -> 40 - ((47 + 49) / 6)
[9164] ['6', '41', '42', '43'] -> (42 + 6) / (43 - 41)
[9165] ['6', '42', '42', '44'] -> (42 + 6) / (44 - 42)
[9166] ['1', '5', '31', '42'] -> 31 - (42 / (1 + 5))
[9167] ['6', '42', '43', '45'] -> (42 + 6) / (45 - 43)
[9168] ['6', '42', '44', '46'] -> (42 + 6) / (46 - 44)
[9169] ['6', '42', '45', '47'] -> (42 + 6) / (47 - 45)
[9170] ['6', '42', '47', '49'] -> (42 + 6) / (49 - 47)
[9171] ['7', '9', '11', '41'] -> (41 + 7) / (11 - 9)
[9172] ['7', '9', '12', '12'] -> (12 * 9) - (12 * 7)
[9173] ['7', '9', '12', '36'] -> (12 + 36) / (9 - 7)
[9174] ['7', '9', '12', '49'] -> (9 - (49 / 7)) * 12
[9175] ['7', '9', '13', '29'] -> ((29 * 7) + 13) / 9
[9176] ['7', '9', '13', '30'] -> ((13 - 7) * 9) - 30
[9177] ['1', '5', '32', '36'] -> (1 + 5) * (36 - 32)
[9178] ['7', '9', '14', '19'] -> ((9 - 7) * 19) - 14
[9179] ['7', '9', '14', '34'] -> (14 + 34) / (9 - 7)
[9180] ['7', '9', '15', '17'] -> ((17 * 9) + 15) / 7
[9181] ['7', '9', '15', '48'] -> ((15 - 7) * 9) - 48
[9182] ['7', '9', '16', '20'] -> ((9 - 7) * 20) - 16
[9183] ['7', '9', '16', '47'] -> ((47 + 9) / 7) + 16
[9184] ['7', '9', '17', '31'] -> (17 + 31) / (9 - 7)
[9185] ['7', '9', '17', '32'] -> ((17 - 9) * 7) - 32
[9186] ['7', '9', '17', '40'] -> ((40 + 9) / 7) + 17
[9187] ['7', '9', '18', '39'] -> ((18 - 9) * 7) - 39
[9188] ['1', '5', '32', '37'] -> ((37 - 32) * 5) - 1
[9189] ['7', '9', '18', '47'] -> ((47 + 7) / 9) + 18
[9190] ['7', '9', '19', '26'] -> ((26 + 9) / 7) + 19
[9191] ['7', '9', '19', '29'] -> (19 + 29) / (9 - 7)
[9192] ['7', '9', '19', '38'] -> ((38 + 7) / 9) + 19
[9193] ['7', '9', '19', '46'] -> ((19 - 9) * 7) - 46
[9194] ['7', '9', '20', '21'] -> ((20 + 7) / 9) + 21
[9195] ['7', '9', '20', '22'] -> ((9 - 7) * 22) - 20
[9196] ['7', '9', '20', '29'] -> ((29 + 7) / 9) + 20
[9197] ['7', '9', '21', '48'] -> (48 / (7 + 9)) + 21
[9198] ['7', '9', '22', '26'] -> (22 + 26) / (9 - 7)
[9199] ['1', '5', '32', '39'] -> 32 - ((1 + 39) / 5)
[9200] ['7', '9', '22', '32'] -> (32 / (7 + 9)) + 22
[9201] ['7', '9', '23', '25'] -> (23 + 25) / (9 - 7)
[9202] ['7', '9', '23', '33'] -> (33 * 7) - (23 * 9)
[9203] ['7', '9', '23', '39'] -> ((23 * 9) - 39) / 7
[9204] ['7', '9', '25', '41'] -> ((25 * 7) + 41) / 9
[9205] ['7', '9', '26', '28'] -> ((9 - 7) * 26) - 28
[9206] ['7', '9', '26', '29'] -> 29 - ((26 + 9) / 7)
[9207] ['7', '9', '26', '30'] -> (26 * 9) - (30 * 7)
[9208] ['7', '9', '26', '32'] -> 26 - (32 / (7 + 9))
[9209] ['7', '9', '27', '27'] -> ((27 * 7) + 27) / 9
[9210] ['1', '5', '32', '48'] -> 32 - (48 / (1 + 5))
[9211] ['7', '9', '27', '48'] -> 27 - (48 / (7 + 9))
[9212] ['7', '8', '23', '31'] -> ((23 * 7) + 31) / 8
[9213] ['7', '8', '25', '28'] -> 28 - ((25 + 7) / 8)
[9214] ['7', '8', '25', '31'] -> ((31 * 7) - 25) / 8
[9215] ['7', '8', '27', '45'] -> 27 - (45 / (7 + 8))
[9216] ['7', '8', '27', '47'] -> 27 / (7 - (47 / 8))
[9217] ['7', '8', '30', '41'] -> 30 - ((41 + 7) / 8)
[9218] ['7', '8', '30', '46'] -> 30 / (7 - (46 / 8))
[9219] ['7', '8', '31', '32'] -> (31 * 8) - (32 * 7)
[9220] ['7', '8', '32', '32'] -> ((32 * 7) - 32) / 8
[9221] ['1', '5', '33', '37'] -> (1 + 5) * (37 - 33)
[9222] ['7', '8', '32', '40'] -> (40 * 7) - (32 * 8)
[9223] ['7', '8', '33', '39'] -> ((33 * 7) - 39) / 8
[9224] ['7', '8', '33', '45'] -> 33 / (7 - (45 / 8))
[9225] ['7', '8', '38', '40'] -> (38 * 8) - (40 * 7)
[9226] ['7', '8', '40', '48'] -> 48 / (7 - (40 / 8))
[9227] ['7', '8', '42', '42'] -> 42 / (7 - (42 / 8))
[9228] ['7', '8', '42', '48'] -> 48 / (8 - (42 / 7))
[9229] ['7', '8', '45', '48'] -> (45 * 8) - (48 * 7)
[9230] ['7', '9', '9', '15'] -> (15 * 7) - (9 * 9)
[9231] ['7', '9', '10', '33'] -> ((33 * 7) + 9) / 10
[9232] ['1', '1', '32', '44'] -> (1 + 1) * (44 - 32)
[9233] ['1', '5', '33', '38'] -> ((38 - 33) * 5) - 1
[9234] ['7', '9', '10', '38'] -> (10 + 38) / (9 - 7)
[9235] ['7', '9', '11', '14'] -> ((14 - 9) * 7) - 11
[9236] ['7', '9', '11', '22'] -> ((11 + 7) / 9) + 22
[9237] ['7', '9', '11', '39'] -> ((39 * 7) - 9) / 11
[9238] ['7', '9', '28', '32'] -> ((9 - 7) * 28) - 32
[9239] ['7', '9', '29', '34'] -> ((9 - 7) * 29) - 34
[9240] ['7', '9', '29', '35'] -> ((35 * 7) - 29) / 9
[9241] ['7', '9', '29', '38'] -> 29 - ((38 + 7) / 9)
[9242] ['7', '9', '30', '33'] -> 30 - ((33 + 9) / 7)
[9243] ['7', '9', '30', '36'] -> ((9 - 7) * 30) - 36
[9244] ['1', '7', '17', '17'] -> ((7 / 17) + 1) * 17
[9245] ['7', '9', '30', '47'] -> 30 - ((47 + 7) / 9)
[9246] ['7', '9', '31', '38'] -> ((9 - 7) * 31) - 38
[9247] ['7', '9', '31', '40'] -> 31 - ((40 + 9) / 7)
[9248] ['7', '9', '32', '47'] -> 32 - ((47 + 9) / 7)
[9249] ['7', '9', '33', '39'] -> (33 * 9) - (39 * 7)
[9250] ['7', '9', '33', '42'] -> ((9 - 7) * 33) - 42
[9251] ['7', '9', '34', '44'] -> ((9 - 7) * 34) - 44
[9252] ['7', '9', '35', '46'] -> ((9 - 7) * 35) - 46
[9253] ['7', '9', '36', '36'] -> ((36 * 7) - 36) / 9
[9254] ['7', '9', '37', '43'] -> ((37 * 7) - 43) / 9
[9255] ['1', '7', '17', '20'] -> (1 + 7) * (20 - 17)
[9256] ['7', '9', '45', '48'] -> 48 / (7 - (45 / 9))
[9257] ['7', '9', '48', '49'] -> 48 / (9 - (49 / 7))
[9258] ['7', '10', '10', '46'] -> (7 - (46 / 10)) * 10
[9259] ['7', '10', '11', '15'] -> ((15 - 10) * 7) - 11
[9260] ['7', '10', '11', '27'] -> 27 - ((10 + 11) / 7)
[9261] ['7', '10', '12', '18'] -> ((10 * 18) - 12) / 7
[9262] ['7', '10', '12', '41'] -> (41 + 7) / (12 - 10)
[9263] ['7', '10', '13', '19'] -> ((13 * 19) - 7) / 10
[9264] ['7', '10', '13', '36'] -> ((13 - 7) * 10) - 36
[9265] ['7', '10', '13', '38'] -> ((10 * 13) + 38) / 7
[9266] ['1', '7', '18', '28'] -> 18 / (1 - (7 / 28))
[9267] ['7', '10', '13', '46'] -> ((46 * 7) - 10) / 13
[9268] ['7', '10', '14', '18'] -> ((10 - 7) * 14) - 18
[9269] ['7', '10', '14', '46'] -> ((14 - 7) * 10) - 46
[9270] ['7', '10', '15', '21'] -> ((10 - 7) * 15) - 21
[9271] ['7', '10', '40', '40'] -> ((40 * 7) - 40) / 10
[9272] ['7', '10', '41', '47'] -> ((41 * 7) - 47) / 10
[9273] ['7', '10', '49', '49'] -> ((49 + 49) / 7) + 10
[9274] ['7', '11', '11', '20'] -> ((11 - 7) * 11) - 20
[9275] ['7', '11', '11', '47'] -> ((11 * 11) + 47) / 7
[9276] ['7', '11', '12', '24'] -> ((11 - 7) * 12) - 24
[9277] ['1', '7', '18', '41'] -> ((1 + 41) / 7) + 18
[9278] ['7', '11', '13', '17'] -> (11 * 13) - (17 * 7)
[9279] ['7', '11', '13', '18'] -> ((18 - 13) * 7) - 11
[9280] ['7', '11', '13', '25'] -> ((11 * 13) + 25) / 7
[9281] ['7', '11', '13', '28'] -> ((11 - 7) * 13) - 28
[9282] ['7', '11', '13', '42'] -> ((13 - 7) * 11) - 42
[9283] ['7', '11', '13', '43'] -> ((43 * 7) + 11) / 13
[9284] ['7', '11', '14', '19'] -> ((19 - 14) * 7) - 11
[9285] ['7', '11', '14', '32'] -> ((11 - 7) * 14) - 32
[9286] ['7', '11', '15', '26'] -> 26 - ((15 + 7) / 11)
[9287] ['7', '11', '16', '45'] -> ((11 + 45) / 7) + 16
[9288] ['1', '7', '19', '22'] -> (1 + 7) * (22 - 19)
[9289] ['7', '11', '17', '18'] -> ((17 - 11) * 7) - 18
[9290] ['7', '11', '17', '19'] -> ((11 * 17) - 19) / 7
[9291] ['7', '11', '17', '20'] -> ((11 + 17) / 7) + 20
[9292] ['7', '11', '17', '22'] -> ((22 - 17) * 7) - 11
[9293] ['7', '11', '17', '38'] -> ((11 + 38) / 7) + 17
[9294] ['7', '11', '17', '44'] -> ((11 - 7) * 17) - 44
[9295] ['7', '11', '18', '30'] -> ((11 * 18) - 30) / 7
[9296] ['7', '11', '18', '31'] -> ((11 + 31) / 7) + 18
[9297] ['7', '11', '18', '48'] -> ((11 - 7) * 18) - 48
[9298] ['7', '11', '19', '32'] -> ((19 - 11) * 7) - 32
[9299] ['1', '7', '19', '34'] -> ((1 + 34) / 7) + 19
[9300] ['7', '11', '19', '35'] -> ((35 * 7) + 19) / 11
[9301] ['7', '11', '19', '41'] -> ((11 * 19) - 41) / 7
[9302] ['7', '11', '19', '48'] -> ((48 + 7) / 11) + 19
[9303] ['7', '11', '20', '25'] -> ((25 - 20) * 7) - 11
[9304] ['7', '11', '20', '37'] -> ((37 + 7) / 11) + 20
[9305] ['7', '11', '20', '43'] -> ((11 * 43) + 7) / 20
[9306] ['7', '11', '21', '46'] -> ((21 - 11) * 7) - 46
[9307] ['7', '11', '22', '27'] -> ((27 - 22) * 7) - 11
[9308] ['7', '11', '22', '36'] -> (36 / (11 + 7)) + 22
[9309] ['7', '11', '23', '28'] -> ((28 - 23) * 7) - 11
[9310] ['1', '7', '19', '38'] -> (1 - (7 / 19)) * 38
[9311] ['7', '11', '23', '41'] -> ((41 * 7) - 23) / 11
[9312] ['7', '11', '25', '30'] -> ((30 - 25) * 7) - 11
[9313] ['7', '11', '26', '31'] -> ((31 - 26) * 7) - 11
[9314] ['7', '11', '26', '34'] -> ((34 * 7) + 26) / 11
[9315] ['7', '11', '26', '36'] -> 26 - (36 / (11 + 7))
[9316] ['7', '11', '27', '39'] -> (11 * 27) - (39 * 7)
[9317] ['7', '11', '28', '37'] -> 28 - ((37 + 7) / 11)
[9318] ['7', '11', '29', '34'] -> ((34 - 29) * 7) - 11
[9319] ['7', '11', '30', '31'] -> 30 - ((11 + 31) / 7)
[9320] ['7', '11', '30', '42'] -> ((42 * 7) - 30) / 11
[9321] ['1', '7', '19', '40'] -> (40 / (1 + 7)) + 19
[9322] ['7', '11', '31', '36'] -> ((36 - 31) * 7) - 11
[9323] ['7', '11', '31', '38'] -> 31 - ((11 + 38) / 7)
[9324] ['7', '11', '31', '47'] -> ((31 * 7) + 47) / 11
[9325] ['7', '11', '32', '37'] -> ((37 - 32) * 7) - 11
[9326] ['7', '11', '32', '40'] -> ((32 * 7) + 40) / 11
[9327] ['7', '11', '32', '45'] -> 32 - ((11 + 45) / 7)
[9328] ['7', '11', '33', '33'] -> ((33 * 7) + 33) / 11
[9329] ['7', '11', '33', '38'] -> ((38 - 33) * 7) - 11
[9330] ['7', '11', '34', '39'] -> ((39 - 34) * 7) - 11
[9331] ['7', '11', '36', '41'] -> ((41 - 36) * 7) - 11
[9332] ['1', '7', '20', '23'] -> (1 + 7) * (23 - 20)
[9333] ['7', '11', '37', '42'] -> ((42 - 37) * 7) - 11
[9334] ['7', '11', '38', '43'] -> ((43 - 38) * 7) - 11
[9335] ['7', '11', '39', '44'] -> ((44 - 39) * 7) - 11
[9336] ['7', '11', '40', '45'] -> ((45 - 40) * 7) - 11
[9337] ['7', '11', '41', '46'] -> ((46 - 41) * 7) - 11
[9338] ['7', '11', '42', '47'] -> ((47 - 42) * 7) - 11
[9339] ['7', '11', '44', '44'] -> ((44 * 7) - 44) / 11
[9340] ['7', '11', '44', '47'] -> ((44 + 47) / 7) + 11
[9341] ['7', '11', '44', '49'] -> ((49 - 44) * 7) - 11
[9342] ['7', '11', '45', '46'] -> ((45 + 46) / 7) + 11
[9343] ['1', '1', '33', '42'] -> ((1 + 1) * 33) - 42
[9344] ['1', '7', '20', '32'] -> (32 / (1 + 7)) + 20
[9345] ['7', '11', '47', '49'] -> (47 + 49) / (11 - 7)
[9346] ['7', '11', '48', '48'] -> (48 + 48) / (11 - 7)
[9347] ['7', '12', '12', '15'] -> ((12 * 15) - 12) / 7
[9348] ['7', '12', '12', '36'] -> ((12 - 7) * 12) - 36
[9349] ['7', '12', '13', '41'] -> ((12 - 7) * 13) - 41
[9350] ['7', '12', '13', '43'] -> ((43 * 7) - 13) / 12
[9351] ['7', '12', '14', '41'] -> (41 + 7) / (14 - 12)
[9352] ['7', '12', '15', '39'] -> ((39 * 7) + 15) / 12
[9353] ['7', '12', '16', '20'] -> ((12 + 16) / 7) + 20
[9354] ['7', '12', '17', '37'] -> ((12 + 37) / 7) + 17
[9355] ['1', '7', '20', '42'] -> 20 / (1 - (7 / 42))
[9356] ['7', '12', '18', '18'] -> ((18 - 12) * 7) - 18
[9357] ['7', '12', '18', '48'] -> ((12 * 18) - 48) / 7
[9358] ['7', '12', '19', '36'] -> (36 * 7) - (12 * 19)
[9359] ['7', '12', '20', '32'] -> ((20 - 12) * 7) - 32
[9360] ['7', '12', '20', '41'] -> ((41 + 7) / 12) + 20
[9361] ['7', '12', '20', '44'] -> ((44 * 7) - 20) / 12
[9362] ['7', '12', '21', '29'] -> ((29 + 7) / 12) + 21
[9363] ['7', '12', '22', '46'] -> ((22 - 12) * 7) - 46
[9364] ['7', '12', '23', '29'] -> 29 - ((12 + 23) / 7)
[9365] ['7', '12', '23', '36'] -> (12 * 23) - (36 * 7)
[9366] ['1', '7', '21', '32'] -> 32 / ((7 / 21) + 1)
[9367] ['7', '12', '27', '29'] -> 27 - ((29 + 7) / 12)
[9368] ['7', '12', '27', '45'] -> ((45 * 7) - 27) / 12
[9369] ['7', '12', '28', '41'] -> 28 - ((41 + 7) / 12)
[9370] ['7', '12', '29', '37'] -> ((37 * 7) + 29) / 12
[9371] ['7', '12', '30', '48'] -> (12 * 30) - (48 * 7)
[9372] ['7', '12', '31', '37'] -> 31 - ((12 + 37) / 7)
[9373] ['7', '12', '32', '44'] -> 32 - ((12 + 44) / 7)
[9374] ['7', '12', '34', '46'] -> ((46 * 7) - 34) / 12
[9375] ['7', '12', '35', '43'] -> ((35 * 7) + 43) / 12
[9376] ['7', '12', '36', '36'] -> ((36 * 7) + 36) / 12
[9377] ['1', '7', '21', '36'] -> (1 - (7 / 21)) * 36
[9378] ['7', '12', '36', '48'] -> ((36 + 48) / 7) + 12
[9379] ['7', '14', '20', '49'] -> ((49 + 7) / 14) + 20
[9380] ['7', '14', '21', '26'] -> 26 - ((21 + 7) / 14)
[9381] ['7', '14', '21', '45'] -> ((45 * 7) + 21) / 14
[9382] ['7', '14', '22', '32'] -> ((22 - 14) * 7) - 32
[9383] ['7', '14', '22', '42'] -> (42 / (14 + 7)) + 22
[9384] ['7', '14', '23', '39'] -> ((23 - 14) * 7) - 39
[9385] ['7', '14', '23', '47'] -> ((23 + 47) / 7) + 14
[9386] ['7', '14', '25', '45'] -> ((25 + 45) / 7) + 14
[9387] ['7', '14', '26', '42'] -> 26 - (42 / (14 + 7))
[9388] ['1', '7', '21', '48'] -> 48 / ((21 / 7) - 1)
[9389] ['7', '14', '26', '44'] -> ((26 + 44) / 7) + 14
[9390] ['7', '14', '27', '43'] -> ((27 + 43) / 7) + 14
[9391] ['7', '14', '28', '30'] -> 30 - ((14 + 28) / 7)
[9392] ['7', '14', '28', '44'] -> ((44 * 7) + 28) / 14
[9393] ['7', '14', '28', '49'] -> 28 - ((49 + 7) / 14)
[9394] ['7', '14', '30', '40'] -> ((30 + 40) / 7) + 14
[9395] ['7', '14', '31', '35'] -> 31 - ((14 + 35) / 7)
[9396] ['7', '14', '31', '39'] -> ((31 + 39) / 7) + 14
[9397] ['7', '14', '32', '38'] -> ((32 + 38) / 7) + 14
[9398] ['7', '14', '33', '37'] -> ((33 + 37) / 7) + 14
[9399] ['1', '7', '21', '49'] -> ((7 / 49) + 1) * 21
[9400] ['7', '14', '33', '49'] -> 33 - ((14 + 49) / 7)
[9401] ['7', '14', '34', '36'] -> ((34 + 36) / 7) + 14
[9402] ['7', '14', '35', '35'] -> ((35 + 35) / 7) + 14
[9403] ['7', '14', '41', '49'] -> ((41 * 7) + 49) / 14
[9404] ['7', '14', '42', '42'] -> ((42 * 7) + 42) / 14
[9405] ['7', '15', '15', '48'] -> ((15 + 48) / 7) + 15
[9406] ['7', '10', '16', '46'] -> ((10 + 46) / 7) + 16
[9407] ['7', '10', '17', '27'] -> ((10 - 7) * 17) - 27
[9408] ['7', '10', '17', '39'] -> ((10 + 39) / 7) + 17
[9409] ['7', '10', '19', '25'] -> ((10 + 25) / 7) + 19
[9410] ['1', '7', '22', '25'] -> (1 + 7) * (25 - 22)
[9411] ['7', '10', '19', '33'] -> ((10 - 7) * 19) - 33
[9412] ['7', '10', '19', '37'] -> ((37 * 7) - 19) / 10
[9413] ['7', '10', '19', '39'] -> ((19 - 10) * 7) - 39
[9414] ['7', '10', '19', '43'] -> ((43 + 7) / 10) + 19
[9415] ['7', '10', '20', '36'] -> ((10 - 7) * 20) - 36
[9416] ['7', '10', '20', '46'] -> ((20 - 10) * 7) - 46
[9417] ['7', '10', '21', '39'] -> ((10 - 7) * 21) - 39
[9418] ['7', '10', '22', '28'] -> (10 * 22) - (28 * 7)
[9419] ['7', '10', '22', '34'] -> (34 / (10 + 7)) + 22
[9420] ['7', '10', '22', '42'] -> ((10 - 7) * 22) - 42
[9421] ['1', '7', '23', '26'] -> (1 + 7) * (26 - 23)
